56.023217.2f,95.484760.2f,120.339613.2f,56.304693.2f,106.190338.2f,11.878334.2f,99.869119.2f,54.296089.2f,80.647574.2f,62.359931.2f,9.709006.2f,53.758275.2f,69.912835.2f,51.553628.2f,23.353314.2f,104.274544.2f,41.183348.2f,8.671040.2f,85.391098.2f,90.052435.2f,82.455320.2f,60.334014.2f,95.951705.2f,107.005360.2f,95.940253.2f,85.877425.2f,6.158922.2f,30.538921.2f,17.768624.2f,90.037466.2f,107.837570.2f,64.029802.2f,73.939086.2f,88.044674.2f,34.660309.2f,79.602627.2f,93.998243.2f,51.943621.2f,89.787164.2f,46.917049.2f
77.847571.2f,44.829867.2f,70.831304.2f,82.860926.2f,63.043670.2f,72.048091.2f,87.686423.2f,44.215233.2f,90.293598.2f,31.999488.2f,74.835631.2f,27.241608.2f,63.940812.2f,39.722254.2f,59.298458.2f,52.526041.2f,90.597254.2f,80.401959.2f,93.640503.2f,60.936622.2f,16.170142.2f,55.828324.2f,102.578248.2f,68.110591.2f,118.369100.2f,84.778785.2f,76.186440.2f,90.154201.2f,94.075223.2f,32.015245.2f,60.444006.2f,103.054699.2f,78.460586.2f,89.704953.2f,88.223180.2f,35.285627.2f,114.550193.2f,89.798648.2f,36.357680.2f,86.199147.2f
19.126180.2f,43.700790.2f,60.936070.2f,24.170447.2f,46.457971.2f,52.784530.2f,36.481479.2f,22.169138.2f,27.440145.2f,31.800277.2f,54.830412.2f,56.214067.2f,5.452361.2f,28.967733.2f,45.415500.2f,49.687906.2f,42.292879.2f,57.839885.2f,31.412722.2f,28.250820.2f,77.078101.2f,8.277662.2f,41.645506.2f,45.379313.2f,54.996358.2f,25.463435.2f,58.390161.2f,49.699542.2f,65.845674.2f,46.848131.2f,49.784574.2f,43.822002.2f,15.705813.2f,29.571886.2f,44.503588.2f,34.544960.2f,51.239981.2f,34.306562.2f,43.265915.2f,33.600199.2f
16.450410.2f,54.707601.2f,75.541754.2f,20.908530.2f,61.017095.2f,36.267599.2f,52.388148.2f,18.479268.2f,37.611680.2f,31.287615.2f,38.281774.2f,48.288189.2f,21.962021.2f,23.006286.2f,29.806350.2f,62.123241.2f,30.828122.2f,41.339394.2f,42.293830.2f,43.476931.2f,73.648242.2f,13.997697.2f,53.206427.2f,60.741445.2f,61.434313.2f,39.584360.2f,41.849578.2f,35.554833.2f,49.971150.2f,54.332259.2f,63.683930.2f,40.660443.2f,27.945639.2f,42.754031.2f,31.131568.2f,41.770128.2f,58.189268.2f,27.415828.2f,51.931452.2f,24.323621.2f
79.594954.2f,57.044254.2f,83.901982.2f,84.262801.2f,75.075347.2f,65.437771.2f,96.160417.2f,46.487180.2f,95.283110.2f,36.359867.2f,68.067586.2f,18.771440.2f,69.420911.2f,40.552765.2f,53.422663.2f,65.305680.2f,88.638493.2f,73.614020.2f,99.073210.2f,70.570792.2f,10.874955.2f,59.720443.2f,108.739948.2f,79.752527.2f,122.600377.2f,91.250006.2f,68.824517.2f,86.376942.2f,87.411970.2f,44.566776.2f,72.954567.2f,103.757788.2f,83.462773.2f,96.015888.2f,85.335874.2f,45.147305.2f,118.945206.2f,89.807468.2f,48.412825.2f,85.637447.2f
31.924760.2f,66.054710.2f,90.085909.2f,34.537778.2f,75.841822.2f,18.589598.2f,71.275283.2f,24.643141.2f,55.660243.2f,34.880022.2f,21.079023.2f,39.012509.2f,40.217670.2f,23.681303.2f,11.021265.2f,74.554292.2f,31.993032.2f,25.386978.2f,60.433034.2f,59.616175.2f,67.810639.2f,30.022561.2f,71.363456.2f,76.560913.2f,76.867528.2f,58.498775.2f,24.332910.2f,29.833950.2f,37.015738.2f,62.174309.2f,77.667427.2f,50.322954.2f,46.748363.2f,61.499922.2f,28.384786.2f,50.739056.2f,74.039386.2f,35.890661.2f,61.166541.2f,30.921235.2f
55.946859.2f,54.629785.2f,82.282935.2f,60.214421.2f,70.172448.2f,40.977049.2f,81.172953.2f,25.728133.2f,74.732962.2f,21.956976.2f,43.755137.2f,8.790287.2f,50.820679.2f,18.866209.2f,28.326769.2f,63.907137.2f,62.851803.2f,49.325076.2f,79.001485.2f,59.669027.2f,36.750089.2f,39.596723.2f,89.427779.2f,73.284427.2f,100.564087.2f,72.976056.2f,45.123673.2f,60.557750.2f,63.027420.2f,45.392232.2f,69.857352.2f,78.954551.2f,63.360492.2f,77.311350.2f,59.452951.2f,38.723441.2f,97.146191.2f,64.741457.2f,46.910205.2f,60.326021.2f
52.079569.2f,13.940584.2f,40.585972.2f,57.284150.2f,28.316067.2f,70.149845.2f,49.237253.2f,27.595569.2f,56.242611.2f,20.632759.2f,72.871913.2f,46.755122.2f,31.219654.2f,30.196150.2f,58.356131.2f,22.935792.2f,72.682374.2f,77.555458.2f,58.668051.2f,22.209117.2f,54.720008.2f,29.086160.2f,66.234882.2f,31.921457.2f,84.566529.2f,48.519150.2f,75.737923.2f,77.245272.2f,89.002988.2f,13.484965.2f,28.026754.2f,77.225013.2f,45.156907.2f,53.507187.2f,73.115155.2f,3.633962.2f,80.582932.2f,66.875000.2f,10.019459.2f,65.167758.2f
47.718222.2f,89.382555.2f,113.573253.2f,48.010569.2f,99.293247.2f,5.732667.2f,91.752893.2f,47.969720.2f,72.337298.2f,57.055711.2f,2.883211.2f,52.116694.2f,62.119876.2f,45.975704.2f,18.692857.2f,97.986475.2f,33.597590.2f,2.768898.2f,77.080241.2f,82.768607.2f,81.455357.2f,52.913381.2f,87.644496.2f,99.848441.2f,87.937630.2f,77.648851.2f,3.532559.2f,23.692960.2f,16.560675.2f,84.730169.2f,101.168759.2f,56.378640.2f,65.717576.2f,79.764738.2f,27.165545.2f,73.787559.2f,85.915420.2f,43.910290.2f,84.121990.2f,38.817917.2f
34.915078.2f,80.123396.2f,85.200687.2f,32.290147.2f,73.608798.2f,78.131774.2f,38.723308.2f,65.224039.2f,17.931503.2f,75.834459.2f,78.775705.2f,98.424772.2f,43.831686.2f,71.576160.2f,77.381236.2f,82.472702.2f,47.519402.2f,78.735241.2f,16.497610.2f,58.106579.2f,121.068393.2f,51.984025.2f,16.882126.2f,69.178198.2f,10.974518.2f,27.716317.2f,82.237188.2f,59.308613.2f,79.141151.2f,87.321230.2f,78.588722.2f,27.183675.2f,29.269799.2f,23.551213.2f,53.842271.2f,76.271661.2f,7.483808.2f,35.535893.2f,82.867083.2f,40.415122.2f
69.849396.2f,17.396737.2f,10.969509.2f,74.403659.2f,6.006665.2f,97.832338.2f,43.488226.2f,55.323505.2f,62.963160.2f,50.266263.2f,100.418878.2f,75.685166.2f,46.653240.2f,59.180850.2f,86.795997.2f,9.173155.2f,93.650616.2f,104.665864.2f,63.161282.2f,23.716187.2f,77.506900.2f,51.350081.2f,66.334086.2f,11.403552.2f,88.126445.2f,51.996333.2f,103.540736.2f,100.584191.2f,114.938922.2f,29.707684.2f,1.702423.2f,91.720733.2f,55.497505.2f,56.080842.2f,95.643394.2f,32.733749.2f,84.219787.2f,84.962598.2f,25.983446.2f,84.841332.2f
52.005243.2f,76.583450.2f,102.910041.2f,54.361097.2f,89.367163.2f,16.227894.2f,90.055379.2f,37.348084.2f,75.728745.2f,42.495009.2f,18.550504.2f,31.338497.2f,58.414287.2f,32.770180.2f,9.240817.2f,85.703094.2f,47.528390.2f,23.948320.2f,80.489575.2f,75.041292.2f,60.414979.2f,47.236839.2f,91.425059.2f,91.119305.2f,96.642174.2f,78.046361.2f,18.913890.2f,40.949760.2f,37.665678.2f,69.639985.2f,90.262346.2f,68.456847.2f,66.476937.2f,81.284530.2f,42.164355.2f,60.331332.2f,93.929138.2f,54.307164.2f,70.034239.2f,49.083734.2f
58.465316.2f,44.669844.2f,72.504040.2f,63.234734.2f,61.219208.2f,51.354612.2f,76.786454.2f,25.180068.2f,74.133582.2f,15.877969.2f,54.190480.2f,13.815121.2f,48.557461.2f,19.423120.2f,38.435020.2f,53.851007.2f,69.351087.2f,59.704614.2f,78.022570.2f,52.920203.2f,31.267342.2f,38.495608.2f,87.894071.2f,64.908128.2f,101.308207.2f,70.624757.2f,55.875552.2f,68.668259.2f,73.209123.2f,34.484573.2f,60.345279.2f,83.013830.2f,62.355690.2f,75.288707.2f,66.792577.2f,29.525644.2f,97.668459.2f,69.325741.2f,36.532220.2f,65.435757.2f
38.455119.2f,56.798222.2f,82.511244.2f,42.289096.2f,68.792644.2f,27.919471.2f,70.720035.2f,16.641012.2f,59.596206.2f,23.561309.2f,30.750315.2f,27.279498.2f,38.992941.2f,12.710099.2f,15.536825.2f,65.742643.2f,44.166837.2f,35.902721.2f,64.166288.2f,54.356895.2f,55.275656.2f,27.449536.2f,74.976459.2f,70.427577.2f,83.747479.2f,59.972347.2f,33.268089.2f,42.813360.2f,48.707283.2f,51.264168.2f,69.884319.2f,60.384139.2f,49.076105.2f,63.744091.2f,41.117506.2f,40.776962.2f,80.546112.2f,46.075493.2f,50.922322.2f,41.565812.2f
39.164662.2f,86.522662.2f,91.395576.2f,35.920044.2f,79.945301.2f,80.776394.2f,44.646924.2f,70.593968.2f,24.264843.2f,81.514027.2f,81.212871.2f,103.416080.2f,49.888368.2f,76.805032.2f,80.941673.2f,88.876955.2f,48.779869.2f,80.753047.2f,22.891743.2f,64.517401.2f,126.657337.2f,57.603767.2f,22.002018.2f,75.450983.2f,6.559103.2f,34.108453.2f,84.579764.2f,60.459082.2f,80.078772.2f,93.624068.2f,84.943340.2f,26.925848.2f,35.389563.2f,29.868563.2f,55.262167.2f,82.474823.2f,5.426115.2f,37.477503.2f,89.198723.2f,42.608958.2f
77.165538.2f,50.611613.2f,77.302202.2f,82.006284.2f,68.715122.2f,67.062431.2f,91.004518.2f,43.599486.2f,91.501570.2f,32.432698.2f,69.788011.2f,20.965840.2f,65.350700.2f,38.232853.2f,54.588847.2f,58.754259.2f,87.970408.2f,75.364502.2f,95.117115.2f,64.944383.2f,12.857059.2f,56.252966.2f,104.505331.2f,73.506400.2f,119.191385.2f,86.855120.2f,70.871908.2f,86.599577.2f,89.133363.2f,38.032967.2f,66.470452.2f,101.875111.2f,79.642613.2f,91.696129.2f,85.111747.2f,39.335279.2f,115.460790.2f,88.208422.2f,41.999440.2f,84.292168.2f
51.688457.2f,61.350201.2f,88.506064.2f,55.420450.2f,75.644988.2f,31.167293.2f,82.235538.2f,26.321217.2f,72.639989.2f,27.298145.2f,33.921601.2f,16.132866.2f,50.816536.2f,19.988228.2f,18.725415.2f,70.608450.2f,55.251253.2f,39.497214.2f,77.153069.2f,63.255968.2f,45.582150.2f,39.202998.2f,87.893949.2f,78.144562.2f,97.002780.2f,72.410048.2f,35.230684.2f,51.852163.2f,53.237058.2f,53.296440.2f,75.907583.2f,72.995525.2f,61.865984.2f,76.381358.2f,51.286333.2f,45.095413.2f,93.801043.2f,58.583058.2f,54.195489.2f,53.834145.2f
33.713946.2f,91.729245.2f,111.255051.2f,31.026828.2f,96.760135.2f,29.934345.2f,78.926115.2f,53.290283.2f,55.051501.2f,65.562737.2f,28.884871.2f,71.583457.2f,55.405360.2f,54.945077.2f,37.792065.2f,98.951088.2f,9.735066.2f,26.056635.2f,59.303675.2f,78.566873.2f,100.759021.2f,50.745709.2f,68.632246.2f,95.608105.2f,63.920539.2f,63.471879.2f,31.264684.2f,4.102349.2f,22.515523.2f,90.940528.2f,99.910599.2f,30.914929.2f,52.582845.2f,64.003049.2f,5.918240.2f,78.529398.2f,62.609010.2f,22.257602.2f,88.827345.2f,19.004961.2f
30.471585.2f,84.465142.2f,92.793664.2f,26.443686.2f,80.265786.2f,69.917925.2f,47.941369.2f,63.484449.2f,23.298727.2f,75.165440.2f,70.238495.2f,95.206344.2f,45.536603.2f,69.284557.2f,70.804974.2f,87.959104.2f,37.475823.2f,69.596763.2f,24.222039.2f,63.454550.2f,119.770374.2f,51.398498.2f,28.108716.2f,76.411422.2f,17.765784.2f,34.634308.2f,73.552235.2f,49.128272.2f,68.734598.2f,90.181551.2f,85.004732.2f,15.700342.2f,31.972633.2f,31.552777.2f,43.977305.2f,78.379331.2f,16.478734.2f,26.459894.2f,86.073508.2f,31.675901.2f
52.887240.2f,99.025449.2f,122.597606.2f,52.206913.2f,108.204083.2f,16.137023.2f,98.110293.2f,57.613990.2f,76.984573.2f,67.186814.2f,13.289284.2f,62.219070.2f,69.726135.2f,56.041546.2f,29.095855.2f,107.476526.2f,34.346545.2f,7.867045.2f,81.605090.2f,91.224418.2f,91.402707.2f,61.339153.2f,91.786090.2f,108.430267.2f,89.586430.2f,83.434756.2f,12.073876.2f,22.791786.2f,7.203239.2f,94.803422.2f,110.318441.2f,56.895723.2f,71.645992.2f,85.049616.2f,27.879045.2f,83.643193.2f,87.981274.2f,46.167922.2f,94.034287.2f,41.543740.2f
61.426742.2f,16.999098.2f,44.565394.2f,66.679223.2f,34.916262.2f,73.138624.2f,60.425762.2f,32.591242.2f,67.480210.2f,21.677847.2f,75.962672.2f,42.067251.2f,41.945498.2f,32.826028.2f,60.600641.2f,25.774934.2f,80.314827.2f,81.030949.2f,70.036551.2f,33.059124.2f,44.752634.2f,37.940279.2f,77.716272.2f,39.689769.2f,95.852264.2f,59.984192.2f,78.465966.2f,83.585866.2f,93.362743.2f,6.217696.2f,32.988930.2f,86.937753.2f,56.198485.2f,64.974391.2f,79.985344.2f,9.089130.2f,91.881307.2f,75.741237.2f,8.392025.2f,73.503950.2f
9.066314.2f,55.664796.2f,73.927642.2f,14.155126.2f,59.439533.2f,42.473307.2f,46.037350.2f,24.617020.2f,29.403409.2f,36.952559.2f,44.176181.2f,56.256903.2f,18.175649.2f,30.134118.2f,37.463996.2f,62.211815.2f,29.457859.2f,46.516056.2f,34.129461.2f,41.245777.2f,80.747502.2f,15.105987.2f,45.062721.2f,58.345487.2f,53.198037.2f,32.306193.2f,47.818999.2f,36.745542.2f,53.443113.2f,57.175109.2f,62.683420.2f,34.561394.2f,20.415538.2f,35.076560.2f,31.508609.2f,44.553379.2f,49.901403.2f,22.798576.2f,54.157100.2f,21.164185.2f
59.121766.2f,36.364375.2f,64.185309.2f,64.155737.2f,53.402057.2f,58.182064.2f,71.946222.2f,25.539882.2f,72.123560.2f,13.297328.2f,61.041368.2f,22.194174.2f,45.895705.2f,21.593584.2f,45.230080.2f,45.450390.2f,72.810125.2f,66.456356.2f,75.670950.2f,46.706661.2f,32.309630.2f,37.204459.2f,85.009624.2f,57.426497.2f,99.985299.2f,67.363454.2f,63.010490.2f,73.407978.2f,79.681379.2f,25.783801.2f,52.206158.2f,84.401823.2f,60.262602.2f,72.200113.2f,70.944615.2f,21.989654.2f,96.211961.2f,71.313328.2f,28.049722.2f,67.892174.2f
45.454263.2f,44.360810.2f,43.183261.2f,48.138869.2f,32.910249.2f,86.820655.2f,4.957512.2f,52.789879.2f,28.044668.2f,56.970650.2f,88.724803.2f,84.974944.2f,29.242925.2f,59.401624.2f,79.673184.2f,43.685351.2f,69.629962.2f,91.302972.2f,26.527260.2f,22.664645.2f,98.863122.2f,40.522957.2f,27.623648.2f,27.724446.2f,49.731620.2f,16.809552.2f,92.334150.2f,79.570321.2f,97.762954.2f,55.067261.2f,38.121154.2f,60.061360.2f,26.452569.2f,19.177930.2f,73.807223.2f,47.850782.2f,45.931272.2f,58.142622.2f,50.065756.2f,60.147784.2f
38.256634.2f,60.278814.2f,85.801917.2f,41.754263.2f,71.987350.2f,24.310183.2f,72.609662.2f,19.709798.2f,60.292825.2f,27.165882.2f,27.140752.2f,29.050899.2f,40.868984.2f,16.252140.2f,12.016676.2f,69.181296.2f,41.955966.2f,32.302061.2f,64.938424.2f,57.203205.2f,57.662959.2f,29.494571.2f,75.818347.2f,73.472809.2f,83.654862.2f,61.324164.2f,29.671604.2f,39.905403.2f,45.167633.2f,54.867541.2f,73.191553.2f,59.143595.2f,50.145820.2f,64.913318.2f,38.536273.2f,44.310076.2f,80.562905.2f,44.738369.2f,54.489567.2f,40.031662.2f
