20.353382.2f,29.985328.2f,13.853168.2f,31.453255.2f,30.809951.2f,48.962614.2f,77.614914.2f,74.994002.2f,95.959234.2f,43.098397.2f,17.775844.2f,23.619369.2f,50.873211.2f,77.362194.2f,61.064340.2f,32.124064.2f,39.597744.2f,88.395512.2f,58.392004.2f,66.001712.2f,63.819856.2f,32.504521.2f,21.980243.2f,18.870177.2f,32.332965.2f,76.732522.2f,69.374131.2f,4.155396.2f,47.448996.2f,57.752924.2f,33.065312.2f,90.366395.2f,47.842981.2f,39.227156.2f,66.343245.2f,59.426290.2f,80.833475.2f,40.556740.2f,45.273150.2f,95.102952.2f
60.136455.2f,81.707742.2f,69.579768.2f,100.248645.2f,70.051000.2f,29.439221.2f,37.087054.2f,70.572986.2f,71.480356.2f,69.991557.2f,62.017701.2f,59.652577.2f,45.491884.2f,12.193210.2f,113.397643.2f,61.271184.2f,39.193073.2f,49.863708.2f,55.597269.2f,33.566440.2f,100.184715.2f,57.625443.2f,81.649775.2f,96.659763.2f,49.668440.2f,7.314128.2f,43.115759.2f,80.690583.2f,39.280578.2f,111.840089.2f,84.397280.2f,60.474135.2f,76.803457.2f,52.419737.2f,93.388522.2f,51.648265.2f,40.578298.2f,101.959840.2f,35.449817.2f,68.919475.2f
12.396257.2f,37.026258.2f,17.350962.2f,31.090505.2f,35.238300.2f,42.799376.2f,68.908371.2f,65.737653.2f,86.616799.2f,34.177939.2f,10.239590.2f,14.797207.2f,50.266994.2f,72.621502.2f,57.102444.2f,22.781377.2f,34.991200.2f,79.335533.2f,49.058361.2f,57.472782.2f,57.171542.2f,23.253664.2f,16.519476.2f,27.131072.2f,24.256965.2f,71.473582.2f,60.361418.2f,13.475385.2f,39.130697.2f,54.039298.2f,26.794234.2f,81.085645.2f,39.405380.2f,30.094476.2f,58.680071.2f,50.148215.2f,72.006331.2f,37.896190.2f,41.421237.2f,85.766133.2f
54.378591.2f,95.804644.2f,74.936690.2f,69.854671.2f,89.140764.2f,54.106461.2f,32.492207.2f,4.858431.2f,25.694156.2f,30.063123.2f,56.835917.2f,49.795529.2f,84.532888.2f,75.929766.2f,62.944618.2f,39.448694.2f,61.341731.2f,30.273843.2f,15.226150.2f,32.650836.2f,43.318122.2f,40.056325.2f,55.966739.2f,86.911074.2f,46.493365.2f,71.469087.2f,23.291786.2f,75.521581.2f,37.815870.2f,63.233961.2f,49.042243.2f,24.462341.2f,29.886586.2f,35.130460.2f,33.384472.2f,17.238055.2f,31.442232.2f,63.582045.2f,66.345962.2f,25.606612.2f
71.849285.2f,112.157928.2f,91.946877.2f,92.146655.2f,103.987107.2f,62.395193.2f,27.133711.2f,22.156849.2f,7.519846.2f,51.788729.2f,74.482193.2f,67.616417.2f,93.703957.2f,75.661331.2f,84.721093.2f,58.583812.2f,72.362768.2f,15.331393.2f,32.261056.2f,35.198522.2f,64.351944.2f,58.180153.2f,77.382603.2f,107.333319.2f,61.849690.2f,70.743245.2f,25.775483.2f,94.692784.2f,49.193991.2f,85.273551.2f,71.258728.2f,4.119104.2f,52.379493.2f,51.892834.2f,53.895238.2f,31.351792.2f,23.519381.2f,86.140213.2f,75.696774.2f,5.287193.2f
46.480439.2f,87.942908.2f,67.038125.2f,62.860067.2f,81.495491.2f,48.407390.2f,33.015850.2f,12.086022.2f,33.275442.2f,22.530711.2f,48.911978.2f,41.874172.2f,78.125150.2f,72.458768.2f,58.766647.2f,31.452577.2f,54.712725.2f,34.196770.2f,8.813070.2f,30.222920.2f,40.426287.2f,32.141303.2f,48.323126.2f,79.029190.2f,39.009129.2f,68.242739.2f,22.435666.2f,67.521785.2f,31.686767.2f,58.658966.2f,41.961759.2f,30.519172.2f,23.451631.2f,27.502337.2f,31.480148.2f,12.138363.2f,32.987602.2f,57.309561.2f,60.095284.2f,32.920312.2f
38.094202.2f,22.555408.2f,24.611616.2f,69.866364.2f,11.083933.2f,40.117400.2f,78.800218.2f,92.581497.2f,107.674928.2f,67.968586.2f,36.856457.2f,42.381278.2f,17.745034.2f,54.526744.2f,97.826266.2f,53.196187.2f,28.676134.2f,92.696712.2f,72.739669.2f,67.293795.2f,96.219123.2f,50.634805.2f,57.229017.2f,49.791726.2f,41.770510.2f,56.298141.2f,75.255930.2f,37.605229.2f,51.647597.2f,94.753578.2f,67.000720.2f,98.952296.2f,75.012794.2f,53.384366.2f,95.690609.2f,71.492660.2f,82.917469.2f,78.275582.2f,27.564201.2f,105.963833.2f
51.359474.2f,82.057524.2f,64.283010.2f,27.882435.2f,82.179584.2f,75.813193.2f,79.496679.2f,53.302653.2f,76.829201.2f,31.620001.2f,51.696919.2f,48.396935.2f,94.714080.2f,106.508677.2f,12.060868.2f,41.456702.2f,74.136897.2f,82.330937.2f,51.265688.2f,72.746006.2f,16.050199.2f,45.289445.2f,30.658809.2f,56.563953.2f,55.531672.2f,103.614183.2f,68.442037.2f,55.171772.2f,62.112172.2f,10.798984.2f,20.723361.2f,77.518382.2f,25.956126.2f,49.162984.2f,24.928013.2f,55.131237.2f,80.335688.2f,16.378733.2f,81.220708.2f,77.500860.2f
45.010636.2f,75.162173.2f,59.020199.2f,82.881184.2f,64.513697.2f,18.277248.2f,22.709057.2f,51.502464.2f,56.487961.2f,50.030089.2f,47.322093.2f,43.378211.2f,46.834763.2f,29.047132.2f,93.584917.2f,42.728167.2f,30.341602.2f,37.091668.2f,35.369968.2f,14.612601.2f,79.861749.2f,39.347615.2f,64.224853.2f,83.655901.2f,33.320029.2f,24.706315.2f,24.796240.2f,67.917477.2f,20.225675.2f,92.189256.2f,65.599754.2f,45.974522.2f,56.639971.2f,33.347660.2f,73.032617.2f,31.503281.2f,26.898382.2f,83.369644.2f,30.485210.2f,54.172279.2f
28.558247.2f,34.046229.2f,24.757699.2f,66.677070.2f,22.580289.2f,24.433098.2f,63.063859.2f,78.191720.2f,92.288381.2f,56.329252.2f,28.336694.2f,31.935208.2f,14.858220.2f,43.240101.2f,91.002435.2f,41.634977.2f,12.979631.2f,76.968911.2f,58.237220.2f,51.568473.2f,86.401427.2f,38.495925.2f,51.053558.2f,53.059722.2f,28.487197.2f,43.993869.2f,59.671618.2f,38.035929.2f,36.391367.2f,88.255366.2f,59.261704.2f,83.373097.2f,63.766692.2f,39.873167.2f,84.508915.2f,56.649211.2f,67.179754.2f,73.143748.2f,12.543605.2f,90.512139.2f
41.389548.2f,79.359534.2f,60.064895.2f,72.324484.2f,70.447551.2f,28.544613.2f,16.335331.2f,32.111176.2f,41.294047.2f,34.469754.2f,44.058557.2f,37.972707.2f,59.868344.2f,48.692378.2f,77.468591.2f,32.383659.2f,38.188740.2f,27.357082.2f,16.151289.2f,7.020765.2f,61.861934.2f,30.226347.2f,54.437374.2f,79.838405.2f,29.916915.2f,44.371624.2f,8.660752.2f,65.355776.2f,15.534776.2f,76.541284.2f,52.782526.2f,32.301003.2f,39.908316.2f,23.089952.2f,54.230884.2f,12.098470.2f,19.286669.2f,70.395008.2f,41.702422.2f,39.428013.2f
42.507075.2f,11.014099.2f,22.751866.2f,51.556944.2f,21.694279.2f,63.074419.2f,97.919223.2f,100.344917.2f,120.205214.2f,69.164139.2f,39.901472.2f,46.871985.2f,50.262181.2f,85.180596.2f,83.889079.2f,57.026237.2f,51.299914.2f,110.161907.2f,82.607124.2f,85.936207.2f,89.387789.2f,56.546213.2f,47.691071.2f,23.250676.2f,52.982234.2f,86.073641.2f,91.211145.2f,22.404265.2f,67.509944.2f,80.366378.2f,58.799325.2f,113.618196.2f,74.142810.2f,62.463243.2f,92.511661.2f,83.002299.2f,101.585018.2f,62.707858.2f,54.123931.2f,119.102841.2f
10.712642.2f,52.102248.2f,31.119545.2f,40.741114.2f,46.689446.2f,31.794572.2f,50.515984.2f,48.011667.2f,67.900248.2f,19.893503.2f,12.961589.2f,6.029402.2f,51.135892.2f,62.964635.2f,56.614108.2f,5.160427.2f,29.376405.2f,60.392328.2f,30.252116.2f,39.531176.2f,49.664190.2f,4.212767.2f,22.070141.2f,45.886548.2f,10.828675.2f,60.693526.2f,41.501349.2f,32.343696.2f,22.256913.2f,54.375386.2f,25.385451.2f,62.074129.2f,27.079942.2f,11.183537.2f,47.843244.2f,31.134631.2f,53.393721.2f,42.397671.2f,36.438077.2f,66.943419.2f
55.169140.2f,83.724888.2f,66.790710.2f,27.182884.2f,84.597985.2f,80.626492.2f,85.135026.2f,58.700424.2f,82.108457.2f,37.061430.2f,55.293012.2f,52.497914.2f,98.466152.2f,111.475340.2f,7.389903.2f,46.221858.2f,78.437822.2f,87.951188.2f,56.904834.2f,78.293712.2f,19.624463.2f,50.053301.2f,33.350215.2f,56.648966.2f,60.096916.2f,108.679472.2f,74.080749.2f,56.838889.2f,67.296459.2f,5.283160.2f,24.428175.2f,83.024411.2f,31.575144.2f,54.253256.2f,29.402275.2f,60.759296.2f,85.985468.2f,15.330193.2f,85.527782.2f,82.842824.2f
9.587454.2f,44.134798.2f,24.580703.2f,50.589863.2f,36.328954.2f,21.197566.2f,50.671683.2f,57.432523.2f,74.436395.2f,33.473686.2f,11.430723.2f,10.496083.2f,36.944132.2f,51.685142.2f,70.258621.2f,18.828978.2f,15.572483.2f,62.866466.2f,37.883593.2f,38.728464.2f,63.869219.2f,15.642629.2f,32.605205.2f,47.443475.2f,6.425417.2f,50.160900.2f,44.001041.2f,31.754728.2f,20.185915.2f,67.828039.2f,38.562300.2f,66.924195.2f,40.933330.2f,17.948799.2f,61.660418.2f,37.256987.2f,54.274330.2f,54.459837.2f,22.653492.2f,73.043051.2f
54.090832.2f,55.282710.2f,51.804880.2f,93.858924.2f,43.696120.2f,33.210183.2f,66.350361.2f,91.887383.2f,100.105601.2f,77.658321.2f,54.498892.2f,56.453759.2f,15.104055.2f,25.752624.2f,116.324383.2f,64.074696.2f,30.693612.2f,80.642685.2f,72.777477.2f,57.569191.2f,109.065739.2f,60.395669.2f,77.453815.2f,79.831149.2f,49.747375.2f,29.341099.2f,67.570887.2f,65.304998.2f,50.070183.2f,113.828912.2f,84.557475.2f,89.698474.2f,85.303655.2f,59.096761.2f,105.385747.2f,69.915806.2f,70.489355.2f,99.635209.2f,23.673814.2f,97.843185.2f
11.046648.2f,32.456199.2f,12.947064.2f,47.864327.2f,25.519927.2f,29.377711.2f,62.270290.2f,68.147023.2f,85.990287.2f,41.138056.2f,9.919131.2f,15.465415.2f,33.789943.2f,57.160252.2f,72.324982.2f,26.521294.2f,19.398320.2f,74.633492.2f,49.010299.2f,50.290050.2f,69.264756.2f,24.432900.2f,32.104350.2f,38.387878.2f,17.859253.2f,56.555007.2f,55.786958.2f,22.421989.2f,31.889091.2f,69.485969.2f,40.783283.2f,78.661003.2f,48.028909.2f,28.674849.2f,68.658097.2f,48.704021.2f,65.942194.2f,54.152697.2f,25.188972.2f,84.660090.2f
49.896022.2f,71.940288.2f,59.218437.2f,90.310374.2f,60.421555.2f,19.135807.2f,36.296482.2f,66.402264.2f,70.752829.2f,61.788826.2f,51.714008.2f,49.620131.2f,37.541142.2f,14.498277.2f,104.796818.2f,51.998826.2f,28.808313.2f,50.298486.2f,49.602510.2f,29.550062.2f,92.666390.2f,48.264495.2f,71.789205.2f,86.227035.2f,39.756671.2f,10.899341.2f,39.709443.2f,70.257611.2f,30.754676.2f,103.067759.2f,75.095844.2f,59.997171.2f,68.901971.2f,43.578784.2f,86.555487.2f,45.910883.2f,40.293822.2f,92.480727.2f,25.451567.2f,68.341854.2f
45.945475.2f,79.911641.2f,60.949070.2f,30.813294.2f,78.806089.2f,68.404917.2f,70.698406.2f,45.123213.2f,68.840538.2f,23.234813.2f,46.664082.2f,42.493507.2f,89.043383.2f,98.772970.2f,20.424074.2f,34.380884.2f,67.630180.2f,73.620916.2f,42.467477.2f,64.079608.2f,13.924899.2f,38.166348.2f,27.985945.2f,57.272112.2f,48.680990.2f,95.718691.2f,59.643654.2f,53.389396.2f,54.091650.2f,19.568718.2f,16.932623.2f,69.063268.2f,17.199097.2f,41.374383.2f,19.475531.2f,46.346509.2f,71.532230.2f,20.945434.2f,74.668008.2f,69.384622.2f
36.259726.2f,49.927487.2f,39.433028.2f,77.147167.2f,38.275942.2f,14.578142.2f,51.889592.2f,73.479708.2f,83.932911.2f,58.146064.2f,37.163134.2f,37.955599.2f,17.301905.2f,27.636017.2f,97.567408.2f,44.775130.2f,11.921568.2f,66.241880.2f,53.959575.2f,41.492522.2f,89.607351.2f,41.041487.2f,59.781420.2f,67.541307.2f,30.450994.2f,28.055045.2f,50.900803.2f,51.897462.2f,31.044732.2f,95.217141.2f,65.982194.2f,74.094887.2f,65.789122.2f,39.554632.2f,85.844428.2f,51.388057.2f,56.105036.2f,81.819188.2f,5.053698.2f,81.865275.2f
24.179659.2f,44.429443.2f,28.029743.2f,17.935320.2f,45.503123.2f,54.919590.2f,76.850162.2f,67.444080.2f,89.969012.2f,34.567868.2f,22.642996.2f,24.797573.2f,63.253550.2f,85.318108.2f,46.286443.2f,28.264841.2f,47.947568.2f,85.756129.2f,53.559908.2f,66.102517.2f,50.184881.2f,30.347192.2f,9.147430.2f,22.833509.2f,34.912939.2f,83.923242.2f,67.293810.2f,17.527783.2f,48.697265.2f,42.974833.2f,19.843687.2f,85.888931.2f,37.461578.2f,37.459459.2f,53.906710.2f,55.548044.2f,79.504050.2f,25.881088.2f,54.513786.2f,89.495074.2f
69.764068.2f,77.373305.2f,71.831659.2f,110.812149.2f,65.664435.2f,41.859136.2f,62.794080.2f,94.515760.2f,97.348332.2f,87.844420.2f,70.818151.2f,70.994240.2f,37.089098.2f,14.277900.2f,129.586912.2f,76.182847.2f,45.429915.2f,75.878137.2f,77.563844.2f,57.520610.2f,119.271225.2f,72.348734.2f,93.179930.2f,100.143630.2f,62.359073.2f,19.168737.2f,67.585487.2f,84.923748.2f,57.234516.2f,127.496949.2f,98.553939.2f,86.374998.2f,95.265597.2f,69.037658.2f,113.857506.2f,73.957795.2f,66.445042.2f,115.015469.2f,38.783286.2f,94.817319.2f
59.799515.2f,101.210879.2f,80.217283.2f,69.254646.2f,95.407022.2f,63.074149.2f,42.175933.2f,6.204994.2f,27.811384.2f,32.161607.2f,62.075645.2f,55.121541.2f,92.909354.2f,85.835443.2f,57.716383.2f,44.189254.2f,69.481120.2f,38.220533.2f,23.501319.2f,42.630390.2f,37.088774.2f,45.550670.2f,57.521504.2f,89.256056.2f,53.337099.2f,81.410655.2f,33.280475.2f,79.233658.2f,46.435017.2f,58.516944.2f,49.081621.2f,30.308030.2f,29.522312.2f,41.731443.2f,26.575291.2f,26.327344.2f,40.788367.2f,61.544684.2f,74.877452.2f,28.678189.2f
74.645048.2f,114.541906.2f,94.543337.2f,96.100323.2f,106.078080.2f,63.523543.2f,26.744410.2f,26.526802.2f,8.870191.2f,55.617999.2f,77.297934.2f,70.511271.2f,94.701457.2f,74.966461.2f,89.092635.2f,61.807973.2f,73.891250.2f,13.449530.2f,35.562368.2f,35.982974.2f,68.742140.2f,61.208787.2f,81.054270.2f,110.679835.2f,64.315045.2f,70.012963.2f,27.189302.2f,97.758966.2f,51.126948.2f,89.624344.2f,75.198694.2f,3.503117.2f,56.472878.2f,54.736601.2f,58.286583.2f,34.285061.2f,22.807646.2f,90.284006.2f,76.870131.2f,6.184477.2f
51.840184.2f,92.811558.2f,71.864475.2f,58.372379.2f,87.839301.2f,59.896154.2f,46.245904.2f,14.619635.2f,38.234373.2f,22.583417.2f,53.914673.2f,47.172493.2f,88.150222.2f,85.558349.2f,48.046883.2f,36.033540.2f,64.615102.2f,45.367992.2f,21.492171.2f,43.807373.2f,28.207373.2f,38.034568.2f,47.161873.2f,79.039759.2f,47.025111.2f,81.466990.2f,35.937494.2f,69.760566.2f,43.026562.2f,48.531916.2f,38.335000.2f,39.155154.2f,18.886415.2f,35.569230.2f,18.408630.2f,25.344091.2f,45.791516.2f,50.688357.2f,70.607647.2f,38.818546.2f
44.199019.2f,80.873998.2f,62.135143.2f,76.554964.2f,71.505195.2f,27.767414.2f,13.147327.2f,35.416730.2f,42.064936.2f,39.134876.2f,46.836924.2f,41.083559.2f,59.017872.2f,45.090039.2f,82.197737.2f,36.330718.2f,38.352153.2f,25.836437.2f,20.702146.2f,2.287294.2f,66.538832.2f,33.914131.2f,58.489941.2f,83.005823.2f,32.411864.2f,40.614612.2f,9.140164.2f,68.207382.2f,17.401309.2f,81.256938.2f,57.237741.2f,32.327376.2f,44.639021.2f,26.825055.2f,58.784566.2f,16.600512.2f,16.711022.2f,74.909216.2f,41.110826.2f,39.988753.2f
12.455493.2f,36.383053.2f,16.706849.2f,31.498140.2f,34.597816.2f,42.713917.2f,69.161655.2f,66.262656.2f,87.076906.2f,34.767692.2f,10.210631.2f,15.040673.2f,49.798651.2f,72.430198.2f,57.695748.2f,23.248074.2f,34.756632.2f,79.666384.2f,49.500623.2f,57.691810.2f,57.821275.2f,23.639967.2f,17.125264.2f,26.889012.2f,24.377848.2f,71.324556.2f,60.678470.2f,13.003026.2f,39.306799.2f,54.623175.2f,27.434959.2f,81.490718.2f,40.029689.2f,30.438263.2f,59.325564.2f,50.550969.2f,72.283589.2f,38.428328.2f,41.138867.2f,86.212477.2f
30.354087.2f,71.360962.2f,50.390522.2f,44.609649.2f,66.381469.2f,43.389133.2f,44.969727.2f,30.201776.2f,52.472661.2f,4.249869.2f,32.410136.2f,25.699227.2f,68.685611.2f,72.592774.2f,47.521683.2f,14.554604.2f,45.493316.2f,50.589043.2f,17.562771.2f,37.223354.2f,34.471731.2f,16.878515.2f,29.166488.2f,59.935082.2f,26.771030.2f,69.242936.2f,34.082528.2f,49.101723.2f,27.694274.2f,46.387400.2f,23.873145.2f,49.004659.2f,10.542171.2f,16.337764.2f,29.965542.2f,20.756398.2f,46.475725.2f,40.754978.2f,52.070499.2f,52.066924.2f
7.760907.2f,46.930427.2f,26.561378.2f,47.199841.2f,39.965680.2f,24.182342.2f,49.740249.2f,53.607402.2f,71.539702.2f,28.563912.2f,10.307551.2f,6.488092.2f,41.915365.2f,55.197029.2f,65.594932.2f,13.868735.2f,20.211523.2f,61.231833.2f,34.417992.2f,37.994579.2f,58.902267.2f,10.790553.2f,28.839885.2f,46.832203.2f,4.252466.2f,53.346025.2f,42.200383.2f,31.656594.2f,19.381370.2f,63.237852.2f,34.026051.2f,64.531601.2f,35.990314.2f,14.083307.2f,56.731537.2f,34.220253.2f,53.122168.2f,50.345815.2f,27.297354.2f,70.278450.2f
25.255954.2f,36.496957.2f,22.346836.2f,23.207357.2f,38.815082.2f,55.451705.2f,81.182022.2f,74.678210.2f,96.679931.2f,41.946575.2f,23.041842.2f,27.353040.2f,59.347826.2f,84.744997.2f,53.935390.2f,33.514642.2f,46.933597.2f,91.016888.2f,59.630177.2f,69.944280.2f,58.739635.2f,34.831504.2f,17.509892.2f,15.510064.2f,37.067671.2f,83.841135.2f,72.211005.2f,9.826893.2f,51.796421.2f,50.516997.2f,28.399388.2f,91.966191.2f,45.489013.2f,41.916038.2f,62.434131.2f,61.214090.2f,84.122872.2f,33.015644.2f,52.959578.2f,96.052233.2f
59.575962.2f,100.950535.2f,79.955079.2f,68.452119.2f,95.257901.2f,63.383164.2f,43.039179.2f,7.173835.2f,28.832517.2f,31.664702.2f,61.827436.2f,54.894120.2f,93.084817.2f,86.422904.2f,56.673519.2f,43.918424.2f,69.627967.2f,39.246998.2f,23.782314.2f,43.283598.2f,36.027542.2f,45.363302.2f,56.904728.2f,88.680459.2f,53.305565.2f,82.022406.2f,34.022838.2f,78.798750.2f,46.693239.2f,57.491040.2f,48.351576.2f,31.377772.2f,28.818455.2f,41.692732.2f,25.508190.2f,26.727611.2f,41.708075.2f,60.651893.2f,75.090978.2f,29.723995.2f
61.906869.2f,99.465813.2f,80.512473.2f,90.373240.2f,90.094421.2f,45.534780.2f,7.238988.2f,32.218216.2f,27.617672.2f,50.338290.2f,64.579998.2f,58.381456.2f,76.210015.2f,55.509288.2f,90.277463.2f,51.834457.2f,56.680176.2f,7.373390.2f,28.686114.2f,18.063648.2f,71.864428.2f,50.158558.2f,73.299579.2f,100.110730.2f,50.450102.2f,50.573158.2f,12.801767.2f,85.837037.2f,35.778564.2f,90.024338.2f,69.937373.2f,16.643865.2f,53.790008.2f,43.079060.2f,62.406998.2f,25.442005.2f,3.293104.2f,86.834084.2f,58.816384.2f,25.082074.2f
