21.056643.2f,23.039654.2f,73.484397.2f,49.674038.2f,77.675496.2f,24.005871.2f,81.720751.2f,75.784805.2f,35.210871.2f,41.781592.2f,50.442038.2f,29.112427.2f,81.960678.2f,78.848356.2f,25.922271.2f,51.342837.2f,53.341382.2f,64.886848.2f,71.267017.2f,36.196898.2f,63.200483.2f,15.627235.2f,27.553456.2f,43.632373.2f,57.704663.2f,55.943961.2f,27.990610.2f,38.149764.2f,22.651077.2f,35.626120.2f
58.293175.2f,59.406420.2f,53.277827.2f,42.577870.2f,46.771506.2f,57.069964.2f,19.857771.2f,10.669219.2f,83.858295.2f,48.107845.2f,77.889133.2f,52.104427.2f,45.347889.2f,10.922828.2f,69.240938.2f,62.946462.2f,100.859155.2f,52.163027.2f,49.413565.2f,60.766252.2f,36.465472.2f,66.403482.2f,52.996303.2f,65.127287.2f,33.635444.2f,47.942175.2f,96.947843.2f,68.391627.2f,80.488032.2f,92.370647.2f
30.637590.2f,33.505872.2f,42.628972.2f,30.935995.2f,41.254343.2f,30.800149.2f,33.785385.2f,27.014906.2f,62.053350.2f,20.508941.2f,52.270702.2f,21.652585.2f,54.541124.2f,34.260333.2f,39.235437.2f,50.579981.2f,72.964916.2f,49.115114.2f,38.720971.2f,32.312930.2f,36.024529.2f,36.056803.2f,27.092655.2f,38.702101.2f,28.994272.2f,28.138995.2f,66.524626.2f,40.411536.2f,55.468775.2f,62.677734.2f
28.889607.2f,32.910899.2f,38.220664.2f,36.498917.2f,38.496402.2f,30.158339.2f,37.291281.2f,32.362306.2f,62.398428.2f,12.351863.2f,44.126170.2f,15.712130.2f,62.257927.2f,42.160943.2f,31.800790.2f,54.711082.2f,64.846357.2f,55.404804.2f,34.596760.2f,24.186882.2f,43.272813.2f,30.435786.2f,27.078613.2f,30.540654.2f,36.101909.2f,21.936612.2f,59.757617.2f,32.253317.2f,54.383649.2f,55.032443.2f
57.524337.2f,63.131765.2f,24.266599.2f,75.857663.2f,32.930465.2f,60.952173.2f,56.945456.2f,59.522937.2f,90.552760.2f,28.764099.2f,15.026848.2f,40.298091.2f,102.095736.2f,77.232792.2f,33.583943.2f,91.757753.2f,39.131364.2f,95.096157.2f,25.460063.2f,24.501293.2f,83.353576.2f,45.250831.2f,59.897603.2f,15.919373.2f,76.188479.2f,21.091206.2f,54.747146.2f,21.442718.2f,79.225432.2f,41.717690.2f
13.761141.2f,16.111752.2f,55.793898.2f,23.245219.2f,56.295488.2f,13.418317.2f,51.052731.2f,43.499467.2f,44.972086.2f,25.327680.2f,53.627233.2f,15.134267.2f,54.186518.2f,45.051037.2f,33.202754.2f,38.148818.2f,69.637420.2f,42.484749.2f,52.282193.2f,31.941962.2f,34.222406.2f,24.685006.2f,9.721733.2f,40.654325.2f,27.376698.2f,38.705567.2f,56.151561.2f,39.579665.2f,38.078423.2f,55.960492.2f
14.625084.2f,20.094731.2f,55.819706.2f,42.213044.2f,59.498630.2f,18.749137.2f,63.854131.2f,58.643785.2f,45.727126.2f,23.491795.2f,39.389797.2f,10.910783.2f,74.282011.2f,64.518303.2f,14.800885.2f,51.438056.2f,50.691356.2f,60.461866.2f,53.346928.2f,20.349333.2f,54.425103.2f,4.172639.2f,19.799305.2f,29.115955.2f,47.825603.2f,38.001278.2f,35.646821.2f,25.194418.2f,34.556597.2f,35.713882.2f
41.007924.2f,45.760993.2f,60.301782.2f,69.606654.2f,67.165309.2f,45.150454.2f,81.401369.2f,78.944861.2f,64.071068.2f,37.700511.2f,26.190764.2f,34.142460.2f,101.647342.2f,89.068787.2f,15.673362.2f,77.093028.2f,24.730161.2f,87.619544.2f,59.590558.2f,25.550322.2f,81.747060.2f,23.986931.2f,46.923632.2f,26.858425.2f,75.027531.2f,46.336683.2f,15.487988.2f,20.638439.2f,51.510156.2f,8.314428.2f
32.406008.2f,28.055646.2f,82.883437.2f,9.929054.2f,81.433499.2f,28.288979.2f,66.835331.2f,56.733710.2f,36.169946.2f,55.018658.2f,83.350377.2f,44.709692.2f,32.817999.2f,45.552723.2f,60.990034.2f,11.245161.2f,97.175869.2f,14.531655.2f,79.022775.2f,61.754757.2f,18.374196.2f,49.475824.2f,26.691709.2f,70.607637.2f,18.256318.2f,67.170786.2f,77.791299.2f,69.088232.2f,38.586414.2f,81.597622.2f
8.566162.2f,9.806014.2f,61.462830.2f,22.583249.2f,62.344739.2f,7.191913.2f,57.323092.2f,49.535875.2f,38.646333.2f,29.989841.2f,56.090322.2f,17.661728.2f,54.815163.2f,49.542162.2f,33.708716.2f,34.131576.2f,70.115540.2f,41.003482.2f,58.059780.2f,34.674796.2f,35.112478.2f,23.163748.2f,3.340176.2f,43.700534.2f,28.866423.2f,44.045025.2f,53.870166.2f,41.753280.2f,31.761225.2f,55.327065.2f
68.064871.2f,72.952392.2f,3.772203.2f,76.235284.2f,7.771346.2f,70.297483.2f,36.849945.2f,43.380936.2f,102.467296.2f,36.497031.2f,42.088531.2f,50.754734.2f,95.265456.2f,64.273938.2f,53.585576.2f,95.706740.2f,66.373513.2f,93.815947.2f,6.731499.2f,41.706512.2f,79.388818.2f,61.645827.2f,67.782810.2f,37.163364.2f,72.971636.2f,21.607745.2f,79.416947.2f,43.524116.2f,92.963845.2f,67.706337.2f
30.872116.2f,31.034955.2f,85.698184.2f,56.882641.2f,90.031316.2f,32.794279.2f,93.655931.2f,87.325653.2f,31.518430.2f,54.164660.2f,60.439391.2f,41.376113.2f,88.196279.2f,88.861904.2f,37.176927.2f,54.051736.2f,59.164270.2f,69.693521.2f,83.559738.2f,48.124692.2f,70.549898.2f,27.969906.2f,36.763499.2f,55.053568.2f,65.821378.2f,68.258308.2f,29.779205.2f,49.239313.2f,20.031529.2f,41.313586.2f
21.489869.2f,23.565813.2f,51.678201.2f,22.958432.2f,51.142583.2f,20.949263.2f,43.598929.2f,35.809677.2f,51.647724.2f,24.274869.2f,54.974237.2f,18.475340.2f,51.031141.2f,38.025777.2f,37.300033.2f,41.110260.2f,73.111283.2f,42.119611.2f,47.932433.2f,33.550985.2f,31.302437.2f,30.770517.2f,17.044828.2f,41.509232.2f,24.101104.2f,35.645096.2f,62.239890.2f,41.618738.2f,45.489857.2f,60.677952.2f
57.476671.2f,62.841578.2f,13.453074.2f,71.643016.2f,21.815313.2f,60.392634.2f,46.242793.2f,49.651879.2f,91.607436.2f,26.035810.2f,25.474653.2f,39.704707.2f,95.504111.2f,68.443849.2f,38.328780.2f,89.214251.2f,50.100871.2f,90.472206.2f,14.258503.2f,27.077667.2f,77.587582.2f,48.046905.2f,58.625466.2f,20.976247.2f,70.595804.2f,13.469427.2f,62.909370.2f,27.353144.2f,81.083512.2f,50.921738.2f
63.875556.2f,69.025592.2f,60.169526.2f,90.937528.2f,68.721342.2f,68.046818.2f,90.105637.2f,90.370519.2f,88.402741.2f,50.533430.2f,21.755586.2f,53.033200.2f,121.953097.2f,104.437783.2f,34.984933.2f,100.550230.2f,3.251551.2f,109.692476.2f,61.110284.2f,38.348105.2f,102.013278.2f,46.785168.2f,69.204696.2f,33.153625.2f,94.961454.2f,52.474995.2f,32.143235.2f,30.251183.2f,75.836031.2f,18.364296.2f
22.535768.2f,20.341258.2f,68.136455.2f,7.558327.2f,67.065542.2f,19.158300.2f,55.077819.2f,45.614934.2f,40.932095.2f,40.243540.2f,69.419608.2f,30.902053.2f,39.714425.2f,39.492357.2f,48.435311.2f,24.766670.2f,84.932644.2f,26.686007.2f,64.322824.2f,47.730309.2f,20.194331.2f,38.293494.2f,15.928905.2f,56.370874.2f,14.624653.2f,52.252586.2f,68.747997.2f,55.370763.2f,38.545084.2f,70.434184.2f
42.651565.2f,38.365197.2f,106.966169.2f,52.894270.2f,109.178502.2f,41.122668.2f,104.562358.2f,95.919626.2f,10.293050.2f,74.085264.2f,89.092850.2f,59.805602.2f,76.966225.2f,90.073097.2f,64.011572.2f,38.557547.2f,90.829790.2f,56.641116.2f,104.015260.2f,72.541293.2f,64.575050.2f,51.613426.2f,44.499781.2f,80.961800.2f,62.927490.2f,88.994600.2f,61.582181.2f,76.105007.2f,17.741678.2f,72.918439.2f
77.759313.2f,81.668420.2f,25.315234.2f,77.242919.2f,16.682577.2f,78.910506.2f,23.609575.2f,33.622145.2f,110.897623.2f,49.684973.2f,63.895067.2f,62.556333.2f,88.539318.2f,54.383464.2f,70.732630.2f,98.145846.2f,88.576925.2f,92.015953.2f,24.386830.2f,58.747234.2f,76.378866.2f,75.907913.2f,75.577219.2f,56.627029.2f,71.250067.2f,37.133243.2f,98.458844.2f,62.647531.2f,103.257225.2f,88.086603.2f
13.921200.2f,8.734613.2f,78.237913.2f,28.649155.2f,79.780629.2f,11.426935.2f,74.881170.2f,66.603195.2f,20.895713.2f,45.705761.2f,66.521447.2f,31.691227.2f,59.481231.2f,63.415988.2f,41.509789.2f,27.163521.2f,75.220441.2f,41.226989.2f,75.047784.2f,46.891035.2f,42.208257.2f,28.407864.2f,14.576631.2f,55.929513.2f,38.155780.2f,60.428335.2f,52.171436.2f,52.336150.2f,14.693271.2f,58.254450.2f
43.623544.2f,48.710088.2f,21.081773.2f,56.079819.2f,24.879880.2f,46.128838.2f,38.813357.2f,39.193318.2f,78.042698.2f,11.820890.2f,30.270948.2f,26.100639.2f,80.599866.2f,55.644015.2f,30.958051.2f,73.850918.2f,54.319126.2f,74.937746.2f,18.440836.2f,18.995309.2f,62.288714.2f,37.261437.2f,43.966582.2f,18.748248.2f,55.229153.2f,3.108281.2f,58.951841.2f,23.879256.2f,68.289811.2f,49.757343.2f
52.751980.2f,55.210018.2f,38.615490.2f,45.199571.2f,32.726833.2f,52.578795.2f,12.160640.2f,5.756763.2f,82.636493.2f,35.632391.2f,63.822935.2f,42.604267.2f,56.685511.2f,24.676860.2f,57.899945.2f,66.271946.2f,87.409117.2f,59.152772.2f,34.676578.2f,48.220371.2f,43.502916.2f,57.328055.2f,48.688863.2f,51.522933.2f,38.493219.2f,33.349302.2f,86.369698.2f,55.387060.2f,77.125023.2f,80.297024.2f
20.092839.2f,20.301675.2f,78.140598.2f,46.502806.2f,81.761116.2f,21.979564.2f,83.548806.2f,76.890290.2f,28.221858.2f,45.745907.2f,57.048796.2f,32.164426.2f,78.260598.2f,78.034861.2f,32.135465.2f,45.818336.2f,60.289050.2f,60.361493.2f,75.683644.2f,41.622259.2f,60.167400.2f,20.517318.2f,25.937143.2f,49.533237.2f,55.214189.2f,60.339137.2f,34.040453.2f,44.331736.2f,15.658273.2f,42.520810.2f
39.801331.2f,42.689552.2f,77.632095.2f,69.164699.2f,83.657966.2f,43.281337.2f,93.695014.2f,89.413972.2f,51.819687.2f,50.353487.2f,45.597346.2f,41.557664.2f,101.612833.2f,95.639382.2f,28.304547.2f,71.166432.2f,39.282131.2f,84.856732.2f,76.378187.2f,40.323309.2f,82.507188.2f,27.110931.2f,46.423509.2f,44.401038.2f,76.637831.2f,61.963838.2f,9.115703.2f,38.020574.2f,39.694278.2f,21.943848.2f
33.313661.2f,32.381897.2f,91.096252.2f,56.962448.2f,95.093914.2f,34.515241.2f,97.251119.2f,90.430051.2f,26.868997.2f,59.097630.2f,66.800168.2f,45.790431.2f,87.348476.2f,90.533095.2f,43.199392.2f,51.732417.2f,65.476965.2f,68.220029.2f,88.813247.2f,53.825878.2f,70.526641.2f,33.193382.2f,38.584961.2f,61.045959.2f,66.335608.2f,73.471081.2f,35.692748.2f,55.345997.2f,16.778432.2f,47.669586.2f
10.634032.2f,15.808448.2f,59.925066.2f,39.472251.2f,63.228935.2f,14.806182.2f,65.872331.2f,60.023212.2f,40.994207.2f,27.253451.2f,44.046459.2f,13.589277.2f,71.845454.2f,64.315250.2f,19.153210.2f,47.318585.2f,54.358671.2f,57.186180.2f,57.309426.2f,25.064874.2f,52.171124.2f,6.515364.2f,16.536175.2f,33.870525.2f,45.846224.2f,42.005650.2f,36.906709.2f,29.912901.2f,29.960318.2f,38.669090.2f
29.600092.2f,26.699346.2f,73.497286.2f,0.111585.2f,71.705554.2f,25.939580.2f,56.888592.2f,46.866793.2f,42.713597.2f,47.063188.2f,76.776970.2f,38.371650.2f,32.464617.2f,37.192610.2f,56.003470.2f,21.176146.2f,92.500754.2f,19.374506.2f,69.579294.2f,55.088916.2f,13.596115.2f,45.745105.2f,23.091063.2f,63.618871.2f,9.947271.2f,58.328548.2f,75.899327.2f,62.809140.2f,42.453406.2f,77.934629.2f
35.380927.2f,33.558511.2f,69.675961.2f,9.213106.2f,66.892034.2f,32.253696.2f,49.430941.2f,39.137295.2f,51.799017.2f,46.527450.2f,77.600433.2f,40.410575.2f,28.517806.2f,28.100956.2f,58.952449.2f,29.149555.2f,95.254029.2f,21.823966.2f,65.646111.2f,56.168600.2f,8.668809.2f,50.128137.2f,28.769781.2f,64.105595.2f,1.548700.2f,55.931576.2f,81.196609.2f,64.202533.2f,51.061520.2f,81.778868.2f
37.149446.2f,34.738395.2f,98.397013.2f,56.382635.2f,101.798838.2f,37.268105.2f,101.541554.2f,93.994795.2f,19.778756.2f,65.840000.2f,76.065537.2f,51.952698.2f,84.855979.2f,91.868848.2f,51.861710.2f,47.556846.2f,75.378671.2f,65.017910.2f,95.872595.2f,61.857185.2f,69.514086.2f,40.802229.2f,41.264022.2f,69.544416.2f,66.218942.2f,80.544138.2f,45.491926.2f,64.086921.2f,14.029155.2f,57.563749.2f
78.884569.2f,83.248302.2f,19.453450.2f,81.781877.2f,12.884288.2f,80.507400.2f,31.647565.2f,40.942092.2f,112.793705.2f,48.828707.2f,58.226815.2f,62.569954.2f,95.703596.2f,62.158829.2f,68.229061.2f,102.333576.2f,82.462581.2f,97.654744.2f,20.014145.2f,56.187154.2f,82.295100.2f,74.929761.2f,77.480177.2f,52.673470.2f,76.681119.2f,34.799127.2f,94.953369.2f,58.947838.2f,104.308141.2f,83.636187.2f
37.145437.2f,35.771946.2f,95.635880.2f,59.486092.2f,99.588019.2f,38.044812.2f,101.335565.2f,94.334896.2f,26.178072.2f,63.581012.2f,71.143415.2f,50.180600.2f,89.181286.2f,93.795815.2f,47.710785.2f,52.721786.2f,69.043090.2f,69.707554.2f,93.337173.2f,58.377322.2f,72.925479.2f,37.731624.2f,42.119619.2f,65.567520.2f,69.058254.2f,77.992385.2f,38.806182.2f,59.837430.2f,17.894882.2f,51.350760.2f
29.691481.2f,30.532124.2f,82.447354.2f,56.853174.2f,86.966874.2f,32.030145.2f,91.436501.2f,85.404444.2f,34.299053.2f,51.230229.2f,56.695560.2f,38.816541.2f,88.586175.2f,87.779591.2f,33.619856.2f,55.414221.2f,55.595696.2f,70.501438.2f,80.392229.2f,44.740495.2f,70.514896.2f,24.976745.2f,35.877635.2f,51.493948.2f,65.491819.2f,65.130608.2f,26.627391.2f,45.621396.2f,22.341085.2f,37.712812.2f
60.285846.2f,65.214271.2f,4.310062.2f,69.445867.2f,10.112864.2f,62.572700.2f,35.497857.2f,40.330854.2f,94.699473.2f,28.677561.2f,37.142492.2f,42.938366.2f,90.014191.2f,60.432322.2f,46.260580.2f,88.552251.2f,61.899978.2f,87.420800.2f,2.392893.2f,34.281131.2f,73.390550.2f,53.926265.2f,60.127990.2f,30.485078.2f,66.765595.2f,13.790312.2f,72.752350.2f,36.745576.2f,85.146997.2f,61.638324.2f
46.136857.2f,47.047980.2f,52.795560.2f,31.057333.2f,48.022742.2f,44.752750.2f,26.693551.2f,16.281896.2f,71.595768.2f,40.048465.2f,71.305540.2f,41.537105.2f,40.975221.2f,13.944014.2f,59.544895.2f,51.907746.2f,92.985441.2f,43.243578.2f,48.721052.2f,52.358446.2f,27.480402.2f,55.338006.2f,40.677049.2f,57.973640.2f,23.058641.2f,43.412156.2f,86.419110.2f,60.342917.2f,68.067113.2f,83.010643.2f
46.690916.2f,51.745640.2f,17.972414.2f,58.449564.2f,21.956438.2f,49.150530.2f,37.727240.2f,38.928864.2f,81.113956.2f,14.922890.2f,30.893852.2f,29.201644.2f,82.214554.2f,56.245822.2f,33.626182.2f,76.526196.2f,55.339590.2f,77.159910.2f,15.359630.2f,21.593741.2f,64.199282.2f,40.301051.2f,46.925342.2f,20.312196.2f,57.208124.2f,0.100413.2f,61.331669.2f,25.849543.2f,71.396532.2f,51.680680.2f
58.267449.2f,59.314144.2f,53.934316.2f,42.212542.2f,47.455443.2f,56.995533.2f,20.560217.2f,11.357378.2f,83.602863.2f,48.472423.2f,78.355327.2f,52.291279.2f,44.666263.2f,10.217900.2f,69.513263.2f,62.518485.2f,101.265410.2f,51.607304.2f,50.063070.2f,61.122363.2f,35.931903.2f,66.548195.2f,52.920556.2f,65.557790.2f,33.200137.2f,48.474223.2f,97.157823.2f,68.774629.2f,80.332473.2f,92.677611.2f
36.140026.2f,31.476575.2f,87.469500.2f,14.221542.2f,85.934254.2f,31.979354.2f,70.748881.2f,60.541589.2f,35.787751.2f,59.602350.2f,87.712379.2f,49.101248.2f,31.875671.2f,48.263369.2f,65.054797.2f,8.074014.2f,101.083585.2f,12.150524.2f,83.599076.2f,66.161079.2f,20.204294.2f,53.280278.2f,30.711747.2f,75.055652.2f,21.499155.2f,71.791790.2f,80.904152.2f,73.412211.2f,39.697129.2f,85.254036.2f
62.279127.2f,67.091095.2f,66.709087.2f,90.492872.2f,74.997384.2f,66.434860.2f,94.749658.2f,94.180485.2f,84.073965.2f,53.342291.2f,27.815344.2f,53.600299.2f,122.191730.2f,106.926949.2f,34.854366.2f,98.416841.2f,6.024801.2f,108.776263.2f,67.297379.2f,40.730133.2f,102.230369.2f,45.173868.2f,68.063951.2f,37.218833.2f,95.339385.2f,57.346285.2f,25.329223.2f,33.083477.2f,71.542947.2f,13.573283.2f
30.652562.2f,32.506465.2f,78.776916.2f,59.135007.2f,83.735379.2f,33.579938.2f,89.951356.2f,84.494157.2f,39.818626.2f,48.453071.2f,51.438534.2f,37.010695.2f,91.301504.2f,88.301547.2f,29.284609.2f,59.485587.2f,49.725843.2f,73.831137.2f,76.932435.2f,40.862906.2f,72.706236.2f,22.486419.2f,37.154633.2f,47.037188.2f,67.283720.2f,61.817042.2f,21.068793.2f,40.981839.2f,27.601104.2f,31.843579.2f
48.902766.2f,51.104605.2f,41.375269.2f,40.455164.2f,36.171897.2f,48.514730.2f,16.770032.2f,8.313864.2f,78.176478.2f,34.329152.2f,63.836604.2f,39.855338.2f,52.856537.2f,22.325619.2f,56.031524.2f,61.527758.2f,86.875972.2f,54.576550.2f,37.343683.2f,47.005799.2f,39.000885.2f,54.502979.2f,44.569367.2f,51.097455.2f,33.832333.2f,34.094863.2f,84.210661.2f,54.496853.2f,72.948928.2f,78.858934.2f
42.889469.2f,38.521859.2f,90.233088.2f,17.026844.2f,87.973115.2f,38.777825.2f,70.459268.2f,60.037498.2f,42.717540.2f,64.055639.2f,93.220010.2f,54.591448.2f,24.751764.2f,45.445999.2f,71.304340.2f,13.712018.2f,107.578181.2f,4.579484.2f,86.267085.2f,71.552061.2f,17.066426.2f,59.936690.2f,37.091498.2f,80.267519.2f,20.866298.2f,75.366137.2f,88.188991.2f,79.056156.2f,47.239325.2f,92.081458.2f
