62.224587.2f,73.929281.2f,77.680659.2f,40.026883.2f,43.064761.2f,44.182697.2f,55.559651.2f,67.006215.2f,6.542013.2f,49.410985.2f
33.565618.2f,56.552588.2f,38.935779.2f,67.962584.2f,75.072918.2f,44.796098.2f,40.214669.2f,28.207500.2f,57.737728.2f,78.758575.2f
5.240595.2f,91.681071.2f,72.961643.2f,90.934556.2f,96.697735.2f,75.034888.2f,8.222743.2f,16.860089.2f,64.438818.2f,101.899069.2f
68.106786.2f,37.332300.2f,46.682087.2f,29.730707.2f,37.290961.2f,8.441502.2f,68.720649.2f,66.396193.2f,41.136894.2f,39.973642.2f
32.168594.2f,66.214168.2f,40.408226.2f,86.418765.2f,93.683220.2f,61.370409.2f,43.747487.2f,21.425532.2f,76.079852.2f,97.044954.2f
49.590417.2f,41.812767.2f,33.543269.2f,52.385207.2f,59.803834.2f,27.440227.2f,53.655893.2f,45.534034.2f,51.065067.2f,62.842897.2f
20.357416.2f,73.013185.2f,50.217303.2f,85.423074.2f,92.296524.2f,63.159093.2f,31.691382.2f,10.913821.2f,69.623118.2f,96.348770.2f
80.061665.2f,38.089208.2f,54.918870.2f,18.937734.2f,26.578692.2f,10.210858.2f,79.827888.2f,78.771503.2f,42.961255.2f,28.236695.2f
55.951281.2f,57.339660.2f,26.351649.2f,92.446617.2f,100.085718.2f,64.017410.2f,67.629280.2f,44.746732.2f,91.787689.2f,102.020956.2f
67.814285.2f,28.724297.2f,36.416322.2f,38.183260.2f,45.843256.2f,9.641068.2f,70.469292.2f,64.290583.2f,50.943974.2f,47.533746.2f
59.152872.2f,33.851379.2f,33.012133.2f,45.135606.2f,52.735438.2f,18.232180.2f,62.549478.2f,55.262452.2f,50.910250.2f,55.114617.2f
103.328629.2f,57.234471.2f,80.259833.2f,10.977756.2f,8.273405.2f,36.569709.2f,100.833835.2f,103.607807.2f,49.626284.2f,2.478201.2f
59.944843.2f,45.172086.2f,49.280892.2f,34.176898.2f,41.228209.2f,17.834797.2f,59.748517.2f,59.252640.2f,34.952947.2f,45.072194.2f
91.428621.2f,36.404302.2f,59.281916.2f,18.283290.2f,24.557793.2f,17.718490.2f,91.489504.2f,89.646494.2f,52.112247.2f,23.342148.2f
94.336891.2f,29.188258.2f,24.393968.2f,82.693947.2f,89.681828.2f,56.000266.2f,103.023989.2f,85.118433.2f,101.406526.2f,88.549122.2f
104.649848.2f,29.948514.2f,34.789739.2f,84.050965.2f,90.578344.2f,59.522965.2f,112.841711.2f,95.749690.2f,106.687965.2f,88.642252.2f
41.444651.2f,49.157654.2f,30.267063.2f,66.974667.2f,74.378487.2f,41.347219.2f,48.798632.2f,34.667144.2f,62.005357.2f,77.424359.2f
49.203419.2f,51.482044.2f,23.075830.2f,81.566853.2f,89.165890.2f,53.694215.2f,59.656121.2f,39.078031.2f,79.921111.2f,91.431199.2f
33.266840.2f,71.164306.2f,43.816407.2f,92.993952.2f,100.268667.2f,67.730120.2f,45.823671.2f,21.635721.2f,82.179881.2f,103.601551.2f
7.613322.2f,92.111793.2f,74.087641.2f,89.952173.2f,95.597142.2f,74.742874.2f,5.939161.2f,19.087317.2f,62.695003.2f,100.885482.2f
65.908868.2f,43.010257.2f,51.007348.2f,28.631980.2f,35.875376.2f,13.693232.2f,65.522094.2f,65.157269.2f,35.507090.2f,39.410868.2f
37.988774.2f,54.978884.2f,31.975840.2f,75.106002.2f,82.487898.2f,49.407846.2f,47.220120.2f,29.468868.2f,68.365812.2f,85.579606.2f
13.657870.2f,80.292206.2f,57.711571.2f,90.018664.2f,96.652605.2f,69.119667.2f,26.188624.2f,3.521870.2f,71.079508.2f,101.020959.2f
47.758483.2f,59.046122.2f,56.864089.2f,44.780376.2f,50.747405.2f,33.226588.2f,45.583991.2f,49.418194.2f,28.757355.2f,55.768502.2f
13.124218.2f,91.234261.2f,75.076826.2f,85.880308.2f,91.282101.2f,72.201687.2f,4.261615.2f,23.822992.2f,57.287781.2f,96.734292.2f
97.123837.2f,55.762094.2f,76.835574.2f,4.651452.2f,5.240899.2f,32.421732.2f,94.485998.2f,97.621192.2f,43.707334.2f,6.431329.2f
43.579491.2f,96.308290.2f,66.615047.2f,119.868017.2f,127.043837.2f,94.888015.2f,56.734088.2f,33.858279.2f,105.603390.2f,130.568580.2f
5.093479.2f,86.926419.2f,65.736798.2f,92.130717.2f,98.394984.2f,73.363100.2f,18.299599.2f,6.766023.2f,69.495540.2f,103.165516.2f
52.685279.2f,49.984019.2f,49.687896.2f,40.616717.2f,47.350470.2f,24.672951.2f,52.376093.2f,52.438796.2f,34.078048.2f,51.619717.2f
94.086895.2f,3.978902.2f,34.418911.2f,55.201768.2f,61.650302.2f,32.775847.2f,99.295236.2f,87.771008.2f,81.003514.2f,59.772632.2f
68.001749.2f,25.502412.2f,31.809684.2f,42.380746.2f,50.029066.2f,13.341815.2f,71.540495.2f,63.677716.2f,55.364714.2f,51.392917.2f
84.177800.2f,70.232443.2f,83.321197.2f,21.436620.2f,21.398177.2f,40.820691.2f,78.717127.2f,87.389114.2f,21.063082.2f,27.992298.2f
16.425669.2f,76.189789.2f,59.846379.2f,76.137883.2f,82.272015.2f,59.028589.2f,19.337987.2f,19.159799.2f,53.895906.2f,87.163332.2f
70.506963.2f,75.902755.2f,82.636538.2f,35.905322.2f,37.681742.2f,45.659508.2f,63.623376.2f,75.250811.2f,4.201809.2f,44.222744.2f
43.553328.2f,77.670815.2f,47.718210.2f,104.938836.2f,112.349487.2f,78.497742.2f,56.801302.2f,31.782433.2f,95.749992.2f,115.327068.2f
74.927285.2f,16.904453.2f,16.068396.2f,59.186312.2f,66.635435.2f,30.639080.2f,81.398988.2f,67.816019.2f,74.413766.2f,66.788959.2f
57.651220.2f,47.762973.2f,17.188405.2f,83.525279.2f,91.181815.2f,54.812419.2f,68.147781.2f,47.346072.2f,85.533293.2f,92.872967.2f
48.170354.2f,66.378017.2f,36.071622.2f,96.946207.2f,104.491906.2f,69.477682.2f,60.636338.2f,36.513045.2f,91.817060.2f,107.004804.2f
67.053967.2f,51.829284.2f,60.167635.2f,25.424579.2f,31.660451.2f,21.725487.2f,64.750851.2f,67.942087.2f,26.535742.2f,36.437691.2f
46.036071.2f,44.535712.2f,32.921690.2f,56.675715.2f,64.054646.2f,31.829246.2f,50.880838.2f,41.450334.2f,53.397554.2f,67.189191.2f
58.449831.2f,54.674640.2f,58.282968.2f,34.064801.2f,40.102102.2f,26.028146.2f,56.106845.2f,59.695731.2f,25.440532.2f,45.055960.2f
71.504183.2f,66.939818.2f,75.523284.2f,27.637857.2f,30.608319.2f,36.662545.2f,66.249728.2f,74.816426.2f,12.932822.2f,36.924382.2f
48.796804.2f,106.080662.2f,99.279563.2f,80.460498.2f,83.213478.2f,79.437092.2f,35.915284.2f,59.290672.2f,41.550019.2f,89.666966.2f
75.200910.2f,22.690737.2f,36.970939.2f,36.950527.2f,44.476883.2f,8.471093.2f,78.044076.2f,71.304552.2f,55.726257.2f,45.125244.2f
18.554753.2f,87.612128.2f,62.486220.2f,100.593474.2f,107.313421.2f,78.820683.2f,31.967447.2f,8.757091.2f,81.743930.2f,111.571037.2f
38.481840.2f,80.077353.2f,50.894824.2f,104.487716.2f,111.789976.2f,78.842903.2f,51.828586.2f,26.819844.2f,93.226759.2f,115.050233.2f
90.765547.2f,32.220294.2f,21.277410.2f,84.670407.2f,91.826011.2f,57.178488.2f,99.890632.2f,81.228011.2f,101.319649.2f,91.044622.2f
51.528550.2f,50.583940.2f,21.450250.2f,82.313774.2f,89.935690.2f,54.163052.2f,62.038189.2f,41.308137.2f,81.658989.2f,92.043960.2f
41.481373.2f,77.815069.2f,48.178015.2f,104.018987.2f,111.395396.2f,77.843371.2f,54.734492.2f,29.713660.2f,94.189681.2f,114.469334.2f
54.455119.2f,76.918908.2f,77.166633.2f,47.909875.2f,51.408448.2f,48.199477.2f,47.152584.2f,60.030291.2f,13.369006.2f,57.655091.2f
91.814710.2f,28.173848.2f,53.025960.2f,26.815250.2f,33.010184.2f,16.752748.2f,93.113869.2f,88.937880.2f,58.654079.2f,31.290493.2f
51.853557.2f,46.755851.2f,44.983691.2f,43.060120.2f,50.090656.2f,23.695769.2f,52.765499.2f,50.567547.2f,38.841425.2f,53.946617.2f
49.133742.2f,79.617166.2f,77.456457.2f,53.702724.2f,57.433213.2f,51.815848.2f,41.245373.2f,55.392814.2f,19.157407.2f,63.621077.2f
69.963698.2f,81.290802.2f,86.878253.2f,41.403583.2f,42.744827.2f,51.109990.2f,62.118087.2f,75.551922.2f,3.261958.2f,49.326095.2f
72.968917.2f,17.158648.2f,22.337082.2f,51.833529.2f,59.341021.2f,23.084264.2f,78.311561.2f,66.898050.2f,67.225098.2f,59.762543.2f
55.825869.2f,61.365292.2f,63.475440.2f,37.848033.2f,43.100626.2f,32.798251.2f,52.090382.2f,58.377347.2f,20.359013.2f,48.595163.2f
97.083704.2f,18.489820.2f,28.824242.2f,72.694955.2f,79.345996.2f,47.944794.2f,104.396769.2f,88.957076.2f,95.273822.2f,77.657203.2f
44.927657.2f,48.519387.2f,40.709281.2f,51.887100.2f,58.983628.2f,30.256402.2f,47.609519.2f,42.469065.2f,45.273605.2f,62.715335.2f
30.061243.2f,92.714596.2f,82.027274.2f,77.158357.2f,81.556713.2f,69.163235.2f,18.550444.2f,39.857417.2f,43.617629.2f,87.527991.2f
38.683156.2f,53.565803.2f,42.364997.2f,57.641299.2f,64.591790.2f,36.577595.2f,41.957917.2f,36.192956.2f,47.411044.2f,68.549962.2f
26.854002.2f,77.438764.2f,66.419416.2f,67.756229.2f,73.173460.2f,55.502518.2f,22.121551.2f,32.605497.2f,41.023660.2f,78.605908.2f
41.182701.2f,82.630290.2f,52.983586.2f,108.034277.2f,115.357264.2f,82.198499.2f,54.599267.2f,29.695377.2f,96.902697.2f,118.565117.2f
51.001996.2f,42.480120.2f,37.435725.2f,48.118559.2f,55.458222.2f,24.533939.2f,53.891900.2f,47.963002.2f,46.599684.2f,58.712726.2f
50.677955.2f,96.532411.2f,92.371934.2f,68.637221.2f,71.347755.2f,68.915268.2f,39.283762.2f,59.745324.2f,29.738027.2f,77.801042.2f
89.025805.2f,23.863909.2f,48.220690.2f,30.488277.2f,37.065806.2f,14.622806.2f,90.928616.2f,85.668158.2f,59.754622.2f,35.760889.2f
77.126866.2f,48.071443.2f,61.960999.2f,15.713330.2f,22.746163.2f,18.457876.2f,75.234862.2f,77.366094.2f,32.897782.2f,26.692914.2f
52.030354.2f,39.397469.2f,20.202386.2f,64.944954.2f,72.560445.2f,37.061807.2f,59.471617.2f,44.642919.2f,66.496571.2f,74.759532.2f
36.008327.2f,82.790629.2f,53.996313.2f,105.586813.2f,112.811098.2f,80.469652.2f,49.432280.2f,24.572090.2f,92.929456.2f,116.244339.2f
81.650440.2f,39.632140.2f,57.084025.2f,16.740111.2f,24.371580.2f,12.395358.2f,81.135174.2f,80.571693.2f,42.517952.2f,26.021282.2f
77.841000.2f,22.114743.2f,9.922716.2f,69.394248.2f,76.798176.2f,40.953726.2f,85.689249.2f,69.488011.2f,83.984892.2f,76.745340.2f
