37.599643.2f,34.220989.2f,78.453914.2f,102.636863.2f,71.256024.2f,30.060642.2f,33.771577.2f,80.151056.2f,29.561616.2f,50.632664.2f,83.352604.2f,67.153166.2f,95.177717.2f,24.140767.2f,79.428404.2f,58.352960.2f,99.276346.2f,21.434941.2f,83.198956.2f,71.931942.2f,52.022101.2f,68.116155.2f,26.941043.2f,90.754274.2f,70.110619.2f,46.892133.2f,71.122856.2f,52.935309.2f,34.693939.2f,67.929114.2f,8.139706.2f,75.627139.2f,17.157485.2f,87.497009.2f,44.276688.2f,73.939530.2f,14.691710.2f,43.986272.2f,75.109895.2f,63.367632.2f
42.732815.2f,57.564176.2f,52.283790.2f,82.583028.2f,65.938503.2f,72.554847.2f,97.519877.2f,56.425910.2f,63.825051.2f,99.572110.2f,81.695603.2f,116.821612.2f,52.074265.2f,62.221234.2f,19.909179.2f,80.614952.2f,72.975328.2f,92.094545.2f,73.999749.2f,99.134330.2f,88.712669.2f,117.677057.2f,62.632296.2f,41.866720.2f,7.583150.2f,39.297155.2f,81.523026.2f,88.567736.2f,48.786778.2f,110.734273.2f,68.980135.2f,67.618126.2f,75.646678.2f,68.359004.2f,95.357251.2f,27.757032.2f,69.705063.2f,83.750913.2f,33.411540.2f,16.258928.2f
38.503694.2f,1.852389.2f,83.394325.2f,113.399508.2f,84.253717.2f,55.777939.2f,68.705892.2f,86.518479.2f,49.702100.2f,82.679125.2f,99.760278.2f,100.383172.2f,95.064292.2f,11.514955.2f,69.167687.2f,81.189959.2f,107.062261.2f,57.016933.2f,96.417371.2f,98.419502.2f,79.849665.2f,101.360251.2f,46.343357.2f,87.431401.2f,50.648699.2f,48.257699.2f,90.931559.2f,80.470524.2f,11.577662.2f,99.314779.2f,29.924356.2f,88.215287.2f,23.185716.2f,97.018770.2f,76.451706.2f,68.365102.2f,21.256207.2f,71.835667.2f,72.030009.2f,41.982609.2f
13.724140.2f,23.690300.2f,59.450050.2f,88.487197.2f,58.852131.2f,34.065432.2f,53.757445.2f,62.241733.2f,26.366571.2f,62.849415.2f,74.273332.2f,81.066820.2f,73.155437.2f,20.117554.2f,52.323447.2f,56.677475.2f,82.709023.2f,45.485151.2f,71.069007.2f,74.662694.2f,57.277017.2f,82.030162.2f,23.310582.2f,66.860062.2f,41.453529.2f,24.144103.2f,65.676695.2f,57.723168.2f,15.519884.2f,78.261893.2f,20.570043.2f,62.872765.2f,30.202065.2f,72.186895.2f,57.101834.2f,48.513118.2f,23.354655.2f,49.712194.2f,50.952823.2f,35.014766.2f
54.704627.2f,88.199789.2f,40.600480.2f,43.152127.2f,21.807687.2f,38.332027.2f,51.864420.2f,38.200621.2f,41.145368.2f,35.243853.2f,19.370017.2f,43.654706.2f,58.138815.2f,81.569366.2f,69.973005.2f,10.114668.2f,45.708996.2f,60.077413.2f,25.257614.2f,16.160770.2f,21.902219.2f,44.108320.2f,44.511260.2f,61.992619.2f,82.153183.2f,49.419567.2f,5.390416.2f,20.776855.2f,80.592789.2f,34.083737.2f,66.854597.2f,23.479828.2f,83.595899.2f,34.990952.2f,37.059146.2f,59.658313.2f,77.836619.2f,27.077011.2f,55.381037.2f,82.642930.2f
51.049480.2f,85.486830.2f,35.119722.2f,40.037221.2f,16.343642.2f,37.723233.2f,53.880904.2f,32.824983.2f,39.351053.2f,38.747366.2f,16.887989.2f,48.519344.2f,52.868866.2f,79.319081.2f,64.511263.2f,11.222110.2f,41.594738.2f,61.057555.2f,21.152722.2f,21.700023.2f,24.760218.2f,49.021333.2f,42.637669.2f,56.505900.2f,77.170560.2f,45.083576.2f,3.625069.2f,23.707422.2f,77.508444.2f,39.169795.2f,65.454282.2f,18.319643.2f,82.222451.2f,30.406608.2f,39.809738.2f,54.195995.2f,76.210883.2f,28.572983.2f,49.864935.2f,77.957510.2f
38.672635.2f,26.426683.2f,82.298744.2f,108.166592.2f,76.922131.2f,37.815135.2f,42.926551.2f,84.374340.2f,35.716092.2f,59.833069.2f,89.957579.2f,76.418727.2f,98.034360.2f,16.504762.2f,79.438089.2f,66.052388.2f,104.087814.2f,30.258634.2f,89.086919.2f,80.456920.2f,60.639346.2f,77.381627.2f,32.674325.2f,92.745471.2f,67.485276.2f,48.794550.2f,78.332945.2f,61.508233.2f,28.920468.2f,77.106743.2f,9.636815.2f,81.266466.2f,8.024580.2f,92.581216.2f,53.472273.2f,75.037155.2f,6.449198.2f,52.524033.2f,76.873560.2f,60.047286.2f
36.913448.2f,55.941230.2f,45.648698.2f,76.416653.2f,58.782663.2f,66.106475.2f,91.382606.2f,49.790812.2f,57.465687.2f,92.728286.2f,74.655541.2f,109.844833.2f,47.081192.2f,59.510132.2f,15.106031.2f,73.377361.2f,67.033543.2f,86.540163.2f,67.097462.2f,91.866708.2f,81.652096.2f,110.691577.2f,56.471469.2f,37.142061.2f,8.661332.2f,32.550796.2f,74.263497.2f,81.484102.2f,46.556802.2f,103.623962.2f,64.524241.2f,60.561534.2f,72.520810.2f,61.809093.2f,88.649677.2f,21.306690.2f,66.266641.2f,76.852596.2f,26.980100.2f,16.409798.2f
33.274227.2f,68.165574.2f,30.565972.2f,49.014259.2f,17.722109.2f,25.873067.2f,48.566498.2f,30.407154.2f,24.246304.2f,40.210424.2f,30.373810.2f,55.054932.2f,49.668164.2f,62.550646.2f,52.196735.2f,16.557896.2f,46.755231.2f,52.026731.2f,29.442870.2f,35.252649.2f,26.733583.2f,55.794138.2f,27.171486.2f,49.987597.2f,61.320944.2f,27.750655.2f,21.260670.2f,26.236392.2f,59.911801.2f,47.591251.2f,50.258612.2f,22.067372.2f,66.831943.2f,34.659790.2f,38.399524.2f,42.182642.2f,60.434215.2f,25.082719.2f,39.120478.2f,61.213920.2f
37.370309.2f,74.100434.2f,16.400442.2f,38.248489.2f,9.033150.2f,39.320765.2f,62.779134.2f,16.243271.2f,35.909390.2f,53.642818.2f,25.635093.2f,67.176929.2f,35.522620.2f,70.101290.2f,42.685828.2f,27.100014.2f,34.103767.2f,65.724740.2f,20.648201.2f,43.234622.2f,39.626355.2f,67.832200.2f,38.251362.2f,36.624792.2f,56.620833.2f,28.517507.2f,23.943987.2f,38.939863.2f,64.845791.2f,58.804957.2f,60.540983.2f,12.479385.2f,76.485898.2f,22.421518.2f,52.341198.2f,32.370820.2f,69.727000.2f,39.073390.2f,28.116981.2f,58.534033.2f
40.092241.2f,76.523593.2f,20.219453.2f,37.409223.2f,6.137778.2f,37.956626.2f,60.185543.2f,19.161483.2f,35.702533.2f,49.726249.2f,21.853230.2f,62.615496.2f,39.156384.2f,71.933009.2f,47.882823.2f,22.498538.2f,34.672460.2f,64.105358.2f,18.439426.2f,38.096592.2f,35.527172.2f,63.242874.2f,38.365039.2f,41.116278.2f,61.483598.2f,31.992104.2f,18.780754.2f,34.765175.2f,67.554958.2f,54.032300.2f,61.180415.2f,10.452186.2f,77.469864.2f,22.594598.2f,48.872559.2f,37.568005.2f,70.851458.2f,35.764106.2f,33.271952.2f,63.083500.2f
46.482605.2f,81.428852.2f,31.156950.2f,39.956795.2f,12.730863.2f,35.580273.2f,53.917561.2f,29.240784.2f,36.187865.2f,40.447001.2f,18.297642.2f,51.702400.2f,49.443801.2f,75.589675.2f,59.636061.2f,12.281731.2f,40.230758.2f,60.063828.2f,20.303343.2f,26.247037.2f,26.151892.2f,52.268333.2f,39.373930.2f,52.446865.2f,72.089153.2f,40.181257.2f,8.147360.2f,25.208703.2f,73.226222.2f,42.720776.2f,62.406790.2f,15.625359.2f,79.134828.2f,28.505799.2f,40.731546.2f,49.322959.2f,72.948348.2f,28.555897.2f,45.114618.2f,72.917526.2f
66.615636.2f,90.075141.2f,71.744022.2f,76.261862.2f,53.704042.2f,37.224358.2f,29.863973.2f,70.150777.2f,45.412577.2f,9.526693.2f,52.501840.2f,11.351485.2f,90.369175.2f,81.016613.2f,95.717689.2f,29.101027.2f,79.391196.2f,42.709959.2f,58.942693.2f,22.344280.2f,17.127378.2f,12.135194.2f,48.131032.2f,92.637364.2f,101.603472.2f,66.558756.2f,39.076648.2f,17.506494.2f,85.613009.2f,7.804831.2f,62.782188.2f,56.354522.2f,77.302410.2f,68.551238.2f,15.871903.2f,85.841344.2f,73.720350.2f,22.329519.2f,82.827743.2f,99.365625.2f
42.234718.2f,66.952596.2f,36.725842.2f,65.962729.2f,52.413448.2f,68.363282.2f,94.320825.2f,40.800740.2f,60.269218.2f,92.798729.2f,67.219805.2f,108.984622.2f,34.975323.2f,69.403214.2f,2.931104.2f,70.511140.2f,56.165309.2f,91.196459.2f,58.989988.2f,88.108554.2f,80.509691.2f,109.769198.2f,59.978997.2f,24.798277.2f,21.354842.2f,34.976015.2f,69.049125.2f,80.165860.2f,57.169878.2f,101.847113.2f,71.846599.2f,53.393621.2f,81.740377.2f,52.407939.2f,89.444252.2f,12.852647.2f,75.151250.2f,76.836823.2f,17.948706.2f,29.062011.2f
42.409302.2f,13.397721.2f,88.116618.2f,116.501670.2f,86.041165.2f,51.516850.2f,59.592917.2f,90.801644.2f,47.316164.2f,75.844066.2f,100.497949.2f,92.808448.2f,101.736050.2f,8.681273.2f,78.556614.2f,78.932424.2f,111.178374.2f,46.954738.2f,98.352530.2f,94.739093.2f,75.282961.2f,93.776977.2f,43.961349.2f,95.023227.2f,62.237865.2f,52.870544.2f,90.140115.2f,76.055909.2f,21.034547.2f,92.989864.2f,22.713639.2f,90.242234.2f,10.196938.2f,100.353428.2f,69.489316.2f,76.262585.2f,11.563923.2f,67.118340.2f,79.210620.2f,53.851562.2f
23.722559.2f,19.036304.2f,65.260224.2f,96.199866.2f,68.824291.2f,49.984015.2f,69.571263.2f,68.685688.2f,41.927938.2f,78.876306.2f,85.077459.2f,97.103772.2f,75.578093.2f,23.017763.2f,49.070546.2f,70.737956.2f,89.103380.2f,60.493658.2f,80.551624.2f,89.256744.2f,72.697905.2f,98.064240.2f,39.066901.2f,67.600799.2f,31.721373.2f,31.458769.2f,78.241478.2f,73.064856.2f,9.529488.2f,94.034790.2f,33.593046.2f,72.434476.2f,36.690253.2f,79.826028.2f,73.180265.2f,48.515631.2f,31.294034.2f,65.365002.2f,52.454708.2f,23.536537.2f
32.106011.2f,64.224487.2f,22.666598.2f,54.123297.2f,35.841042.2f,53.507755.2f,79.547806.2f,26.769057.2f,46.106908.2f,76.318711.2f,51.410263.2f,92.102120.2f,29.500055.2f,64.138958.2f,15.027613.2f,53.318700.2f,45.393622.2f,77.964057.2f,43.777083.2f,70.898704.2f,63.644232.2f,92.866750.2f,46.476092.2f,22.239992.2f,30.699904.2f,22.443243.2f,52.065239.2f,63.249000.2f,54.072890.2f,84.758180.2f,62.273584.2f,37.343348.2f,74.761913.2f,38.856619.2f,73.335684.2f,5.293014.2f,67.828633.2f,60.436872.2f,6.435788.2f,35.113813.2f
73.702446.2f,110.419513.2f,30.056824.2f,1.960063.2f,30.653949.2f,74.005493.2f,93.609086.2f,26.256808.2f,72.311326.2f,78.574496.2f,24.179718.2f,85.752701.2f,31.956278.2f,107.073981.2f,61.147191.2f,51.193862.2f,8.406167.2f,99.494880.2f,19.461562.2f,55.809050.2f,64.793045.2f,86.047952.2f,74.957057.2f,41.520202.2f,82.688916.2f,63.872540.2f,38.113406.2f,63.723498.2f,100.781944.2f,75.685523.2f,97.625717.2f,26.290035.2f,113.686931.2f,15.085600.2f,79.862236.2f,53.307361.2f,106.937940.2f,68.220390.2f,47.658836.2f,87.493396.2f
20.829767.2f,44.841692.2f,52.442571.2f,75.952029.2f,44.583834.2f,10.414493.2f,34.236480.2f,53.824294.2f,3.204224.2f,39.403320.2f,57.362687.2f,57.622949.2f,70.045416.2f,37.400872.2f,59.727089.2f,34.907185.2f,72.616846.2f,30.900916.2f,56.621963.2f,51.732245.2f,33.573028.2f,58.574378.2f,0.680603.2f,66.893360.2f,57.796611.2f,25.650011.2f,46.154057.2f,34.083716.2f,38.745377.2f,54.446507.2f,23.078890.2f,48.951786.2f,39.784650.2f,60.793061.2f,33.980656.2f,52.193498.2f,33.662661.2f,25.892588.2f,52.046885.2f,53.795468.2f
47.172325.2f,52.523258.2f,64.823203.2f,95.574149.2f,77.250818.2f,77.882806.2f,101.511575.2f,68.962655.2f,69.036602.2f,106.076357.2f,93.398513.2f,123.843120.2f,65.415097.2f,59.021918.2f,33.225890.2f,89.650953.2f,86.098058.2f,94.489822.2f,86.070665.2f,108.512730.2f,96.371428.2f,124.739094.2f,67.267803.2f,55.209327.2f,12.091392.2f,46.551278.2f,92.018797.2f,96.361447.2f,45.275508.2f,118.550984.2f,69.162178.2f,79.300336.2f,72.873064.2f,80.996229.2f,101.332198.2f,40.494577.2f,67.707139.2f,90.641713.2f,46.170658.2f,14.305204.2f
31.888532.2f,12.780928.2f,74.136223.2f,105.058878.2f,77.444389.2f,55.693465.2f,73.012726.2f,77.562339.2f,48.200413.2f,84.171779.2f,93.592779.2f,102.314448.2f,84.209121.2f,20.150543.2f,56.822299.2f,78.165701.2f,97.980114.2f,62.758580.2f,89.259866.2f,96.387752.2f,79.108972.2f,103.285348.2f,45.102655.2f,76.024208.2f,37.486663.2f,40.183434.2f,86.303161.2f,79.561965.2f,7.788378.2f,99.934781.2f,35.062860.2f,81.118644.2f,33.902683.2f,88.679015.2f,78.239654.2f,56.961770.2f,29.850550.2f,71.490701.2f,61.078459.2f,28.788309.2f
27.958624.2f,9.618990.2f,73.503125.2f,102.881495.2f,73.265003.2f,44.636977.2f,59.458054.2f,76.427486.2f,38.295186.2f,72.121621.2f,88.562846.2f,90.038371.2f,86.331401.2f,7.559124.2f,62.708278.2f,69.725320.2f,96.941456.2f,48.694561.2f,85.495302.2f,87.040265.2f,68.647389.2f,91.014895.2f,34.952504.2f,79.352923.2f,47.192116.2f,38.141606.2f,79.511522.2f,69.236839.2f,6.872938.2f,88.500636.2f,20.953648.2f,77.301225.2f,21.073247.2f,86.557111.2f,65.987002.2f,60.503515.2f,15.945982.2f,60.697222.2f,63.611271.2f,39.141478.2f
23.442084.2f,55.397963.2f,28.774450.2f,60.446591.2f,38.115200.2f,47.435842.2f,73.424733.2f,32.613318.2f,39.444138.2f,72.233429.2f,54.507315.2f,88.848950.2f,38.256965.2f,55.160733.2f,19.780486.2f,51.655052.2f,52.406961.2f,70.785633.2f,47.799102.2f,70.101724.2f,60.457661.2f,89.666387.2f,39.356928.2f,31.215725.2f,27.214444.2f,14.490992.2f,52.781984.2f,60.212645.2f,45.254754.2f,82.226792.2f,53.698934.2f,40.499984.2f,65.849940.2f,44.503316.2f,68.661876.2f,13.046758.2f,58.933753.2f,56.260183.2f,15.384847.2f,29.576431.2f
23.459658.2f,37.538473.2f,51.926759.2f,83.609492.2f,59.788097.2f,54.181088.2f,77.787344.2f,55.776083.2f,45.342485.2f,82.600135.2f,76.393491.2f,100.519471.2f,59.274861.2f,40.850654.2f,30.796246.2f,68.089824.2f,75.447385.2f,71.194451.2f,70.362251.2f,87.098440.2f,73.527180.2f,101.430871.2f,43.503140.2f,50.524782.2f,14.859008.2f,24.541128.2f,72.454988.2f,73.609222.2f,27.948503.2f,95.676287.2f,47.130773.2f,62.697130.2f,53.975653.2f,67.632721.2f,77.708857.2f,31.683508.2f,47.867507.2f,67.396595.2f,36.373627.2f,9.684316.2f
34.008492.2f,36.944899.2f,62.426063.2f,94.106923.2f,71.338334.2f,64.408593.2f,86.849526.2f,66.395533.2f,55.658864.2f,93.180569.2f,87.925487.2f,111.249517.2f,67.723703.2f,42.911449.2f,36.814719.2f,79.727607.2f,85.533118.2f,79.083527.2f,81.655984.2f,98.735164.2f,84.708199.2f,112.175939.2f,53.489537.2f,58.270460.2f,14.176211.2f,36.248458.2f,84.215972.2f,84.842107.2f,29.161314.2f,106.786767.2f,53.182899.2f,74.121794.2f,56.731670.2f,78.393806.2f,88.041863.2f,40.351803.2f,51.497629.2f,78.298283.2f,45.585305.2f,5.683110.2f
3.327456.2f,33.507234.2f,49.039912.2f,78.273802.2f,49.104730.2f,31.272743.2f,54.539945.2f,51.852118.2f,22.543808.2f,60.100110.2f,64.905016.2f,78.229926.2f,62.974798.2f,30.525108.2f,44.090614.2f,49.636075.2f,72.339065.2f,48.566583.2f,61.210916.2f,68.264472.2f,52.411527.2f,79.165295.2f,20.381421.2f,57.042573.2f,37.408861.2f,13.754088.2f,57.277395.2f,52.675725.2f,24.327197.2f,74.217740.2f,27.772860.2f,53.009850.2f,39.938905.2f,61.932329.2f,54.906662.2f,39.157999.2f,32.968105.2f,45.536521.2f,41.127926.2f,32.815472.2f
69.296942.2f,94.605042.2f,70.202177.2f,72.206457.2f,51.720922.2f,41.042581.2f,36.170169.2f,68.275735.2f,48.747815.2f,15.409035.2f,48.684307.2f,13.056340.2f,88.432765.2f,85.784479.2f,95.963776.2f,27.981588.2f,76.014109.2f,48.832813.2f,55.734077.2f,17.283496.2f,18.497669.2f,13.456607.2f,51.677472.2f,91.390089.2f,103.318817.2f,68.300369.2f,35.982112.2f,18.474068.2f,89.660681.2f,3.821016.2f,67.778526.2f,53.963529.2f,82.720488.2f,65.629874.2f,21.547991.2f,85.900738.2f,78.856895.2f,25.311016.2f,82.527678.2f,101.599235.2f
33.463927.2f,70.189947.2f,14.172680.2f,41.524497.2f,15.397503.2f,40.882331.2f,65.605728.2f,15.781644.2f,36.059978.2f,58.327553.2f,31.876380.2f,72.725407.2f,32.539174.2f,66.986824.2f,35.950052.2f,32.953752.2f,35.809719.2f,67.225082.2f,25.825954.2f,49.820374.2f,44.680496.2f,73.421705.2f,37.905329.2f,31.913845.2f,49.856338.2f,23.753975.2f,30.830826.2f,44.100672.2f,60.621126.2f,64.706112.2f,59.092113.2f,18.048620.2f,74.442158.2f,25.155433.2f,56.430886.2f,25.641911.2f,67.547392.2f,43.119053.2f,21.688537.2f,52.072116.2f
32.002102.2f,34.207584.2f,62.494307.2f,94.198246.2f,70.683967.2f,62.182927.2f,84.324516.2f,66.406394.2f,53.479263.2f,91.033769.2f,87.290654.2f,109.146440.2f,68.589879.2f,40.039285.2f,38.202691.2f,78.232150.2f,85.815880.2f,76.393670.2f,81.245332.2f,97.225208.2f,82.836534.2f,110.078293.2f,51.221136.2f,59.324428.2f,16.346419.2f,34.941999.2f,83.137634.2f,83.000557.2f,26.291847.2f,104.859681.2f,50.362315.2f,73.597012.2f,53.851623.2f,78.335798.2f,85.816903.2f,41.064646.2f,48.606714.2f,76.294087.2f,46.143479.2f,7.576097.2f
24.435006.2f,27.991156.2f,67.329273.2f,93.511792.2f,62.411252.2f,26.579775.2f,40.377788.2f,69.418770.2f,22.210525.2f,52.947856.2f,76.049862.2f,70.753087.2f,83.202065.2f,19.184403.2f,66.082544.2f,53.743557.2f,89.207249.2f,30.631200.2f,74.656786.2f,69.766704.2f,50.603131.2f,71.730146.2f,18.903712.2f,78.196685.2f,56.923318.2f,34.182632.2f,65.150463.2f,51.307042.2f,24.888960.2f,69.581350.2f,5.836134.2f,66.725328.2f,21.191401.2f,77.785503.2f,46.749426.2f,60.914627.2f,14.732353.2f,42.483512.2f,62.401986.2f,50.500731.2f
39.457422.2f,42.591074.2f,76.407462.2f,98.532693.2f,67.264812.2f,24.268265.2f,24.868789.2f,77.676082.2f,26.231844.2f,41.939112.2f,78.132601.2f,58.242165.2f,93.995153.2f,32.583174.2f,81.209352.2f,51.967661.2f,95.989050.2f,13.080533.2f,78.825667.2f,64.296639.2f,44.356757.2f,59.202962.2f,24.415432.2f,90.490143.2f,74.359648.2f,47.537598.2f,65.255444.2f,45.332781.2f,41.933448.2f,59.263805.2f,14.666384.2f,71.615989.2f,25.984079.2f,84.000236.2f,35.606055.2f,74.757531.2f,23.515366.2f,36.526420.2f,75.256819.2f,68.284776.2f
