32.473578.2f,39.348622.2f,94.894328.2f,39.891390.2f,66.818135.2f,43.111365.2f,51.496383.2f,75.917129.2f,83.253976.2f,5.435369.2f,26.624711.2f,72.355873.2f,50.200760.2f,47.072435.2f,68.394317.2f,44.152872.2f,23.959728.2f,52.670853.2f,59.010382.2f,39.911806.2f
51.391075.2f,41.338359.2f,68.930595.2f,37.009965.2f,41.209038.2f,44.819315.2f,37.548379.2f,40.960904.2f,58.988878.2f,34.640679.2f,27.512101.2f,47.246124.2f,62.531751.2f,14.124338.2f,73.981119.2f,28.441427.2f,16.898028.2f,65.365121.2f,69.810987.2f,11.003361.2f
7.260045.2f,15.829028.2f,77.317122.2f,19.387363.2f,52.318240.2f,18.397348.2f,33.207880.2f,68.231737.2f,65.539903.2f,30.315157.2f,17.056715.2f,56.568280.2f,23.236686.2f,57.366956.2f,41.065515.2f,62.860246.2f,28.382890.2f,25.881705.2f,32.019312.2f,51.374640.2f
54.215300.2f,54.271863.2f,97.272522.2f,52.389019.2f,68.821246.2f,58.364050.2f,59.510986.2f,70.416336.2f,86.631829.2f,19.679944.2f,37.883232.2f,74.882225.2f,70.669685.2f,29.844522.2f,87.006583.2f,20.054409.2f,26.107119.2f,73.403136.2f,79.314445.2f,23.521544.2f
88.886004.2f,77.888817.2f,83.989984.2f,73.071420.2f,63.590167.2f,80.991115.2f,69.603505.2f,48.780482.2f,78.013417.2f,66.367203.2f,65.001794.2f,68.282682.2f,99.474659.2f,24.922639.2f,109.025289.2f,33.307355.2f,53.751672.2f,102.268999.2f,106.262017.2f,31.866606.2f
41.363187.2f,28.368434.2f,45.646284.2f,28.968162.2f,35.364621.2f,24.604848.2f,24.929252.2f,57.276455.2f,36.153783.2f,69.013177.2f,43.626673.2f,34.669664.2f,29.277742.2f,75.773630.2f,20.430798.2f,89.581485.2f,55.402978.2f,29.748448.2f,27.175192.2f,73.019221.2f
37.588288.2f,36.006182.2f,82.974457.2f,34.232035.2f,54.366562.2f,40.098213.2f,42.412375.2f,60.558470.2f,71.753342.2f,12.637907.2f,19.646178.2f,60.263597.2f,53.086496.2f,30.996915.2f,68.875688.2f,32.409144.2f,9.429131.2f,55.877816.2f,61.586594.2f,23.969185.2f
27.061636.2f,15.959408.2f,63.940878.2f,12.640827.2f,36.217243.2f,19.776906.2f,20.805967.2f,48.871631.2f,52.262096.2f,30.360050.2f,4.760463.2f,41.534676.2f,36.796776.2f,39.731892.2f,49.336940.2f,49.730830.2f,14.260857.2f,39.633231.2f,44.222513.2f,34.918452.2f
55.324570.2f,43.543100.2f,64.575339.2f,38.783771.2f,37.662060.2f,46.702085.2f,37.021459.2f,35.158771.2f,55.158638.2f,40.863679.2f,31.298261.2f,43.570508.2f,65.130743.2f,14.142878.2f,75.199898.2f,31.571337.2f,22.275846.2f,67.921337.2f,71.952145.2f,14.211241.2f
8.012206.2f,15.797513.2f,74.534092.2f,21.157392.2f,52.860955.2f,15.286062.2f,33.289486.2f,71.567012.2f,63.132951.2f,43.106944.2f,26.726147.2f,55.974041.2f,10.400047.2f,67.831954.2f,28.831849.2f,74.967679.2f,39.556946.2f,13.036958.2f,19.203900.2f,62.350421.2f
34.102844.2f,34.097076.2f,71.390938.2f,38.330585.2f,59.162163.2f,30.489478.2f,43.329407.2f,80.815486.2f,62.063152.2f,69.572609.2f,49.975240.2f,59.620243.2f,16.211428.2f,89.431736.2f,6.216287.2f,99.302690.2f,63.315631.2f,13.965559.2f,7.496795.2f,84.949955.2f
56.584664.2f,39.215517.2f,24.387668.2f,36.667902.2f,20.027640.2f,36.966698.2f,24.558698.2f,39.923133.2f,14.498841.2f,75.705021.2f,49.385818.2f,16.312034.2f,48.852739.2f,69.910058.2f,42.024626.2f,86.732360.2f,57.590673.2f,49.942615.2f,48.386511.2f,69.199119.2f
74.845098.2f,56.805329.2f,30.847974.2f,51.675561.2f,20.996110.2f,57.320172.2f,39.375100.2f,4.641064.2f,26.958438.2f,76.231247.2f,55.741157.2f,21.546902.2f,75.433284.2f,49.735836.2f,75.640890.2f,68.916777.2f,55.214211.2f,77.514517.2f,78.454364.2f,52.892519.2f
47.110643.2f,29.863353.2f,44.033142.2f,24.495980.2f,15.431208.2f,31.303855.2f,15.543498.2f,26.448248.2f,33.209123.2f,50.390271.2f,27.667975.2f,21.469937.2f,50.444310.2f,38.191980.2f,55.681504.2f,54.933680.2f,29.719280.2f,52.895176.2f,55.278584.2f,37.372496.2f
56.480462.2f,61.955261.2f,111.783869.2f,61.477124.2f,83.153016.2f,65.919288.2f,71.125628.2f,86.966223.2f,100.674623.2f,21.319991.2f,47.004720.2f,89.109827.2f,74.224376.2f,47.269812.2f,92.301483.2f,34.809956.2f,38.374113.2f,76.692958.2f,83.034632.2f,40.967825.2f
71.247538.2f,55.772439.2f,52.185485.2f,50.401859.2f,32.077497.2f,57.796883.2f,42.501339.2f,17.493469.2f,45.788650.2f,62.407727.2f,48.304683.2f,36.304211.2f,77.052037.2f,28.722622.2f,82.565745.2f,47.754611.2f,42.686530.2f,79.600613.2f,82.255146.2f,33.180267.2f
11.199929.2f,29.735519.2f,90.957333.2f,34.273323.2f,67.368548.2f,30.918738.2f,47.872240.2f,84.010644.2f,79.347044.2f,36.564086.2f,32.430390.2f,71.208451.2f,24.573774.2f,70.994163.2f,43.620319.2f,73.651314.2f,42.009558.2f,26.033376.2f,32.324648.2f,64.508822.2f
58.836702.2f,42.447227.2f,25.892929.2f,40.612360.2f,26.777053.2f,39.700993.2f,29.677341.2f,46.192547.2f,18.414828.2f,80.498672.2f,54.091638.2f,22.777667.2f,49.151389.2f,76.511251.2f,39.724773.2f,93.114678.2f,63.102734.2f,49.870496.2f,47.464426.2f,75.621436.2f
58.057938.2f,69.786427.2f,126.745048.2f,71.123274.2f,98.560741.2f,73.190693.2f,83.260613.2f,106.099375.2f,115.118820.2f,33.469091.2f,58.449547.2f,104.166440.2f,75.464974.2f,70.023350.2f,94.625232.2f,58.711758.2f,54.464779.2f,77.365020.2f,83.801102.2f,63.287578.2f
26.736935.2f,23.065921.2f,74.334614.2f,21.609676.2f,46.261209.2f,27.158356.2f,31.434144.2f,56.726251.2f,62.724441.2f,19.719105.2f,6.970351.2f,51.780167.2f,40.771050.2f,38.038912.2f,55.994258.2f,43.975650.2f,8.950974.2f,43.603718.2f,49.078887.2f,31.908981.2f
62.009366.2f,49.333410.2f,63.171635.2f,44.347683.2f,37.947365.2f,52.245329.2f,40.787234.2f,31.287551.2f,54.672384.2f,47.644636.2f,38.034906.2f,43.516905.2f,71.032504.2f,14.180445.2f,80.038648.2f,33.271027.2f,29.398403.2f,73.783173.2f,77.511321.2f,17.470228.2f
20.973725.2f,35.216008.2f,96.084329.2f,38.045365.2f,69.828184.2f,37.957063.2f,51.627227.2f,83.140451.2f,84.263791.2f,22.572473.2f,29.731494.2f,74.605699.2f,38.355500.2f,61.735376.2f,57.492381.2f,61.117666.2f,34.454334.2f,40.341469.2f,46.802795.2f,54.766170.2f
39.095065.2f,52.519175.2f,112.020930.2f,54.658246.2f,84.695915.2f,55.577670.2f,67.698550.2f,95.353339.2f,100.228317.2f,24.158029.2f,43.765632.2f,89.910517.2f,56.206756.2f,66.008948.2f,75.393988.2f,59.900639.2f,43.650868.2f,58.029237.2f,64.444819.2f,58.846714.2f
21.720865.2f,39.763717.2f,99.275491.2f,44.780324.2f,77.451934.2f,40.016917.2f,57.821260.2f,95.194178.2f,87.956856.2f,47.660854.2f,44.702109.2f,80.780696.2f,27.715019.2f,83.465261.2f,44.665759.2f,85.548557.2f,54.505583.2f,27.916475.2f,33.039315.2f,76.934897.2f
41.445636.2f,22.940286.2f,40.986763.2f,18.262473.2f,14.857391.2f,23.024256.2f,5.028114.2f,33.968313.2f,29.228669.2f,53.317077.2f,27.573185.2f,19.130889.2f,41.216375.2f,48.930554.2f,44.358807.2f,64.483114.2f,34.475351.2f,43.416127.2f,45.001133.2f,47.174621.2f
58.340224.2f,39.867256.2f,22.498385.2f,35.934096.2f,8.561417.2f,38.793872.2f,22.159805.2f,27.752063.2f,10.784389.2f,71.408040.2f,46.019942.2f,4.090993.2f,54.242277.2f,59.842949.2f,51.124774.2f,77.529850.2f,51.698560.2f,55.856012.2f,55.566283.2f,59.968815.2f
86.395561.2f,76.629180.2f,87.754657.2f,72.050334.2f,65.767735.2f,79.948183.2f,69.881449.2f,52.758432.2f,81.062088.2f,61.756657.2f,62.825399.2f,70.808040.2f,97.972239.2f,21.788237.2f,108.589366.2f,27.013563.2f,50.856445.2f,100.799806.2f,105.114127.2f,28.157135.2f
70.336909.2f,55.602879.2f,56.151850.2f,50.294147.2f,34.819189.2f,57.893238.2f,43.479263.2f,21.740399.2f,49.341390.2f,59.459146.2f,46.938831.2f,39.421160.2f,77.121325.2f,24.477547.2f,83.615356.2f,43.453225.2f,40.280805.2f,79.737387.2f,82.703220.2f,29.187154.2f
61.124408.2f,62.402499.2f,105.456780.2f,60.712835.2f,77.096286.2f,66.493029.2f,68.027075.2f,77.728511.2f,94.933344.2f,25.352895.2f,46.133137.2f,83.166461.2f,78.036382.2f,35.134301.2f,94.825306.2f,20.786036.2f,34.604786.2f,80.718054.2f,86.760664.2f,29.682128.2f
45.848557.2f,51.116251.2f,102.578351.2f,50.802585.2f,74.004351.2f,55.060420.2f,60.939409.2f,79.695963.2f,91.260102.2f,10.429959.2f,36.473163.2f,79.859554.2f,63.493620.2f,43.774263.2f,81.444014.2f,35.675559.2f,29.077399.2f,66.003226.2f,72.307133.2f,36.831908.2f
59.644851.2f,41.606527.2f,33.366848.2f,36.464616.2f,8.939328.2f,42.224146.2f,24.416444.2f,14.579258.2f,24.314662.2f,63.446648.2f,41.226155.2f,13.472415.2f,60.619759.2f,44.226590.2f,62.375165.2f,62.706320.2f,42.502051.2f,62.802222.2f,64.151554.2f,45.425353.2f
75.979089.2f,61.836874.2f,61.422093.2f,56.581501.2f,41.401767.2f,64.272252.2f,50.219991.2f,26.340320.2f,55.298308.2f,62.481327.2f,52.266035.2f,45.787481.2f,83.451286.2f,23.975581.2f,90.343319.2f,41.944423.2f,44.414703.2f,86.101290.2f,89.218801.2f,29.900474.2f
24.512245.2f,16.704626.2f,60.471748.2f,20.306636.2f,43.138921.2f,12.747542.2f,25.618670.2f,64.130290.2f,49.714098.2f,55.835561.2f,33.187447.2f,44.739688.2f,12.733852.2f,71.414884.2f,16.818423.2f,82.210551.2f,46.355907.2f,14.067440.2f,14.600416.2f,67.213991.2f
65.130827.2f,46.636351.2f,16.572814.2f,42.612745.2f,12.133934.2f,45.600472.2f,28.801778.2f,25.451711.2f,6.039838.2f,77.117103.2f,52.167706.2f,6.147605.2f,60.879795.2f,62.446989.2f,56.877167.2f,80.721842.2f,56.982274.2f,62.426319.2f,61.902067.2f,63.287381.2f
46.774869.2f,40.012262.2f,76.113798.2f,36.582720.2f,47.763414.2f,43.878564.2f,40.467917.2f,49.914048.2f,65.612514.2f,25.508084.2f,24.214744.2f,53.837136.2f,59.983120.2f,18.370344.2f,73.439434.2f,25.703228.2f,11.173920.2f,62.838985.2f,67.886138.2f,11.888292.2f
37.489948.2f,48.139585.2f,95.636879.2f,53.426978.2f,80.697957.2f,45.937364.2f,62.658742.2f,101.534478.2f,85.842273.2f,71.949175.2f,60.378806.2f,82.100947.2f,26.695969.2f,101.485959.2f,30.762854.2f,107.411158.2f,72.866905.2f,24.257129.2f,23.384788.2f,95.822158.2f
43.056727.2f,25.498541.2f,36.932512.2f,23.109514.2f,20.185029.2f,23.347018.2f,12.522403.2f,42.081666.2f,25.620697.2f,62.872137.2f,36.465062.2f,20.560000.2f,37.010308.2f,62.416353.2f,34.564407.2f,77.688342.2f,45.942001.2f,38.527456.2f,38.213223.2f,60.511537.2f
64.494836.2f,46.821356.2f,35.628729.2f,41.556731.2f,14.935542.2f,47.733853.2f,30.203764.2f,9.010787.2f,28.111488.2f,65.325012.2f,44.764905.2f,18.520993.2f,66.397957.2f,41.788021.2f,68.622576.2f,60.734540.2f,44.287767.2f,68.647036.2f,70.188670.2f,43.936200.2f
30.978519.2f,41.361681.2f,99.497863.2f,42.842889.2f,71.898508.2f,44.783433.2f,55.412982.2f,82.320750.2f,87.744678.2f,12.877676.2f,31.031073.2f,77.216552.2f,48.853920.2f,54.717945.2f,67.687727.2f,51.268567.2f,30.751019.2f,51.085166.2f,57.540774.2f,47.557890.2f
42.643393.2f,53.500813.2f,110.768912.2f,54.804022.2f,82.786781.2f,56.954067.2f,67.043661.2f,91.590684.2f,99.086370.2f,18.732667.2f,42.318878.2f,88.287006.2f,60.379802.2f,59.230450.2f,79.394785.2f,51.738505.2f,39.579915.2f,62.472185.2f,68.940768.2f,52.139980.2f
20.992861.2f,13.420428.2f,62.112341.2f,17.545787.2f,43.168448.2f,9.692758.2f,24.742438.2f,63.642786.2f,51.064754.2f,52.023447.2f,29.740627.2f,45.271821.2f,11.743414.2f,68.633453.2f,20.120965.2f,78.931298.2f,42.995558.2f,13.745574.2f,15.929189.2f,64.219042.2f
74.044743.2f,56.064113.2f,31.635638.2f,50.908268.2f,20.616323.2f,56.642927.2f,38.736765.2f,3.652442.2f,27.379814.2f,75.143372.2f,54.778658.2f,21.486518.2f,74.849143.2f,48.625008.2f,75.323616.2f,67.804180.2f,54.132173.2f,76.955581.2f,77.979153.2f,51.757176.2f
19.500586.2f,7.471314.2f,64.358910.2f,6.782647.2f,38.414473.2f,11.547039.2f,19.886962.2f,54.199831.2f,52.536544.2f,33.961625.2f,9.057034.2f,42.941776.2f,27.703669.2f,48.820805.2f,40.859779.2f,58.197900.2f,22.247443.2f,30.539818.2f,35.198813.2f,43.897949.2f
23.882020.2f,40.220232.2f,101.652156.2f,43.581580.2f,75.957864.2f,42.530682.2f,57.339986.2f,89.887874.2f,89.854423.2f,28.502815.2f,36.425046.2f,80.545056.2f,39.850308.2f,68.623854.2f,58.993656.2f,67.226701.2f,41.529922.2f,41.450404.2f,47.780534.2f,61.610018.2f
38.194610.2f,46.613399.2f,102.355772.2f,47.348785.2f,74.195342.2f,50.294581.2f,59.032754.2f,82.616062.2f,90.737850.2f,9.758958.2f,34.157962.2f,79.780516.2f,56.086813.2f,51.000664.2f,74.673157.2f,45.251825.2f,30.617095.2f,58.420773.2f,64.844653.2f,43.852087.2f
27.713548.2f,9.677716.2f,52.119518.2f,8.101646.2f,29.636679.2f,8.102489.2f,10.378636.2f,49.338893.2f,40.452361.2f,48.619185.2f,22.684543.2f,32.673327.2f,25.857978.2f,56.638886.2f,31.773786.2f,69.099825.2f,34.369665.2f,28.139223.2f,30.287249.2f,53.092822.2f
24.113413.2f,26.638031.2f,82.015876.2f,26.753704.2f,54.246021.2f,30.559238.2f,38.321389.2f,65.124439.2f,70.310847.2f,14.076607.2f,13.530333.2f,59.621339.2f,40.520061.2f,43.448746.2f,57.542010.2f,46.129782.2f,15.302304.2f,43.223211.2f,49.231792.2f,36.754625.2f
14.626766.2f,8.461576.2f,68.665774.2f,10.577798.2f,43.205246.2f,12.192440.2f,24.304469.2f,59.197377.2f,56.854252.2f,32.498958.2f,10.930478.2f,47.572620.2f,24.873026.2f,51.962333.2f,39.868106.2f,59.981568.2f,24.107892.2f,27.727990.2f,32.956269.2f,46.615101.2f
22.104746.2f,28.281842.2f,77.819252.2f,33.451471.2f,60.819517.2f,25.804517.2f,42.470704.2f,81.399021.2f,67.357046.2f,58.207167.2f,41.983159.2f,62.600780.2f,6.576666.2f,82.885984.2f,18.414309.2f,90.633180.2f,55.058836.2f,4.030399.2f,6.779478.2f,77.664864.2f
51.464700.2f,38.465213.2f,41.130624.2f,38.649184.2f,37.961673.2f,34.782382.2f,32.404340.2f,59.208299.2f,33.660119.2f,78.985840.2f,53.274659.2f,35.613197.2f,38.303168.2f,83.026807.2f,25.330935.2f,97.825249.2f,64.544663.2f,38.331144.2f,34.645628.2f,80.869742.2f
54.629799.2f,36.073818.2f,26.994413.2f,31.897976.2f,5.602918.2f,35.301904.2f,18.077514.2f,27.099617.2f,15.366247.2f,66.807841.2f,41.517333.2f,5.472671.2f,51.594203.2f,55.938712.2f,50.025816.2f,73.364165.2f,47.083133.2f,53.372090.2f,53.560490.2f,55.789235.2f
22.053308.2f,34.367190.2f,94.446377.2f,36.680827.2f,67.707002.2f,37.427806.2f,49.989308.2f,80.262853.2f,82.627477.2f,18.605937.2f,27.107690.2f,72.664877.2f,39.848777.2f,57.753351.2f,58.809087.2f,57.069516.2f,30.788894.2f,42.017860.2f,48.482524.2f,50.760628.2f
90.270030.2f,80.344509.2f,89.671472.2f,75.718768.2f,68.449495.2f,83.625627.2f,73.236436.2f,54.519496.2f,83.358593.2f,65.556445.2f,66.663914.2f,73.343761.2f,101.736164.2f,25.667933.2f,112.151442.2f,30.192080.2f,54.747254.2f,104.559419.2f,108.821176.2f,32.060500.2f
25.187427.2f,42.109505.2f,103.662915.2f,45.657007.2f,78.221454.2f,44.249885.2f,59.453070.2f,92.422511.2f,91.882341.2f,31.083065.2f,38.965561.2f,82.725127.2f,40.433126.2f,71.375197.2f,59.471970.2f,69.800860.2f,44.280606.2f,41.872524.2f,48.109182.2f,64.354754.2f
69.478985.2f,55.565183.2f,60.097381.2f,50.354353.2f,37.722123.2f,58.108371.2f,44.665545.2f,25.990167.2f,52.907820.2f,56.524589.2f,45.739621.2f,42.627355.2f,77.228235.2f,20.214408.2f,84.678319.2f,39.125447.2f,38.029877.2f,79.903767.2f,83.171760.2f,25.206783.2f
77.195185.2f,61.100223.2f,49.920701.2f,55.703801.2f,33.587135.2f,62.834255.2f,46.641856.2f,14.752807.2f,45.000975.2f,69.422452.2f,54.674303.2f,36.858061.2f,82.025699.2f,34.909440.2f,86.295432.2f,53.650433.2f,49.593386.2f,84.489526.2f,86.769345.2f,39.818563.2f
18.707838.2f,14.999088.2f,71.703240.2f,15.043941.2f,44.807449.2f,19.014587.2f,27.393778.2f,58.484286.2f,59.903132.2f,25.765590.2f,5.532984.2f,49.768001.2f,31.780260.2f,46.022158.2f,47.196160.2f,52.954177.2f,17.389803.2f,34.617897.2f,40.076128.2f,40.280704.2f
11.725058.2f,29.582551.2f,89.492808.2f,34.607195.2f,67.287486.2f,29.922042.2f,47.656934.2f,85.064162.2f,78.077136.2f,42.479523.2f,35.381385.2f,70.680977.2f,19.852254.2f,75.221777.2f,38.430447.2f,78.927577.2f,46.128759.2f,20.864889.2f,26.902885.2f,68.952903.2f
57.736060.2f,56.113100.2f,95.524170.2f,53.727380.2f,67.354803.2f,60.182490.2f,59.620099.2f,67.279495.2f,85.213655.2f,24.548061.2f,39.586418.2f,73.430782.2f,73.623667.2f,25.032291.2f,89.286345.2f,14.455274.2f,26.901258.2f,76.406074.2f,82.139479.2f,19.258731.2f
56.189241.2f,51.169814.2f,85.466783.2f,47.957551.2f,57.635393.2f,55.104786.2f,51.820840.2f,56.542572.2f,75.457337.2f,28.185851.2f,34.986983.2f,63.692856.2f,70.512199.2f,15.132180.2f,84.642097.2f,14.365963.2f,21.646124.2f,73.357663.2f,78.644873.2f,8.641853.2f
38.828481.2f,24.878399.2f,45.491976.2f,25.190820.2f,32.784866.2f,21.250847.2f,21.142927.2f,54.694321.2f,35.364643.2f,65.407278.2f,39.849394.2f,32.658354.2f,28.145455.2f,71.924713.2f,22.097464.2f,85.660467.2f,51.517707.2f,28.980599.2f,27.250268.2f,69.117359.2f
39.668067.2f,21.470267.2f,44.296329.2f,16.396612.2f,17.170815.2f,22.212151.2f,5.705952.2f,34.459338.2f,32.613383.2f,49.702436.2f,24.217650.2f,22.046754.2f,41.043535.2f,45.722545.2f,45.816683.2f,60.920659.2f,30.692245.2f,43.397929.2f,45.512823.2f,43.699853.2f
17.337359.2f,27.194825.2f,80.952619.2f,32.567653.2f,62.172372.2f,25.504467.2f,43.141157.2f,82.048369.2f,70.126506.2f,53.313724.2f,39.140626.2f,64.483628.2f,7.749592.2f,80.253714.2f,24.217065.2f,86.935078.2f,51.839872.2f,7.255149.2f,12.567032.2f,74.712395.2f
41.805441.2f,31.469395.2f,50.860983.2f,33.059964.2f,42.104741.2f,27.447340.2f,30.989139.2f,64.010012.2f,42.025792.2f,72.044088.2f,47.531094.2f,41.271985.2f,27.382238.2f,81.550122.2f,14.701398.2f,94.726481.2f,59.890385.2f,27.212439.2f,23.391697.2f,78.478592.2f
32.495876.2f,31.661334.2f,69.489777.2f,35.826271.2f,56.731547.2f,28.008002.2f,40.770270.2f,78.344252.2f,59.984755.2f,67.672382.2f,47.644689.2f,57.290079.2f,14.629401.2f,86.943901.2f,5.455101.2f,96.967947.2f,60.979717.2f,12.670234.2f,6.388425.2f,82.510020.2f
68.895962.2f,51.208711.2f,12.375889.2f,48.225782.2f,23.721627.2f,49.196549.2f,35.210037.2f,37.955437.2f,7.447358.2f,85.950594.2f,59.994532.2f,17.863801.2f,61.249520.2f,74.967493.2f,53.185278.2f,92.900586.2f,66.766752.2f,62.256809.2f,60.392771.2f,75.361654.2f
71.839362.2f,58.472138.2f,63.638911.2f,53.329472.2f,41.539194.2f,61.144894.2f,48.155579.2f,29.186839.2f,56.633429.2f,57.034513.2f,47.935761.2f,46.425121.2f,80.174080.2f,18.550195.2f,88.072247.2f,36.931469.2f,39.388639.2f,82.878517.2f,86.299358.2f,24.318114.2f
21.543934.2f,5.998037.2f,58.324388.2f,8.817646.2f,36.472573.2f,2.135567.2f,17.121492.2f,55.991963.2f,46.781570.2f,46.673805.2f,22.308047.2f,39.423644.2f,19.404115.2f,59.940161.2f,28.269881.2f,70.894390.2f,35.205473.2f,21.852765.2f,24.773521.2f,55.734683.2f
79.816958.2f,69.259354.2f,80.286642.2f,64.559585.2f,57.787402.2f,72.475320.2f,61.949640.2f,45.540942.2f,73.288375.2f,57.450014.2f,55.997967.2f,62.893440.2f,90.747739.2f,15.758989.2f,100.885327.2f,26.620438.2f,44.592331.2f,93.558463.2f,97.708295.2f,22.765634.2f
66.090054.2f,47.529177.2f,21.167610.2f,42.956399.2f,9.884590.2f,47.142380.2f,29.356839.2f,17.869187.2f,13.150223.2f,74.355958.2f,50.589797.2f,7.137211.2f,63.864235.2f,56.215270.2f,61.876195.2f,74.845361.2f,53.679637.2f,65.665476.2f,65.821799.2f,57.618608.2f
57.119356.2f,50.262616.2f,80.776076.2f,46.585920.2f,53.304485.2f,54.058416.2f,49.019983.2f,51.168688.2f,71.036904.2f,32.074279.2f,34.665248.2f,59.322256.2f,70.439605.2f,10.100488.2f,83.594182.2f,16.459879.2f,21.619336.2f,73.295784.2f,78.294055.2f,3.117950.2f
35.990852.2f,19.778479.2f,52.638664.2f,14.441769.2f,24.533795.2f,22.097029.2f,12.505572.2f,37.829516.2f,41.116761.2f,41.056883.2f,16.555723.2f,30.032747.2f,41.279585.2f,39.098884.2f,49.600267.2f,52.988533.2f,21.736573.2f,43.920979.2f,47.196523.2f,36.179083.2f
81.947806.2f,67.377362.2f,61.713672.2f,62.066854.2f,44.270702.2f,69.649705.2f,54.899058.2f,26.569750.2f,56.703529.2f,68.756306.2f,58.357320.2f,48.078899.2f,88.885422.2f,29.478894.2f,95.013910.2f,46.613257.2f,50.731971.2f,91.493579.2f,94.389981.2f,35.757093.2f
