16.200286.2f,32.688821.2f,36.651685.2f,75.060485.2f,86.087683.2f,74.756205.2f,29.234599.2f,85.771416.2f,44.091246.2f,70.772929.2f,9.533427.2f,60.686424.2f,91.311846.2f,65.656643.2f,58.069936.2f,99.221057.2f,28.859123.2f,62.398446.2f,40.085727.2f,98.210118.2f,29.282331.2f,52.559992.2f,94.205791.2f,56.687036.2f,40.952283.2f,10.703733.2f,38.216731.2f,33.549388.2f,91.981610.2f,43.390102.2f,71.527001.2f,83.047902.2f,36.517124.2f,76.385236.2f,52.807083.2f,52.141050.2f,85.075082.2f,28.404671.2f,87.108168.2f,79.864495.2f,31.720650.2f,96.592648.2f,96.343049.2f,59.415236.2f,57.155405.2f,96.004766.2f,88.730819.2f,42.610015.2f,69.132495.2f,58.905439.2f
63.171168.2f,74.863180.2f,71.266787.2f,45.552532.2f,80.848110.2f,4.340617.2f,89.819992.2f,77.922793.2f,47.772141.2f,21.788299.2f,67.312044.2f,33.560829.2f,15.329033.2f,32.335397.2f,65.228846.2f,75.867305.2f,66.492507.2f,80.246095.2f,42.970070.2f,74.201744.2f,52.066880.2f,44.954647.2f,67.409799.2f,32.746606.2f,53.163962.2f,65.627264.2f,66.953653.2f,60.116459.2f,16.206979.2f,48.599220.2f,62.202682.2f,59.706549.2f,79.628531.2f,54.018138.2f,24.406115.2f,61.120357.2f,15.520007.2f,53.023931.2f,43.957489.2f,60.231835.2f,48.081071.2f,32.932283.2f,43.048902.2f,28.042667.2f,54.674454.2f,86.491946.2f,51.178688.2f,47.242281.2f,48.547726.2f,17.446788.2f
40.700432.2f,29.254860.2f,23.479028.2f,26.178827.2f,32.097149.2f,61.423996.2f,47.006290.2f,31.013112.2f,68.701676.2f,71.127460.2f,47.943875.2f,71.734514.2f,72.734529.2f,28.770041.2f,5.865542.2f,43.534519.2f,27.578345.2f,20.741149.2f,59.562406.2f,42.584051.2f,31.082460.2f,73.762843.2f,39.124992.2f,26.931048.2f,70.499523.2f,50.457096.2f,19.489522.2f,22.208823.2f,73.927235.2f,17.500021.2f,15.834976.2f,28.532110.2f,30.775821.2f,23.187217.2f,51.631047.2f,4.125015.2f,57.037548.2f,31.396164.2f,39.927940.2f,24.936292.2f,54.875756.2f,58.664943.2f,51.560842.2f,66.006718.2f,84.132307.2f,41.615705.2f,38.115846.2f,19.446911.2f,18.729087.2f,50.339309.2f
44.983804.2f,59.177867.2f,56.387132.2f,44.614676.2f,76.667571.2f,17.286234.2f,72.785857.2f,74.219458.2f,32.457112.2f,21.368139.2f,48.721718.2f,24.639835.2f,33.741677.2f,29.098803.2f,55.626682.2f,76.737971.2f,50.328364.2f,69.994334.2f,25.825189.2f,75.144209.2f,34.888365.2f,32.317631.2f,68.654975.2f,24.136759.2f,37.338075.2f,46.902894.2f,52.507927.2f,44.690412.2f,34.445175.2f,35.194504.2f,56.995647.2f,58.854980.2f,64.303970.2f,51.925395.2f,6.546266.2f,50.240032.2f,30.313836.2f,35.786322.2f,48.626688.2f,58.158119.2f,29.737227.2f,45.946547.2f,52.101825.2f,18.181551.2f,43.240849.2f,84.000696.2f,54.519808.2f,33.447283.2f,44.649435.2f,1.324844.2f
48.973241.2f,47.015912.2f,41.687166.2f,10.606413.2f,41.275869.2f,43.011038.2f,64.818032.2f,38.625938.2f,63.040832.2f,55.928159.2f,55.943417.2f,60.281475.2f,52.092186.2f,7.952586.2f,26.812010.2f,41.717103.2f,41.822384.2f,41.627569.2f,54.181395.2f,40.208320.2f,36.051999.2f,65.803148.2f,34.164873.2f,12.660299.2f,66.399839.2f,56.951614.2f,37.020431.2f,34.683999.2f,53.329984.2f,22.153791.2f,22.025077.2f,23.483149.2f,50.048703.2f,16.253029.2f,40.050204.2f,24.915087.2f,35.499227.2f,36.865123.2f,22.033048.2f,22.371856.2f,52.594908.2f,37.261858.2f,32.328194.2f,53.914897.2f,76.835337.2f,48.182982.2f,23.947446.2f,22.631210.2f,8.823585.2f,35.917514.2f
41.870769.2f,20.442647.2f,23.402132.2f,68.482771.2f,58.564657.2f,95.236720.2f,17.394260.2f,59.969843.2f,82.611663.2f,99.213037.2f,44.966731.2f,94.105752.2f,109.492662.2f,68.759062.2f,39.471578.2f,77.926455.2f,29.548587.2f,31.509044.2f,75.315503.2f,77.619436.2f,45.642903.2f,90.342399.2f,76.638523.2f,63.429126.2f,81.434931.2f,49.207710.2f,27.809428.2f,34.829807.2f,110.546261.2f,46.248882.2f,54.136074.2f,68.106367.2f,15.193869.2f,64.482032.2f,78.085480.2f,38.618228.2f,96.307486.2f,44.934308.2f,82.203077.2f,64.237160.2f,67.279334.2f,100.484845.2f,93.875682.2f,90.258470.2f,97.888232.2f,67.659739.2f,79.789982.2f,47.467499.2f,61.034479.2f,80.552071.2f
12.469937.2f,23.814821.2f,22.633391.2f,46.596619.2f,62.721322.2f,53.104389.2f,36.511227.2f,61.680876.2f,41.394795.2f,55.112057.2f,19.394622.2f,50.196411.2f,68.743696.2f,37.212205.2f,34.734781.2f,72.768615.2f,14.674473.2f,44.405274.2f,32.898935.2f,71.596798.2f,1.450550.2f,48.107181.2f,66.967424.2f,28.469781.2f,41.922316.2f,20.772895.2f,20.278094.2f,11.547814.2f,69.637937.2f,15.238962.2f,45.584405.2f,55.648609.2f,29.247015.2f,48.647504.2f,34.082968.2f,28.056901.2f,59.199774.2f,0.860384.2f,58.466451.2f,52.785471.2f,26.192736.2f,68.925844.2f,67.816023.2f,46.083881.2f,57.220394.2f,72.287622.2f,60.257912.2f,14.158268.2f,41.039600.2f,37.498863.2f
37.677462.2f,56.177199.2f,54.646090.2f,54.578206.2f,83.595891.2f,28.430469.2f,67.157008.2f,81.510861.2f,19.381114.2f,23.631523.2f,39.721856.2f,18.300137.2f,44.928278.2f,39.285596.2f,59.465287.2f,86.430975.2f,47.035794.2f,72.618235.2f,12.309430.2f,84.905088.2f,30.947510.2f,21.074658.2f,78.705094.2f,32.101024.2f,23.969951.2f,37.086908.2f,51.547595.2f,42.921842.2f,45.408441.2f,37.032668.2f,63.986948.2f,68.213004.2f,61.608922.2f,60.949334.2f,6.989761.2f,53.281296.2f,43.754860.2f,31.618247.2f,60.533510.2f,66.919437.2f,17.271982.2f,59.440218.2f,65.038703.2f,13.720366.2f,32.108811.2f,91.767797.2f,65.805539.2f,35.054251.2f,53.119970.2f,14.627240.2f
31.409587.2f,46.532319.2f,44.311358.2f,44.342967.2f,71.935602.2f,30.830108.2f,59.389015.2f,69.929793.2f,28.971471.2f,32.290059.2f,35.406721.2f,29.887609.2f,47.130105.2f,29.663965.2f,47.642013.2f,75.710244.2f,37.499652.2f,60.957077.2f,20.141986.2f,74.229994.2f,21.653537.2f,32.384634.2f,68.239710.2f,21.468432.2f,32.433661.2f,33.908466.2f,40.831216.2f,32.490791.2f,47.889274.2f,25.330879.2f,52.405971.2f,57.446422.2f,51.820308.2f,50.091394.2f,11.137556.2f,41.508634.2f,41.155265.2f,22.502004.2f,51.914235.2f,55.884793.2f,20.119624.2f,54.709465.2f,58.015005.2f,24.582992.2f,43.229333.2f,80.273777.2f,56.427762.2f,23.371053.2f,42.111130.2f,14.860507.2f
60.654953.2f,78.907137.2f,76.965091.2f,66.004578.2f,99.270379.2f,20.854903.2f,90.221075.2f,96.720498.2f,29.783428.2f,3.538650.2f,62.156775.2f,11.113506.2f,32.221998.2f,50.824249.2f,78.407140.2f,97.817429.2f,69.786433.2f,92.585205.2f,29.705140.2f,96.181205.2f,53.697768.2f,23.765762.2f,89.505418.2f,46.916205.2f,35.248201.2f,59.122716.2f,73.523269.2f,65.148112.2f,32.069748.2f,57.287223.2f,79.671705.2f,80.433324.2f,84.281788.2f,73.827834.2f,21.653825.2f,72.845042.2f,40.676709.2f,54.430354.2f,67.436111.2f,80.128846.2f,37.746887.2f,58.090693.2f,67.946528.2f,10.017927.2f,31.347505.2f,106.268064.2f,74.175670.2f,55.423260.2f,66.947173.2f,22.494009.2f
17.912860.2f,38.705138.2f,41.896759.2f,75.531266.2f,89.917243.2f,69.823838.2f,37.450794.2f,89.309375.2f,36.188544.2f,64.330207.2f,10.807404.2f,53.467641.2f,86.441696.2f,64.699906.2f,61.636519.2f,101.617655.2f,33.292014.2f,67.611914.2f,33.067088.2f,100.501684.2f,29.380997.2f,44.655746.2f,96.046313.2f,55.534860.2f,32.737232.2f,8.371718.2f,42.663174.2f,36.590604.2f,87.024919.2f,44.381079.2f,74.122414.2f,84.747892.2f,43.085611.2f,77.787030.2f,47.651571.2f,55.332532.2f,81.709950.2f,28.674953.2f,86.813236.2f,81.802214.2f,25.103696.2f,94.354666.2f,95.322650.2f,52.751857.2f,48.784835.2f,99.747511.2f,89.142421.2f,43.260198.2f,70.170496.2f,54.297283.2f
55.516785.2f,77.281739.2f,76.785807.2f,78.093585.2f,108.248350.2f,39.356706.2f,85.003303.2f,106.113940.2f,15.763840.2f,23.295154.2f,54.657800.2f,9.969731.2f,52.073445.2f,62.572452.2f,83.976625.2f,110.193186.2f,68.328101.2f,96.710071.2f,21.699170.2f,108.623876.2f,52.895499.2f,7.292143.2f,102.226786.2f,56.287066.2f,19.818319.2f,50.837748.2f,74.299479.2f,65.515590.2f,51.934492.2f,61.358746.2f,88.603056.2f,92.119028.2f,82.767912.2f,84.988229.2f,28.707200.2f,77.668001.2f,58.892522.2f,53.334987.2f,82.214087.2f,91.089281.2f,29.938313.2f,76.171754.2f,84.611948.2f,16.117066.2f,11.486368.2f,116.296558.2f,88.244405.2f,59.367302.2f,77.339732.2f,34.126267.2f
37.772281.2f,14.259546.2f,13.677314.2f,54.923408.2f,46.814043.2f,84.286917.2f,23.883597.2f,47.831772.2f,77.084022.2f,89.913976.2f,42.782164.2f,86.357968.2f,97.828701.2f,55.932337.2f,25.866885.2f,65.269423.2f,22.339862.2f,19.641939.2f,68.987789.2f,64.851015.2f,37.629551.2f,84.220502.2f,63.479048.2f,51.302179.2f,76.783954.2f,46.808676.2f,16.920864.2f,25.341674.2f,98.928774.2f,34.781085.2f,40.662907.2f,54.639951.2f,9.691431.2f,50.878546.2f,68.814997.2f,25.213143.2f,83.848431.2f,37.131561.2f,68.623483.2f,50.774437.2f,61.615182.2f,87.227188.2f,80.321552.2f,81.890846.2f,92.795839.2f,56.343754.2f,66.181040.2f,36.268907.2f,47.480252.2f,70.339094.2f
82.675910.2f,70.191879.2f,64.558907.2f,31.033413.2f,20.487018.2f,78.668346.2f,86.810827.2f,17.904586.2f,103.515262.2f,94.131793.2f,89.971424.2f,100.284447.2f,81.840217.2f,46.560364.2f,41.080688.2f,1.191604.2f,69.887119.2f,45.579245.2f,94.558599.2f,1.087014.2f,71.635274.2f,106.359409.2f,7.589359.2f,53.228377.2f,106.659536.2f,92.138514.2f,61.271383.2f,64.506681.2f,83.097735.2f,56.550822.2f,26.545737.2f,17.106823.2f,70.127459.2f,24.470792.2f,80.385032.2f,46.169480.2f,63.615042.2f,72.173638.2f,31.928835.2f,19.051853.2f,92.221128.2f,53.021212.2f,39.295170.2f,93.828498.2f,117.400640.2f,16.991091.2f,24.356970.2f,58.018246.2f,32.521818.2f,75.497743.2f
17.602235.2f,36.702923.2f,40.279326.2f,76.152311.2f,89.057556.2f,72.593441.2f,34.213657.2f,88.584807.2f,39.851603.2f,67.612332.2f,10.308436.2f,56.974941.2f,89.203281.2f,65.903209.2f,60.859495.2f,101.424658.2f,32.010333.2f,66.066580.2f,36.493604.2f,100.354883.2f,29.975239.2f,48.322366.2f,96.096379.2f,56.797514.2f,36.442609.2f,9.355057.2f,41.424489.2f,35.960116.2f,89.817932.2f,44.695040.2f,73.809269.2f,84.847934.2f,40.818582.2f,78.008689.2f,50.469084.2f,54.711953.2f,83.905328.2f,29.187880.2f,87.774340.2f,81.793514.2f,28.375916.2f,96.119918.2f,96.594757.2f,56.093965.2f,52.484883.2f,98.936640.2f,89.806737.2f,43.715957.2f,70.538175.2f,56.925890.2f
9.656772.2f,31.009963.2f,31.421268.2f,55.718330.2f,73.659448.2f,53.190453.2f,39.357400.2f,72.581859.2f,32.415872.2f,51.654865.2f,13.000724.2f,44.228522.2f,69.584871.2f,44.506885.2f,45.679384.2f,83.213053.2f,22.412324.2f,54.872196.2f,24.839678.2f,81.990590.2f,10.533150.2f,39.903316.2f,77.113409.2f,35.341522.2f,32.098017.2f,12.263598.2f,30.034988.2f,21.749488.2f,70.325444.2f,25.472410.2f,56.293400.2f,65.772126.2f,36.452811.2f,58.607833.2f,31.866403.2f,39.006368.2f,62.739351.2f,10.197823.2f,66.682412.2f,63.088955.2f,16.943811.2f,74.522448.2f,75.134574.2f,41.255060.2f,48.059837.2f,83.198195.2f,69.245621.2f,24.043562.2f,50.768307.2f,37.210444.2f
76.354643.2f,67.155267.2f,61.381422.2f,20.161065.2f,27.177977.2f,66.387244.2f,84.645149.2f,23.875695.2f,93.393367.2f,82.153595.2f,83.619172.2f,88.931760.2f,69.308257.2f,35.482685.2f,38.475239.2f,13.372118.2f,65.260414.2f,46.928647.2f,84.624107.2f,11.706997.2f,64.390386.2f,95.671706.2f,4.952097.2f,43.019161.2f,96.878163.2f,85.327431.2f,57.499182.2f,59.108388.2f,70.566563.2f,49.316762.2f,23.205336.2f,9.478597.2f,68.066257.2f,15.914302.2f,69.401899.2f,42.103465.2f,51.080495.2f,65.047566.2f,19.403986.2f,13.192619.2f,83.051210.2f,40.940998.2f,27.532740.2f,82.449469.2f,106.741415.2f,27.541649.2f,11.832578.2f,50.503580.2f,23.677801.2f,64.073408.2f
17.622770.2f,8.860722.2f,8.036261.2f,49.047938.2f,55.707600.2f,66.472783.2f,24.610971.2f,55.431207.2f,55.644858.2f,69.926524.2f,24.016433.2f,65.312281.2f,81.358965.2f,44.142487.2f,27.798195.2f,69.551975.2f,1.521501.2f,32.977351.2f,47.542539.2f,68.653224.2f,16.515801.2f,62.772742.2f,65.220766.2f,36.967864.2f,55.493772.2f,27.487493.2f,7.913195.2f,6.444763.2f,82.347717.2f,19.582881.2f,41.916284.2f,54.430940.2f,14.182709.2f,48.421460.2f,48.793863.2f,22.240652.2f,69.742587.2f,15.902485.2f,62.369936.2f,50.955707.2f,40.187626.2f,76.806109.2f,73.082892.2f,61.169374.2f,71.383636.2f,65.626512.2f,62.329219.2f,20.141495.2f,42.159030.2f,51.431166.2f
32.439698.2f,53.374565.2f,52.785522.2f,60.573617.2f,87.055086.2f,37.620764.2f,62.234016.2f,85.249707.2f,12.943352.2f,30.676989.2f,33.050601.2f,21.312321.2f,54.023079.2f,45.805464.2f,61.278846.2f,91.829825.2f,44.370066.2f,73.293032.2f,3.911059.2f,90.366880.2f,28.913081.2f,18.111928.2f,84.435085.2f,37.694006.2f,16.224611.2f,29.869014.2f,50.351489.2f,41.566076.2f,54.454598.2f,38.557252.2f,67.803747.2f,73.571499.2f,58.864947.2f,66.194366.2f,16.172681.2f,54.758513.2f,52.913649.2f,29.337715.2f,67.816276.2f,71.884414.2f,8.586021.2f,68.282664.2f,73.156999.2f,19.264189.2f,28.133488.2f,95.728221.2f,72.570376.2f,36.582661.2f,58.165178.2f,23.774568.2f
57.595372.2f,61.969662.2f,57.238764.2f,22.395423.2f,57.895857.2f,26.723156.2f,79.000104.2f,54.895986.2f,58.509112.2f,42.368675.2f,63.604146.2f,50.318005.2f,33.449923.2f,11.491758.2f,45.470361.2f,52.989254.2f,55.113212.2f,60.387430.2f,50.883899.2f,51.332009.2f,44.548127.2f,58.846353.2f,44.573960.2f,17.497783.2f,63.011107.2f,63.382219.2f,52.566992.2f,47.949647.2f,34.704247.2f,34.838156.2f,39.836031.2f,36.510248.2f,65.830949.2f,30.920870.2f,32.643253.2f,42.809224.2f,16.799620.2f,45.520870.2f,22.402565.2f,37.082531.2f,52.355359.2f,23.461014.2f,25.974840.2f,43.873365.2f,69.745341.2f,63.303057.2f,28.953384.2f,34.289612.2f,26.115004.2f,25.912618.2f
19.191289.2f,35.813047.2f,39.861690.2f,78.075684.2f,89.345145.2f,76.396116.2f,31.411213.2f,89.029869.2f,44.029441.2f,71.724993.2f,12.230209.2f,61.169048.2f,92.990682.2f,68.416843.2f,61.327331.2f,102.443737.2f,32.116375.2f,65.588144.2f,40.670794.2f,101.426145.2f,32.136164.2f,52.497708.2f,97.387334.2f,59.393077.2f,40.547453.2f,12.541587.2f,41.469615.2f,36.776338.2f,93.627197.2f,46.436383.2f,74.754313.2f,86.213130.2f,39.519730.2f,79.517648.2f,54.324981.2f,55.388444.2f,87.261452.2f,31.283246.2f,90.011735.2f,83.049255.2f,32.504916.2f,99.096590.2f,99.118524.2f,60.235953.2f,56.488390.2f,99.262767.2f,91.746572.2f,45.606350.2f,72.218462.2f,60.645027.2f
32.139476.2f,21.342815.2f,15.697265.2f,32.965395.2f,40.045581.2f,61.195937.2f,39.292781.2f,39.279897.2f,62.779944.2f,68.882744.2f,39.326983.2f,67.811586.2f,74.005118.2f,31.801323.2f,11.828800.2f,52.359692.2f,18.781667.2f,23.048300.2f,53.779333.2f,51.412106.2f,23.573556.2f,68.493681.2f,47.875304.2f,27.356407.2f,64.070504.2f,42.008333.2f,11.262895.2f,13.497413.2f,75.135737.2f,12.666697.2f,24.662922.2f,37.118074.2f,23.784001.2f,31.321238.2f,48.421266.2f,5.285038.2f,59.675779.2f,23.727544.2f,46.655757.2f,33.614238.2f,48.289553.2f,63.594836.2f,57.941514.2f,62.488552.2f,78.466926.2f,49.780857.2f,45.739074.2f,14.593367.2f,25.704234.2f,48.423152.2f
49.560297.2f,70.441586.2f,69.577500.2f,69.696156.2f,99.822797.2f,33.095328.2f,79.319931.2f,97.671098.2f,13.624409.2f,19.117686.2f,49.595465.2f,5.354549.2f,47.274257.2f,54.186823.2f,75.788986.2f,101.779081.2f,61.379711.2f,88.751113.2f,15.899637.2f,100.214804.2f,45.625280.2f,8.016075.2f,93.841829.2f,47.825321.2f,19.009327.2f,46.063947.2f,66.860266.2f,58.103909.2f,47.316184.2f,53.261486.2f,80.165558.2f,83.683962.2f,75.930404.2f,76.539640.2f,20.278403.2f,69.550739.2f,52.082374.2f,46.142024.2f,74.121526.2f,82.632840.2f,24.474047.2f,69.143287.2f,76.963600.2f,8.970001.2f,18.030676.2f,107.840573.2f,80.022845.2f,51.274183.2f,68.879490.2f,26.003527.2f
33.565138.2f,29.171328.2f,23.984904.2f,26.238021.2f,42.308009.2f,51.848232.2f,46.922395.2f,40.802462.2f,57.813475.2f,60.454944.2f,40.835945.2f,60.621078.2f,64.380835.2f,22.435923.2f,16.818856.2f,50.786873.2f,24.102392.2f,30.900822.2f,48.650152.2f,49.601211.2f,22.040024.2f,62.684939.2f,45.012892.2f,17.735424.2f,59.842140.2f,42.684128.2f,19.287279.2f,17.133612.2f,65.518346.2f,7.074265.2f,23.928023.2f,33.724305.2f,32.487472.2f,26.892757.2f,40.611374.2f,11.152926.2f,50.073189.2f,22.579296.2f,39.413862.2f,30.789840.2f,44.394821.2f,54.713793.2f,50.163942.2f,54.948518.2f,73.132589.2f,51.422154.2f,39.736288.2f,8.807354.2f,19.732425.2f,39.752026.2f
