66.628631.2f,57.382960.2f,25.774816.2f,37.806542.2f,96.231087.2f,34.708473.2f,42.955503.2f,53.230062.2f,38.689194.2f,79.198544.2f
32.838968.2f,62.996727.2f,69.158176.2f,63.884695.2f,33.232220.2f,40.509608.2f,74.282896.2f,19.966450.2f,46.605410.2f,15.117595.2f
44.563290.2f,85.877978.2f,15.528490.2f,2.175611.2f,94.711921.2f,21.909161.2f,12.650417.2f,42.413411.2f,15.240858.2f,70.987967.2f
66.022904.2f,60.246462.2f,99.097323.2f,96.336745.2f,18.688804.2f,72.301108.2f,106.811463.2f,54.004573.2f,79.513338.2f,35.253420.2f
58.777597.2f,30.054708.2f,56.678343.2f,60.431707.2f,62.464012.2f,39.858497.2f,69.837581.2f,39.693708.2f,48.598643.2f,53.239528.2f
38.261391.2f,76.700929.2f,19.665178.2f,12.921278.2f,84.694052.2f,11.236596.2f,23.342010.2f,32.773326.2f,6.909327.2f,61.655188.2f
40.056174.2f,101.037745.2f,96.368494.2f,86.079636.2f,36.773322.2f,68.150093.2f,95.062064.2f,46.721625.2f,70.042670.2f,24.606620.2f
66.337460.2f,51.417109.2f,30.815381.2f,41.690991.2f,92.270615.2f,35.066783.2f,47.705362.2f,51.636380.2f,40.242894.2f,76.395144.2f
20.422563.2f,83.515110.2f,37.597584.2f,25.964404.2f,73.797633.2f,16.218398.2f,35.132970.2f,22.423478.2f,11.722489.2f,48.742409.2f
22.520903.2f,105.393553.2f,79.469773.2f,66.874214.2f,58.072562.2f,54.604155.2f,74.472608.2f,38.718272.2f,53.375242.2f,35.467037.2f
26.048231.2f,104.626794.2f,83.731199.2f,71.645543.2f,53.064374.2f,57.793559.2f,79.620594.2f,40.041045.2f,57.380587.2f,31.950474.2f
92.456765.2f,5.730480.2f,81.554255.2f,89.316738.2f,82.620799.2f,72.050917.2f,97.355443.2f,73.319982.2f,80.469371.2f,81.884493.2f
36.638451.2f,115.264272.2f,93.820920.2f,81.148900.2f,58.619239.2f,68.653528.2f,88.543658.2f,51.339151.2f,67.699165.2f,40.771513.2f
57.929034.2f,31.861765.2f,53.515836.2f,57.568161.2f,64.674175.2f,37.514785.2f,66.866956.2f,38.985003.2f,46.196394.2f,54.301700.2f
34.960842.2f,61.852335.2f,32.661542.2f,30.377747.2f,69.764851.2f,7.465365.2f,40.683102.2f,21.215815.2f,16.241510.2f,48.994777.2f
57.625373.2f,46.808694.2f,34.025873.2f,41.246342.2f,81.023490.2f,28.195389.2f,49.208246.2f,41.608622.2f,35.120917.2f,65.344139.2f
87.235213.2f,24.330821.2f,63.979754.2f,73.988762.2f,91.851140.2f,61.116195.2f,80.743625.2f,68.891053.2f,68.584493.2f,84.836024.2f
58.994334.2f,77.446101.2f,102.487050.2f,96.908238.2f,0.616474.2f,73.825856.2f,107.213493.2f,52.413379.2f,79.547627.2f,25.786096.2f
68.113111.2f,69.482436.2f,105.677884.2f,101.887891.2f,12.776081.2f,78.060776.2f,112.342918.2f,58.329934.2f,84.761337.2f,35.536382.2f
27.468442.2f,101.847835.2f,85.186949.2f,73.674308.2f,48.068882.2f,58.371315.2f,82.041033.2f,39.257990.2f,58.715423.2f,27.754095.2f
79.379422.2f,48.457785.2f,103.082730.2f,102.950603.2f,36.839935.2f,79.105454.2f,113.267996.2f,64.479689.2f,87.215142.2f,51.550383.2f
74.991173.2f,53.920531.2f,102.732183.2f,101.523769.2f,29.518965.2f,77.487564.2f,111.939982.2f,61.241114.2f,85.271901.2f,45.704369.2f
26.666932.2f,61.808891.2f,54.755693.2f,49.652647.2f,47.671419.2f,26.084733.2f,60.094684.2f,8.188904.2f,32.508388.2f,26.873171.2f
59.047890.2f,29.497879.2f,57.966444.2f,61.571876.2f,61.466405.2f,40.779760.2f,71.026788.2f,39.930090.2f,49.537786.2f,52.716874.2f
20.983479.2f,81.690110.2f,72.698948.2f,63.698284.2f,38.371585.2f,43.953040.2f,73.350281.2f,22.070843.2f,46.862974.2f,12.583312.2f
46.268682.2f,57.072210.2f,79.106497.2f,75.476760.2f,25.112258.2f,51.543321.2f,85.948022.2f,32.919104.2f,58.505229.2f,20.683424.2f
38.786206.2f,57.513106.2f,33.528410.2f,33.159125.2f,69.720642.2f,11.689544.2f,43.223226.2f,23.637079.2f,20.321922.2f,50.200266.2f
45.008768.2f,89.257259.2f,96.598377.2f,88.321837.2f,21.178788.2f,67.518456.2f,98.078977.2f,45.051484.2f,71.285856.2f,16.760864.2f
27.807074.2f,95.891670.2f,38.235242.2f,23.615372.2f,85.398210.2f,26.897232.2f,29.583421.2f,35.448838.2f,19.034128.2f,59.746875.2f
39.009583.2f,90.507032.2f,92.187330.2f,83.258444.2f,27.062554.2f,63.277883.2f,92.823973.2f,40.980022.2f,66.451452.2f,14.810990.2f
30.402413.2f,74.292706.2f,76.419177.2f,69.168105.2f,29.042092.2f,47.293988.2f,79.261126.2f,24.903123.2f,51.861073.2f,4.072498.2f
87.890934.2f,22.053836.2f,66.029033.2f,75.792866.2f,90.894176.2f,62.355423.2f,82.706218.2f,69.388109.2f,69.966315.2f,84.553743.2f
90.588286.2f,16.016508.2f,72.342943.2f,81.508720.2f,88.903404.2f,66.710788.2f,88.792949.2f,71.739911.2f,74.649482.2f,84.613502.2f
36.946315.2f,63.516102.2f,28.722142.2f,26.945963.2f,73.692539.2f,6.190963.2f,37.133305.2f,24.574986.2f,14.272720.2f,52.717498.2f
64.658966.2f,58.672420.2f,97.083320.2f,94.425604.2f,19.465848.2f,70.377391.2f,104.899147.2f,52.293390.2f,77.646343.2f,34.366777.2f
53.789229.2f,78.749231.2f,98.969501.2f,92.797948.2f,6.053722.2f,70.081009.2f,103.023146.2f,48.257833.2f,75.431098.2f,20.692663.2f
35.516733.2f,90.622025.2f,89.342579.2f,80.120350.2f,30.056090.2f,60.560484.2f,89.594595.2f,38.436223.2f,63.438789.2f,14.182222.2f
56.410775.2f,42.872204.2f,38.655534.2f,44.685942.2f,76.301028.2f,28.934490.2f,53.182649.2f,39.376738.2f,36.649954.2f,61.581597.2f
7.315599.2f,95.465037.2f,60.705438.2f,48.054452.2f,63.884007.2f,37.093562.2f,55.877657.2f,26.408077.2f,34.848095.2f,38.130772.2f
77.682263.2f,18.213259.2f,62.792147.2f,70.596156.2f,79.344609.2f,54.343712.2f,78.546259.2f,58.857384.2f,62.503384.2f,72.843871.2f
47.130650.2f,56.964822.2f,26.937077.2f,30.649744.2f,78.612092.2f,16.261937.2f,39.666574.2f,33.156884.2f,22.910967.2f,59.778567.2f
61.319707.2f,37.375471.2f,43.526907.2f,50.342611.2f,76.977921.2f,34.734873.2f,58.591312.2f,43.684455.2f,42.538004.2f,64.056489.2f
21.686495.2f,94.336752.2f,42.421673.2f,28.412884.2f,79.772001.2f,26.501173.2f,35.294225.2f,30.989457.2f,19.981173.2f,53.997142.2f
27.121821.2f,70.320420.2f,33.978906.2f,27.463488.2f,69.552890.2f,5.196293.2f,37.906208.2f,17.683418.2f,10.456747.2f,46.604253.2f
37.395326.2f,114.156889.2f,94.902762.2f,82.483467.2f,56.114536.2f,69.242322.2f,90.095090.2f,51.248171.2f,68.647357.2f,39.057635.2f
31.883083.2f,69.278258.2f,29.292492.2f,24.159530.2f,73.591067.2f,0.200633.2f,34.624382.2f,22.304778.2f,8.757803.2f,51.175358.2f
41.359761.2f,95.233655.2f,95.808785.2f,86.425443.2f,29.591600.2f,67.060249.2f,95.806899.2f,44.945110.2f,69.838447.2f,19.583293.2f
70.942293.2f,24.626127.2f,79.788081.2f,82.455815.2f,52.284826.2f,60.141332.2f,92.242440.2f,52.571977.2f,68.872254.2f,53.582051.2f
74.716150.2f,14.333873.2f,74.043319.2f,78.841226.2f,63.949845.2f,58.448355.2f,88.019886.2f,55.659733.2f,67.205081.2f,62.221195.2f
23.417109.2f,71.609017.2f,66.818969.2f,59.556331.2f,37.968489.2f,37.692081.2f,69.691661.2f,15.260366.2f,42.230568.2f,13.660838.2f
22.775327.2f,98.573231.2f,80.457450.2f,69.034214.2f,48.438680.2f,53.640974.2f,77.499397.2f,34.796003.2f,53.981905.2f,26.194709.2f
51.535671.2f,37.043590.2f,53.739718.2f,55.877409.2f,58.678763.2f,34.066175.2f,65.668360.2f,32.443903.2f,42.852145.2f,47.199859.2f
70.294816.2f,25.538533.2f,55.108132.2f,62.414647.2f,76.931450.2f,46.082043.2f,70.548628.2f,51.729299.2f,54.194541.2f,67.941809.2f
59.893646.2f,85.971029.2f,5.374152.2f,14.675281.2f,106.527304.2f,32.905504.2f,13.530537.2f,55.186039.2f,29.061207.2f,84.106644.2f
22.072294.2f,95.923263.2f,43.535320.2f,29.337246.2f,80.525249.2f,28.112801.2f,35.858986.2f,32.233824.2f,21.513580.2f,54.691197.2f
21.902562.2f,66.570077.2f,54.725784.2f,48.348571.2f,48.509898.2f,25.635105.2f,58.682148.2f,4.281191.2f,30.997415.2f,25.819967.2f
52.600341.2f,42.335241.2f,41.373711.2f,45.685391.2f,70.841849.2f,27.326763.2f,54.793515.2f,34.921909.2f,35.635124.2f,56.213259.2f
85.515833.2f,65.748217.2f,116.741756.2f,114.993250.2f,31.964239.2f,90.917017.2f,125.447194.2f,73.430620.2f,98.441322.2f,53.993110.2f
41.231270.2f,48.877254.2f,44.586593.2f,44.675552.2f,60.734883.2f,21.960034.2f,54.786884.2f,22.814997.2f,30.722806.2f,44.132489.2f
25.847109.2f,96.406464.2f,82.913749.2f,72.084033.2f,43.397130.2f,55.351530.2f,80.875716.2f,35.205201.2f,56.455412.2f,22.172331.2f
8.064918.2f,81.049225.2f,51.537628.2f,41.296899.2f,59.070741.2f,24.560866.2f,50.730862.2f,12.328395.2f,25.103548.2f,33.530140.2f
17.212877.2f,100.019348.2f,74.674006.2f,62.481459.2f,55.794548.2f,49.238918.2f,70.469213.2f,33.050095.2f,48.399144.2f,31.918146.2f
30.579411.2f,104.599856.2f,88.338357.2f,76.693392.2f,48.757996.2f,61.628835.2f,84.946613.2f,42.519217.2f,61.878846.2f,29.791189.2f
52.572704.2f,65.202169.2f,16.024385.2f,23.599479.2f,89.520652.2f,20.569387.2f,30.872918.2f,41.634242.2f,23.216938.2f,69.573803.2f
54.183876.2f,34.106709.2f,56.880647.2f,59.285451.2f,57.838359.2f,37.514269.2f,69.035831.2f,35.045385.2f,46.299879.2f,47.910368.2f
37.735800.2f,101.342887.2f,94.429986.2f,83.897367.2f,38.891819.2f,66.422833.2f,92.768375.2f,45.308763.2f,68.038177.2f,24.825190.2f
10.284435.2f,77.957888.2f,53.031041.2f,43.645177.2f,55.473904.2f,25.025487.2f,53.362978.2f,8.910784.2f,26.888852.2f,30.176292.2f
48.724436.2f,40.022926.2f,60.696906.2f,60.949696.2f,49.248578.2f,37.642093.2f,71.126662.2f,29.818529.2f,46.205810.2f,39.167440.2f
49.027001.2f,50.875128.2f,32.757563.2f,36.843171.2f,75.267247.2f,20.285954.2f,45.888103.2f,33.210947.2f,27.936282.2f,58.001086.2f
86.831810.2f,66.262807.2f,117.929459.2f,116.244202.2f,33.108809.2f,92.168782.2f,126.695786.2f,74.734054.2f,99.711125.2f,55.285562.2f
7.908554.2f,90.813014.2f,65.581399.2f,54.216686.2f,54.174845.2f,39.225321.2f,62.882799.2f,22.876709.2f,39.117773.2f,28.537667.2f
70.040290.2f,20.199394.2f,73.592601.2f,77.257535.2f,58.067113.2f,55.855041.2f,86.771126.2f,51.134806.2f,64.640894.2f,56.326875.2f
100.680292.2f,21.831104.2f,79.632495.2f,89.739671.2f,97.748503.2f,76.161415.2f,96.470859.2f,81.873506.2f,83.888530.2f,94.504669.2f
55.654647.2f,45.785807.2f,35.587997.2f,41.839287.2f,78.079860.2f,27.088513.2f,50.209907.2f,39.220838.2f,34.474903.2f,62.525079.2f
