79.628381.2f,78.289889.2f,65.105043.2f,37.598607.2f,71.721122.2f,95.772318.2f,75.932879.2f,44.618022.2f,16.464711.2f,73.574449.2f
52.226649.2f,72.473459.2f,65.421134.2f,57.114922.2f,13.681339.2f,23.993956.2f,76.174997.2f,66.550396.2f,74.430495.2f,24.937820.2f
70.637410.2f,56.870605.2f,62.907686.2f,32.134416.2f,48.141914.2f,70.267602.2f,75.942981.2f,24.646246.2f,12.806030.2f,56.195363.2f
73.304672.2f,63.564113.2f,62.969967.2f,32.298342.2f,56.254535.2f,79.132907.2f,75.434468.2f,30.165179.2f,6.390038.2f,61.894943.2f
26.609403.2f,87.219751.2f,39.356122.2f,38.665769.2f,26.329085.2f,50.081705.2f,49.778654.2f,70.751359.2f,68.036124.2f,1.481219.2f
101.094429.2f,10.186470.2f,102.057500.2f,74.898733.2f,53.055873.2f,53.425634.2f,115.536251.2f,27.073174.2f,54.882720.2f,76.018871.2f
60.470304.2f,57.775894.2f,55.792824.2f,26.773660.2f,36.044493.2f,59.910285.2f,69.227425.2f,30.118302.2f,25.250244.2f,43.851051.2f
33.460043.2f,79.755684.2f,43.778477.2f,37.487059.2f,19.265133.2f,44.632974.2f,55.158901.2f,63.990055.2f,63.198831.2f,6.344567.2f
68.900181.2f,42.485028.2f,71.700821.2f,48.134549.2f,22.598067.2f,37.153308.2f,84.984775.2f,31.499592.2f,45.648187.2f,43.794264.2f
100.727682.2f,29.445785.2f,107.168691.2f,85.086025.2f,48.081137.2f,34.778123.2f,120.078784.2f,50.377199.2f,75.540025.2f,73.018464.2f
40.087404.2f,86.872936.2f,56.584747.2f,55.787477.2f,24.735746.2f,38.116960.2f,65.685337.2f,77.337660.2f,80.493425.2f,17.162466.2f
45.516593.2f,70.305090.2f,55.751584.2f,45.074843.2f,7.676556.2f,32.686218.2f,67.400451.2f,59.011404.2f,63.670360.2f,17.523194.2f
39.206351.2f,98.994550.2f,58.777498.2f,63.897500.2f,37.195123.2f,46.982867.2f,65.688474.2f,89.702892.2f,91.637797.2f,24.839637.2f
63.639030.2f,72.404863.2f,51.967319.2f,21.752040.2f,54.443638.2f,79.785513.2f,64.226229.2f,39.909604.2f,17.196520.2f,55.499549.2f
81.122212.2f,47.129042.2f,90.381852.2f,72.908128.2f,28.958558.2f,13.438366.2f,102.610510.2f,55.003579.2f,74.049133.2f,53.057196.2f
41.994376.2f,92.611420.2f,26.622706.2f,8.660467.2f,55.325474.2f,83.420796.2f,38.451446.2f,62.832478.2f,42.990895.2f,44.574798.2f
37.217128.2f,75.773145.2f,36.923541.2f,19.345842.2f,28.500671.2f,56.647929.2f,50.231807.2f,52.871016.2f,45.960981.2f,22.470507.2f
21.167068.2f,94.208413.2f,19.344431.2f,21.478804.2f,42.313792.2f,69.571236.2f,32.190324.2f,70.236442.2f,58.527063.2f,23.767736.2f
59.595357.2f,63.827257.2f,70.974851.2f,58.848554.2f,11.605888.2f,17.430449.2f,82.442749.2f,60.339741.2f,71.225478.2f,31.647287.2f
42.643245.2f,81.694329.2f,32.806876.2f,3.064675.2f,44.605083.2f,72.496573.2f,45.948129.2f,53.240274.2f,37.354522.2f,37.659293.2f
35.332629.2f,85.948201.2f,26.754475.2f,7.384855.2f,43.152436.2f,71.304132.2f,40.174946.2f,58.972870.2f,44.564262.2f,32.392043.2f
60.092707.2f,52.201165.2f,65.202326.2f,45.287756.2f,12.142433.2f,32.333072.2f,78.138894.2f,41.276793.2f,51.273247.2f,33.893812.2f
61.356899.2f,74.534594.2f,49.342649.2f,19.321765.2f,54.231375.2f,80.054763.2f,61.549627.2f,42.291153.2f,19.875994.2f,54.110365.2f
37.705783.2f,73.596852.2f,42.921380.2f,29.767575.2f,19.147216.2f,47.132077.2f,55.547649.2f,55.058359.2f,53.135071.2f,15.286303.2f
110.188854.2f,2.657548.2f,110.545768.2f,82.698038.2f,62.358912.2f,61.335188.2f,124.045666.2f,31.239098.2f,59.439466.2f,85.308459.2f
51.468914.2f,91.550281.2f,35.035634.2f,14.004835.2f,60.903977.2f,88.627433.2f,45.775310.2f,60.048860.2f,37.093859.2f,52.899673.2f
39.142620.2f,72.579885.2f,41.174505.2f,24.375009.2f,23.259717.2f,51.404530.2f,54.286224.2f,51.620315.2f,47.643710.2f,20.278521.2f
