62.283751.2f,40.327772.2f,26.708760.2f,96.537644.2f,23.379278.2f,46.311378.2f,64.122190.2f,38.816345.2f,59.143540.2f,81.028657.2f,6.431666.2f,7.333977.2f,54.065822.2f,84.330068.2f,24.133179.2f,79.555629.2f,43.896534.2f,17.590855.2f,44.951960.2f,103.085191.2f,82.232821.2f,69.809084.2f,44.016502.2f,23.022987.2f,24.688592.2f,81.274586.2f,85.944826.2f,31.815014.2f,48.855259.2f,57.059448.2f
44.697331.2f,41.616552.2f,14.972397.2f,92.305954.2f,34.782460.2f,54.027139.2f,68.566814.2f,53.963144.2f,40.386582.2f,76.922233.2f,23.020312.2f,22.677578.2f,38.630460.2f,66.241303.2f,40.601382.2f,73.557515.2f,25.408806.2f,31.944921.2f,26.102480.2f,99.422723.2f,82.360831.2f,53.359207.2f,35.968115.2f,5.297897.2f,40.806683.2f,63.106341.2f,80.562352.2f,15.971695.2f,54.639871.2f,39.711358.2f
75.038472.2f,21.609521.2f,75.174325.2f,55.631605.2f,31.177825.2f,8.103181.2f,11.498857.2f,30.076375.2f,79.378293.2f,43.208536.2f,59.364423.2f,60.716391.2f,62.209135.2f,93.847970.2f,37.862303.2f,47.290792.2f,68.274853.2f,37.966487.2f,70.767463.2f,59.944508.2f,34.267983.2f,75.003076.2f,40.428234.2f,65.981286.2f,36.737283.2f,91.933884.2f,50.132830.2f,76.552603.2f,6.272849.2f,70.739014.2f
41.660544.2f,50.252901.2f,10.003060.2f,97.819940.2f,44.978207.2f,63.723465.2f,77.427456.2f,64.129901.2f,35.398696.2f,82.730392.2f,30.461428.2f,29.745498.2f,38.549965.2f,61.859673.2f,50.584428.2f,78.551934.2f,22.087091.2f,42.067903.2f,21.758291.2f,105.105352.2f,89.754226.2f,51.453994.2f,41.434185.2f,5.251726.2f,50.838041.2f,58.653687.2f,85.719746.2f,6.644466.2f,63.988351.2f,37.263959.2f
44.042689.2f,33.291539.2f,74.461620.2f,33.051850.2f,55.510809.2f,46.594134.2f,40.093444.2f,68.104486.2f,52.480934.2f,19.393851.2f,74.477726.2f,75.229460.2f,33.856633.2f,56.077167.2f,67.289984.2f,13.397651.2f,49.744039.2f,61.128165.2f,52.078020.2f,40.497768.2f,33.958915.2f,38.623296.2f,24.831417.2f,64.030928.2f,66.393305.2f,55.131050.2f,20.643420.2f,71.546270.2f,41.313926.2f,42.256551.2f
79.136522.2f,24.966056.2f,75.722982.2f,61.087613.2f,29.928955.2f,7.716220.2f,16.121370.2f,25.460528.2f,82.975535.2f,48.945244.2f,58.085214.2f,59.484989.2f,66.331997.2f,98.458450.2f,34.912494.2f,53.112404.2f,71.223196.2f,36.354077.2f,73.663289.2f,65.163965.2f,39.228963.2f,79.636294.2f,44.497909.2f,66.979045.2f,33.803286.2f,96.447497.2f,55.887434.2f,77.634537.2f,9.845499.2f,74.667337.2f
19.202783.2f,48.138070.2f,32.186600.2f,83.724993.2f,53.153744.2f,65.265065.2f,73.939691.2f,73.243889.2f,14.167764.2f,69.795926.2f,49.270020.2f,48.980490.2f,18.460778.2f,40.009190.2f,62.336034.2f,64.034106.2f,1.486381.2f,53.117063.2f,1.345445.2f,91.187204.2f,80.620682.2f,29.166927.2f,31.667611.2f,25.154898.2f,62.204580.2f,36.849567.2f,71.255551.2f,26.196591.2f,63.569519.2f,14.955309.2f
97.074689.2f,43.834304.2f,81.374870.2f,84.033122.2f,35.019032.2f,26.830111.2f,38.666577.2f,16.496312.2f,99.164250.2f,72.532429.2f,57.873886.2f,59.330753.2f,84.647335.2f,117.827623.2f,31.364009.2f,76.812193.2f,85.593118.2f,38.256522.2f,87.767060.2f,87.501534.2f,61.314174.2f,99.311756.2f,63.446124.2f,74.806088.2f,30.669550.2f,115.507848.2f,79.500628.2f,85.179136.2f,31.923485.2f,92.150940.2f
43.293155.2f,45.340366.2f,81.443400.2f,32.177086.2f,67.210836.2f,58.858469.2f,51.207903.2f,80.357974.2f,52.795759.2f,23.329377.2f,84.450609.2f,85.084536.2f,36.030877.2f,50.400769.2f,79.091652.2f,15.100863.2f,53.602493.2f,72.545788.2f,55.637714.2f,39.379041.2f,40.871973.2f,35.349180.2f,34.081003.2f,71.313375.2f,78.227743.2f,50.115417.2f,20.552268.2f,77.651792.2f,53.535081.2f,42.993015.2f
69.698367.2f,42.853851.2f,95.121494.2f,15.009535.2f,64.569843.2f,46.759913.2f,30.752944.2f,70.230335.2f,78.048049.2f,7.180562.2f,89.239371.2f,90.284472.2f,59.237738.2f,80.423518.2f,74.725125.2f,15.419867.2f,74.071341.2f,71.321813.2f,76.526101.2f,20.389994.2f,11.304344.2f,63.858859.2f,45.526806.2f,84.604886.2f,73.649249.2f,79.829155.2f,12.511542.2f,93.392234.2f,41.262255.2f,67.819468.2f
61.756913.2f,30.413714.2f,35.533081.2f,87.242439.2f,12.410782.2f,35.235334.2f,53.170682.2f,29.811108.2f,60.378730.2f,71.857586.2f,16.524306.2f,17.791345.2f,51.809417.2f,83.989203.2f,16.339988.2f,71.106098.2f,45.246761.2f,7.689226.2f,46.836503.2f,93.557090.2f,71.863609.2f,67.886097.2f,37.775475.2f,29.215019.2f,16.487009.2f,81.094996.2f,77.166270.2f,39.361944.2f,37.857386.2f,56.436977.2f
54.111478.2f,33.746331.2f,81.311794.2f,25.337718.2f,56.460416.2f,43.448739.2f,33.191987.2f,66.297689.2f,62.365604.2f,10.185890.2f,78.354590.2f,79.253571.2f,43.550173.2f,65.984067.2f,67.718939.2f,8.210624.2f,58.657482.2f,62.700646.2f,61.077032.2f,32.526963.2f,23.899777.2f,48.744030.2f,31.203501.2f,70.785682.2f,66.729885.2f,65.137886.2f,14.001427.2f,79.030974.2f,37.852507.2f,52.137907.2f
38.790564.2f,59.902217.2f,85.495113.2f,45.304484.2f,80.323259.2f,75.057186.2f,68.804525.2f,95.388895.2f,48.711893.2f,40.120298.2f,93.517442.2f,93.915559.2f,36.985455.2f,37.883483.2f,92.303292.2f,31.993735.2f,54.552047.2f,84.856197.2f,55.977551.2f,51.600247.2f,58.068307.2f,28.424254.2f,44.608896.2f,76.235847.2f,91.547578.2f,38.553227.2f,35.780298.2f,80.474722.2f,69.972098.2f,40.702196.2f
61.662536.2f,7.556515.2f,62.493941.2f,56.154502.2f,23.271117.2f,11.077612.2f,20.881733.2f,31.519974.2f,65.541934.2f,41.573791.2f,49.804353.2f,51.027460.2f,48.871120.2f,81.255451.2f,33.369625.2f,43.225727.2f,54.191514.2f,30.160782.2f,56.679862.2f,61.799019.2f,38.701637.2f,62.488864.2f,27.049245.2f,52.879742.2f,32.314034.2f,79.162526.2f,47.870681.2f,63.304114.2f,7.919816.2f,57.175040.2f
24.228774.2f,30.141695.2f,45.401896.2f,62.935552.2f,43.067496.2f,48.224127.2f,53.623019.2f,61.714585.2f,28.404198.2f,48.476209.2f,51.418031.2f,51.758036.2f,11.673173.2f,45.036015.2f,54.441619.2f,43.339058.2f,20.565022.2f,45.837841.2f,23.077235.2f,70.350333.2f,58.855747.2f,27.132175.2f,10.850611.2f,35.304817.2f,53.935018.2f,42.591029.2f,50.580559.2f,41.848960.2f,45.332492.2f,19.631747.2f
79.259498.2f,38.044751.2f,94.365420.2f,32.016341.2f,55.989870.2f,34.408357.2f,15.324852.2f,56.721520.2f,86.263995.2f,24.793417.2f,83.243267.2f,84.477848.2f,67.307665.2f,93.455933.2f,64.219237.2f,32.173450.2f,79.103117.2f,62.965364.2f,81.672601.2f,34.702402.2f,8.637560.2f,75.518452.2f,48.797376.2f,84.206903.2f,63.096340.2f,92.358731.2f,31.243879.2f,94.078333.2f,29.833636.2f,76.302666.2f
69.575753.2f,28.597428.2f,84.502937.2f,33.408328.2f,48.200964.2f,28.587974.2f,12.772574.2f,51.949812.2f,76.309386.2f,21.663845.2f,74.623308.2f,75.800218.2f,57.426203.2f,84.667922.2f,57.479029.2f,27.268619.2f,68.872928.2f,55.137551.2f,71.444093.2f,37.978663.2f,13.679329.2f,66.402546.2f,38.557347.2f,74.261651.2f,56.375265.2f,83.397004.2f,28.658344.2f,84.020629.2f,23.266728.2f,66.434223.2f
78.456935.2f,24.399502.2f,75.819186.2f,59.889075.2f,30.338432.2f,7.678134.2f,14.981902.2f,26.518359.2f,82.413687.2f,47.736475.2f,58.541616.2f,59.932904.2f,65.642582.2f,97.657996.2f,35.671797.2f,51.922920.2f,70.803571.2f,36.851645.2f,73.256381.2f,63.987918.2f,38.077262.2f,78.827192.2f,43.808606.2f,66.976862.2f,34.557810.2f,95.670853.2f,54.679697.2f,77.620354.2f,9.093824.2f,74.026365.2f
69.289838.2f,27.966744.2f,83.913958.2f,33.982506.2f,47.541050.2f,27.968592.2f,12.394202.2f,51.345854.2f,75.964839.2f,22.079325.2f,73.970924.2f,75.149042.2f,57.102559.2f,84.514027.2f,56.827472.2f,27.544355.2f,68.430905.2f,54.477563.2f,71.003159.2f,38.598285.2f,14.337443.2f,66.209855.2f,38.109761.2f,73.682319.2f,55.724125.2f,83.220664.2f,29.075410.2f,83.459443.2f,22.632297.2f,66.111367.2f
86.319104.2f,34.857693.2f,68.944732.2f,82.075232.2f,22.701460.2f,20.749365.2f,37.596874.2f,5.008431.2f,87.804033.2f,69.064645.2f,45.905501.2f,47.369511.2f,74.171757.2f,107.551850.2f,19.421303.2f,72.149834.2f,73.871598.2f,25.820069.2f,75.972116.2f,86.466513.2f,60.674266.2f,89.328837.2f,53.644330.2f,62.362628.2f,18.611883.2f,105.097829.2f,75.842336.2f,72.722321.2f,26.395203.2f,81.267523.2f
44.900611.2f,11.626605.2f,46.061271.2f,63.063959.2f,23.314351.2f,28.516217.2f,38.665569.2f,40.950164.2f,47.492337.2f,47.513976.2f,40.244783.2f,41.103284.2f,32.573309.2f,65.937547.2f,35.214299.2f,45.737930.2f,35.340334.2f,27.618488.2f,37.795613.2f,69.839091.2f,51.307245.2f,47.803064.2f,12.919205.2f,35.820632.2f,34.532005.2f,63.498434.2f,52.177975.2f,45.743892.2f,26.826036.2f,39.995590.2f
84.865310.2f,31.907415.2f,84.896702.2f,57.050740.2f,39.477289.2f,16.777528.2f,12.332969.2f,33.435536.2f,89.489912.2f,46.727584.2f,67.641242.2f,69.041068.2f,72.045856.2f,103.143460.2f,44.149056.2f,52.150262.2f,78.574981.2f,45.905270.2f,81.073260.2f,60.222559.2f,34.047371.2f,84.314296.2f,50.378412.2f,75.925278.2f,43.053976.2f,101.347037.2f,53.712016.2f,86.542272.2f,16.580679.2f,80.688455.2f
44.891487.2f,20.421441.2f,36.144654.2f,73.268872.2f,20.962879.2f,34.330427.2f,47.483761.2f,40.826926.2f,45.265218.2f,57.722586.2f,30.788524.2f,31.507138.2f,33.945627.2f,66.909930.2f,31.566404.2f,55.561337.2f,31.188437.2f,22.693848.2f,33.339549.2f,80.107942.2f,61.516206.2f,49.984076.2f,19.721296.2f,26.184302.2f,31.174286.2f,64.170594.2f,62.174964.2f,36.504856.2f,34.086419.2f,39.633079.2f
69.757823.2f,51.651460.2f,25.836358.2f,107.916291.2f,33.335410.2f,56.501699.2f,74.827310.2f,45.602425.2f,65.309964.2f,92.402694.2f,5.203230.2f,4.053014.2f,62.865058.2f,91.321143.2f,30.821477.2f,90.835528.2f,50.484181.2f,26.762885.2f,51.053336.2f,114.468391.2f,93.458357.2f,78.131122.2f,54.843971.2f,26.759911.2f,31.665040.2f,88.177747.2f,97.275024.2f,32.523987.2f,59.476129.2f,64.715368.2f
43.954684.2f,48.757848.2f,9.025880.2f,97.700305.2f,42.313730.2f,61.620286.2f,75.844752.2f,61.251290.2f,38.109924.2f,82.484147.2f,27.197448.2f,26.495534.2f,40.045893.2f,64.517698.2f,47.555080.2f,78.597388.2f,24.281835.2f,39.150297.2f,24.209451.2f,104.929195.2f,88.879212.2f,53.506124.2f,41.200070.2f,2.344588.2f,47.836960.2f,61.320855.2f,85.717013.2f,8.340658.2f,62.118152.2f,39.387445.2f
48.614435.2f,16.021749.2f,40.623802.2f,70.774619.2f,17.268044.2f,29.174969.2f,42.758661.2f,36.601902.2f,49.654758.2f,55.242534.2f,32.250041.2f,33.156375.2f,37.086140.2f,70.382683.2f,28.644748.2f,53.759957.2f,35.954183.2f,20.342762.2f,38.179357.2f,77.424202.2f,57.783225.2f,52.933541.2f,20.101780.2f,30.926191.2f,28.108289.2f,67.741999.2f,60.106052.2f,41.382837.2f,29.051650.2f,43.437563.2f
80.001545.2f,29.183625.2f,84.533517.2f,49.377941.2f,41.303849.2f,18.228487.2f,4.620207.2f,38.809471.2f,85.274805.2f,38.905209.2f,69.463796.2f,70.807568.2f,67.265762.2f,97.439884.2f,47.779503.2f,44.445721.2f,75.294287.2f,48.103924.2f,77.839497.2f,52.797901.2f,26.621916.2f,78.691514.2f,46.024996.2f,75.066872.2f,46.657571.2f,95.792106.2f,45.886846.2f,85.528475.2f,15.488934.2f,76.092913.2f
16.247876.2f,69.666744.2f,54.769356.2f,89.871665.2f,78.758153.2f,87.674428.2f,92.512990.2f,98.645699.2f,12.651026.2f,78.812659.2f,75.430874.2f,75.023892.2f,28.791027.2f,17.965756.2f,88.549962.2f,71.348214.2f,27.798704.2f,79.340396.2f,26.499585.2f,97.099306.2f,93.453504.2f,22.430045.2f,50.328756.2f,50.320709.2f,88.349467.2f,15.030614.2f,77.883282.2f,47.683987.2f,84.930353.2f,20.011622.2f
27.263398.2f,57.823656.2f,75.811514.2f,54.720482.2f,76.274479.2f,74.494687.2f,71.308367.2f,92.977117.2f,37.101860.2f,46.926069.2f,86.271630.2f,86.521148.2f,27.492584.2f,27.232396.2f,88.117109.2f,38.716507.2f,44.229713.2f,80.038743.2f,45.402719.2f,61.486001.2f,64.172243.2f,16.685114.2f,40.051180.2f,67.071915.2f,87.470432.2f,27.435641.2f,43.906634.2f,70.368755.2f,69.880249.2f,29.709172.2f
35.261220.2f,44.612888.2f,17.625460.2f,90.316160.2f,42.576750.2f,59.326285.2f,71.788114.2f,62.407917.2f,30.181768.2f,75.327648.2f,33.380403.2f,32.969792.2f,31.046424.2f,56.317764.2f,49.822650.2f,70.962749.2f,15.614192.2f,40.832852.2f,15.942542.2f,97.634933.2f,82.971096.2f,44.592801.2f,34.117937.2f,8.919329.2f,49.905248.2f,53.149777.2f,78.152425.2f,13.888704.2f,59.021381.2f,30.547617.2f
3.079230.2f,55.914365.2f,54.408444.2f,74.132197.2f,68.085244.2f,74.017195.2f,77.260585.2f,87.338372.2f,12.276607.2f,62.731614.2f,70.145633.2f,70.042447.2f,14.352426.2f,19.615313.2f,78.852297.2f,55.358855.2f,22.755862.2f,69.839172.2f,23.028954.2f,81.434195.2f,77.349786.2f,8.173669.2f,36.106398.2f,47.243073.2f,78.484373.2f,16.865481.2f,62.007503.2f,48.144107.2f,70.778423.2f,8.113762.2f
66.819328.2f,22.869534.2f,79.078017.2f,38.462441.2f,42.309851.2f,23.308628.2f,10.847789.2f,46.791165.2f,73.014322.2f,25.471191.2f,68.728689.2f,69.912016.2f,54.368462.2f,83.057334.2f,51.736000.2f,29.817686.2f,64.726469.2f,49.238577.2f,67.302874.2f,43.436732.2f,19.594861.2f,64.491533.2f,34.460357.2f,68.920851.2f,50.638462.2f,81.588366.2f,32.389437.2f,78.826064.2f,17.814098.2f,63.355311.2f
44.083303.2f,62.996605.2f,13.840949.2f,107.935877.2f,57.980323.2f,76.866033.2f,90.199007.2f,76.821540.2f,35.612980.2f,93.226466.2f,40.393295.2f,39.377830.2f,44.734451.2f,61.261309.2f,62.905296.2f,88.373744.2f,26.811021.2f,54.701024.2f,25.234940.2f,115.327262.2f,101.497919.2f,54.707212.2f,52.339639.2f,18.000782.2f,63.246004.2f,58.078846.2f,95.612360.2f,7.725013.2f,77.018359.2f,40.831008.2f
15.610874.2f,69.938655.2f,59.993103.2f,85.908874.2f,80.766566.2f,88.039657.2f,91.525678.2f,100.397786.2f,16.094352.2f,75.582778.2f,79.469847.2f,79.154616.2f,28.387118.2f,11.615718.2f,91.026574.2f,67.877330.2f,31.247030.2f,81.870198.2f,30.376363.2f,93.022151.2f,90.910279.2f,18.557216.2f,50.221798.2f,54.824741.2f,90.752819.2f,8.602120.2f,74.164299.2f,53.028070.2f,84.935115.2f,20.460550.2f
53.523682.2f,23.603181.2f,35.360205.2f,79.567806.2f,13.880313.2f,32.791310.2f,48.856281.2f,33.918220.2f,53.004035.2f,64.065058.2f,23.334749.2f,24.306372.2f,43.037793.2f,75.683560.2f,22.943756.2f,62.764181.2f,38.241454.2f,13.800355.2f,40.110134.2f,86.116842.2f,65.653597.2f,59.112636.2f,28.555797.2f,26.882707.2f,22.702442.2f,72.868210.2f,69.054840.2f,37.548202.2f,34.092871.2f,48.218498.2f
62.684848.2f,57.922155.2f,100.553704.2f,17.059010.2f,80.633448.2f,67.316603.2f,54.301354.2f,90.453355.2f,72.372397.2f,19.879199.2f,101.141008.2f,101.923031.2f,55.927678.2f,66.587844.2f,92.012185.2f,16.134934.2f,73.456111.2f,86.714000.2f,75.517510.2f,22.667994.2f,36.069098.2f,53.917659.2f,51.532504.2f,90.250347.2f,91.033549.2f,66.919583.2f,12.913792.2f,97.105992.2f,61.673545.2f,62.738299.2f
14.179399.2f,52.371504.2f,37.451037.2f,83.786412.2f,58.922212.2f,69.899773.2f,77.389787.2f,78.956076.2f,7.856963.2f,70.472348.2f,55.547405.2f,55.237254.2f,17.445633.2f,33.945952.2f,68.378457.2f,64.183302.2f,7.480537.2f,59.159419.2f,6.483986.2f,91.247438.2f,82.441381.2f,24.745045.2f,34.628728.2f,31.141911.2f,68.214872.2f,30.761092.2f,71.317001.2f,31.015049.2f,67.846922.2f,11.096225.2f
11.061523.2f,58.103581.2f,62.235704.2f,69.437880.2f,72.438091.2f,76.040839.2f,77.250449.2f,91.097503.2f,20.227977.2f,59.220211.2f,76.796072.2f,76.784767.2f,18.176850.2f,16.306152.2f,83.630070.2f,51.441470.2f,30.380581.2f,74.814056.2f,30.888541.2f,76.575998.2f,74.921417.2f,2.543728.2f,38.329874.2f,54.692905.2f,83.176708.2f,14.580947.2f,57.682381.2f,56.101999.2f,72.321120.2f,15.238656.2f
103.029695.2f,49.058691.2f,89.287977.2f,84.077479.2f,42.589594.2f,31.224620.2f,39.297059.2f,24.562807.2f,105.613455.2f,73.711504.2f,65.950467.2f,67.407765.2f,90.435271.2f,123.341191.2f,39.435053.2f,78.707111.2f,92.398257.2f,46.165533.2f,94.635790.2f,86.907610.2f,60.871114.2f,104.663020.2f,68.897665.2f,82.518043.2f,38.729112.2f,121.133280.2f,80.706792.2f,92.956288.2f,35.649370.2f,98.224821.2f
47.582287.2f,25.525272.2f,71.580791.2f,35.115805.2f,48.110065.2f,38.067662.2f,32.252980.2f,59.811225.2f,55.065943.2f,19.787899.2f,68.867341.2f,69.729288.2f,36.040517.2f,62.039042.2f,59.701566.2f,17.117542.2f,49.924059.2f,54.051823.2f,52.407343.2f,42.256282.2f,30.032000.2f,43.803987.2f,21.529528.2f,61.050373.2f,58.764565.2f,60.768880.2f,23.648599.2f,69.438534.2f,32.769694.2f,44.935183.2f
44.482579.2f,12.875367.2f,58.116437.2f,49.532250.2f,34.142286.2f,29.679456.2f,32.234253.2f,48.359293.2f,49.742842.2f,33.991077.2f,53.884621.2f,54.757273.2f,31.695734.2f,63.041545.2f,46.022683.2f,32.105883.2f,40.938564.2f,39.644167.2f,43.514843.2f,56.419627.2f,39.686617.2f,44.205110.2f,10.692528.2f,47.628489.2f,45.166841.2f,61.097524.2f,38.520424.2f,56.782783.2f,25.613816.2f,40.486837.2f
74.902342.2f,20.635137.2f,69.088334.2f,63.985154.2f,23.186836.2f,2.808116.2f,20.652443.2f,21.279321.2f,78.149195.2f,50.822147.2f,51.377089.2f,52.770209.2f,62.194641.2f,94.888559.2f,28.827953.2f,54.047631.2f,65.835945.2f,29.685828.2f,68.223824.2f,68.620918.2f,43.225110.2f,76.170659.2f,40.497527.2f,60.485329.2f,27.705691.2f,92.731728.2f,57.606186.2f,71.154093.2f,8.257196.2f,70.243323.2f
68.995140.2f,35.556648.2f,89.716032.2f,23.771731.2f,56.589480.2f,38.053988.2f,22.085358.2f,61.495208.2f,76.639969.2f,12.854778.2f,82.057585.2f,83.162075.2f,57.616615.2f,81.926810.2f,66.408691.2f,19.822910.2f,71.013449.2f,63.434402.2f,73.540368.2f,28.648179.2f,8.456478.2f,64.396283.2f,41.301330.2f,79.279857.2f,65.320115.2f,80.995915.2f,19.694497.2f,88.540838.2f,32.608849.2f,66.494969.2f
83.437795.2f,34.730277.2f,90.697761.2f,45.556548.2f,48.035429.2f,24.993619.2f,7.571204.2f,45.141776.2f,89.264382.2f,36.836673.2f,76.161612.2f,77.497267.2f,70.858868.2f,99.900858.2f,54.509550.2f,43.285504.2f,80.029913.2f,54.854561.2f,82.594804.2f,48.237439.2f,22.223946.2f,81.334011.2f,50.202155.2f,81.071804.2f,53.389006.2f,98.433227.2f,43.663533.2f,91.443843.2f,21.996939.2f,79.799187.2f
8.267628.2f,47.542576.2f,52.962623.2f,67.230220.2f,60.904475.2f,65.621252.2f,68.574057.2f,79.757362.2f,17.085389.2f,55.086737.2f,65.636305.2f,65.694494.2f,6.564590.2f,26.992989.2f,72.029675.2f,48.031098.2f,21.259980.2f,63.194159.2f,22.482058.2f,74.625356.2f,69.124201.2f,9.614528.2f,27.682863.2f,44.592909.2f,71.587299.2f,24.621889.2f,54.907826.2f,47.405584.2f,62.251492.2f,7.399907.2f
49.958847.2f,30.102920.2f,27.438066.2f,84.413566.2f,21.282093.2f,40.727241.2f,56.267998.2f,40.885864.2f,48.126056.2f,68.863877.2f,20.076138.2f,20.640841.2f,40.787780.2f,72.184724.2f,28.450925.2f,66.740453.2f,32.943403.2f,19.342242.2f,34.502611.2f,91.208791.2f,71.966535.2f,56.740974.2f,30.379652.2f,18.908110.2f,28.459532.2f,69.229682.2f,73.361746.2f,29.560923.2f,41.783547.2f,44.652639.2f
11.460814.2f,43.056741.2f,49.384926.2f,66.707112.2f,55.902855.2f,61.160818.2f,64.977802.2f,74.836893.2f,18.190427.2f,53.809093.2f,60.921336.2f,61.021294.2f,1.552837.2f,31.864191.2f,67.002937.2f,47.196859.2f,18.370733.2f,58.164256.2f,20.035776.2f,74.156643.2f,66.925777.2f,14.589657.2f,23.271989.2f,40.584787.2f,66.563815.2f,29.385194.2f,54.263635.2f,44.200277.2f,57.976634.2f,8.015918.2f
