31.955554.2f,22.534593.2f,40.975320.2f,37.133632.2f,6.068703.2f,35.290591.2f,34.398929.2f,22.827557.2f,19.766820.2f,41.583310.2f
48.135983.2f,38.648799.2f,63.416456.2f,53.342609.2f,25.417201.2f,13.407812.2f,59.928947.2f,48.396054.2f,11.125471.2f,67.177560.2f
42.580191.2f,13.113648.2f,20.384680.2f,46.614320.2f,18.454729.2f,55.039290.2f,25.928309.2f,11.052302.2f,40.036009.2f,31.320001.2f
31.683699.2f,38.021715.2f,30.266869.2f,33.129008.2f,35.851669.2f,66.721419.2f,1.054252.2f,14.044602.2f,51.055831.2f,8.252530.2f
40.279470.2f,60.767713.2f,80.737107.2f,43.883911.2f,43.792294.2f,18.523119.2f,65.880613.2f,60.014257.2f,22.786109.2f,72.807700.2f
15.961303.2f,35.673897.2f,43.448403.2f,20.448918.2f,23.571659.2f,45.819675.2f,23.013556.2f,20.280866.2f,30.729799.2f,30.020284.2f
80.594868.2f,57.970041.2f,84.441180.2f,85.789084.2f,52.405085.2f,35.414116.2f,89.257478.2f,75.777429.2f,43.478541.2f,96.236171.2f
86.896310.2f,53.206995.2f,78.406061.2f,92.237941.2f,53.142355.2f,48.102119.2f,89.258196.2f,74.657937.2f,51.486407.2f,95.711274.2f
62.259679.2f,34.050993.2f,7.532987.2f,64.725389.2f,45.785967.2f,82.419746.2f,32.736012.2f,28.378738.2f,67.435272.2f,32.060241.2f
40.066217.2f,16.761801.2f,39.435640.2f,45.230408.2f,2.432730.2f,35.836463.2f,39.154228.2f,25.616506.2f,21.797342.2f,46.031562.2f
53.140197.2f,81.946672.2f,100.863106.2f,55.068841.2f,64.839991.2f,36.842504.2f,82.800958.2f,79.172798.2f,44.083915.2f,89.236291.2f
28.662483.2f,74.597711.2f,72.136553.2f,23.490406.2f,64.188427.2f,77.415871.2f,41.402953.2f,52.676179.2f,65.806432.2f,42.008351.2f
71.325839.2f,36.563183.2f,13.556919.2f,74.072771.2f,50.850627.2f,87.212447.2f,42.640927.2f,36.715177.2f,72.875520.2f,42.139356.2f
61.420690.2f,36.714401.2f,63.222623.2f,66.749883.2f,30.253801.2f,26.322975.2f,67.150243.2f,53.549546.2f,26.040801.2f,74.073824.2f
37.097073.2f,33.202842.2f,23.300971.2f,39.116753.2f,34.006296.2f,67.382836.2f,7.510203.2f,10.462966.2f,51.613335.2f,11.207970.2f
77.423366.2f,30.952774.2f,52.437405.2f,82.573567.2f,39.549562.2f,55.700842.2f,69.936585.2f,54.901974.2f,50.290915.2f,75.315436.2f
55.362497.2f,81.167279.2f,101.007606.2f,57.643963.2f,64.253593.2f,34.232895.2f,84.205749.2f,79.771448.2f,42.936612.2f,90.806467.2f
16.524928.2f,42.212659.2f,42.904962.2f,18.283275.2f,33.400246.2f,57.052703.2f,15.469050.2f,20.982436.2f,42.183247.2f,21.252551.2f
72.049006.2f,20.622980.2f,31.949500.2f,76.582656.2f,36.936533.2f,66.181651.2f,55.732249.2f,41.787602.2f,55.699116.2f,59.635532.2f
32.177408.2f,26.274301.2f,46.107814.2f,37.498237.2f,8.984351.2f,30.094717.2f,38.818852.2f,27.922875.2f,14.527193.2f,46.072096.2f
68.927071.2f,90.516901.2f,111.978694.2f,71.365917.2f,74.202163.2f,40.307555.2f,97.011447.2f,91.576222.2f,52.236469.2f,103.767075.2f
53.570144.2f,44.810502.2f,70.042013.2f,58.656304.2f,32.317319.2f,10.482389.2f,66.829263.2f,55.377799.2f,16.509921.2f,74.089231.2f
20.418916.2f,66.629495.2f,77.283552.2f,20.271311.2f,50.506622.2f,46.447975.2f,52.402987.2f,54.080521.2f,40.054708.2f,57.662835.2f
21.844887.2f,29.675574.2f,39.320958.2f,26.464231.2f,17.932666.2f,44.204289.2f,23.435335.2f,16.700215.2f,28.583051.2f,30.716644.2f
23.159421.2f,57.183375.2f,52.456557.2f,20.691476.2f,49.519917.2f,70.928383.2f,21.723828.2f,34.039552.2f,56.889502.2f,22.554112.2f
