16.126101.2f,64.547653.2f,20.955936.2f,68.618609.2f,31.304671.2f,29.854473.2f,33.303093.2f,36.399424.2f,26.622882.2f,56.881040.2f,65.128105.2f,53.814971.2f,63.900344.2f,26.390410.2f,71.920605.2f,56.399985.2f,3.970747.2f,21.567469.2f,28.630715.2f,33.586811.2f,40.426958.2f,27.369941.2f,57.069444.2f,41.522651.2f,41.495162.2f,12.691505.2f,21.032446.2f,67.936686.2f,55.442856.2f,18.175706.2f
53.773752.2f,127.935998.2f,75.688330.2f,89.898526.2f,38.546191.2f,59.358979.2f,94.371564.2f,41.754207.2f,78.637999.2f,115.093948.2f,31.015259.2f,44.842127.2f,37.054241.2f,85.035756.2f,83.815107.2f,109.597826.2f,65.169522.2f,78.714050.2f,95.508822.2f,35.253808.2f,102.436133.2f,89.582844.2f,68.044170.2f,109.519376.2f,68.032006.2f,62.764475.2f,79.176392.2f,59.271602.2f,117.721142.2f,70.794147.2f
38.280654.2f,39.803987.2f,13.799560.2f,46.254992.2f,51.005857.2f,30.466297.2f,54.002611.2f,47.554524.2f,10.015892.2f,26.735340.2f,73.369485.2f,56.265330.2f,69.409627.2f,51.772339.2f,53.725469.2f,23.968038.2f,32.846740.2f,49.788541.2f,42.016538.2f,58.025664.2f,15.213532.2f,9.625669.2f,45.527737.2f,32.190873.2f,30.155239.2f,28.522388.2f,11.852309.2f,62.383102.2f,29.435753.2f,49.558916.2f
36.102003.2f,109.433999.2f,57.193036.2f,74.100685.2f,20.601386.2f,40.883843.2f,80.009106.2f,23.350521.2f,60.060782.2f,96.512704.2f,23.732681.2f,30.459120.2f,27.685846.2f,70.876725.2f,69.337617.2f,91.108912.2f,47.967636.2f,64.488683.2f,79.499159.2f,20.008847.2f,83.953134.2f,71.209818.2f,52.526022.2f,91.778403.2f,50.287692.2f,44.640978.2f,60.744225.2f,47.435590.2f,99.194447.2f,56.689321.2f
45.118034.2f,94.670480.2f,49.501784.2f,38.680132.2f,38.038625.2f,30.240691.2f,92.113206.2f,26.165697.2f,48.467849.2f,78.307179.2f,23.359836.2f,8.358168.2f,17.163903.2f,84.790654.2f,31.646778.2f,69.823349.2f,55.070597.2f,79.195074.2f,85.805140.2f,46.534653.2f,71.832590.2f,62.889516.2f,17.414032.2f,87.212551.2f,26.836270.2f,46.368102.2f,53.499442.2f,10.068819.2f,84.519331.2f,73.149554.2f
33.485197.2f,108.722819.2f,56.787343.2f,80.138055.2f,19.287986.2f,43.154685.2f,73.410947.2f,26.876629.2f,60.439824.2f,97.007720.2f,33.641838.2f,38.454817.2f,37.344483.2f,64.114949.2f,76.396825.2f,92.573452.2f,44.346194.2f,57.756290.2f,74.299607.2f,14.114193.2f,83.243218.2f,70.066995.2f,59.119900.2f,88.892950.2f,54.378029.2f,42.960129.2f,59.952153.2f,56.081326.2f,98.690570.2f,49.845215.2f
51.048623.2f,24.557810.2f,27.725224.2f,57.877415.2f,65.131198.2f,46.337846.2f,52.283318.2f,63.005437.2f,25.625941.2f,16.531077.2f,89.420345.2f,72.406322.2f,85.536890.2f,52.907770.2f,66.748532.2f,20.782172.2f,42.798795.2f,52.871470.2f,38.924453.2f,71.155100.2f,0.967519.2f,14.318626.2f,60.717522.2f,20.176274.2f,46.014755.2f,41.309610.2f,24.268481.2f,78.033798.2f,14.555705.2f,55.005784.2f
61.155308.2f,37.834206.2f,37.982206.2f,34.824347.2f,71.045320.2f,46.811625.2f,78.557173.2f,64.081501.2f,32.521274.2f,20.498518.2f,84.122176.2f,65.708706.2f,78.800426.2f,77.304916.2f,45.488683.2f,10.030008.2f,58.074437.2f,75.689448.2f,65.722888.2f,79.450618.2f,28.319628.2f,34.184504.2f,46.549994.2f,48.490224.2f,38.230349.2f,52.071589.2f,37.342113.2f,64.530432.2f,30.195891.2f,75.562552.2f
44.566391.2f,67.138735.2f,45.780053.2f,95.162164.2f,57.852533.2f,59.439382.2f,3.667195.2f,65.334676.2f,50.626053.2f,67.267651.2f,93.312830.2f,83.400045.2f,92.783576.2f,6.045156.2f,99.950464.2f,71.237354.2f,33.549224.2f,12.149042.2f,13.019055.2f,56.471636.2f,50.713669.2f,42.681005.2f,86.189741.2f,38.196821.2f,70.033151.2f,42.413229.2f,43.547719.2f,97.736482.2f,61.368499.2f,20.059824.2f
19.988544.2f,89.335275.2f,37.260396.2f,57.499208.2f,8.949773.2f,20.444486.2f,67.976347.2f,3.719392.2f,39.736559.2f,76.066906.2f,29.152068.2f,21.532013.2f,28.545202.2f,59.615371.2f,54.943229.2f,70.626971.2f,32.049998.2f,53.504033.2f,64.639805.2f,17.908954.2f,63.951548.2f,51.572261.2f,37.387167.2f,73.416852.2f,31.065905.2f,26.247821.2f,41.004606.2f,39.155995.2f,79.034877.2f,46.537898.2f
59.218358.2f,101.260949.2f,60.663557.2f,35.987750.2f,52.493621.2f,42.768338.2f,105.449213.2f,40.645779.2f,58.642104.2f,84.147327.2f,31.352282.2f,22.323400.2f,25.192687.2f,98.458510.2f,26.020613.2f,74.718123.2f,68.613026.2f,93.028131.2f,98.349202.2f,60.842517.2f,80.284420.2f,72.990906.2f,20.553249.2f,97.323862.2f,35.731162.2f,59.602259.2f,64.479861.2f,4.440672.2f,91.502710.2f,87.226523.2f
13.206284.2f,75.159543.2f,23.145430.2f,50.509251.2f,16.678377.2f,8.347342.2f,59.474337.2f,12.463591.2f,25.600071.2f,62.061666.2f,40.901468.2f,27.705347.2f,38.644848.2f,52.098831.2f,50.645683.2f,57.055013.2f,22.396279.2f,46.578773.2f,53.979709.2f,25.565590.2f,49.785976.2f,37.545046.2f,33.846996.2f,60.018868.2f,21.872022.2f,14.175081.2f,26.968936.2f,42.086346.2f,64.861284.2f,40.886813.2f
75.074158.2f,0.568519.2f,51.897629.2f,72.551136.2f,89.315752.2f,69.978395.2f,66.613546.2f,86.979803.2f,49.419190.2f,17.572223.2f,112.667176.2f,95.130301.2f,108.419160.2f,70.034476.2f,82.885937.2f,27.980706.2f,66.123543.2f,71.673010.2f,53.557978.2f,95.171720.2f,25.151428.2f,38.292969.2f,80.635416.2f,28.430849.2f,67.715125.2f,65.403050.2f,48.456178.2f,98.589656.2f,10.116663.2f,75.451137.2f
22.084977.2f,97.557280.2f,46.078877.2f,74.982244.2f,10.242735.2f,34.876007.2f,62.309083.2f,21.514148.2f,50.159955.2f,86.491988.2f,38.784251.2f,37.871246.2f,40.813830.2f,53.111249.2f,72.792041.2f,82.706219.2f,32.544555.2f,46.723396.2f,62.598036.2f,2.286557.2f,72.165548.2f,58.866486.2f,55.232763.2f,77.120608.2f,47.489729.2f,31.795098.2f,48.997128.2f,55.919712.2f,87.646128.2f,38.880607.2f
42.931453.2f,101.239006.2f,52.820040.2f,49.669467.2f,32.463242.2f,32.772723.2f,91.068859.2f,22.246449.2f,52.949133.2f,85.574291.2f,12.786862.2f,5.911416.2f,7.427582.2f,83.067969.2f,42.818822.2f,77.784206.2f,54.218367.2f,77.105745.2f,86.305572.2f,39.655862.2f,77.287439.2f,66.990125.2f,28.039372.2f,90.851028.2f,33.843208.2f,46.525190.2f,56.892143.2f,18.924417.2f,90.925312.2f,70.380873.2f
55.655456.2f,71.475034.2f,43.603940.2f,7.112569.2f,57.802285.2f,35.530216.2f,92.249533.2f,46.733479.2f,39.112424.2f,53.955069.2f,56.353845.2f,38.940545.2f,50.211654.2f,87.554343.2f,11.926970.2f,43.851604.2f,59.773095.2f,83.576054.2f,81.999697.2f,67.402382.2f,54.177886.2f,51.154519.2f,15.733167.2f,73.718183.2f,21.784850.2f,50.619404.2f,46.201636.2f,31.622287.2f,62.480243.2f,80.110330.2f
17.467905.2f,58.342121.2f,7.275873.2f,53.847374.2f,31.396048.2f,18.305205.2f,45.607978.2f,31.106793.2f,12.631697.2f,47.362298.2f,59.570758.2f,45.167194.2f,56.997726.2f,40.097731.2f,57.686632.2f,44.762827.2f,13.359754.2f,35.999763.2f,37.517972.2f,37.481320.2f,32.861770.2f,19.748711.2f,43.841528.2f,41.304493.2f,27.589800.2f,7.641018.2f,9.635586.2f,56.764592.2f,48.322735.2f,33.070361.2f
56.327970.2f,40.343806.2f,33.563502.2f,32.282226.2f,65.969264.2f,41.683037.2f,75.892269.2f,58.938381.2f,28.000815.2f,22.798186.2f,79.188697.2f,60.791238.2f,73.938093.2f,74.128689.2f,42.523436.2f,12.633718.2f,53.717132.2f,72.192311.2f,63.342959.2f,74.437113.2f,27.304117.2f,31.212306.2f,42.181353.2f,47.790770.2f,33.187263.2f,47.385550.2f,33.251768.2f,60.244701.2f,31.827885.2f,71.681492.2f
