45.200107.2f,33.706606.2f,39.389897.2f,45.577697.2f,10.533435.2f,66.958177.2f,79.708710.2f,12.197199.2f,39.120963.2f,39.241350.2f,71.224292.2f,27.085137.2f,30.039501.2f,42.557501.2f,67.514457.2f,47.558673.2f,14.642308.2f,43.501727.2f,48.925823.2f,79.295137.2f
34.999768.2f,58.643806.2f,42.830622.2f,56.876720.2f,89.237745.2f,21.218945.2f,25.677415.2f,75.675769.2f,94.129379.2f,41.495721.2f,13.164488.2f,93.687907.2f,68.794542.2f,64.679945.2f,38.945231.2f,85.281672.2f,94.669386.2f,66.460276.2f,42.279224.2f,47.904800.2f
23.828697.2f,17.382851.2f,21.422881.2f,28.900280.2f,30.881134.2f,44.444807.2f,61.450389.2f,22.959907.2f,51.529320.2f,16.959382.2f,50.580176.2f,43.866399.2f,21.300141.2f,39.150092.2f,46.400978.2f,53.171957.2f,37.145925.2f,40.905494.2f,27.617643.2f,59.158275.2f
18.419978.2f,20.719978.2f,27.898143.2f,19.109375.2f,56.231314.2f,19.369553.2f,52.166451.2f,49.843828.2f,76.524297.2f,14.843473.2f,36.369434.2f,70.625408.2f,30.788570.2f,55.943890.2f,19.837289.2f,74.428858.2f,63.756459.2f,57.993129.2f,4.486866.2f,33.550874.2f
48.228071.2f,43.203029.2f,40.199448.2f,55.310438.2f,18.609513.2f,72.117225.2f,78.602651.2f,7.128813.2f,27.454874.2f,43.864206.2f,72.480707.2f,15.931683.2f,40.984801.2f,35.342313.2f,75.236515.2f,36.773747.2f,15.631192.2f,35.844175.2f,56.449109.2f,87.775318.2f
30.582638.2f,32.814413.2f,22.405457.2f,44.469649.2f,29.101984.2f,55.111593.2f,61.704409.2f,10.712550.2f,36.260571.2f,27.077897.2f,54.717000.2f,30.313465.2f,34.837839.2f,26.392343.2f,60.383485.2f,37.849722.2f,31.220714.2f,27.805854.2f,41.883625.2f,73.684943.2f
34.902624.2f,57.508725.2f,43.216647.2f,55.281746.2f,88.868927.2f,19.289487.2f,28.178320.2f,75.854319.2f,95.000365.2f,41.041973.2f,14.903649.2f,94.181006.2f,67.661581.2f,65.878690.2f,36.668721.2f,86.521560.2f,94.526943.2f,67.693668.2f,40.805256.2f,45.387995.2f
52.681981.2f,49.479659.2f,43.924438.2f,61.598208.2f,23.162341.2f,77.129574.2f,80.859282.2f,11.877929.2f,21.603328.2f,48.943437.2f,75.923474.2f,9.564853.2f,47.357333.2f,34.659465.2f,81.046195.2f,32.617367.2f,17.617083.2f,34.795769.2f,62.271856.2f,93.760781.2f
20.050231.2f,49.744702.2f,21.418488.2f,53.645652.2f,70.870498.2f,31.139636.2f,19.485777.2f,53.661841.2f,68.492388.2f,28.236667.2f,13.439105.2f,69.540076.2f,58.898864.2f,38.414598.2f,48.118461.2f,58.955212.2f,74.397028.2f,40.152878.2f,39.944962.2f,61.147984.2f
20.501919.2f,32.421809.2f,11.168179.2f,42.555268.2f,39.643779.2f,45.840412.2f,50.500556.2f,21.958697.2f,43.250601.2f,19.265036.2f,43.403253.2f,40.058569.2f,37.571001.2f,23.683979.2f,53.742301.2f,40.538248.2f,42.530640.2f,25.595982.2f,36.290450.2f,67.559022.2f
53.252529.2f,56.410608.2f,64.106149.2f,46.921044.2f,94.463793.2f,28.918747.2f,65.882910.2f,89.851998.2f,115.879777.2f,53.686659.2f,50.289669.2f,110.607154.2f,64.547256.2f,92.001856.2f,21.356573.2f,111.922169.2f,102.762554.2f,94.040185.2f,39.820039.2f,14.775909.2f
13.749683.2f,17.647108.2f,15.694112.2f,25.880187.2f,41.870272.2f,33.575084.2f,52.654152.2f,32.317823.2f,58.843967.2f,6.039035.2f,40.430890.2f,52.964526.2f,25.810852.2f,40.642683.2f,37.542317.2f,57.713222.2f,48.130690.2f,42.620598.2f,19.314670.2f,51.017267.2f
52.599062.2f,54.578090.2f,42.748133.2f,66.634385.2f,32.461096.2f,77.841435.2f,76.606725.2f,16.121247.2f,13.703118.2f,50.277419.2f,73.580643.2f,9.079857.2f,53.922354.2f,27.618952.2f,83.862537.2f,23.122984.2f,27.034729.2f,27.346629.2f,65.320981.2f,97.112008.2f
30.572148.2f,57.595920.2f,36.430221.2f,57.937112.2f,84.812576.2f,25.380003.2f,16.817040.2f,69.487429.2f,85.869434.2f,38.139819.2f,4.154225.2f,86.441245.2f,67.579856.2f,55.756398.2f,44.072897.2f,76.207620.2f,89.416118.2f,57.454250.2f,43.137645.2f,54.775598.2f
9.054575.2f,20.645861.2f,15.317976.2f,26.158405.2f,48.179339.2f,27.402034.2f,48.038913.2f,38.094565.2f,63.531421.2f,1.556001.2f,34.862924.2f,58.487394.2f,29.957475.2f,42.788636.2f,33.052593.2f,61.077826.2f,54.438512.2f,44.826808.2f,16.100561.2f,46.879087.2f
43.409555.2f,39.555769.2f,53.838786.2f,29.251870.2f,77.699966.2f,25.089613.2f,66.674336.2f,75.313725.2f,102.918842.2f,41.408202.2f,49.801490.2f,96.220883.2f,47.028330.2f,82.139805.2f,7.315526.2f,100.988223.2f,86.377708.2f,84.197852.2f,24.905940.2f,6.944730.2f
44.508621.2f,20.465702.2f,51.128468.2f,10.131586.2f,53.650099.2f,43.243253.2f,80.290616.2f,58.478225.2f,88.225210.2f,37.676818.2f,64.251737.2f,78.333289.2f,21.998812.2f,75.969234.2f,29.366209.2f,91.009725.2f,63.216942.2f,77.867141.2f,23.659345.2f,34.166334.2f
30.448559.2f,41.693005.2f,41.232180.2f,36.353803.2f,77.628304.2f,5.543851.2f,46.167861.2f,69.459296.2f,93.795362.2f,32.374910.2f,29.416839.2f,89.740642.2f,51.441324.2f,68.775889.2f,15.063574.2f,88.900286.2f,84.891557.2f,70.802690.2f,23.569466.2f,25.374986.2f
23.631430.2f,50.834995.2f,17.658742.2f,57.633360.2f,63.759696.2f,43.092333.2f,28.159952.2f,44.168275.2f,55.021481.2f,30.110904.2f,27.681409.2f,57.528855.2f,58.521484.2f,24.321461.2f,58.075526.2f,44.707680.2f,65.648417.2f,25.970757.2f,45.982207.2f,71.794088.2f
64.493560.2f,57.048322.2f,56.289719.2f,68.902089.2f,22.752331.2f,88.248878.2f,93.739662.2f,23.332731.2f,26.294886.2f,60.007934.2f,88.477784.2f,12.392208.2f,52.850667.2f,46.890750.2f,90.475337.2f,41.067976.2f,13.344103.2f,46.803681.2f,71.745896.2f,102.537153.2f
14.524040.2f,43.526169.2f,19.842265.2f,46.365460.2f,68.219108.2f,23.512555.2f,25.052838.2f,52.908443.2f,71.014512.2f,22.606659.2f,12.666728.2f,70.445924.2f,53.094419.2f,42.403254.2f,40.065310.2f,63.062754.2f,72.718924.2f,44.302994.2f,32.291314.2f,53.217533.2f
32.064985.2f,15.875604.2f,39.834794.2f,5.999312.2f,53.877828.2f,30.732074.2f,67.015061.2f,53.522161.2f,82.466050.2f,26.061767.2f,50.978264.2f,74.261048.2f,23.261004.2f,66.367669.2f,20.332806.2f,83.080168.2f,62.724698.2f,68.352119.2f,10.413856.2f,30.003207.2f
45.757209.2f,37.253614.2f,38.939772.2f,49.280190.2f,13.496710.2f,68.558332.2f,78.680184.2f,8.394931.2f,34.313537.2f,40.465116.2f,71.147193.2f,22.530821.2f,34.362354.2f,39.044723.2f,70.285553.2f,42.925985.2f,14.288241.2f,39.843196.2f,51.554847.2f,82.439132.2f
5.042709.2f,34.413926.2f,9.205205.2f,39.547510.2f,56.763153.2f,27.589192.2f,34.962600.2f,41.845566.2f,62.069186.2f,12.818284.2f,24.125098.2f,60.168687.2f,43.361264.2f,35.908853.2f,40.088619.2f,56.067475.2f,61.321899.2f,37.942146.2f,27.259279.2f,54.037761.2f
45.431606.2f,32.983857.2f,39.913359.2f,44.775753.2f,9.687993.2f,66.848391.2f,80.335266.2f,13.526025.2f,40.457853.2f,39.290244.2f,71.600965.2f,28.300850.2f,28.997408.2f,43.782628.2f,67.026522.2f,48.946693.2f,14.741503.2f,44.753179.2f,48.505309.2f,78.672252.2f
27.263731.2f,56.636140.2f,29.778034.2f,59.364345.2f,79.219173.2f,32.093550.2f,11.910634.2f,62.017137.2f,75.830857.2f,35.473858.2f,8.696687.2f,77.531948.2f,66.108917.2f,45.156946.2f,50.333229.2f,65.353388.2f,82.792942.2f,46.750472.2f,45.046235.2f,62.445426.2f
50.864716.2f,25.123067.2f,57.054020.2f,16.355909.2f,54.647311.2f,49.682604.2f,86.929944.2f,61.790505.2f,91.599090.2f,43.806086.2f,70.898583.2f,81.011565.2f,24.143949.2f,81.094581.2f,34.979224.2f,95.341111.2f,64.385722.2f,82.946935.2f,30.295185.2f,37.952189.2f
29.885350.2f,2.706450.2f,32.608959.2f,14.762786.2f,35.546570.2f,41.889719.2f,68.930570.2f,36.035642.2f,65.641339.2f,21.677580.2f,55.280536.2f,56.378649.2f,9.102988.2f,54.287067.2f,37.608307.2f,68.391899.2f,44.197431.2f,56.093489.2f,20.288330.2f,48.514085.2f
38.823088.2f,40.806334.2f,29.695743.2f,52.711796.2f,28.031833.2f,63.743660.2f,66.936384.2f,6.151159.2f,27.533803.2f,35.892562.2f,61.630413.2f,21.639130.2f,41.468724.2f,24.502728.2f,69.317850.2f,31.123018.2f,27.253615.2f,25.345072.2f,50.788281.2f,82.585480.2f
39.981173.2f,58.625273.2f,29.561684.2f,68.543111.2f,56.322484.2f,63.798361.2f,48.883500.2f,34.443484.2f,33.762188.2f,42.902381.2f,50.791615.2f,39.902100.2f,63.226477.2f,3.811637.2f,76.106073.2f,21.655404.2f,54.749499.2f,3.822510.2f,60.551998.2f,90.135251.2f
