32.279465.2f,94.706652.2f,100.723508.2f,83.476121.2f,82.876529.2f,56.634627.2f,44.615384.2f,86.098267.2f,60.644847.2f,62.287080.2f
4.209022.2f,65.281795.2f,78.617952.2f,53.731013.2f,81.725458.2f,22.118134.2f,30.108776.2f,53.575406.2f,39.006384.2f,42.510953.2f
85.403560.2f,41.478734.2f,14.168826.2f,45.819793.2f,46.183615.2f,89.263457.2f,60.929609.2f,56.363142.2f,47.710946.2f,44.514272.2f
78.387392.2f,60.681361.2f,39.102007.2f,59.432676.2f,16.234524.2f,90.854864.2f,51.078824.2f,70.723003.2f,45.601358.2f,41.388734.2f
41.701535.2f,83.705910.2f,81.543318.2f,74.094788.2f,52.947241.2f,66.956211.2f,31.590976.2f,80.554467.2f,47.107908.2f,46.631949.2f
54.046839.2f,48.305479.2f,74.553601.2f,42.133822.2f,107.401118.2f,29.705587.2f,63.203640.2f,31.804612.2f,56.158802.2f,59.987449.2f
52.608437.2f,52.455759.2f,78.360083.2f,45.737355.2f,109.433630.2f,27.365021.2f,63.817305.2f,35.777968.2f,57.936091.2f,61.884423.2f
74.399044.2f,49.254004.2f,27.605725.2f,48.789485.2f,27.035490.2f,83.876953.2f,47.693094.2f,60.125118.2f,38.772549.2f,34.710194.2f
5.569982.2f,71.503117.2f,83.446122.2f,59.949894.2f,82.237568.2f,28.289280.2f,31.833643.2f,60.325111.2f,43.095690.2f,46.246850.2f
42.960487.2f,97.343622.2f,98.477854.2f,86.838783.2f,71.498379.2f,68.970157.2f,44.530832.2f,91.558928.2f,61.112007.2f,61.587035.2f
21.922602.2f,87.368957.2f,96.705340.2f,75.881393.2f,86.511603.2f,44.198185.2f,41.520690.2f,77.070972.2f,55.930151.2f,58.352395.2f
66.862536.2f,42.956628.2f,25.051441.2f,41.339917.2f,31.083197.2f,75.629967.2f,40.625584.2f,52.640779.2f,30.643542.2f,26.648923.2f
65.931887.2f,79.667988.2f,66.700304.2f,73.622019.2f,21.207952.2f,86.622101.2f,42.462075.2f,83.385625.2f,48.994669.2f,45.868230.2f
11.195060.2f,61.267235.2f,69.810173.2f,49.980169.2f,67.324347.2f,33.430308.2f,16.418997.2f,52.916552.2f,29.031364.2f,31.710159.2f
45.686138.2f,42.939093.2f,38.596537.2f,35.798808.2f,39.077307.2f,57.112428.2f,19.362965.2f,45.449050.2f,12.520949.2f,8.549796.2f
70.153158.2f,27.249091.2f,8.705706.2f,29.440652.2f,48.833498.2f,72.453373.2f,47.592216.2f,40.402899.2f,32.648961.2f,30.127492.2f
73.662067.2f,61.869814.2f,42.526943.2f,59.381393.2f,12.176686.2f,87.551046.2f,46.365901.2f,70.510328.2f,42.730519.2f,38.542263.2f
19.206555.2f,85.225121.2f,96.028884.2f,73.681670.2f,88.978198.2f,39.493544.2f,41.919300.2f,74.149751.2f,55.302112.2f,58.041654.2f
49.453413.2f,37.429895.2f,63.120875.2f,30.527784.2f,96.235477.2f,28.906300.2f,54.112797.2f,20.629818.2f,45.425989.2f,49.089356.2f
36.341270.2f,57.024759.2f,55.158388.2f,48.070196.2f,42.189352.2f,54.658084.2f,10.381057.2f,55.830223.2f,20.875990.2f,19.728110.2f
21.005116.2f,61.449313.2f,80.049842.2f,50.474996.2f,93.171148.2f,5.804222.2f,41.670426.2f,46.799059.2f,44.809249.2f,48.915894.2f
58.925909.2f,96.025718.2f,89.593171.2f,87.372633.2f,50.107108.2f,84.151070.2f,46.376190.2f,94.922626.2f,60.183627.2f,58.794669.2f
63.569355.2f,95.212271.2f,86.640829.2f,87.232626.2f,43.812098.2f,88.101043.2f,47.973120.2f,95.468209.2f,60.315275.2f,58.424134.2f
56.660578.2f,53.850356.2f,80.224079.2f,47.842248.2f,112.752486.2f,31.299059.2f,67.679980.2f,37.449341.2f,61.365224.2f,65.257360.2f
28.524129.2f,83.472439.2f,86.924877.2f,72.682977.2f,67.762147.2f,54.649084.2f,31.327794.2f,76.881010.2f,47.887377.2f,48.940841.2f
59.500524.2f,89.478562.2f,81.182469.2f,81.517034.2f,40.296110.2f,83.534102.2f,42.611166.2f,89.815199.2f,54.637044.2f,52.705280.2f
88.818895.2f,103.645083.2f,87.398036.2f,98.419567.2f,33.453023.2f,111.074167.2f,67.353458.2f,108.487046.2f,74.406437.2f,71.182926.2f
50.283039.2f,31.513702.2f,57.255363.2f,24.772238.2f,91.791933.2f,32.224457.2f,51.836792.2f,14.701927.2f,41.697548.2f,45.135151.2f
62.707388.2f,33.665789.2f,19.791923.2f,31.933709.2f,40.127220.2f,68.686277.2f,38.210543.2f,43.255101.2f,25.148703.2f,21.747565.2f
18.981457.2f,69.839489.2f,87.234607.2f,58.676328.2f,95.971210.2f,14.196484.2f,44.094141.2f,55.570836.2f,50.094966.2f,54.016412.2f
35.848468.2f,99.783571.2f,106.613481.2f,88.448539.2f,89.096556.2f,58.810552.2f,50.509135.2f,90.533894.2f,66.316936.2f,68.116349.2f
29.970394.2f,95.173944.2f,103.683930.2f,83.718063.2f,90.178317.2f,51.771618.2f,47.944090.2f,85.093838.2f,63.005581.2f,65.190858.2f
60.983073.2f,9.490218.2f,36.449239.2f,9.458160.2f,79.267165.2f,50.446625.2f,51.721896.2f,7.716978.2f,36.551709.2f,38.265776.2f
53.565268.2f,16.681409.2f,26.442614.2f,10.516518.2f,60.184461.2f,51.979538.2f,36.858818.2f,21.712286.2f,20.301367.2f,20.653729.2f
46.073044.2f,72.383460.2f,66.592275.2f,64.048496.2f,37.281546.2f,68.153426.2f,25.409700.2f,72.178334.2f,37.038658.2f,35.290807.2f
38.560045.2f,63.132353.2f,59.990542.2f,54.305169.2f,40.674457.2f,58.902818.2f,15.268295.2f,62.075742.2f,27.125484.2f,25.825117.2f
28.608285.2f,41.392616.2f,49.422097.2f,30.613132.2f,58.337809.2f,37.063009.2f,12.998669.2f,36.067660.2f,9.312582.2f,13.110690.2f
34.090599.2f,91.914523.2f,95.488847.2f,81.031549.2f,74.074992.2f,59.882312.2f,39.936198.2f,84.869779.2f,56.480873.2f,57.552708.2f
20.326187.2f,83.973538.2f,91.926956.2f,72.596459.2f,80.225215.2f,44.922316.2f,36.213664.2f,74.627661.2f,51.273256.2f,53.429166.2f
78.247795.2f,70.111416.2f,50.331232.2f,67.466909.2f,4.451468.2f,93.749744.2f,51.251863.2f,78.537563.2f,49.588525.2f,45.470757.2f
49.230367.2f,17.568030.2f,32.755917.2f,7.293679.2f,64.865950.2f,45.745661.2f,35.639914.2f,16.889142.2f,19.922753.2f,21.579903.2f
25.239326.2f,52.727468.2f,57.045148.2f,42.329385.2f,54.131779.2f,42.062724.2f,2.262350.2f,48.096563.2f,16.934235.2f,18.521208.2f
72.224823.2f,49.576937.2f,29.097996.2f,48.484756.2f,25.546972.2f,82.282258.2f,45.384292.2f,59.802833.2f,37.042248.2f,32.923374.2f
76.155764.2f,74.376151.2f,56.248282.2f,70.746701.2f,3.540134.2f,93.383203.2f,49.811558.2f,81.557701.2f,50.562025.2f,46.625820.2f
64.126286.2f,2.097176.2f,28.788652.2f,9.652088.2f,73.900763.2f,56.235523.2f,51.520738.2f,14.907955.2f,35.381964.2f,36.266647.2f
43.338758.2f,47.372550.2f,71.808586.2f,39.060234.2f,99.823707.2f,19.562948.2f,53.589332.2f,30.543504.2f,48.232856.2f,52.264544.2f
13.033530.2f,77.832334.2f,87.319312.2f,66.362052.2f,80.033148.2f,37.621347.2f,32.695556.2f,67.837720.2f,46.536251.2f,49.100430.2f
49.698946.2f,83.977064.2f,78.536707.2f,75.248961.2f,44.338686.2f,74.012037.2f,34.479180.2f,82.829250.2f,48.056677.2f,46.709505.2f
39.598214.2f,103.471151.2f,109.998563.2f,92.152597.2f,91.198724.2f,62.356975.2f,53.885014.2f,94.288895.2f,69.818350.2f,71.536273.2f
31.842253.2f,64.551927.2f,64.320243.2f,54.876806.2f,47.964124.2f,53.589396.2f,12.638260.2f,61.547573.2f,27.929253.2f,27.727767.2f
59.130016.2f,9.305457.2f,35.410344.2f,7.010142.2f,77.078780.2f,49.462444.2f,49.342442.2f,7.631828.2f,34.107932.2f,35.813512.2f
27.906511.2f,38.594074.2f,54.833845.2f,27.073665.2f,73.154707.2f,24.405991.2f,26.899776.2f,27.416813.2f,21.815884.2f,26.012739.2f
12.100893.2f,57.130796.2f,72.408984.2f,45.644336.2f,81.422523.2f,15.665664.2f,29.731504.2f,44.691306.2f,34.581435.2f,38.501737.2f
61.444897.2f,45.709997.2f,31.164190.2f,42.295443.2f,28.412432.2f,72.146766.2f,34.647358.2f,53.335684.2f,26.822204.2f,22.628900.2f
25.383904.2f,40.851370.2f,56.115439.2f,29.301034.2f,72.207306.2f,24.140109.2f,24.800626.2f,30.088676.2f,21.327260.2f,25.540647.2f
45.373353.2f,50.538853.2f,75.317700.2f,42.545087.2f,103.529065.2f,20.505332.2f,56.914571.2f,33.672979.2f,51.932303.2f,55.979116.2f
43.832536.2f,35.682995.2f,59.959314.2f,27.195402.2f,90.426311.2f,25.525000.2f,47.602588.2f,18.991505.2f,39.291275.2f,43.059527.2f
71.831341.2f,68.147243.2f,50.649956.2f,64.465164.2f,7.000903.2f,88.080498.2f,45.028555.2f,75.290612.2f,44.666810.2f,40.665784.2f
13.669468.2f,69.027729.2f,76.070972.2f,57.846531.2f,67.984967.2f,39.169034.2f,20.520992.2f,61.049951.2f,35.451922.2f,37.574703.2f
39.956781.2f,26.198310.2f,43.863583.2f,14.659582.2f,70.458468.2f,34.583554.2f,32.133144.2f,17.049241.2f,20.082770.2f,23.472264.2f
62.768040.2f,37.590678.2f,22.831905.2f,35.420988.2f,36.185447.2f,70.238264.2f,37.367643.2f,46.698857.2f,25.731902.2f,21.961775.2f
33.512407.2f,99.009042.2f,107.752478.2f,87.530547.2f,93.864116.2f,54.335708.2f,52.031267.2f,88.681741.2f,67.058484.2f,69.266521.2f
81.334788.2f,66.487306.2f,44.805659.2f,65.025139.2f,11.847265.2f,95.013405.2f,54.041444.2f,76.285679.2f,49.994476.2f,45.786285.2f
7.557757.2f,70.621263.2f,84.216235.2f,59.084116.2f,86.045062.2f,23.703021.2f,34.858502.2f,58.490161.2f,44.514625.2f,47.955590.2f
31.279869.2f,52.339067.2f,53.688872.2f,42.688423.2f,47.967442.2f,47.854225.2f,3.977097.2f,49.707613.2f,15.714371.2f,15.855405.2f
79.985128.2f,73.364471.2f,53.537751.2f,70.621315.2f,2.255552.2f,96.097943.2f,53.190462.2f,81.660769.2f,52.263565.2f,48.182959.2f
35.599934.2f,45.215869.2f,46.319669.2f,36.033912.2f,46.788827.2f,48.331254.2f,9.869886.2f,43.896637.2f,8.828910.2f,8.312690.2f
63.473460.2f,77.368433.2f,64.986519.2f,71.164804.2f,21.677876.2f,83.994910.2f,39.812373.2f,80.855790.2f,46.379830.2f,43.293007.2f
67.729712.2f,14.719787.2f,13.734828.2f,19.083892.2f,60.408539.2f,65.611481.2f,49.041127.2f,29.130209.2f,32.570281.2f,31.557749.2f
10.941546.2f,68.220130.2f,83.434636.2f,56.771424.2f,88.732504.2f,18.322967.2f,36.995768.2f,55.236457.2f,44.739426.2f,48.445568.2f
55.199459.2f,42.619388.2f,32.280366.2f,37.837627.2f,33.239476.2f,65.626707.2f,28.738692.2f,48.556321.2f,20.313390.2f,16.110028.2f
54.532494.2f,35.911117.2f,27.750024.2f,31.296782.2f,39.468827.2f,62.312811.2f,29.585077.2f,42.174396.2f,17.482108.2f,13.677258.2f
40.964676.2f,91.519869.2f,91.639992.2f,81.275272.2f,64.417155.2f,67.071026.2f,38.620713.2f,86.587559.2f,55.041890.2f,55.240605.2f
64.444710.2f,2.379494.2f,26.210871.2f,10.174421.2f,71.552493.2f,57.590028.2f,50.739889.2f,17.099554.2f,34.394372.2f,34.997977.2f
