50.218136.2f,55.816822.2f,58.983681.2f,37.625245.2f,60.493519.2f,32.683381.2f,63.620150.2f,26.727929.2f,41.498411.2f,34.851319.2f,80.792650.2f,76.385534.2f,74.468515.2f,25.737705.2f,53.019483.2f,16.735915.2f,39.258547.2f,60.103155.2f,39.258989.2f,51.869145.2f,49.107114.2f,50.014057.2f,76.784048.2f,42.202704.2f,35.406377.2f,61.642296.2f,9.973555.2f,45.136807.2f,64.055472.2f,24.772978.2f,53.824422.2f,48.278521.2f,23.708428.2f,22.770133.2f,26.559221.2f,23.138976.2f,29.076989.2f,50.777315.2f,54.160021.2f,35.113423.2f
10.916815.2f,65.948821.2f,43.129395.2f,54.211942.2f,60.740318.2f,84.936689.2f,40.432836.2f,80.245443.2f,47.582105.2f,31.197412.2f,52.525958.2f,51.233409.2f,48.471110.2f,79.098232.2f,16.729695.2f,71.821903.2f,49.934399.2f,35.926417.2f,93.225551.2f,102.190848.2f,48.956451.2f,65.804244.2f,44.779401.2f,14.308243.2f,41.259068.2f,91.910997.2f,57.100051.2f,90.122039.2f,104.417629.2f,37.641983.2f,84.253150.2f,38.215920.2f,41.768298.2f,41.578940.2f,79.073795.2f,76.910914.2f,84.530649.2f,91.158395.2f,2.931274.2f,64.613621.2f
21.255966.2f,85.767925.2f,12.304198.2f,28.164632.2f,83.873479.2f,83.186376.2f,13.738559.2f,67.454817.2f,66.114648.2f,48.087362.2f,83.433857.2f,81.439429.2f,78.705314.2f,66.283472.2f,15.681152.2f,62.761800.2f,23.005015.2f,9.649155.2f,79.577925.2f,83.634883.2f,70.553087.2f,83.216048.2f,76.017461.2f,24.178652.2f,17.983029.2f,104.791798.2f,57.323074.2f,94.434212.2f,112.171702.2f,25.751461.2f,96.611855.2f,7.052727.2f,27.372857.2f,28.109371.2f,77.073891.2f,64.938797.2f,75.525102.2f,98.464279.2f,33.807327.2f,75.523573.2f
57.945491.2f,35.679389.2f,90.423664.2f,91.966794.2f,25.070281.2f,85.620316.2f,88.849720.2f,97.295759.2f,32.438011.2f,38.040734.2f,10.229370.2f,5.219323.2f,4.530388.2f,96.454045.2f,64.830183.2f,86.395515.2f,89.354587.2f,84.168266.2f,108.702394.2f,122.967528.2f,25.570392.2f,40.762368.2f,11.733942.2f,54.392998.2f,80.294148.2f,67.100215.2f,65.544509.2f,80.126150.2f,85.748539.2f,70.201096.2f,62.273047.2f,83.095942.2f,74.025347.2f,73.173052.2f,81.810283.2f,93.742128.2f,95.560375.2f,76.035013.2f,46.295209.2f,52.617533.2f
20.131454.2f,56.404094.2f,52.917253.2f,60.316521.2f,50.503913.2f,81.469093.2f,50.788672.2f,80.657323.2f,38.952953.2f,24.711474.2f,42.308836.2f,40.698176.2f,37.936669.2f,79.560654.2f,26.793979.2f,71.313095.2f,56.556737.2f,46.172597.2f,93.531752.2f,104.046523.2f,39.321467.2f,56.907648.2f,34.789963.2f,19.171373.2f,47.494501.2f,83.770163.2f,54.290891.2f,84.557576.2f,97.534176.2f,41.157304.2f,76.392688.2f,46.845997.2f,45.412319.2f,44.966652.2f,75.887903.2f,77.169910.2f,83.502043.2f,84.647680.2f,8.080087.2f,57.745141.2f
24.675354.2f,87.103880.2f,10.776814.2f,24.561500.2f,85.665606.2f,81.858253.2f,14.307222.2f,64.962751.2f,67.505047.2f,49.668844.2f,86.476740.2f,84.336131.2f,81.616672.2f,63.801105.2f,19.460156.2f,60.783705.2f,19.377574.2f,11.195718.2f,76.882592.2f,80.395103.2f,72.266704.2f,84.263591.2f,79.159505.2f,26.718395.2f,15.343772.2f,105.091759.2f,56.622817.2f,93.742624.2f,111.782508.2f,24.725948.2f,96.902572.2f,3.100823.2f,25.764580.2f,26.610534.2f,75.780030.2f,62.573296.2f,73.401051.2f,98.109381.2f,37.198074.2f,75.841732.2f
9.676150.2f,80.095088.2f,26.469558.2f,43.855185.2f,76.182847.2f,88.995340.2f,23.047154.2f,78.262444.2f,60.789862.2f,42.870958.2f,69.989279.2f,68.695734.2f,65.932864.2f,77.078097.2f,3.960789.2f,71.690573.2f,38.902853.2f,18.689836.2f,90.982511.2f,97.202744.2f,63.581693.2f,78.892240.2f,62.203514.2f,17.752970.2f,31.799143.2f,103.299775.2f,61.416560.2f,97.364579.2f,113.528847.2f,33.916279.2f,95.305482.2f,24.055322.2f,37.162569.2f,37.459082.2f,82.884706.2f,75.310766.2f,84.716706.2f,99.893561.2f,20.013364.2f,74.620032.2f
89.151853.2f,39.863466.2f,106.849985.2f,86.919717.2f,50.596074.2f,27.217727.2f,110.482470.2f,56.222144.2f,46.015314.2f,58.322582.2f,84.252574.2f,79.154114.2f,78.830232.2f,56.317731.2f,94.338776.2f,48.635996.2f,88.606498.2f,106.391397.2f,59.896218.2f,77.024275.2f,50.180092.2f,33.749805.2f,84.968096.2f,80.535100.2f,84.037665.2f,17.800965.2f,40.331239.2f,9.392395.2f,15.447433.2f,72.016244.2f,14.895509.2f,96.042662.2f,72.158558.2f,71.095823.2f,29.594609.2f,54.410243.2f,46.416106.2f,1.864696.2f,86.841029.2f,25.081134.2f
94.667391.2f,37.313093.2f,114.562246.2f,96.013229.2f,48.141763.2f,37.813148.2f,117.769086.2f,66.774725.2f,47.890635.2f,62.517260.2f,82.398981.2f,77.403587.2f,77.449952.2f,66.847266.2f,100.278057.2f,58.940034.2f,97.393042.2f,113.515663.2f,70.458156.2f,87.566822.2f,50.570324.2f,32.465532.2f,84.112704.2f,86.191862.2f,92.280940.2f,8.460454.2f,48.910896.2f,19.587581.2f,12.865822.2f,79.930279.2f,10.691672.2f,103.800908.2f,80.454319.2f,79.361176.2f,40.127350.2f,64.893121.2f,57.025077.2f,10.334629.2f,91.085963.2f,29.336793.2f
88.312320.2f,93.480052.2f,82.277685.2f,53.305487.2f,100.655732.2f,41.407535.2f,89.045241.2f,17.571104.2f,83.495083.2f,78.982941.2f,124.549176.2f,119.983948.2f,118.204854.2f,18.458157.2f,88.666704.2f,28.488849.2f,58.192011.2f,87.438578.2f,8.756240.2f,8.715755.2f,91.122975.2f,86.671113.2f,120.840086.2f,81.826385.2f,61.670216.2f,86.011020.2f,49.419656.2f,59.764148.2f,77.376347.2f,59.025065.2f,80.474943.2f,74.119848.2f,55.304694.2f,55.191785.2f,40.340627.2f,21.145089.2f,22.674547.2f,68.904570.2f,95.364573.2f,69.753055.2f
78.736325.2f,59.604210.2f,86.931472.2f,62.024749.2f,68.232092.2f,5.492189.2f,92.073647.2f,24.312114.2f,54.220546.2f,56.664913.2f,96.830231.2f,91.868419.2f,90.613357.2f,24.583649.2f,81.959428.2f,19.201524.2f,65.031165.2f,88.798143.2f,28.020024.2f,45.173566.2f,61.274390.2f,52.583337.2f,94.844815.2f,70.409706.2f,63.158417.2f,49.468938.2f,25.801221.2f,24.030186.2f,43.078165.2f,53.667391.2f,43.928212.2f,76.470587.2f,52.048773.2f,51.239428.2f,4.861315.2f,23.085233.2f,14.117921.2f,32.812405.2f,81.107050.2f,35.995068.2f
42.664477.2f,41.510800.2f,60.986694.2f,46.946956.2f,44.562753.2f,40.293181.2f,63.921144.2f,43.419449.2f,24.982068.2f,18.584164.2f,63.673894.2f,59.227178.2f,57.340733.2f,42.510705.2f,47.405291.2f,32.760214.2f,46.770270.2f,59.647709.2f,55.439943.2f,68.898861.2f,32.421870.2f,36.743619.2f,59.892752.2f,34.000415.2f,39.966320.2f,54.792699.2f,13.185888.2f,46.165862.2f,62.547461.2f,27.169868.2f,46.603660.2f,50.340053.2f,28.834227.2f,27.702705.2f,34.619260.2f,39.831209.2f,43.551408.2f,48.841727.2f,42.858397.2f,25.600982.2f
96.835346.2f,33.664949.2f,118.836868.2f,101.969063.2f,44.063655.2f,46.716948.2f,121.569181.2f,75.145828.2f,47.660676.2f,63.914026.2f,78.120655.2f,73.275902.2f,73.633983.2f,75.145334.2f,102.812144.2f,66.779978.2f,102.971837.2f,117.166425.2f,79.435656.2f,96.582226.2f,48.918272.2f,30.348439.2f,80.654024.2f,88.582416.2f,97.268845.2f,3.061140.2f,54.763379.2f,28.845457.2f,19.542281.2f,84.659709.2f,11.249731.2f,108.183859.2f,85.590347.2f,84.473596.2f,48.542995.2f,73.071720.2f,65.775135.2f,19.609881.2f,92.081278.2f,32.330177.2f
60.044889.2f,52.994536.2f,69.770343.2f,47.306583.2f,59.412845.2f,21.919334.2f,74.459890.2f,24.180811.2f,42.070813.2f,40.079289.2f,83.706630.2f,78.996381.2f,77.368305.2f,23.548126.2f,63.297918.2f,13.246817.2f,49.425366.2f,70.939249.2f,34.890405.2f,49.902802.2f,49.679831.2f,46.509690.2f,80.623691.2f,51.750573.2f,46.118786.2f,53.635014.2f,8.485019.2f,34.794845.2f,54.039535.2f,35.598199.2f,46.236429.2f,59.090837.2f,34.508935.2f,33.589462.2f,15.780235.2f,20.854792.2f,22.139275.2f,41.115177.2f,62.788935.2f,30.075542.2f
21.026504.2f,75.343174.2f,23.105496.2f,22.852348.2f,74.541407.2f,70.505141.2f,26.316243.2f,56.247318.2f,55.871468.2f,38.440781.2f,78.602791.2f,75.940935.2f,73.296824.2f,55.063918.2f,19.323118.2f,50.696292.2f,18.645534.2f,22.426602.2f,68.759098.2f,74.522531.2f,61.074378.2f,72.223652.2f,71.758656.2f,18.880292.2f,9.924403.2f,92.689230.2f,44.554789.2f,81.675326.2f,99.520539.2f,13.067128.2f,84.499801.2f,12.688630.2f,15.239606.2f,15.809357.2f,64.381732.2f,53.491597.2f,63.611672.2f,85.827936.2f,32.129889.2f,63.445898.2f
53.810198.2f,87.510564.2f,42.018329.2f,13.056757.2f,90.651831.2f,57.938682.2f,48.881381.2f,32.471895.2f,70.891390.2f,58.319686.2f,104.376503.2f,100.754751.2f,98.393569.2f,31.496633.2f,52.221181.2f,33.520858.2f,18.092731.2f,47.598846.2f,42.243600.2f,43.314154.2f,78.001501.2f,82.200640.2f,98.672081.2f,49.627145.2f,23.502785.2f,94.090411.2f,42.831345.2f,74.501465.2f,94.043153.2f,27.102595.2f,86.444227.2f,34.460262.2f,22.894098.2f,23.530804.2f,52.814049.2f,31.417633.2f,43.279885.2f,81.579520.2f,63.724199.2f,67.936189.2f
85.108443.2f,79.466756.2f,85.309690.2f,57.224736.2f,87.412198.2f,25.306167.2f,91.492049.2f,13.068621.2f,71.570080.2f,69.993000.2f,113.702613.2f,108.922790.2f,107.377851.2f,14.192060.2f,86.744465.2f,19.610920.2f,61.448771.2f,89.099982.2f,7.521473.2f,24.596652.2f,79.027972.2f,72.516669.2f,110.773254.2f,77.649250.2f,62.579808.2f,69.943252.2f,38.635317.2f,43.510866.2f,61.162216.2f,56.663357.2f,64.675766.2f,75.886597.2f,53.685155.2f,53.245268.2f,24.983806.2f,15.404979.2f,8.176299.2f,52.678159.2f,90.237575.2f,55.642083.2f
63.737273.2f,69.767090.2f,65.006255.2f,38.261682.2f,75.722089.2f,29.811832.2f,70.848703.2f,9.916473.2f,57.519118.2f,51.902531.2f,97.731824.2f,93.258331.2f,91.396890.2f,8.832788.2f,65.245067.2f,5.410247.2f,41.823356.2f,68.175513.2f,22.838784.2f,34.845116.2f,65.182228.2f,63.367446.2f,93.829951.2f,56.479757.2f,41.697898.2f,69.233767.2f,23.515394.2f,47.099104.2f,66.635801.2f,35.160512.2f,62.243283.2f,55.137163.2f,32.246040.2f,31.771297.2f,25.031035.2f,6.473529.2f,16.457112.2f,54.873577.2f,69.452961.2f,46.983216.2f
74.126058.2f,15.580230.2f,97.721206.2f,83.717801.2f,26.168283.2f,42.510433.2f,99.924699.2f,65.342038.2f,24.745432.2f,41.030054.2f,59.855646.2f,54.771873.2f,54.551615.2f,64.994385.2f,80.270843.2f,55.180571.2f,83.970848.2f,95.400879.2f,73.015147.2f,89.795947.2f,26.949942.2f,9.305514.2f,60.922682.2f,66.018478.2f,77.345081.2f,20.143566.2f,38.085734.2f,31.388664.2f,36.138179.2f,64.543394.2f,13.074174.2f,87.281665.2f,66.112646.2f,64.979320.2f,41.277869.2f,62.490625.2f,58.607599.2f,26.083307.2f,69.077989.2f,12.864641.2f
14.425816.2f,66.418156.2f,31.399464.2f,32.197113.2f,64.868652.2f,68.641689.2f,32.802515.2f,58.905338.2f,46.778899.2f,28.862808.2f,68.121132.2f,65.427920.2f,62.786820.2f,57.730035.2f,16.438856.2f,51.650906.2f,28.554005.2f,28.242053.2f,71.806833.2f,79.643233.2f,51.459647.2f,63.852577.2f,61.348522.2f,9.088045.2f,19.426334.2f,85.984257.2f,41.226941.2f,77.685634.2f,94.560138.2f,14.921606.2f,77.836010.2f,22.099495.2f,18.899388.2f,18.826346.2f,62.521763.2f,55.776138.2f,64.659217.2f,80.846198.2f,23.129369.2f,56.784548.2f
73.883782.2f,40.115889.2f,89.465886.2f,69.090873.2f,49.335665.2f,16.832647.2f,93.377343.2f,41.157129.2f,37.966421.2f,45.581389.2f,79.958023.2f,74.879328.2f,73.950762.2f,41.022274.2f,78.547203.2f,32.205475.2f,70.795402.2f,89.422829.2f,47.488463.2f,64.487913.2f,44.181886.2f,33.083289.2f,78.996681.2f,65.217986.2f,66.410060.2f,31.997597.2f,22.718014.2f,14.948309.2f,32.672599.2f,54.615146.2f,25.249034.2f,78.655973.2f,54.533653.2f,53.489449.2f,15.537909.2f,38.782681.2f,33.138812.2f,19.237398.2f,73.178648.2f,17.277931.2f
38.841725.2f,38.068759.2f,70.872332.2f,72.296804.2f,30.793109.2f,75.130705.2f,69.725171.2f,81.798161.2f,24.146996.2f,20.348542.2f,27.140982.2f,23.824637.2f,21.302434.2f,80.847843.2f,45.841050.2f,71.251265.2f,69.535231.2f,64.984978.2f,93.942868.2f,106.986550.2f,21.497399.2f,40.050002.2f,21.822598.2f,34.598503.2f,60.441547.2f,67.789828.2f,51.187095.2f,73.856865.2f,83.807121.2f,50.734983.2f,61.173546.2f,63.248462.2f,54.687065.2f,53.896012.2f,70.385522.2f,78.202620.2f,81.811201.2f,72.000665.2f,28.143327.2f,45.581387.2f
58.754869.2f,16.532456.2f,88.729564.2f,83.897265.2f,8.174967.2f,66.519747.2f,88.780815.2f,81.287144.2f,15.377211.2f,29.242441.2f,30.198091.2f,25.078890.2f,24.645489.2f,80.569645.2f,65.720745.2f,70.285982.2f,82.305405.2f,83.999472.2f,91.840559.2f,107.066101.2f,7.765138.2f,20.741106.2f,30.995480.2f,52.627977.2f,73.809034.2f,47.860790.2f,49.437560.2f,60.025183.2f,65.898111.2f,62.005790.2f,42.453399.2f,79.753114.2f,65.191401.2f,64.174216.2f,63.192396.2f,77.846601.2f,78.111781.2f,55.883783.2f,49.681048.2f,32.947986.2f
50.450135.2f,42.754330.2f,83.205615.2f,87.259048.2f,32.781316.2f,88.263025.2f,81.119360.2f,96.987303.2f,35.172940.2f,35.826634.2f,12.167527.2f,10.514980.2f,7.780804.2f,96.065791.2f,57.146408.2f,86.307819.2f,84.230306.2f,76.521928.2f,108.930312.2f,122.337760.2f,29.624407.2f,46.919905.2f,6.319484.2f,47.951932.2f,75.078676.2f,74.180468.2f,65.877081.2f,84.708971.2f,92.074188.2f,65.981441.2f,68.693359.2f,76.565105.2f,70.010670.2f,69.257975.2f,83.940190.2f,93.396209.2f,96.410980.2f,81.501844.2f,38.309339.2f,56.547483.2f
25.768597.2f,54.167657.2f,58.546024.2f,65.800183.2f,47.408311.2f,83.474779.2f,56.239511.2f,84.436792.2f,37.916707.2f,25.981297.2f,36.733866.2f,35.333396.2f,32.571061.2f,83.365112.2f,32.314150.2f,74.776186.2f,62.128542.2f,51.667288.2f,97.214833.2f,108.277939.2f,37.185923.2f,55.348590.2f,29.129586.2f,24.770429.2f,53.034902.2f,82.701905.2f,56.874838.2f,85.335679.2f,97.366919.2f,46.206697.2f,75.595495.2f,52.572364.2f,50.454082.2f,49.948577.2f,78.077212.2f,80.907522.2f,86.671764.2f,84.803241.2f,13.428082.2f,57.866047.2f
49.717900.2f,78.547370.2f,43.902181.2f,16.364009.2f,81.858486.2f,50.819904.2f,50.201005.2f,28.348449.2f,62.140850.2f,50.261169.2f,96.712068.2f,92.926055.2f,90.635097.2f,27.229783.2f,49.251711.2f,26.802279.2f,20.114793.2f,48.096089.2f,39.860368.2f,44.511367.2f,69.340627.2f,73.204334.2f,91.303004.2f,44.404106.2f,21.898825.2f,85.404727.2f,33.930795.2f,66.639079.2f,86.102544.2f,21.082363.2f,77.685090.2f,34.767705.2f,16.883176.2f,17.181039.2f,45.375411.2f,26.435982.2f,38.029424.2f,73.379283.2f,58.487865.2f,58.974762.2f
32.906438.2f,42.230400.2f,55.893955.2f,47.611225.2f,42.378486.2f,51.795864.2f,57.672903.2f,53.268627.2f,22.981939.2f,8.685440.2f,55.432113.2f,51.399078.2f,49.224258.2f,52.269931.2f,38.452027.2f,43.063821.2f,46.171798.2f,53.104902.2f,65.735764.2f,78.163117.2f,29.037203.2f,39.130954.2f,50.743046.2f,24.361913.2f,37.974866.2f,61.461532.2f,24.635426.2f,56.480003.2f,71.636981.2f,25.785528.2f,53.381757.2f,45.828117.2f,28.903120.2f,27.891451.2f,46.165112.2f,49.680790.2f,54.547600.2f,58.106830.2f,31.597094.2f,32.547246.2f
72.219492.2f,66.267961.2f,76.391474.2f,50.138614.2f,73.617577.2f,18.581460.2f,81.998971.2f,11.836888.2f,57.123157.2f,55.304958.2f,99.058823.2f,94.312438.2f,92.726426.2f,11.859850.2f,74.509565.2f,7.179781.2f,53.566618.2f,79.091068.2f,19.827730.2f,35.898662.2f,64.654326.2f,59.456258.2f,96.044309.2f,64.388624.2f,52.816910.2f,60.897106.2f,23.892059.2f,36.770178.2f,56.064611.2f,44.898624.2f,54.590684.2f,66.275748.2f,42.545312.2f,41.905603.2f,14.866876.2f,10.052858.2f,6.877539.2f,45.177398.2f,76.452380.2f,42.541690.2f
58.348633.2f,37.746087.2f,90.941919.2f,93.103299.2f,27.094182.2f,87.686805.2f,89.204546.2f,99.118575.2f,34.462799.2f,39.519195.2f,8.154986.2f,3.298863.2f,2.485673.2f,98.267445.2f,65.181883.2f,88.236591.2f,90.401748.2f,84.548215.2f,110.587195.2f,124.764050.2f,27.658280.2f,42.876978.2f,9.959977.2f,55.086824.2f,81.313697.2f,69.141738.2f,67.413572.2f,82.255322.2f,87.839793.2f,71.412692.2f,64.365544.2f,83.802624.2f,75.280417.2f,74.445607.2f,83.844133.2f,95.558877.2f,97.499543.2f,78.159625.2f,46.518544.2f,54.728549.2f
