64.722755.2f,37.912653.2f,65.215099.2f,35.526547.2f,43.250358.2f,62.812253.2f,61.246560.2f,23.428981.2f,34.700607.2f,42.574526.2f,42.796630.2f,58.793581.2f,70.572631.2f,61.427886.2f,63.005326.2f,40.135315.2f,5.536855.2f,36.500234.2f,47.443782.2f,62.135543.2f,8.310072.2f,65.439136.2f,28.366235.2f,74.326612.2f,40.755389.2f,33.423091.2f,52.185820.2f,35.307135.2f,55.348219.2f,13.274251.2f
98.178989.2f,73.017090.2f,100.459221.2f,24.077786.2f,14.048495.2f,72.458009.2f,82.986825.2f,29.533873.2f,69.855201.2f,56.473396.2f,68.065262.2f,91.103464.2f,82.455803.2f,81.620985.2f,83.511022.2f,54.125334.2f,35.335258.2f,55.017259.2f,77.559733.2f,97.013684.2f,40.958634.2f,98.701481.2f,47.208066.2f,106.376305.2f,27.996894.2f,68.676632.2f,87.534550.2f,68.780173.2f,85.092299.2f,48.503099.2f
39.171871.2f,48.308515.2f,57.187733.2f,68.163467.2f,85.231118.2f,33.053774.2f,6.209761.2f,87.251726.2f,49.116980.2f,33.374215.2f,92.208408.2f,86.382744.2f,29.166226.2f,112.111956.2f,113.006912.2f,35.075171.2f,68.874337.2f,94.547066.2f,86.307777.2f,73.459574.2f,67.383735.2f,38.213890.2f,40.324530.2f,35.732151.2f,68.555206.2f,50.555523.2f,61.217271.2f,38.904534.2f,19.871353.2f,55.955754.2f
34.913860.2f,34.923378.2f,49.721110.2f,57.484779.2f,74.034523.2f,34.992386.2f,15.014578.2f,72.071680.2f,35.157112.2f,25.780344.2f,77.154504.2f,73.679875.2f,35.695230.2f,97.183907.2f,98.151809.2f,26.490436.2f,53.542180.2f,79.027528.2f,72.113903.2f,62.882158.2f,51.873574.2f,34.475382.2f,27.695976.2f,36.790682.2f,58.895303.2f,36.403746.2f,49.999593.2f,24.623340.2f,14.292353.2f,40.393796.2f
52.882325.2f,49.423482.2f,67.438255.2f,47.029373.2f,64.205534.2f,17.669688.2f,16.165429.2f,72.709852.2f,48.779164.2f,11.816736.2f,86.323412.2f,87.817638.2f,21.498629.2f,106.467571.2f,107.675060.2f,13.903158.2f,55.798776.2f,85.075093.2f,83.874352.2f,79.131931.2f,55.951792.2f,52.393139.2f,22.657158.2f,53.653308.2f,46.959234.2f,49.601133.2f,66.053086.2f,38.542473.2f,32.013238.2f,46.534153.2f
62.046314.2f,33.242149.2f,54.410880.2f,62.511743.2f,67.927450.2f,84.939102.2f,76.017749.2f,31.130284.2f,30.694726.2f,64.960870.2f,16.874406.2f,34.051315.2f,91.029589.2f,36.910092.2f,38.183094.2f,62.843585.2f,23.702447.2f,19.526112.2f,20.738485.2f,43.338036.2f,18.890919.2f,63.221824.2f,51.054737.2f,74.068661.2f,67.830905.2f,28.887842.2f,38.112351.2f,38.701849.2f,61.763267.2f,23.314643.2f
65.171087.2f,43.818449.2f,49.813014.2f,91.386636.2f,96.952173.2f,107.883158.2f,93.328449.2f,57.793846.2f,43.268216.2f,89.024129.2f,20.077585.2f,11.324962.2f,112.268753.2f,27.496365.2f,27.189098.2f,87.259048.2f,52.783896.2f,35.724384.2f,8.428260.2f,30.248759.2f,47.752126.2f,66.601959.2f,76.210259.2f,77.702558.2f,96.619956.2f,42.046552.2f,35.059535.2f,53.806204.2f,73.718597.2f,48.798240.2f
51.870930.2f,22.771962.2f,46.025394.2f,59.795103.2f,67.833073.2f,76.453184.2f,65.816359.2f,36.615286.2f,20.063822.2f,56.926053.2f,26.270700.2f,34.232407.2f,81.908142.2f,46.404532.2f,47.484627.2f,54.997506.2f,23.420779.2f,30.137412.2f,24.726182.2f,38.424517.2f,17.794754.2f,52.992139.2f,43.617558.2f,63.679343.2f,64.795731.2f,18.251026.2f,30.546794.2f,27.945276.2f,50.984071.2f,15.958681.2f
41.730936.2f,33.271663.2f,23.274817.2f,97.170294.2f,107.102592.2f,99.547249.2f,79.195311.2f,75.139365.2f,34.995079.2f,83.749283.2f,45.242455.2f,17.929687.2f,101.369844.2f,56.596188.2f,56.253787.2f,82.690345.2f,63.238750.2f,59.241851.2f,30.778331.2f,2.817615.2f,57.615206.2f,43.166508.2f,73.989659.2f,53.346856.2f,101.649378.2f,35.002556.2f,15.826003.2f,43.854266.2f,56.437937.2f,52.129025.2f
51.728709.2f,57.030974.2f,69.169461.2f,62.651924.2f,79.815038.2f,21.098701.2f,7.997929.2f,88.178783.2f,57.244431.2f,27.635401.2f,98.341323.2f,95.758123.2f,16.241919.2f,118.481766.2f,119.538011.2f,29.914450.2f,70.682378.2f,98.755448.2f,94.049484.2f,84.257739.2f,70.208601.2f,50.843863.2f,38.526400.2f,48.644449.2f,62.073910.2f,58.449855.2f,71.602265.2f,46.690031.2f,31.509495.2f,59.779704.2f
83.070118.2f,54.313672.2f,79.769390.2f,45.270206.2f,44.529872.2f,82.843933.2f,83.134555.2f,2.746032.2f,51.128057.2f,63.004605.2f,36.702521.2f,61.996053.2f,91.273942.2f,50.377945.2f,52.235891.2f,60.479081.2f,16.957236.2f,23.550754.2f,47.468449.2f,71.371709.2f,19.953144.2f,83.979181.2f,49.242964.2f,93.732034.2f,50.756641.2f,49.481668.2f,64.471616.2f,54.719908.2f,76.300790.2f,31.946440.2f
63.987395.2f,36.641449.2f,53.615002.2f,71.816610.2f,76.760720.2f,93.244858.2f,82.680418.2f,38.048628.2f,34.683807.2f,73.479121.2f,9.556795.2f,26.765983.2f,98.905377.2f,29.454277.2f,30.474242.2f,71.443507.2f,32.934032.2f,19.729020.2f,12.117479.2f,39.361539.2f,28.232765.2f,65.273024.2f,59.788370.2f,76.407174.2f,77.153186.2f,32.979299.2f,36.995074.2f,44.008552.2f,66.577407.2f,31.860035.2f
45.433937.2f,53.024061.2f,63.285920.2f,66.142471.2f,83.312400.2f,27.566683.2f,3.980280.2f,88.447185.2f,53.563283.2f,30.941387.2f,95.862581.2f,91.470786.2f,22.964050.2f,115.902784.2f,116.871711.2f,32.951492.2f,70.430165.2f,97.315324.2f,90.679883.2f,79.125207.2f,69.419517.2f,44.491905.2f,39.915175.2f,41.916399.2f,66.050545.2f,54.900739.2f,66.697872.2f,43.132250.2f,25.756252.2f,58.411950.2f
42.440179.2f,22.690410.2f,48.344803.2f,45.206140.2f,59.184274.2f,47.936905.2f,38.293599.2f,48.376134.2f,20.646107.2f,29.269932.2f,54.888031.2f,58.035152.2f,53.056603.2f,75.056921.2f,76.216953.2f,27.757049.2f,29.634027.2f,55.090923.2f,52.559901.2f,53.158088.2f,27.596769.2f,42.868662.2f,18.371225.2f,50.482375.2f,48.653914.2f,20.724691.2f,40.493603.2f,14.056847.2f,30.303015.2f,16.175782.2f
103.722579.2f,79.073006.2f,106.546900.2f,25.174239.2f,10.777574.2f,74.138800.2f,86.515426.2f,35.604352.2f,75.936118.2f,59.393178.2f,74.376208.2f,97.622142.2f,84.303374.2f,87.492892.2f,89.395117.2f,57.158662.2f,41.796191.2f,61.058248.2f,84.042062.2f,103.448219.2f,47.422739.2f,104.198257.2f,51.293796.2f,111.577832.2f,28.014642.2f,74.801915.2f,93.840957.2f,74.455730.2f,89.964567.2f,54.665383.2f
72.245932.2f,63.372812.2f,85.102101.2f,33.206795.2f,49.663858.2f,15.772048.2f,35.695338.2f,69.748282.2f,61.880745.2f,12.999287.2f,92.218975.2f,99.626319.2f,26.014690.2f,111.755555.2f,113.213695.2f,13.975122.2f,56.328275.2f,87.460984.2f,92.898864.2f,94.031608.2f,58.465932.2f,71.901800.2f,24.619977.2f,73.953995.2f,31.168951.2f,62.207485.2f,81.024271.2f,52.904980.2f,51.821068.2f,52.516498.2f
41.933219.2f,49.991137.2f,59.783639.2f,66.612502.2f,83.735452.2f,30.249922.2f,3.782466.2f,87.140819.2f,50.644955.2f,31.590461.2f,93.327547.2f,88.301425.2f,26.264923.2f,113.309642.2f,114.244274.2f,33.420517.2f,68.921261.2f,95.208936.2f,87.814381.2f,75.738916.2f,67.662783.2f,40.999117.2f,39.412458.2f,38.638195.2f,66.808542.2f,52.027484.2f,63.372866.2f,40.295915.2f,22.288038.2f,56.431257.2f
62.528048.2f,63.335458.2f,78.911685.2f,54.837369.2f,71.700448.2f,8.596926.2f,19.193095.2f,85.874811.2f,62.948371.2f,22.268862.2f,101.052205.2f,101.998283.2f,6.760406.2f,121.189137.2f,122.405269.2f,24.817456.2f,69.693888.2f,99.495735.2f,98.516213.2f,92.300644.2f,70.232471.2f,61.780432.2f,35.890799.2f,60.628354.2f,53.364867.2f,63.880080.2f,79.328707.2f,52.522446.2f,41.659790.2f,61.176417.2f
56.943426.2f,30.239395.2f,57.638245.2f,40.089924.2f,49.733511.2f,60.570117.2f,55.979241.2f,30.064526.2f,27.051814.2f,40.329066.2f,41.973821.2f,54.090837.2f,67.520823.2f,61.564667.2f,62.990174.2f,38.069497.2f,11.288120.2f,38.578465.2f,44.197353.2f,55.648454.2f,9.505178.2f,57.673881.2f,26.132400.2f,66.681302.2f,44.962121.2f,25.849616.2f,45.114048.2f,27.585352.2f,48.216642.2f,5.697131.2f
85.678855.2f,61.504383.2f,71.203276.2f,95.499652.2f,97.285481.2f,120.498091.2f,109.480051.2f,54.838630.2f,60.177116.2f,100.633767.2f,18.967650.2f,32.664280.2f,126.193837.2f,6.622324.2f,5.753587.2f,98.545049.2f,57.089228.2f,29.362184.2f,23.649936.2f,51.816052.2f,53.441082.2f,87.081572.2f,86.777543.2f,98.284180.2f,100.998879.2f,58.641578.2f,55.863712.2f,70.216942.2f,91.912242.2f,58.959666.2f
107.627733.2f,83.261105.2f,110.743559.2f,27.013973.2f,10.704752.2f,75.795928.2f,89.272701.2f,39.684108.2f,80.137854.2f,61.872161.2f,78.573600.2f,101.990557.2f,86.031957.2f,91.382201.2f,93.291473.2f,59.715606.2f,46.169940.2f,65.080457.2f,88.370515.2f,107.809741.2f,51.796926.2f,108.077203.2f,54.479373.2f,115.286322.2f,29.105670.2f,79.025851.2f,98.147480.2f,78.450721.2f,93.502748.2f,58.915788.2f
53.315658.2f,31.945246.2f,58.620925.2f,34.786222.2f,48.327861.2f,46.896423.2f,43.582589.2f,40.930775.2f,29.363587.2f,26.718190.2f,55.177007.2f,63.589454.2f,53.817421.2f,75.008527.2f,76.378174.2f,24.537824.2f,23.032134.2f,52.278424.2f,55.717529.2f,61.403666.2f,23.001225.2f,53.728493.2f,12.747591.2f,61.086960.2f,38.601976.2f,28.940323.2f,49.299183.2f,24.670043.2f,40.102544.2f,15.205331.2f
66.008108.2f,45.293343.2f,50.255346.2f,93.453060.2f,99.001850.2f,109.695420.2f,94.874126.2f,59.730622.2f,44.844082.2f,90.907386.2f,21.740977.2f,11.071785.2f,113.990792.2f,27.745356.2f,27.295803.2f,89.159613.2f,54.850596.2f,37.396771.2f,10.495696.2f,30.324220.2f,49.819827.2f,67.445555.2f,78.153423.2f,78.497523.2f,98.684520.2f,43.663488.2f,35.875644.2f,55.398577.2f,75.036574.2f,50.796779.2f
32.820266.2f,44.308219.2f,51.128513.2f,71.290058.2f,88.164894.2f,39.187551.2f,12.232399.2f,87.056290.2f,45.465404.2f,37.313922.2f,89.249871.2f,81.688955.2f,35.670557.2f,108.932767.2f,109.739177.2f,38.718302.2f,68.418940.2f,92.596729.2f,82.511732.2f,68.023349.2f,66.417060.2f,31.820980.2f,42.297897.2f,29.272475.2f,72.120853.2f,47.019450.2f,56.077850.2f,35.698361.2f,14.519438.2f,54.638301.2f
90.199213.2f,62.016672.2f,88.201807.2f,40.600160.2f,36.829865.2f,82.650997.2f,86.043300.2f,7.119465.2f,58.783615.2f,63.565591.2f,46.135284.2f,71.728977.2f,91.689863.2f,58.530688.2f,60.430822.2f,61.017147.2f,22.672643.2f,32.170640.2f,57.200792.2f,80.731239.2f,27.096970.2f,91.018566.2f,50.670288.2f,100.323085.2f,45.858767.2f,57.230902.2f,73.314422.2f,61.172455.2f,81.668500.2f,38.368517.2f
76.219822.2f,52.577028.2f,61.717958.2f,91.491861.2f,94.881451.2f,113.358137.2f,101.141721.2f,53.453561.2f,51.437255.2f,93.781281.2f,14.585918.2f,23.611895.2f,118.614926.2f,15.171582.2f,14.941054.2f,91.798555.2f,52.593404.2f,28.849286.2f,14.414988.2f,42.532111.2f,48.325242.2f,77.627087.2f,80.225965.2f,88.820058.2f,96.914905.2f,49.972653.2f,46.360627.2f,61.670761.2f,82.953566.2f,52.287855.2f
83.939164.2f,58.078665.2f,70.923919.2f,87.571340.2f,88.981852.2f,114.297527.2f,104.684276.2f,46.466699.2f,56.382639.2f,94.243919.2f,12.658264.2f,34.560324.2f,120.405858.2f,7.523422.2f,8.845988.2f,92.076549.2f,49.492765.2f,20.983263.2f,22.248290.2f,52.808701.2f,46.180530.2f,85.299149.2f,80.204767.2f,96.528431.2f,93.086113.2f,54.735134.2f,54.868644.2f,65.969209.2f,88.320532.2f,52.679977.2f
54.147447.2f,62.684759.2f,72.440921.2f,69.776224.2f,86.897256.2f,25.368385.2f,13.124132.2f,95.792190.2f,63.167086.2f,35.008068.2f,105.089073.2f,101.160908.2f,17.621406.2f,125.182410.2f,126.188795.2f,37.350818.2f,78.211135.2f,105.974626.2f,100.230065.2f,88.699476.2f,77.613886.2f,53.111552.2f,46.173882.2f,49.302348.2f,68.941389.2f,64.475138.2f,76.339873.2f,52.694290.2f,35.170257.2f,66.990929.2f
80.179964.2f,55.564308.2f,83.050158.2f,19.450539.2f,24.206218.2f,60.364344.2f,66.909754.2f,25.425243.2f,52.465059.2f,42.084830.2f,58.282535.2f,77.435270.2f,69.736364.2f,74.867814.2f,76.631877.2f,39.573947.2f,20.885415.2f,48.150052.2f,65.224337.2f,81.134119.2f,26.228751.2f,80.691474.2f,30.735050.2f,88.384885.2f,24.980613.2f,51.403520.2f,70.864226.2f,50.833189.2f,67.287608.2f,31.434500.2f
30.008913.2f,40.082298.2f,47.804313.2f,69.349201.2f,86.051475.2f,40.295345.2f,13.920089.2f,83.437306.2f,41.225985.2f,36.194994.2f,85.027768.2f,77.587393.2f,37.787949.2f,104.697429.2f,105.501293.2f,37.360752.2f,64.741473.2f,88.503099.2f,78.280824.2f,64.199854.2f,62.583053.2f,29.124867.2f,39.835673.2f,27.972340.2f,70.475408.2f,42.780145.2f,52.109335.2f,31.478716.2f,10.575243.2f,50.729258.2f
79.429979.2f,56.666143.2f,83.990434.2f,12.975915.2f,22.310972.2f,53.838914.2f,62.313934.2f,32.668865.2f,53.719623.2f,36.337384.2f,64.219279.2f,81.652613.2f,63.433289.2f,81.396093.2f,83.126466.2f,33.896259.2f,26.005639.2f,54.855508.2f,70.189149.2f,83.846574.2f,30.865334.2f,79.816818.2f,26.481226.2f,86.783831.2f,18.449251.2f,52.866844.2f,72.892603.2f,50.649571.2f,64.977222.2f,33.688427.2f
84.414254.2f,56.841716.2f,83.603752.2f,34.697452.2f,33.648101.2f,75.300464.2f,78.683188.2f,9.763007.2f,53.597078.2f,56.125950.2f,46.899425.2f,70.329205.2f,84.276567.2f,61.354122.2f,63.202398.2f,53.577119.2f,17.117521.2f,34.481468.2f,56.470001.2f,77.669255.2f,22.248804.2f,85.168579.2f,43.218696.2f,94.162110.2f,40.120003.2f,52.143030.2f,69.337253.2f,55.100690.2f,74.960820.2f,32.576520.2f
73.130951.2f,62.041460.2f,84.956010.2f,27.803906.2f,44.395497.2f,21.163325.2f,39.068175.2f,64.772239.2f,60.310227.2f,13.259794.2f,88.534100.2f,97.314580.2f,31.349544.2f,107.858064.2f,109.359322.2f,13.214245.2f,51.970649.2f,83.152409.2f,89.903853.2f,92.720364.2f,54.431737.2f,72.892234.2f,21.847784.2f,75.729993.2f,25.981356.2f,60.484461.2f,79.832832.2f,51.895174.2f,53.212346.2f,49.295384.2f
45.311632.2f,32.909195.2f,27.710690.2f,94.643632.2f,103.871170.2f,99.831537.2f,80.646771.2f,70.588735.2f,34.145043.2f,83.262844.2f,39.623439.2f,12.373226.2f,102.226564.2f,50.904546.2f,50.594276.2f,82.046602.2f,59.577224.2f,53.844230.2f,25.104185.2f,6.985802.2f,53.954314.2f,46.762389.2f,72.771373.2f,57.315617.2f,99.288487.2f,33.855960.2f,16.899377.2f,43.753235.2f,58.442399.2f,49.458046.2f
24.996473.2f,19.814771.2f,10.530182.2f,86.408977.2f,98.357884.2f,83.051225.2f,61.692192.2f,72.429053.2f,22.570368.2f,68.522701.2f,51.213811.2f,31.340401.2f,84.253945.2f,66.861897.2f,66.968092.2f,67.758495.2f,57.209017.2f,62.316445.2f,38.693180.2f,14.937456.2f,51.883837.2f,26.448777.2f,60.364234.2f,37.295097.2f,90.359025.2f,23.387783.2f,6.145623.2f,28.879185.2f,38.742673.2f,43.303652.2f
84.662783.2f,55.888834.2f,75.937245.2f,68.597629.2f,68.313930.2f,101.137183.2f,96.108187.2f,25.558659.2f,53.284414.2f,80.845790.2f,17.829374.2f,47.390600.2f,108.460688.2f,26.617004.2f,28.507312.2f,78.461774.2f,33.079539.2f,3.144024.2f,32.101023.2f,61.928224.2f,31.670761.2f,85.852357.2f,66.557118.2f,96.723745.2f,74.125096.2f,51.472775.2f,59.348273.2f,60.709746.2f,83.809741.2f,41.667502.2f
56.170737.2f,27.300293.2f,53.269966.2f,49.955073.2f,57.885545.2f,70.277952.2f,62.918924.2f,29.503150.2f,24.117578.2f,50.223161.2f,31.626287.2f,44.115717.2f,76.637892.2f,51.518438.2f,52.856673.2f,48.081691.2f,13.835268.2f,30.461039.2f,33.527010.2f,47.892715.2f,8.297096.2f,57.123536.2f,36.273433.2f,67.154157.2f,55.031770.2f,22.468945.2f,38.874994.2f,28.732863.2f,51.445662.2f,8.763253.2f
14.259645.2f,29.467884.2f,31.839529.2f,75.943482.2f,91.620351.2f,54.980728.2f,29.721215.2f,81.128875.2f,31.594531.2f,46.709305.2f,75.587640.2f,64.046879.2f,53.521515.2f,94.429270.2f,95.012454.2f,47.154189.2f,62.496419.2f,81.549986.2f,66.868175.2f,49.170010.2f,59.100355.2f,13.583934.2f,45.694595.2f,16.737290.2f,78.103257.2f,33.374814.2f,37.828269.2f,24.480123.2f,6.899985.2f,47.064706.2f
17.084198.2f,35.606680.2f,36.002199.2f,78.976142.2f,95.054828.2f,53.990680.2f,27.598956.2f,86.514271.2f,37.703506.2f,48.015361.2f,81.727889.2f,69.796245.2f,51.409152.2f,100.558434.2f,101.133221.2f,48.770301.2f,67.801383.2f,87.571988.2f,72.950665.2f,54.360657.2f,64.614076.2f,15.990705.2f,48.734116.2f,14.631445.2f,80.777823.2f,39.477092.2f,43.453756.2f,30.242813.2f,8.989409.2f,52.538631.2f
41.569107.2f,26.979696.2f,25.394140.2f,88.933456.2f,98.502543.2f,93.951721.2f,75.180429.2f,66.394489.2f,28.149083.2f,77.271898.2f,37.991091.2f,14.743153.2f,96.502794.2f,51.409941.2f,51.324589.2f,76.045467.2f,54.484926.2f,51.286664.2f,24.026033.2f,7.854412.2f,48.858728.2f,43.019707.2f,66.773003.2f,53.894401.2f,93.520780.2f,27.848433.2f,11.900918.2f,37.846128.2f,53.328341.2f,43.776047.2f
