78.389125.2f,127.072776.2f,47.426246.2f,66.468894.2f,41.822454.2f,56.662159.2f,86.934253.2f,1.820967.2f,89.833323.2f,96.370062.2f,27.850885.2f,102.807734.2f,99.024378.2f,75.343712.2f,24.240884.2f,35.483113.2f,70.116865.2f,81.170082.2f,83.687278.2f,97.444591.2f,38.518515.2f,47.208617.2f,9.807436.2f,94.106128.2f,19.641762.2f,112.623009.2f,79.283745.2f,81.086539.2f,85.965844.2f,79.693847.2f,73.006508.2f,90.795415.2f,70.078876.2f,38.728170.2f,42.247673.2f,35.262533.2f,83.900149.2f,90.693057.2f,101.231456.2f,63.703249.2f,99.154786.2f,11.150463.2f,59.661236.2f,101.191464.2f,72.213988.2f,15.399851.2f,62.214802.2f,79.092364.2f,90.557015.2f,62.490020.2f
49.146925.2f,81.340935.2f,42.456708.2f,27.896241.2f,7.839716.2f,28.458688.2f,44.435982.2f,46.557924.2f,50.847797.2f,56.428931.2f,44.510784.2f,70.549004.2f,57.571754.2f,65.291912.2f,40.194295.2f,33.228827.2f,32.577057.2f,35.755841.2f,54.386754.2f,49.122727.2f,40.381667.2f,4.538163.2f,48.403789.2f,50.571629.2f,30.791367.2f,65.591524.2f,32.970104.2f,41.001108.2f,52.716369.2f,68.022149.2f,37.134511.2f,48.338514.2f,44.777199.2f,22.610023.2f,23.742844.2f,16.966797.2f,43.177315.2f,42.781879.2f,53.863580.2f,23.844657.2f,52.854691.2f,39.449262.2f,47.344555.2f,56.624874.2f,23.965768.2f,41.029697.2f,35.889429.2f,49.844244.2f,78.149050.2f,36.133541.2f
83.578629.2f,77.989588.2f,89.891914.2f,62.224845.2f,51.045125.2f,34.329827.2f,5.098960.2f,87.831469.2f,5.313305.2f,75.099456.2f,92.688386.2f,96.135362.2f,72.950086.2f,108.107609.2f,88.011971.2f,81.746922.2f,65.440738.2f,52.524903.2f,87.210615.2f,35.045639.2f,88.805977.2f,52.581819.2f,92.937754.2f,64.111710.2f,76.488847.2f,60.830809.2f,48.915840.2f,8.541464.2f,17.066928.2f,109.743967.2f,17.849799.2f,3.788450.2f,83.576816.2f,51.139371.2f,47.960742.2f,54.826261.2f,66.005887.2f,26.846753.2f,51.856071.2f,26.309486.2f,56.660768.2f,83.760557.2f,92.063780.2f,64.792463.2f,33.234867.2f,87.076560.2f,32.018892.2f,84.055681.2f,118.191292.2f,77.033344.2f
13.155010.2f,70.749979.2f,23.507029.2f,17.460556.2f,44.372566.2f,67.572288.2f,74.332404.2f,64.011454.2f,83.192228.2f,35.074338.2f,42.829090.2f,37.576268.2f,39.051159.2f,28.879236.2f,43.101350.2f,30.270317.2f,15.778394.2f,33.937109.2f,18.513812.2f,61.192239.2f,30.640719.2f,35.101281.2f,59.087470.2f,38.220844.2f,46.660217.2f,61.650021.2f,35.494788.2f,73.897578.2f,88.423970.2f,30.462056.2f,73.337610.2f,77.613757.2f,5.697159.2f,59.577480.2f,61.755475.2f,51.511488.2f,26.477300.2f,60.766601.2f,53.694552.2f,60.230900.2f,48.297957.2f,54.114933.2f,16.112370.2f,45.739352.2f,46.211399.2f,50.655553.2f,74.854899.2f,13.860907.2f,39.592862.2f,3.242795.2f
13.400572.2f,59.958549.2f,34.240959.2f,9.213366.2f,43.170233.2f,63.555562.2f,65.562022.2f,69.795230.2f,74.879961.2f,25.550286.2f,51.755209.2f,34.300514.2f,28.908125.2f,39.200136.2f,51.058829.2f,38.140287.2f,5.197506.2f,22.378512.2f,18.135845.2f,49.839849.2f,40.208962.2f,33.238896.2f,66.281404.2f,26.813189.2f,51.787966.2f,49.985845.2f,24.343185.2f,66.028613.2f,81.280796.2f,39.964680.2f,66.802994.2f,68.583156.2f,13.780299.2f,58.706310.2f,60.231853.2f,51.496555.2f,15.026535.2f,50.154167.2f,41.839917.2f,54.304456.2f,36.505355.2f,60.103581.2f,27.966108.2f,34.414330.2f,37.446684.2f,57.633829.2f,70.404660.2f,14.002354.2f,47.640761.2f,11.983773.2f
53.071535.2f,64.660553.2f,60.160206.2f,31.199955.2f,29.105689.2f,31.596656.2f,26.164830.2f,69.098476.2f,35.100293.2f,49.200981.2f,66.525017.2f,68.423141.2f,48.414766.2f,76.990985.2f,62.619753.2f,53.943784.2f,34.672210.2f,25.179607.2f,57.110878.2f,26.915789.2f,60.416797.2f,25.641612.2f,71.404581.2f,39.762420.2f,53.802164.2f,47.493027.2f,21.288000.2f,26.179205.2f,41.717541.2f,78.628612.2f,28.266752.2f,29.562516.2f,52.519216.2f,38.330448.2f,37.173853.2f,36.823677.2f,37.806353.2f,19.819018.2f,35.736039.2f,18.415908.2f,37.116698.2f,62.406648.2f,61.223055.2f,43.409193.2f,3.177196.2f,64.010311.2f,36.219524.2f,53.599160.2f,87.211551.2f,45.924537.2f
23.127766.2f,84.225287.2f,24.173702.2f,38.633304.2f,61.793550.2f,86.466592.2f,95.489934.2f,70.798088.2f,104.239426.2f,48.090916.2f,44.601521.2f,39.962911.2f,52.741479.2f,7.669901.2f,47.357224.2f,37.222120.2f,36.427735.2f,53.994168.2f,24.567168.2f,81.497908.2f,33.052060.2f,53.626502.2f,63.336539.2f,54.792521.2f,56.119568.2f,78.349069.2f,56.034015.2f,94.839424.2f,109.027085.2f,9.976191.2f,93.733288.2f,98.802373.2f,17.931476.2f,75.956391.2f,78.690352.2f,67.400492.2f,43.986373.2f,81.704868.2f,72.100950.2f,80.445269.2f,66.032196.2f,61.284817.2f,12.428278.2f,61.687698.2f,67.407038.2f,56.171259.2f,93.948378.2f,23.243505.2f,20.662524.2f,23.430310.2f
92.280563.2f,96.542773.2f,90.888869.2f,69.786464.2f,47.872918.2f,23.897779.2f,22.632054.2f,78.365239.2f,16.102753.2f,88.658930.2f,88.995721.2f,108.417880.2f,87.302691.2f,113.144144.2f,83.799581.2f,80.410721.2f,73.804434.2f,64.821944.2f,96.668847.2f,53.227604.2f,87.834506.2f,53.086998.2f,85.202893.2f,78.425930.2f,70.694326.2f,79.051870.2f,60.945990.2f,16.428286.2f,6.160736.2f,115.480985.2f,12.096743.2f,23.816105.2f,90.392604.2f,41.863376.2f,38.117779.2f,48.205041.2f,77.785107.2f,44.171900.2f,69.019426.2f,25.241234.2f,72.873887.2f,76.415899.2f,95.642599.2f,80.513687.2f,43.009800.2f,80.872889.2f,17.832554.2f,92.862524.2f,124.981635.2f,82.628695.2f
82.303384.2f,81.553845.2f,86.173329.2f,60.382835.2f,45.977430.2f,27.937226.2f,7.523256.2f,81.878705.2f,6.676430.2f,75.812493.2f,87.821437.2f,96.347903.2f,74.036410.2f,105.666859.2f,83.011951.2f,77.377094.2f,63.922189.2f,52.511069.2f,86.239158.2f,38.255268.2f,84.564523.2f,48.415985.2f,87.275897.2f,65.139417.2f,71.111513.2f,64.131855.2f,48.743750.2f,3.241186.2f,13.753223.2f,107.536526.2f,11.355513.2f,9.403139.2f,81.623283.2f,45.033524.2f,41.761731.2f,49.143720.2f,65.866921.2f,29.373415.2f,54.420530.2f,21.014326.2f,58.668764.2f,78.133799.2f,89.102445.2f,66.557057.2f,31.793316.2f,81.670535.2f,25.513507.2f,82.822079.2f,116.362875.2f,74.627510.2f
17.758021.2f,75.903275.2f,18.292363.2f,20.502749.2f,43.043197.2f,67.141206.2f,76.217442.2f,59.746609.2f,84.773664.2f,40.288706.2f,37.804198.2f,42.025080.2f,44.247441.2f,27.212984.2f,38.310917.2f,25.628295.2f,19.767032.2f,37.976492.2f,22.857331.2f,64.884849.2f,25.535081.2f,34.325685.2f,54.427327.2f,43.201017.2f,42.746791.2f,66.504913.2f,39.186336.2f,75.291574.2f,89.354812.2f,29.500184.2f,74.050843.2f,79.630266.2f,9.175261.2f,57.858416.2f,60.287844.2f,49.543681.2f,31.419768.2f,63.871277.2f,58.223867.2f,60.768133.2f,53.018651.2f,49.842470.2f,11.908919.2f,50.756643.2f,48.353060.2f,46.098462.2f,74.559803.2f,18.421729.2f,39.465695.2f,4.784201.2f
69.386647.2f,89.294358.2f,63.609071.2f,47.025594.2f,20.338828.2f,7.507721.2f,30.888757.2f,54.477596.2f,33.817761.2f,71.697255.2f,61.751336.2f,88.791281.2f,71.648864.2f,87.143194.2f,56.671175.2f,52.879364.2f,51.535272.2f,48.174446.2f,74.330446.2f,49.381852.2f,60.307836.2f,26.359266.2f,59.869193.2f,63.380620.2f,44.087233.2f,72.002653.2f,44.465959.2f,24.830815.2f,32.445488.2f,89.832600.2f,17.488998.2f,34.670721.2f,65.981230.2f,17.963946.2f,15.183384.2f,21.787010.2f,59.117727.2f,40.557602.2f,60.334871.2f,8.345764.2f,61.756817.2f,50.761518.2f,69.173503.2f,67.734097.2f,27.656656.2f,54.552150.2f,14.287811.2f,70.043763.2f,99.850308.2f,57.592029.2f
33.165787.2f,80.580682.2f,22.616964.2f,19.121565.2f,24.306939.2f,49.021165.2f,62.737238.2f,46.196579.2f,70.275418.2f,48.704156.2f,31.860574.2f,57.047328.2f,51.434374.2f,44.582653.2f,29.621570.2f,17.880232.2f,22.477223.2f,35.979154.2f,38.685216.2f,58.724939.2f,23.241907.2f,16.343623.2f,43.501692.2f,47.101680.2f,28.116989.2f,67.692278.2f,35.236839.2f,60.484233.2f,73.257696.2f,47.518667.2f,57.700694.2f,66.461108.2f,26.580111.2f,39.012923.2f,41.459165.2f,30.746080.2f,36.377485.2f,55.120588.2f,57.247172.2f,44.307691.2f,53.798305.2f,36.648820.2f,26.482527.2f,54.478590.2f,36.942158.2f,34.850966.2f,56.550228.2f,33.901989.2f,57.948019.2f,17.670813.2f
54.481153.2f,25.740691.2f,80.656008.2f,45.263241.2f,66.494762.2f,70.604633.2f,48.879861.2f,104.885574.2f,58.195404.2f,32.947203.2f,94.774826.2f,53.956266.2f,28.682516.2f,84.193652.2f,92.443514.2f,80.708585.2f,44.324940.2f,27.076397.2f,54.906605.2f,17.867071.2f,84.943895.2f,59.462960.2f,104.883713.2f,23.015464.2f,87.641656.2f,8.124958.2f,27.831612.2f,54.535149.2f,69.550072.2f,83.659531.2f,61.978639.2f,49.222594.2f,60.049565.2f,77.936624.2f,77.010452.2f,75.204023.2f,33.404460.2f,26.789627.2f,5.732120.2f,56.916966.2f,11.363082.2f,96.679744.2f,75.367393.2f,17.904586.2f,37.297416.2f,96.544696.2f,73.799163.2f,54.511666.2f,88.087525.2f,59.137430.2f
68.381840.2f,43.848397.2f,88.059363.2f,53.150533.2f,63.087951.2f,59.615731.2f,31.682841.2f,103.071633.2f,39.864343.2f,50.935205.2f,98.396585.2f,72.666145.2f,47.297974.2f,97.305213.2f,95.061297.2f,84.901502.2f,53.995660.2f,35.965374.2f,70.093339.2f,8.672100.2f,90.452913.2f,58.748003.2f,105.058625.2f,39.778704.2f,87.418342.2f,27.631556.2f,34.337806.2f,38.489081.2f,51.819633.2f,97.544937.2f,47.448749.2f,30.967465.2f,72.025769.2f,71.061859.2f,69.209534.2f,70.618119.2f,47.178382.2f,14.392013.2f,22.265340.2f,46.419804.2f,28.839402.2f,96.174489.2f,85.430050.2f,36.986542.2f,32.773178.2f,97.375948.2f,60.965108.2f,68.592554.2f,103.497653.2f,68.757617.2f
30.059022.2f,60.969123.2f,40.764744.2f,7.757412.2f,30.600717.2f,47.785200.2f,49.472699.2f,64.462642.2f,58.544455.2f,33.433976.2f,52.845061.2f,48.552668.2f,34.761053.2f,53.842795.2f,50.448520.2f,38.834830.2f,11.593542.2f,15.252814.2f,34.548524.2f,38.637899.2f,43.615110.2f,21.077939.2f,63.363896.2f,28.415121.2f,46.613337.2f,47.053386.2f,14.253142.2f,49.506260.2f,64.629427.2f,55.288740.2f,50.141708.2f,52.688257.2f,29.087764.2f,45.578430.2f,46.424975.2f,39.640914.2f,20.175591.2f,36.572304.2f,36.323649.2f,37.783998.2f,33.283865.2f,55.606886.2f,39.157954.2f,35.188037.2f,21.289990.2f,54.870817.2f,54.334761.2f,30.641986.2f,63.767827.2f,22.994271.2f
63.528054.2f,29.113240.2f,88.400482.2f,52.823146.2f,70.461358.2f,71.285024.2f,45.902461.2f,109.753746.2f,54.475429.2f,42.264940.2f,101.478329.2f,63.141613.2f,37.961430.2f,93.203946.2f,98.811779.2f,87.513461.2f,52.370776.2f,34.483355.2f,64.125020.2f,16.246195.2f,92.174261.2f,64.371249.2f,110.478756.2f,32.266103.2f,93.002054.2f,13.788904.2f,34.466763.2f,52.332056.2f,66.319536.2f,92.779960.2f,60.727333.2f,45.519276.2f,68.776306.2f,80.580476.2f,79.238437.2f,78.788065.2f,42.279149.2f,25.520623.2f,14.164298.2f,57.672975.2f,20.541669.2f,101.991065.2f,83.754659.2f,27.181130.2f,40.157933.2f,102.330252.2f,73.567570.2f,63.586171.2f,97.368698.2f,67.322885.2f
64.662337.2f,65.588100.2f,73.041519.2f,43.503740.2f,38.824600.2f,32.295961.2f,13.826762.2f,78.391588.2f,23.493223.2f,57.172381.2f,78.488509.2f,77.753022.2f,55.468419.2f,89.626237.2f,74.306484.2f,66.351594.2f,46.581522.2f,33.941728.2f,68.299860.2f,23.064955.2f,73.010844.2f,37.453201.2f,81.784584.2f,46.568936.2f,64.424253.2f,47.962045.2f,30.226151.2f,16.131902.2f,32.228365.2f,91.107232.2f,22.177762.2f,16.869295.2f,64.849961.2f,44.317079.2f,42.167846.2f,45.084921.2f,47.362924.2f,13.765316.2f,37.256645.2f,19.063580.2f,40.763510.2f,72.627246.2f,74.116548.2f,48.372846.2f,14.549766.2f,74.886776.2f,34.302339.2f,65.136728.2f,99.372368.2f,58.620575.2f
70.403726.2f,87.681799.2f,66.181567.2f,47.895729.2f,23.316292.2f,8.240531.2f,27.416469.2f,58.010619.2f,30.312570.2f,71.460756.2f,64.970307.2f,89.137801.2f,71.179600.2f,89.115372.2f,59.939086.2f,55.775595.2f,52.307772.2f,47.688107.2f,75.226595.2f,47.055912.2f,63.178328.2f,28.538436.2f,63.376314.2f,62.751346.2f,47.493224.2f,70.269344.2f,43.899870.2f,21.297587.2f,29.369118.2f,91.683886.2f,14.155663.2f,31.176085.2f,67.401830.2f,21.431168.2f,18.521791.2f,25.270495.2f,59.129175.2f,38.062307.2f,58.718034.2f,5.593679.2f,60.492739.2f,54.257657.2f,71.312058.2f,66.768348.2f,26.497256.2f,57.985486.2f,13.498530.2f,71.044069.2f,101.546467.2f,59.181761.2f
74.142659.2f,97.967686.2f,63.962162.2f,52.357995.2f,20.624856.2f,6.801412.2f,38.772648.2f,48.167261.2f,40.188143.2f,78.778143.2f,59.080407.2f,94.801482.2f,79.073340.2f,89.293417.2f,53.749386.2f,52.047703.2f,56.999184.2f,55.758311.2f,79.313208.2f,58.447769.2f,59.475735.2f,29.145044.2f,54.618791.2f,71.059126.2f,40.297871.2f,80.784630.2f,52.184053.2f,32.098778.2f,36.336262.2f,92.321480.2f,23.271490.2f,42.379375.2f,69.818381.2f,11.280462.2f,7.637456.2f,18.050331.2f,65.882761.2f,49.637546.2f,69.049139.2f,17.308445.2f,70.164856.2f,45.797073.2f,70.962144.2f,75.809281.2f,36.161937.2f,50.320474.2f,13.478776.2f,74.831537.2f,102.721793.2f,61.097878.2f
61.423613.2f,77.158174.2f,61.680855.2f,38.853785.2f,22.684706.2f,18.983760.2f,24.913789.2f,61.636113.2f,31.177778.2f,60.860723.2f,63.910274.2f,79.054055.2f,60.447582.2f,82.293498.2f,59.333513.2f,52.948707.2f,43.030642.2f,36.978270.2f,65.997682.2f,37.646910.2f,60.077270.2f,23.886539.2f,65.485817.2f,51.964481.2f,48.424451.2f,59.862384.2f,33.158768.2f,21.327660.2f,34.269166.2f,84.500573.2f,19.027383.2f,28.852223.2f,59.298962.2f,27.601880.2f,25.778422.2f,28.235679.2f,48.762334.2f,29.157558.2f,48.195644.2f,6.415438.2f,49.736787.2f,56.285388.2f,65.157527.2f,55.940628.2f,15.681381.2f,58.996314.2f,23.998665.2f,62.028189.2f,93.901327.2f,51.586651.2f
63.086736.2f,105.886881.2f,39.897399.2f,47.081274.2f,19.087110.2f,37.501199.2f,65.255111.2f,20.935502.2f,69.153882.2f,77.378820.2f,29.155216.2f,87.080126.2f,79.468337.2f,68.259066.2f,23.678984.2f,26.309225.2f,51.266935.2f,59.851400.2f,68.598794.2f,74.741599.2f,32.893318.2f,25.077740.2f,24.595901.2f,73.658812.2f,9.734918.2f,90.787443.2f,57.608459.2f,59.926597.2f,66.961272.2f,72.104270.2f,52.745142.2f,69.174757.2f,55.886517.2f,19.876280.2f,23.679713.2f,13.574576.2f,64.365610.2f,67.951294.2f,79.208514.2f,42.074183.2f,77.610562.2f,15.426308.2f,50.227522.2f,80.391522.2f,49.494765.2f,19.478542.2f,44.221065.2f,63.821553.2f,83.135113.2f,47.244267.2f
28.908614.2f,89.999129.2f,23.737935.2f,43.408781.2f,64.198569.2f,89.261187.2f,99.822796.2f,69.803378.2f,108.377576.2f,53.886374.2f,42.907751.2f,45.131978.2f,58.539454.2f,4.966875.2f,46.230269.2f,37.306613.2f,41.523159.2f,59.326102.2f,30.322823.2f,86.798498.2f,32.172468.2f,56.559423.2f,61.785199.2f,60.538107.2f,56.161744.2f,84.116004.2f,61.223843.2f,98.865767.2f,112.722529.2f,9.257440.2f,97.312404.2f,103.215167.2f,23.299418.2f,77.823777.2f,80.735807.2f,69.192908.2f,49.639536.2f,86.711502.2f,77.741812.2f,83.953380.2f,71.725678.2f,60.568062.2f,13.861324.2f,67.466567.2f,71.884408.2f,55.119667.2f,96.800708.2f,29.034886.2f,20.187923.2f,27.816055.2f
18.641075.2f,80.162223.2f,22.849258.2f,33.453381.2f,57.660635.2f,82.043586.2f,90.384941.2f,69.207514.2f,99.189896.2f,43.880426.2f,43.867465.2f,37.699218.2f,48.466117.2f,12.839084.2f,46.074504.2f,35.048962.2f,31.227534.2f,48.843856.2f,20.838205.2f,76.340661.2f,31.805826.2f,49.202042.2f,62.286801.2f,50.078674.2f,53.751208.2f,73.699657.2f,50.847621.2f,89.831173.2f,104.139799.2f,14.589895.2f,88.905024.2f,93.675827.2f,12.776669.2f,72.127263.2f,74.736955.2f,63.649738.2f,39.082570.2f,76.503285.2f,67.175417.2f,75.661134.2f,61.190513.2f,59.512884.2f,10.484151.2f,57.103219.2f,62.274090.2f,54.730473.2f,89.483351.2f,18.850129.2f,24.606391.2f,18.406413.2f
27.903563.2f,36.668450.2f,57.610244.2f,25.346073.2f,57.056551.2f,70.680893.2f,60.978631.2f,90.187685.2f,70.973054.2f,9.201146.2f,74.665488.2f,30.560360.2f,8.420907.2f,57.601903.2f,73.473524.2f,60.761234.2f,22.277134.2f,15.169463.2f,28.146117.2f,35.806058.2f,63.442241.2f,47.719724.2f,87.938962.2f,3.820620.2f,72.108686.2f,27.447608.2f,19.014545.2f,64.059504.2f,80.170442.2f,56.926480.2f,68.221153.2f,62.925163.2f,34.293744.2f,71.578874.2f,71.984987.2f,66.161896.2f,8.401256.2f,40.274662.2f,22.026083.2f,58.393979.2f,15.439334.2f,80.906037.2f,50.402355.2f,11.124843.2f,37.092332.2f,79.281220.2f,76.144809.2f,27.878809.2f,61.433519.2f,35.302247.2f
