78.872379.2f,16.460466.2f,73.054021.2f,66.006817.2f,43.400440.2f,91.958470.2f,26.609873.2f,90.258409.2f,81.873005.2f,89.111930.2f,97.107234.2f,55.214394.2f,87.147786.2f,26.150282.2f,96.170225.2f,15.212575.2f,47.389343.2f,83.156124.2f,95.500590.2f,36.678173.2f
59.702297.2f,32.136275.2f,62.848129.2f,28.594718.2f,33.991052.2f,73.938082.2f,17.463193.2f,53.219744.2f,45.518669.2f,75.331560.2f,74.216058.2f,46.133274.2f,54.753153.2f,31.004092.2f,62.506713.2f,29.180769.2f,19.492825.2f,78.780685.2f,61.333370.2f,17.142817.2f
65.068327.2f,45.005218.2f,71.151000.2f,20.089793.2f,44.779874.2f,79.020278.2f,30.421650.2f,45.185808.2f,39.265916.2f,81.923197.2f,77.141713.2f,55.826238.2f,41.799949.2f,43.890366.2f,58.842963.2f,37.791114.2f,26.330510.2f,87.985920.2f,48.399975.2f,17.755337.2f
56.588883.2f,53.166942.2f,65.912808.2f,5.930029.2f,44.831303.2f,69.826385.2f,37.415497.2f,30.963546.2f,24.544635.2f,74.256372.2f,66.049078.2f,53.293409.2f,40.605236.2f,49.469615.2f,44.369935.2f,51.098223.2f,23.987437.2f,83.546830.2f,44.106159.2f,32.453977.2f
71.148681.2f,71.135644.2f,82.752078.2f,15.349963.2f,63.854304.2f,83.167759.2f,55.646931.2f,25.278644.2f,25.757721.2f,89.064102.2f,76.919885.2f,71.634085.2f,24.135331.2f,68.236730.2f,46.804746.2f,64.806090.2f,42.990961.2f,100.586885.2f,25.396021.2f,42.878530.2f
32.836918.2f,90.569607.2f,49.847904.2f,61.479909.2f,64.283223.2f,30.553963.2f,79.154486.2f,49.371723.2f,45.289967.2f,40.865648.2f,17.256823.2f,57.608888.2f,93.925177.2f,81.355374.2f,25.824520.2f,104.014565.2f,59.579964.2f,61.740142.2f,90.556509.2f,93.241568.2f
55.446020.2f,11.741437.2f,52.234486.2f,47.233295.2f,20.989288.2f,69.033038.2f,4.405852.2f,69.507071.2f,60.313000.2f,67.414456.2f,73.214258.2f,33.977835.2f,76.559877.2f,9.541077.2f,72.679012.2f,26.414314.2f,23.903995.2f,65.268388.2f,83.000691.2f,32.442278.2f
61.589906.2f,12.288894.2f,58.844415.2f,47.683322.2f,27.562360.2f,75.319384.2f,6.937830.2f,71.142988.2f,62.408855.2f,73.936284.2f,79.049088.2f,40.592649.2f,74.095319.2f,14.826438.2f,76.270918.2f,19.859937.2f,27.516788.2f,71.845515.2f,81.192680.2f,27.447109.2f
38.056939.2f,51.877955.2f,48.828734.2f,19.052000.2f,34.262586.2f,51.144956.2f,36.986036.2f,31.108171.2f,21.100965.2f,55.854587.2f,47.717819.2f,39.010715.2f,57.593315.2f,45.133650.2f,33.067138.2f,58.438228.2f,16.523005.2f,66.672787.2f,59.111200.2f,45.372514.2f
52.378215.2f,61.060616.2f,64.244636.2f,6.405231.2f,48.167658.2f,64.580695.2f,45.296605.2f,20.698403.2f,13.570006.2f,70.293668.2f,59.054338.2f,54.278957.2f,42.833996.2f,56.047293.2f,33.809138.2f,61.521278.2f,27.980637.2f,82.100847.2f,43.668030.2f,43.427440.2f
67.662846.2f,47.136032.2f,73.944473.2f,20.670865.2f,47.596042.2f,81.565944.2f,32.836127.2f,45.468856.2f,40.102184.2f,84.601141.2f,79.445526.2f,58.662090.2f,39.400090.2f,46.370267.2f,60.120186.2f,38.550327.2f,29.133545.2f,90.807935.2f,46.325340.2f,17.408143.2f
29.461182.2f,33.586922.2f,27.570634.2f,46.236554.2f,6.581317.2f,42.877051.2f,26.274073.2f,60.757145.2f,50.606628.2f,41.634850.2f,47.805830.2f,10.835476.2f,83.328640.2f,23.976685.2f,55.611217.2f,52.331825.2f,19.256086.2f,43.278487.2f,86.848450.2f,51.937584.2f
0.449615.2f,62.631319.2f,18.058378.2f,56.502602.2f,35.316591.2f,14.638272.2f,54.666582.2f,58.676603.2f,49.825446.2f,18.362408.2f,19.210481.2f,25.813511.2f,94.751561.2f,52.899716.2f,42.603748.2f,80.847194.2f,39.826825.2f,33.734688.2f,95.065977.2f,76.443023.2f
82.613888.2f,25.066476.2f,79.523170.2f,59.629784.2f,48.431677.2f,96.380914.2f,27.651566.2f,84.658084.2f,77.214023.2f,94.878338.2f,99.840401.2f,61.274708.2f,76.077918.2f,33.209927.2f,93.718455.2f,2.740873.2f,46.473570.2f,91.539449.2f,85.009904.2f,25.662323.2f
52.998086.2f,103.111808.2f,70.736191.2f,60.767429.2f,79.080399.2f,53.142237.2f,89.596396.2f,40.571420.2f,41.471566.2f,63.409447.2f,39.930579.2f,75.214799.2f,85.515057.2f,94.755729.2f,20.985988.2f,112.071687.2f,68.821699.2f,84.000090.2f,79.860235.2f,97.175679.2f
66.394514.2f,96.009385.2f,83.150799.2f,40.524056.2f,78.385224.2f,73.034612.2f,80.498071.2f,15.376030.2f,23.986560.2f,82.083596.2f,61.930395.2f,80.066399.2f,54.159486.2f,89.843998.2f,24.460739.2f,97.405378.2f,61.078556.2f,99.775655.2f,47.352701.2f,78.010959.2f
37.255288.2f,92.791351.2f,54.636596.2f,59.885660.2f,67.053533.2f,36.059759.2f,80.711089.2f,45.756080.2f,42.665636.2f,46.353209.2f,22.807131.2f,61.253417.2f,90.808592.2f,83.790952.2f,22.107914.2f,105.023431.2f,60.630908.2f,67.103325.2f,86.930106.2f,93.098214.2f
57.607360.2f,75.721892.2f,72.076081.2f,19.148816.2f,60.846727.2f,67.747681.2f,60.009823.2f,6.032940.2f,7.376970.2f,75.100649.2f,59.547890.2f,65.032582.2f,42.499209.2f,70.298316.2f,26.415700.2f,76.021396.2f,41.719929.2f,89.716536.2f,39.637950.2f,56.820343.2f
63.112755.2f,112.655730.2f,80.803983.2f,67.590749.2f,89.034493.2f,62.626484.2f,98.827479.2f,45.252332.2f,48.084816.2f,72.934029.2f,49.333947.2f,85.392828.2f,88.675075.2f,104.469165.2f,29.316967.2f,120.641753.2f,78.008513.2f,93.714618.2f,82.000927.2f,104.771005.2f
83.585124.2f,30.390620.2f,82.134156.2f,55.040058.2f,50.805915.2f,97.614822.2f,29.036266.2f,80.217781.2f,73.379610.2f,96.923712.2f,100.050282.2f,63.913697.2f,68.840867.2f,37.297025.2f,90.981472.2f,5.851673.2f,45.505148.2f,95.195508.2f,78.006619.2f,18.984529.2f
33.656362.2f,36.003014.2f,37.534262.2f,33.583586.2f,15.842334.2f,47.892758.2f,23.469649.2f,49.602872.2f,39.563559.2f,49.155232.2f,49.465409.2f,23.109167.2f,70.755388.2f,27.934551.2f,48.118555.2f,48.861575.2f,7.291651.2f,54.481978.2f,74.171503.2f,43.328782.2f
61.412807.2f,5.247494.2f,53.790263.2f,62.099402.2f,26.147453.2f,73.764990.2f,19.309349.2f,83.821752.2f,74.365529.2f,70.087355.2f,80.209502.2f,36.474031.2f,90.920741.2f,9.059006.2f,85.045755.2f,30.175696.2f,37.308331.2f,63.299099.2f,97.691844.2f,44.114039.2f
55.964023.2f,46.009968.2f,63.420432.2f,13.227101.2f,39.735018.2f,69.723957.2f,30.328639.2f,37.947022.2f,30.774876.2f,73.183318.2f,67.332558.2f,49.377275.2f,44.939441.2f,42.746154.2f,49.390003.2f,44.111680.2f,19.404307.2f,80.713594.2f,49.628295.2f,26.807380.2f
60.300193.2f,47.223083.2f,67.588978.2f,14.159152.2f,43.142380.2f,74.056842.2f,31.848271.2f,39.339662.2f,33.016734.2f,77.502267.2f,71.557762.2f,53.228293.2f,41.703343.2f,44.791550.2f,52.460940.2f,42.916031.2f,23.247757.2f,84.799138.2f,47.050867.2f,23.991395.2f
53.533129.2f,47.372449.2f,61.625574.2f,11.415824.2f,39.182481.2f,67.170739.2f,31.585812.2f,35.475168.2f,27.945040.2f,70.907599.2f,64.470668.2f,48.185013.2f,45.729657.2f,43.506837.2f,46.282895.2f,46.763981.2f,18.455254.2f,79.072937.2f,49.780863.2f,29.927202.2f
79.734326.2f,73.549807.2f,90.529124.2f,22.932505.2f,69.545512.2f,92.079064.2f,58.659124.2f,34.056590.2f,35.213097.2f,97.633148.2f,86.189066.2f,78.354916.2f,15.659919.2f,71.849339.2f,56.165809.2f,63.916028.2f,48.850554.2f,108.283476.2f,19.948029.2f,41.114134.2f
31.134701.2f,59.540694.2f,13.680985.2f,79.948555.2f,38.216212.2f,32.441170.2f,59.691185.2f,87.944707.2f,78.333757.2f,23.048041.2f,45.146689.2f,25.700283.2f,118.237519.2f,50.768239.2f,73.899620.2f,83.500741.2f,55.271201.2f,7.567428.2f,120.505524.2f,87.668690.2f
77.128056.2f,88.939955.2f,91.464760.2f,30.302667.2f,77.924131.2f,87.005543.2f,73.190958.2f,19.113844.2f,26.883881.2f,94.568567.2f,78.159679.2f,83.477030.2f,29.679952.2f,84.985620.2f,42.375124.2f,84.205125.2f,57.615970.2f,109.163680.2f,23.131164.2f,62.366005.2f
50.198708.2f,13.263123.2f,43.333633.2f,55.876254.2f,14.952439.2f,62.696083.2f,16.566531.2f,75.817904.2f,66.030946.2f,59.416828.2f,68.976948.2f,25.571516.2f,88.015082.2f,4.009937.2f,75.083113.2f,36.807908.2f,29.032694.2f,54.351329.2f,93.790309.2f,45.330257.2f
17.612877.2f,56.295570.2f,0.425056.2f,67.255295.2f,30.965061.2f,22.890278.2f,52.847675.2f,74.037827.2f,64.518368.2f,16.716895.2f,33.949768.2f,17.912561.2f,105.769258.2f,46.712174.2f,60.018492.2f,78.276810.2f,44.403524.2f,18.266363.2f,107.498017.2f,79.062622.2f
53.963346.2f,59.041888.2f,65.127482.2f,3.376634.2f,47.499685.2f,66.495668.2f,43.239468.2f,23.424795.2f,16.790464.2f,71.855979.2f,61.445443.2f,54.342089.2f,41.329647.2f,54.429947.2f,37.050234.2f,58.625216.2f,26.930729.2f,82.959305.2f,42.924427.2f,40.225596.2f
40.984008.2f,24.747569.2f,32.077706.2f,58.710472.2f,10.323364.2f,52.516227.2f,25.836968.2f,75.644204.2f,65.545040.2f,48.400043.2f,60.041729.2f,15.200999.2f,93.687230.2f,15.637217.2f,71.273954.2f,48.376092.2f,30.693560.2f,42.696774.2f,98.422595.2f,54.859898.2f
68.360490.2f,82.802816.2f,82.769134.2f,24.118895.2f,70.168179.2f,78.319873.2f,66.995976.2f,11.029389.2f,18.116525.2f,85.814204.2f,69.699297.2f,75.175482.2f,34.779324.2f,78.224289.2f,34.683518.2f,80.177562.2f,50.245166.2f,100.441989.2f,30.175029.2f,59.285866.2f
59.124407.2f,24.393451.2f,60.053509.2f,35.647724.2f,29.654723.2f,73.312421.2f,10.236107.2f,59.716506.2f,51.462720.2f,73.642745.2f,74.977389.2f,42.500006.2f,62.283983.2f,23.834723.2f,67.045686.2f,24.511769.2f,20.241274.2f,75.079018.2f,69.040332.2f,19.824885.2f
62.556322.2f,53.204812.2f,71.123708.2f,10.308166.2f,48.170404.2f,75.961666.2f,37.806795.2f,35.004433.2f,29.813218.2f,80.098379.2f,72.436961.2f,57.613038.2f,36.507972.2f,50.659648.2f,50.275099.2f,48.095825.2f,27.720838.2f,88.592192.2f,41.322669.2f,27.829248.2f
77.852178.2f,90.103229.2f,92.298798.2f,31.449116.2f,78.984461.2f,87.607917.2f,74.351213.2f,19.564991.2f,27.615948.2f,95.246502.2f,78.637307.2f,84.451132.2f,30.161777.2f,86.125045.2f,42.639486.2f,85.370394.2f,58.710130.2f,109.977256.2f,23.256713.2f,63.510222.2f
40.349259.2f,53.356524.2f,51.410117.2f,16.629130.2f,36.599137.2f,53.252621.2f,38.215240.2f,28.930173.2f,19.052983.2f,58.194786.2f,49.360851.2f,41.610375.2f,55.112281.2f,46.914975.2f,32.524036.2f,58.838248.2f,18.159620.2f,69.259274.2f,56.511889.2f,44.823885.2f
75.624175.2f,61.502801.2f,84.284710.2f,20.219002.2f,60.340539.2f,88.877567.2f,47.122346.2f,40.144327.2f,37.974304.2f,93.235872.2f,84.760731.2f,70.411440.2f,25.100137.2f,60.585244.2f,59.341825.2f,51.053235.2f,40.421472.2f,101.696235.2f,32.072865.2f,28.295053.2f
71.727068.2f,13.141141.2f,67.685726.2f,56.215558.2f,36.869773.2f,85.244591.2f,17.639604.2f,80.434075.2f,72.081872.2f,83.264618.2f,89.475722.2f,49.485296.2f,78.693295.2f,21.086090.2f,86.706236.2f,12.072013.2f,38.114156.2f,79.411733.2f,86.678057.2f,28.876234.2f
49.057770.2f,84.599970.2f,66.020572.2f,36.090218.2f,64.129894.2f,55.757032.2f,69.791873.2f,16.462302.2f,16.602826.2f,64.698277.2f,45.077159.2f,64.222262.2f,61.843498.2f,77.393388.2f,7.712196.2f,89.958841.2f,49.243291.2f,82.450223.2f,57.495541.2f,73.303446.2f
32.193625.2f,30.910194.2f,29.893710.2f,45.939521.2f,4.334877.2f,45.603723.2f,23.654372.2f,61.497383.2f,51.371001.2f,44.234569.2f,50.494888.2f,12.510871.2f,82.539022.2f,21.348008.2f,57.313181.2f,49.656779.2f,18.385012.2f,45.172662.2f,86.372980.2f,49.786666.2f
49.381172.2f,36.682748.2f,54.567180.2f,22.341773.2f,29.043005.2f,63.533959.2f,20.891586.2f,44.863688.2f,36.179383.2f,65.758246.2f,63.053950.2f,39.381467.2f,55.700755.2f,32.385710.2f,51.624387.2f,39.742050.2f,9.742672.2f,71.394513.2f,60.494732.2f,28.044620.2f
19.013668.2f,48.462715.2f,27.448843.2f,40.297663.2f,22.626577.2f,33.206222.2f,37.911026.2f,48.705735.2f,38.743199.2f,35.770188.2f,34.447623.2f,20.501508.2f,78.856870.2f,39.277796.2f,40.084314.2f,63.750640.2f,21.279082.2f,45.298511.2f,80.466552.2f,57.902703.2f
74.081673.2f,67.532712.2f,84.417011.2f,17.130015.2f,63.087192.2f,86.704085.2f,52.471815.2f,32.415201.2f,31.767435.2f,91.940674.2f,81.364839.2f,71.980343.2f,21.897389.2f,65.565471.2f,53.117376.2f,59.111064.2f,42.408084.2f,102.126994.2f,26.260203.2f,36.664630.2f
79.222192.2f,19.774201.2f,75.201989.2f,60.458413.2f,44.429237.2f,92.781905.2f,24.740809.2f,85.186837.2f,77.274336.2f,90.818447.2f,96.860195.2f,57.019887.2f,79.547433.2f,28.428644.2f,92.824664.2f,7.124361.2f,44.688366.2f,86.669038.2f,88.133648.2f,28.964327.2f
14.241378.2f,75.306045.2f,22.079829.2f,70.006182.2f,48.224806.2f,0.961187.2f,68.623232.2f,68.892147.2f,61.004443.2f,9.356212.2f,14.262707.2f,36.871806.2f,107.754145.2f,65.521313.2f,49.416176.2f,94.802331.2f,54.471756.2f,30.390891.2f,107.284829.2f,91.079651.2f
44.722010.2f,65.739016.2f,58.654803.2f,17.737812.2f,48.305679.2f,55.742695.2f,50.462272.2f,17.094124.2f,6.944083.2f,62.456244.2f,48.939305.2f,51.682437.2f,51.943390.2f,59.332556.2f,22.833210.2f,69.793615.2f,30.588776.2f,76.359029.2f,51.028137.2f,53.475847.2f
36.940548.2f,29.580601.2f,27.277250.2f,59.611316.2f,10.885265.2f,48.031890.2f,29.712721.2f,75.151840.2f,65.004056.2f,43.646518.2f,56.010820.2f,11.005694.2f,95.528085.2f,20.368130.2f,69.297468.2f,52.997308.2f,31.727236.2f,38.054797.2f,99.808282.2f,58.500790.2f
21.804783.2f,83.506801.2f,37.314376.2f,64.297871.2f,56.370286.2f,16.762133.2f,73.877969.2f,57.300835.2f,51.146945.2f,27.074983.2f,3.477897.2f,47.694094.2f,99.780312.2f,73.915951.2f,35.220871.2f,99.678496.2f,56.078140.2f,48.062162.2f,97.729583.2f,91.832020.2f
48.767066.2f,53.269066.2f,59.004677.2f,8.710592.2f,40.729985.2f,61.804427.2f,37.541416.2f,28.130799.2f,19.755411.2f,66.548161.2f,57.836014.2f,47.677621.2f,47.190278.2f,48.168037.2f,37.656883.2f,54.975404.2f,20.248902.2f,76.783297.2f,49.413586.2f,38.540465.2f
80.287583.2f,83.700120.2f,93.154834.2f,27.192896.2f,76.003894.2f,91.370399.2f,68.249791.2f,26.417587.2f,31.280942.2f,98.097716.2f,83.750223.2f,83.151782.2f,19.266136.2f,80.842337.2f,50.012870.2f,76.328208.2f,55.184098.2f,111.006839.2f,15.412793.2f,53.834914.2f
54.037527.2f,85.622582.2f,70.650678.2f,33.817779.2f,66.581532.2f,61.328271.2f,70.437877.2f,11.391961.2f,14.677990.2f,70.080910.2f,50.888055.2f,67.698019.2f,56.666248.2f,78.903125.2f,13.631300.2f,89.301609.2f,50.322567.2f,87.383077.2f,51.908168.2f,71.552012.2f
86.059672.2f,87.263012.2f,98.749171.2f,32.179459.2f,80.853101.2f,97.201193.2f,72.034799.2f,31.917743.2f,37.108294.2f,103.886392.2f,89.573517.2f,88.389904.2f,14.830761.2f,84.900359.2f,55.569927.2f,78.395005.2f,59.991800.2f,116.605718.2f,9.576253.2f,55.586490.2f
59.592174.2f,5.180400.2f,54.600443.2f,53.645578.2f,24.204582.2f,72.782536.2f,10.653563.2f,76.073566.2f,66.877439.2f,70.346021.2f,77.825931.2f,36.469567.2f,81.874867.2f,7.937166.2f,78.972221.2f,24.866316.2f,30.333699.2f,66.253725.2f,88.679015.2f,35.606334.2f
55.640061.2f,55.583442.2f,65.711544.2f,3.202750.2f,45.956814.2f,68.619315.2f,39.789869.2f,27.910600.2f,21.490261.2f,73.425410.2f,64.329196.2f,53.795025.2f,40.496286.2f,51.521781.2f,41.524957.2f,54.127248.2f,25.111341.2f,83.447394.2f,43.258551.2f,35.520352.2f
43.478718.2f,21.897666.2f,41.803811.2f,42.175960.2f,10.931262.2f,57.238572.2f,11.668093.2f,61.820756.2f,52.082506.2f,56.245045.2f,61.092466.2f,23.904316.2f,75.936398.2f,14.001762.2f,62.195342.2f,37.806727.2f,15.015615.2f,56.377994.2f,81.010648.2f,38.539120.2f
77.696208.2f,79.173755.2f,90.031343.2f,23.275906.2f,71.989711.2f,89.181805.2f,63.763789.2f,26.399740.2f,29.785392.2f,95.573991.2f,82.095401.2f,79.490112.2f,19.196402.2f,76.435605.2f,49.585174.2f,71.787969.2f,51.135144.2f,107.887633.2f,17.893863.2f,49.360747.2f
67.214345.2f,27.413197.2f,68.201481.2f,38.078849.2f,37.563714.2f,81.422855.2f,16.636840.2f,63.025936.2f,55.592308.2f,81.844171.2f,82.764381.2f,50.532434.2f,59.505708.2f,29.437779.2f,72.663196.2f,19.073333.2f,27.785461.2f,83.019348.2f,67.217423.2f,12.479046.2f
61.021550.2f,107.524772.2f,78.852567.2f,60.778221.2f,84.705453.2f,62.162975.2f,93.346944.2f,38.077359.2f,41.289686.2f,72.371007.2f,49.055623.2f,81.976836.2f,81.483418.2f,99.612418.2f,23.689933.2f,114.554350.2f,72.544112.2f,92.731104.2f,74.921965.2f,98.169404.2f
75.471821.2f,94.824797.2f,91.034545.2f,36.271487.2f,81.080419.2f,83.956358.2f,79.020954.2f,16.657613.2f,26.583066.2f,92.274146.2f,73.951481.2f,85.085413.2f,39.976022.2f,89.982484.2f,36.748138.2f,92.288166.2f,61.677242.2f,108.381542.2f,32.417883.2f,71.125147.2f
24.898382.2f,69.430903.2f,13.891306.2f,79.945660.2f,45.047205.2f,20.918669.2f,66.979266.2f,83.966621.2f,75.009700.2f,10.660332.2f,34.198851.2f,31.899407.2f,118.503184.2f,60.072732.2f,67.054924.2f,92.141430.2f,58.417160.2f,10.495278.2f,119.568119.2f,93.349595.2f
52.311140.2f,74.706180.2f,67.248908.2f,21.147342.2f,57.999358.2f,62.112766.2f,59.201105.2f,7.442986.2f,2.777032.2f,69.653737.2f,53.737133.2f,61.201042.2f,48.204058.2f,68.659730.2f,21.064995.2f,76.942361.2f,39.888055.2f,84.761532.2f,45.470821.2f,58.878866.2f
43.520032.2f,75.992428.2f,59.729212.2f,29.607989.2f,55.759555.2f,51.962440.2f,61.227925.2f,16.369414.2f,11.217288.2f,60.161080.2f,42.736767.2f,56.492845.2f,59.718731.2f,68.797994.2f,10.555369.2f,81.797690.2f,40.641092.2f,76.705094.2f,56.814988.2f,65.895249.2f
54.571388.2f,9.926706.2f,47.053651.2f,58.993235.2f,19.471677.2f,66.890246.2f,17.807541.2f,79.590986.2f,69.900954.2f,63.293060.2f,73.407397.2f,29.612517.2f,89.971174.2f,4.350016.2f,79.443156.2f,34.693997.2f,32.778613.2f,57.179067.2f,96.130674.2f,45.506700.2f
46.246922.2f,20.856763.2f,36.824866.2f,61.214078.2f,14.350750.2f,57.654901.2f,24.946645.2f,79.280313.2f,69.250226.2f,53.250827.2f,65.307820.2f,20.416593.2f,95.060039.2f,12.773311.2f,75.901610.2f,45.376792.2f,33.386562.2f,46.255797.2f,100.283460.2f,53.956378.2f
22.292692.2f,69.495224.2f,39.488899.2f,42.126883.2f,44.404610.2f,30.381939.2f,57.285346.2f,37.877083.2f,30.174204.2f,38.442491.2f,22.811395.2f,40.632807.2f,78.108369.2f,60.663373.2f,20.830981.2f,81.840824.2f,37.395393.2f,55.685441.2f,76.776496.2f,71.317865.2f
59.026847.2f,33.762175.2f,62.701294.2f,26.707222.2f,34.364581.2f,73.246310.2f,18.830917.2f,51.339343.2f,43.681004.2f,74.886969.2f,73.219343.2f,46.254651.2f,53.417069.2f,32.270913.2f,60.832090.2f,30.994140.2f,18.802517.2f,78.844623.2f,59.815088.2f,17.916398.2f
21.607403.2f,41.268213.2f,20.537728.2f,49.119692.2f,13.953350.2f,34.827742.2f,34.290956.2f,60.441544.2f,50.359188.2f,33.726913.2f,40.278654.2f,8.282154.2f,87.178868.2f,31.538624.2f,52.183041.2f,60.388874.2f,24.401079.2f,37.360856.2f,89.839898.2f,59.135756.2f
22.091838.2f,74.575304.2f,39.898268.2f,47.937847.2f,48.807749.2f,27.224384.2f,62.854203.2f,41.525341.2f,34.734286.2f,36.258317.2f,17.739564.2f,43.663502.2f,83.234769.2f,65.527153.2f,21.574939.2f,87.695168.2f,43.274282.2f,54.964521.2f,81.403268.2f,77.484910.2f
61.135466.2f,64.294111.2f,72.631112.2f,5.820859.2f,54.587306.2f,73.367273.2f,48.534038.2f,22.053074.2f,18.715878.2f,79.048774.2f,67.645759.2f,61.802437.2f,34.063911.2f,60.423681.2f,40.095388.2f,61.239434.2f,33.820864.2f,90.470317.2f,35.389061.2f,41.002136.2f
36.893986.2f,45.429119.2f,45.452069.2f,22.579438.2f,27.966619.2f,50.676677.2f,30.811558.2f,37.614777.2f,27.675530.2f,54.218750.2f,48.989340.2f,33.847046.2f,60.832602.2f,38.527662.2f,38.884315.2f,53.366156.2f,10.077787.2f,63.133206.2f,63.303107.2f,42.347798.2f
63.550621.2f,96.739455.2f,80.658972.2f,42.979350.2f,77.871395.2f,69.400185.2f,81.436214.2f,17.996586.2f,25.028594.2f,78.697411.2f,57.901293.2f,78.683202.2f,59.166307.2f,90.152748.2f,20.868749.2f,99.457410.2f,61.509745.2f,96.928571.2f,52.575114.2f,80.750931.2f
46.523186.2f,85.184621.2f,63.781595.2f,38.916499.2f,63.750501.2f,52.514235.2f,70.681859.2f,20.465806.2f,19.634139.2f,61.672982.2f,41.489096.2f,63.022545.2f,65.806322.2f,77.657880.2f,3.939690.2f,91.630276.2f,49.953873.2f,79.879981.2f,61.545419.2f,75.666102.2f
28.525821.2f,87.069408.2f,45.466633.2f,60.585632.2f,60.550815.2f,26.363105.2f,76.039091.2f,50.270046.2f,45.353620.2f,36.658204.2f,13.124293.2f,53.507451.2f,94.179605.2f,77.758586.2f,27.152824.2f,101.180449.2f,56.831327.2f,57.451904.2f,91.290968.2f,91.171265.2f
21.822448.2f,50.270154.2f,32.104993.2f,35.944954.2f,25.724799.2f,35.651933.2f,38.487270.2f,43.789636.2f,33.812573.2f,39.286885.2f,35.095533.2f,25.177018.2f,74.498579.2f,41.472679.2f,36.075345.2f,63.771332.2f,19.922663.2f,49.960277.2f,75.833895.2f,56.154773.2f
58.874841.2f,66.071999.2f,71.093105.2f,7.452858.2f,54.709326.2f,70.735653.2f,50.266266.2f,18.303382.2f,14.719359.2f,76.780706.2f,64.526766.2f,61.142288.2f,36.576340.2f,61.675149.2f,36.123354.2f,64.276401.2f,34.222000.2f,88.950200.2f,36.858790.2f,44.545755.2f
