37.970902.2f,92.263361.2f,45.072916.2f,61.915833.2f,39.507405.2f,57.218174.2f,36.983273.2f,56.335985.2f,61.789744.2f,40.984759.2f,54.644980.2f,82.415409.2f,76.084720.2f,40.793538.2f,67.578289.2f,30.127585.2f,17.204512.2f,20.621533.2f,97.632826.2f,3.502679.2f,38.652395.2f,67.698057.2f,94.201318.2f,26.896938.2f,81.094104.2f,5.223199.2f,34.962201.2f,53.501390.2f,71.962284.2f,45.405811.2f,76.978981.2f,31.721835.2f,42.143201.2f,31.151343.2f,31.142028.2f,29.002090.2f,55.652214.2f,74.188501.2f,26.747306.2f,83.498970.2f
45.697675.2f,73.565617.2f,22.716463.2f,63.560634.2f,57.035511.2f,72.211371.2f,49.267648.2f,38.922015.2f,41.956521.2f,18.490154.2f,54.184432.2f,82.933665.2f,77.369012.2f,38.471852.2f,63.480824.2f,9.564549.2f,6.862034.2f,29.150037.2f,80.776836.2f,19.662376.2f,43.172763.2f,61.236832.2f,79.000969.2f,10.469260.2f,66.683051.2f,18.098645.2f,34.994400.2f,67.858798.2f,64.829076.2f,32.366913.2f,79.415645.2f,8.617041.2f,38.713326.2f,36.929601.2f,8.041102.2f,23.105295.2f,32.518747.2f,52.207044.2f,15.120448.2f,67.241029.2f
17.602097.2f,84.916465.2f,68.852493.2f,14.640306.2f,30.991527.2f,25.197626.2f,20.594164.2f,58.910588.2f,68.575641.2f,67.379822.2f,18.815609.2f,31.038288.2f,24.576372.2f,27.740951.2f,30.411542.2f,59.343709.2f,62.472456.2f,35.647656.2f,82.809423.2f,56.357416.2f,19.216293.2f,36.103065.2f,75.147443.2f,72.370109.2f,63.690226.2f,57.431701.2f,28.242325.2f,21.721264.2f,39.755728.2f,46.493575.2f,23.732934.2f,66.137265.2f,28.990524.2f,25.782185.2f,65.794432.2f,40.593910.2f,82.641286.2f,85.512312.2f,75.631432.2f,70.631754.2f
22.061143.2f,103.648484.2f,72.656416.2f,42.089904.2f,2.717740.2f,16.698927.2f,12.779717.2f,71.405634.2f,80.285711.2f,69.728193.2f,41.733453.2f,59.243277.2f,52.869873.2f,39.751307.2f,56.065822.2f,59.028983.2f,54.506866.2f,29.188019.2f,104.194756.2f,43.296661.2f,28.034284.2f,60.306274.2f,97.664400.2f,65.292921.2f,84.992104.2f,44.932802.2f,35.454183.2f,13.794500.2f,64.547751.2f,57.471249.2f,51.614419.2f,64.320794.2f,41.824852.2f,27.080402.2f,63.811312.2f,43.434213.2f,86.131837.2f,96.532885.2f,66.620043.2f,90.682315.2f
44.746132.2f,66.047248.2f,73.387293.2f,19.704513.2f,64.136199.2f,57.187560.2f,51.814790.2f,54.600923.2f,63.024473.2f,73.875062.2f,24.817232.2f,10.534889.2f,11.904408.2f,39.563717.2f,14.222488.2f,70.452700.2f,80.114332.2f,59.056191.2f,59.766836.2f,79.112737.2f,41.645214.2f,19.289736.2f,50.877647.2f,87.632690.2f,43.366936.2f,79.595654.2f,44.758417.2f,54.497283.2f,18.753727.2f,48.616659.2f,15.802049.2f,77.322423.2f,38.838296.2f,48.835041.2f,77.214499.2f,54.550331.2f,85.190648.2f,78.040128.2f,92.248342.2f,51.419940.2f
28.284655.2f,100.514149.2f,82.979063.2f,28.606732.2f,28.518906.2f,13.738054.2f,25.711662.2f,74.451681.2f,84.096413.2f,81.121953.2f,34.505093.2f,38.657312.2f,33.274546.2f,42.554853.2f,44.790292.2f,72.177372.2f,72.753134.2f,45.153569.2f,97.958615.2f,64.301582.2f,32.219891.2f,50.991850.2f,90.037319.2f,83.214157.2f,78.994774.2f,65.665487.2f,41.845446.2f,13.046327.2f,54.290335.2f,61.688859.2f,30.590997.2f,78.664298.2f,44.035250.2f,37.071631.2f,78.262020.2f,53.709018.2f,96.860148.2f,101.040669.2f,85.784105.2f,86.116259.2f
23.337866.2f,94.035971.2f,54.445299.2f,48.764589.2f,21.425715.2f,38.820929.2f,19.586472.2f,58.892187.2f,66.450839.2f,50.941542.2f,43.576723.2f,68.909820.2f,62.374877.2f,33.426553.2f,57.947016.2f,39.689086.2f,32.451974.2f,12.915429.2f,97.157746.2f,20.762702.2f,26.326798.2f,59.816756.2f,92.177281.2f,43.164257.2f,78.924284.2f,22.402053.2f,27.312022.2f,35.124662.2f,64.276587.2f,45.614701.2f,62.564201.2f,43.908239.2f,35.346091.2f,19.867881.2f,43.357133.2f,28.649031.2f,67.080172.2f,81.302575.2f,44.177005.2f,82.987846.2f
6.495792.2f,75.332052.2f,49.687406.2f,24.388020.2f,29.838805.2f,36.208283.2f,15.540142.2f,43.901211.2f,53.185902.2f,47.771389.2f,18.027734.2f,44.888777.2f,38.560460.2f,11.488282.2f,32.406062.2f,39.083248.2f,42.287430.2f,16.909710.2f,76.144708.2f,37.745496.2f,1.275913.2f,34.743708.2f,69.987929.2f,51.970642.2f,57.069231.2f,38.550943.2f,8.605514.2f,31.586747.2f,39.200805.2f,30.161669.2f,39.604447.2f,45.777082.2f,13.534655.2f,6.387584.2f,45.416184.2f,20.425351.2f,63.577568.2f,69.896909.2f,55.407345.2f,62.470687.2f
47.629827.2f,65.166109.2f,74.729759.2f,22.672281.2f,67.121046.2f,60.066339.2f,54.770859.2f,55.426769.2f,63.606696.2f,75.366001.2f,27.464011.2f,11.785688.2f,14.345276.2f,41.924668.2f,15.896004.2f,72.310439.2f,82.333993.2f,61.713184.2f,58.416821.2f,81.637356.2f,44.421564.2f,20.171722.2f,49.447827.2f,89.658869.2f,42.603805.2f,82.085578.2f,47.250420.2f,57.422042.2f,18.969790.2f,50.113926.2f,18.036576.2f,79.130429.2f,41.107944.2f,51.555351.2f,79.039840.2f,56.760957.2f,86.275642.2f,78.279185.2f,94.343804.2f,50.666132.2f
73.671219.2f,14.282330.2f,38.773496.2f,68.988235.2f,96.408594.2f,102.372040.2f,82.581492.2f,24.490583.2f,18.232646.2f,42.757784.2f,61.028028.2f,76.671745.2f,75.226847.2f,55.722373.2f,55.323984.2f,50.901631.2f,66.887289.2f,70.598435.2f,25.058642.2f,76.983627.2f,67.713019.2f,48.493893.2f,28.738290.2f,65.642747.2f,25.040056.2f,75.966583.2f,59.804499.2f,97.913086.2f,47.694149.2f,38.146530.2f,79.233044.2f,52.978176.2f,53.727980.2f,68.368818.2f,53.402252.2f,54.731195.2f,39.178137.2f,16.734638.2f,70.960473.2f,18.172785.2f
46.876318.2f,43.961307.2f,15.561073.2f,51.677922.2f,67.609425.2f,76.760244.2f,54.814458.2f,8.552220.2f,14.009332.2f,17.304835.2f,41.819230.2f,66.699247.2f,62.746872.2f,30.193937.2f,44.195585.2f,20.808636.2f,36.690142.2f,39.970882.2f,50.447782.2f,45.614664.2f,41.431449.2f,39.380692.2f,48.746003.2f,38.143410.2f,36.831195.2f,44.700098.2f,32.128587.2f,72.131694.2f,41.634142.2f,11.246183.2f,65.989353.2f,25.100681.2f,28.726150.2f,39.867402.2f,25.335438.2f,24.055049.2f,27.021554.2f,29.681744.2f,43.627531.2f,36.876327.2f
19.442193.2f,71.240329.2f,59.139942.2f,6.968959.2f,40.481783.2f,38.470363.2f,27.083203.2f,46.554613.2f,56.203469.2f,58.309114.2f,5.226559.2f,27.365432.2f,21.179007.2f,18.614472.2f,17.937890.2f,51.876042.2f,58.276333.2f,34.471596.2f,69.214046.2f,55.143328.2f,16.569563.2f,22.856492.2f,61.695538.2f,67.132753.2f,50.046334.2f,55.842234.2f,21.896769.2f,34.608228.2f,26.809290.2f,35.213680.2f,22.757370.2f,58.888041.2f,19.049639.2f,23.991183.2f,58.638434.2f,33.691219.2f,72.578250.2f,73.041284.2f,71.128859.2f,56.944065.2f
73.758561.2f,33.426427.2f,25.308972.2f,75.841878.2f,94.258569.2f,103.617201.2f,81.689932.2f,24.971860.2f,15.408242.2f,29.529475.2f,66.519762.2f,87.641031.2f,84.902077.2f,56.745214.2f,65.024017.2f,40.062275.2f,54.854619.2f,65.926855.2f,44.796192.2f,66.923241.2f,68.245196.2f,58.796906.2f,48.126719.2f,51.035201.2f,41.881459.2f,65.588029.2f,59.020487.2f,98.994472.2f,59.371306.2f,37.470833.2f,88.593528.2f,39.744718.2f,55.110751.2f,66.717703.2f,40.272125.2f,50.354213.2f,20.667849.2f,4.409845.2f,55.934787.2f,36.595723.2f
28.682105.2f,105.621429.2f,84.049197.2f,35.164043.2f,22.239675.2f,5.460483.2f,23.479890.2f,77.645877.2f,87.179397.2f,81.821412.2f,39.599887.2f,46.807990.2f,41.256216.2f,45.069723.2f,51.259043.2f,72.181442.2f,70.922799.2f,43.604789.2f,103.808772.2f,61.260102.2f,33.683980.2f,57.105784.2f,96.163546.2f,81.603737.2f,84.654867.2f,62.754436.2f,43.230277.2f,6.092966.2f,60.681817.2f,64.336872.2f,38.740093.2f,78.332883.2f,46.789035.2f,37.058293.2f,77.888652.2f,54.304562.2f,97.919519.2f,104.062398.2f,83.693488.2f,91.483532.2f
71.298249.2f,50.925422.2f,80.618935.2f,48.778939.2f,93.007250.2f,87.728891.2f,79.601520.2f,58.326781.2f,63.280940.2f,82.652269.2f,49.856734.2f,38.482809.2f,42.315704.2f,60.245744.2f,35.121172.2f,83.401112.2f,96.688834.2f,81.858086.2f,40.417164.2f,99.481464.2f,66.795855.2f,33.156679.2f,31.855495.2f,101.648468.2f,33.203047.2f,99.502113.2f,66.377827.2f,84.815807.2f,28.783324.2f,59.759491.2f,45.798951.2f,89.337116.2f,58.686864.2f,72.905418.2f,89.426464.2f,72.391561.2f,88.958274.2f,73.426990.2f,106.908470.2f,39.577820.2f
52.409505.2f,68.718090.2f,16.156039.2f,68.007563.2f,65.353710.2f,79.952909.2f,56.820378.2f,35.932947.2f,37.043916.2f,12.077300.2f,58.261058.2f,86.576723.2f,81.373079.2f,42.781717.2f,65.932097.2f,9.614865.2f,14.794069.2f,36.876807.2f,76.916699.2f,28.263933.2f,49.215479.2f,62.830840.2f,76.070883.2f,10.875649.2f,64.418321.2f,26.633581.2f,40.322938.2f,75.515883.2f,66.030128.2f,32.613324.2f,83.755980.2f,2.721897.2f,42.621739.2f,43.616150.2f,2.796638.2f,27.945350.2f,24.037596.2f,45.224233.2f,16.319273.2f,63.952661.2f
36.403029.2f,45.501316.2f,39.089648.2f,30.500234.2f,60.088414.2f,63.600076.2f,45.704613.2f,20.866979.2f,30.139677.2f,39.933326.2f,21.842460.2f,43.121273.2f,39.665514.2f,19.321281.2f,20.436640.2f,38.466270.2f,51.251260.2f,39.751345.2f,45.899641.2f,54.816099.2f,30.443539.2f,15.663074.2f,40.118334.2f,56.597036.2f,26.978667.2f,54.647909.2f,25.063839.2f,59.263488.2f,18.481842.2f,14.987194.2f,43.206613.2f,44.849833.2f,17.240993.2f,33.473204.2f,44.856559.2f,27.497825.2f,50.754812.2f,46.582315.2f,61.736277.2f,32.220059.2f
91.269605.2f,25.417224.2f,46.604732.2f,88.787088.2f,113.065946.2f,120.649052.2f,99.792652.2f,40.886331.2f,31.893058.2f,50.832285.2f,80.456584.2f,96.844008.2f,95.395634.2f,73.521667.2f,75.459134.2f,61.196748.2f,76.161421.2f,85.616307.2f,37.630061.2f,88.089776.2f,85.451863.2f,68.650478.2f,44.469610.2f,72.145810.2f,44.357696.2f,86.791449.2f,76.837316.2f,116.102553.2f,67.873153.2f,54.746384.2f,99.390130.2f,61.055353.2f,71.648403.2f,85.074051.2f,61.583857.2f,69.729177.2f,40.532324.2f,17.139690.2f,76.906505.2f,36.688656.2f
48.414318.2f,40.067728.2f,18.709044.2f,51.132549.2f,69.847290.2f,78.160246.2f,56.687788.2f,4.424942.2f,11.330642.2f,20.936273.2f,41.471087.2f,65.162480.2f,61.535989.2f,31.138669.2f,42.471732.2f,24.934763.2f,40.795123.2f,42.831801.2f,46.341764.2f,49.492414.2f,42.770643.2f,37.234302.2f,44.634181.2f,42.212399.2f,32.816717.2f,48.622267.2f,33.782035.2f,73.553744.2f,39.144998.2f,11.872988.2f,64.932941.2f,29.143877.2f,29.481279.2f,41.879292.2f,29.393967.2f,26.882929.2f,28.881725.2f,27.910323.2f,47.699902.2f,32.749055.2f
82.629472.2f,20.594683.2f,40.351785.2f,79.958203.2f,104.647212.2f,111.910767.2f,91.237960.2f,32.289725.2f,23.626781.2f,44.580918.2f,71.602011.2f,88.357975.2f,86.754247.2f,64.823727.2f,66.775161.2f,54.361970.2f,69.791510.2f,77.552972.2f,32.944486.2f,81.183734.2f,76.779854.2f,59.999086.2f,38.562962.2f,66.720264.2f,36.652533.2f,79.970181.2f,68.284295.2f,107.376511.2f,59.372677.2f,46.207546.2f,90.725438.2f,54.953611.2f,62.928562.2f,76.605134.2f,55.452489.2f,61.613614.2f,36.561246.2f,11.598946.2f,71.727517.2f,29.366032.2f
50.794783.2f,41.083802.2f,56.472739.2f,33.861893.2f,74.085001.2f,72.995826.2f,59.854038.2f,34.767964.2f,41.416872.2f,58.159881.2f,30.396378.2f,35.595815.2f,35.338453.2f,36.873442.2f,17.689702.2f,58.334721.2f,71.621005.2f,58.478760.2f,35.954168.2f,74.956192.2f,45.471291.2f,11.836846.2f,27.639326.2f,76.573146.2f,18.352100.2f,74.870454.2f,43.060226.2f,69.262373.2f,8.185351.2f,34.673335.2f,39.482768.2f,64.378072.2f,35.074100.2f,50.518442.2f,64.447229.2f,47.686931.2f,66.085477.2f,54.680506.2f,81.813429.2f,26.377908.2f
83.684870.2f,5.046822.2f,57.372093.2f,73.225441.2f,107.286657.2f,110.339511.2f,92.959723.2f,39.659791.2f,36.155796.2f,61.188873.2f,67.211976.2f,75.758562.2f,75.965039.2f,66.161834.2f,57.608277.2f,68.316413.2f,84.358225.2f,84.106031.2f,8.058353.2f,93.349737.2f,77.700745.2f,50.870935.2f,16.166227.2f,84.069636.2f,22.598524.2f,92.511213.2f,71.271557.2f,106.155569.2f,48.447201.2f,51.573824.2f,80.111238.2f,71.166141.2f,64.062284.2f,79.949759.2f,71.548563.2f,68.854024.2f,58.337253.2f,34.853918.2f,89.467145.2f,15.328337.2f
57.971739.2f,32.256103.2f,21.283807.2f,58.704914.2f,79.603402.2f,87.592937.2f,66.367081.2f,7.923328.2f,1.749028.2f,24.824459.2f,49.426793.2f,70.905465.2f,67.933375.2f,40.444173.2f,48.184754.2f,31.936799.2f,47.975361.2f,52.507472.2f,40.279131.2f,57.880213.2f,52.243045.2f,42.180893.2f,40.315359.2f,47.591596.2f,30.368189.2f,56.863426.2f,43.426230.2f,83.005626.2f,43.185966.2f,21.363455.2f,71.570097.2f,34.618818.2f,38.676708.2f,51.609732.2f,34.992018.2f,36.555155.2f,26.749800.2f,18.685277.2f,53.026793.2f,27.965777.2f
57.475148.2f,91.755979.2f,39.275712.2f,78.939106.2f,61.787768.2f,79.351350.2f,58.242805.2f,57.937469.2f,60.040157.2f,35.199827.2f,70.285463.2f,99.052013.2f,93.100303.2f,54.836552.2f,81.076447.2f,28.686219.2f,14.388014.2f,39.422402.2f,99.574053.2f,19.866918.2f,56.614204.2f,79.488924.2f,98.125994.2f,12.544532.2f,85.913991.2f,18.350589.2f,50.192343.2f,75.510585.2f,83.285221.2f,51.489926.2f,94.648103.2f,25.009115.2f,55.513386.2f,49.395751.2f,24.619527.2f,39.874436.2f,44.829867.2f,67.955086.2f,8.068586.2f,86.246466.2f
33.572135.2f,81.229356.2f,76.757394.2f,11.739419.2f,48.158201.2f,38.540731.2f,38.064177.2f,62.121224.2f,71.535323.2f,76.164143.2f,21.758956.2f,13.869325.2f,7.966366.2f,36.753343.2f,23.830409.2f,70.016221.2f,76.055075.2f,50.872213.2f,76.650242.2f,71.811858.2f,32.966331.2f,30.725065.2f,68.121522.2f,85.155635.2f,58.677864.2f,72.687384.2f,39.820725.2f,36.364687.2f,32.785484.2f,52.247459.2f,6.182537.2f,77.031470.2f,37.084569.2f,40.396060.2f,76.784915.2f,51.809433.2f,89.936767.2f,87.939627.2f,89.024191.2f,66.446173.2f
41.824622.2f,40.173836.2f,31.734709.2f,39.047016.2f,65.013538.2f,70.334010.2f,50.904622.2f,12.154925.2f,21.442242.2f,33.160713.2f,30.007009.2f,51.672126.2f,48.365354.2f,23.911368.2f,28.916319.2f,33.721651.2f,48.064664.2f,41.612919.2f,42.720811.2f,53.731293.2f,35.829257.2f,23.506775.2f,38.456476.2f,51.947263.2f,25.290358.2f,53.281982.2f,28.622194.2f,65.870693.2f,25.493045.2f,10.653931.2f,51.928166.2f,39.466112.2f,21.859857.2f,37.311720.2f,39.567628.2f,27.134164.2f,42.612340.2f,38.023854.2f,57.295029.2f,28.518277.2f
48.577748.2f,34.798564.2f,44.058884.2f,38.041366.2f,72.330935.2f,74.473679.2f,57.901720.2f,22.096679.2f,28.847412.2f,45.986845.2f,31.366398.2f,45.293827.2f,43.568484.2f,31.953766.2f,23.666137.2f,47.235157.2f,61.487228.2f,52.349046.2f,33.611176.2f,66.463813.2f,42.707992.2f,16.825000.2f,27.452541.2f,65.446886.2f,14.428833.2f,66.142468.2f,37.753185.2f,70.314773.2f,16.427646.2f,24.006392.2f,47.564938.2f,52.870698.2f,29.890088.2f,46.123691.2f,52.993318.2f,39.317161.2f,53.381563.2f,42.939919.2f,70.807443.2f,20.545699.2f
6.776173.2f,74.903264.2f,50.021987.2f,23.394463.2f,30.357344.2f,36.206146.2f,15.990540.2f,43.771618.2f,53.110589.2f,48.178866.2f,17.039512.2f,43.894718.2f,37.574788.2f,11.198827.2f,31.453958.2f,39.640372.2f,43.119965.2f,17.900151.2f,75.572382.2f,38.715794.2f,0.815341.2f,33.875040.2f,69.342118.2f,52.740746.2f,56.462747.2f,39.508917.2f,8.885515.2f,31.598584.2f,38.328056.2f,30.102050.2f,38.646583.2f,46.374372.2f,13.201471.2f,7.388176.2f,46.021564.2f,20.934834.2f,63.908260.2f,69.865650.2f,56.226438.2f,61.947883.2f
14.933578.2f,68.194432.2f,41.276501.2f,28.123653.2f,37.104364.2f,44.806918.2f,23.332039.2f,35.624962.2f,44.763262.2f,39.560836.2f,19.368569.2f,48.088681.2f,42.185537.2f,5.307754.2f,31.725533.2f,31.550201.2f,37.109373.2f,16.399744.2f,69.937064.2f,35.270820.2f,9.603023.2f,32.316483.2f,64.406033.2f,45.975043.2f,51.235159.2f,35.701952.2f,0.906964.2f,40.177623.2f,36.713479.2f,21.755461.2f,43.957166.2f,38.443791.2f,7.191015.2f,9.323846.2f,38.135119.2f,12.853051.2f,55.152819.2f,61.383558.2f,49.927510.2f,55.967872.2f
4.650239.2f,82.772234.2f,53.381125.2f,29.933289.2f,22.365053.2f,31.497834.2f,8.748321.2f,50.304062.2f,59.285732.2f,50.946530.2f,25.195195.2f,50.166464.2f,43.658559.2f,18.880989.2f,39.850071.2f,41.159892.2f,41.262953.2f,13.795053.2f,83.938544.2f,34.273256.2f,8.243827.2f,42.567235.2f,77.898184.2f,51.614667.2f,64.928904.2f,35.378568.2f,14.323987.2f,26.892057.2f,47.011043.2f,36.380770.2f,44.074458.2f,47.364771.2f,20.981027.2f,6.288496.2f,46.932574.2f,23.573378.2f,67.181384.2f,75.707358.2f,54.377383.2f,70.167926.2f
27.536811.2f,56.421476.2f,31.095407.2f,34.119823.2f,49.562623.2f,57.278746.2f,35.990893.2f,22.957776.2f,32.102925.2f,30.313878.2f,24.118187.2f,51.832315.2f,46.843011.2f,10.558255.2f,31.339382.2f,25.220168.2f,35.947475.2f,25.033244.2f,59.285823.2f,38.809279.2f,21.888002.2f,29.165950.2f,54.669559.2f,42.502100.2f,41.403315.2f,38.651060.2f,13.038197.2f,52.668045.2f,32.972395.2f,9.080589.2f,49.504735.2f,32.158480.2f,9.287107.2f,21.496884.2f,32.018385.2f,11.491480.2f,44.652745.2f,48.798523.2f,47.318039.2f,45.096260.2f
