30.985957.2f,58.902298.2f,4.577652.2f,49.415171.2f,4.443112.2f,28.057488.2f,37.999307.2f,54.742713.2f,43.453117.2f,2.974003.2f
82.838918.2f,34.573945.2f,96.284462.2f,44.284647.2f,92.382959.2f,73.165371.2f,90.655740.2f,47.402273.2f,48.926946.2f,88.813811.2f
54.800873.2f,48.957989.2f,31.780073.2f,51.042021.2f,26.267477.2f,46.350476.2f,64.050656.2f,37.378176.2f,44.385161.2f,29.333175.2f
54.556974.2f,35.366091.2f,40.040502.2f,40.821166.2f,34.428515.2f,44.167048.2f,64.618980.2f,23.163840.2f,34.610803.2f,35.204205.2f
19.300585.2f,75.059651.2f,31.661944.2f,57.992561.2f,35.964783.2f,29.141310.2f,15.331765.2f,77.008175.2f,54.834256.2f,31.722777.2f
33.391338.2f,39.640398.2f,59.565123.2f,19.835861.2f,58.347118.2f,28.182291.2f,38.860844.2f,51.820605.2f,24.177619.2f,52.663693.2f
23.302029.2f,64.611344.2f,56.899457.2f,43.929616.2f,58.354910.2f,29.273239.2f,20.238772.2f,73.751664.2f,45.215743.2f,52.319454.2f
40.785057.2f,82.844699.2f,20.479572.2f,71.108987.2f,25.947420.2f,44.601183.2f,41.992336.2f,79.169632.2f,65.838131.2f,26.957609.2f
36.528002.2f,48.591487.2f,66.031770.2f,29.360755.2f,65.433911.2f,34.176697.2f,39.600212.2f,61.333721.2f,33.861558.2f,59.537803.2f
10.598017.2f,49.663448.2f,40.165262.2f,30.151206.2f,40.467500.2f,9.498516.2f,17.996429.2f,56.150733.2f,28.996328.2f,34.387195.2f
12.515662.2f,48.742111.2f,25.933122.2f,33.088218.2f,25.835225.2f,5.946923.2f,22.561640.2f,50.918187.2f,28.957469.2f,19.773756.2f
87.146738.2f,32.540366.2f,95.897415.2f,47.863760.2f,91.448402.2f,76.532989.2f,95.836740.2f,41.469025.2f,50.992453.2f,88.656099.2f
30.109584.2f,64.128895.2f,4.310270.2f,53.407031.2f,9.250274.2f,29.537316.2f,35.710026.2f,60.579690.2f,47.756005.2f,8.226341.2f
39.697604.2f,21.390741.2f,42.091113.2f,17.571342.2f,37.928468.2f,28.002995.2f,49.893346.2f,22.238728.2f,11.132245.2f,34.774644.2f
65.125419.2f,41.018187.2f,87.700075.2f,34.893534.2f,85.282260.2f,58.409702.2f,70.602030.2f,57.054212.2f,41.589644.2f,80.294629.2f
72.954876.2f,29.179404.2f,64.143189.2f,45.789272.2f,58.598105.2f,61.456925.2f,83.252594.2f,13.894527.2f,42.084673.2f,58.725031.2f
47.658844.2f,90.496315.2f,27.689485.2f,78.849928.2f,32.949788.2f,52.125766.2f,47.860043.2f,86.464783.2f,73.589320.2f,34.480570.2f
36.710526.2f,74.006447.2f,11.113747.2f,63.279349.2f,16.558754.2f,38.308434.2f,40.158075.2f,69.872194.2f,57.701250.2f,17.901973.2f
37.776882.2f,80.449349.2f,18.789056.2f,68.366815.2f,24.387334.2f,41.659757.2f,39.122838.2f,77.176572.2f,63.180641.2f,24.834847.2f
37.410018.2f,25.545307.2f,55.626278.2f,5.532711.2f,53.122832.2f,28.122351.2f,45.526645.2f,37.490314.2f,11.188323.2f,48.180694.2f
60.277845.2f,37.783720.2f,44.311262.2f,45.448242.2f,38.655037.2f,49.926496.2f,70.311738.2f,23.839700.2f,39.473353.2f,40.007397.2f
33.800028.2f,24.398180.2f,47.903383.2f,6.228014.2f,45.086346.2f,23.071548.2f,43.014888.2f,33.043860.2f,4.335375.2f,40.391005.2f
66.151935.2f,40.446533.2f,49.302214.2f,50.082944.2f,43.648419.2f,55.779500.2f,76.180537.2f,25.322493.2f,44.365824.2f,45.385941.2f
32.191884.2f,26.070826.2f,40.428096.2f,13.941708.2f,37.170957.2f,20.542942.2f,42.210132.2f,30.238031.2f,7.608744.2f,32.889846.2f
41.725577.2f,53.946362.2f,72.267297.2f,35.468188.2f,71.870073.2f,40.449178.2f,43.557559.2f,67.296141.2f,40.327186.2f,65.924766.2f
75.042347.2f,36.687691.2f,93.006594.2f,39.111635.2f,89.765681.2f,66.597346.2f,81.836380.2f,51.955372.2f,45.018870.2f,85.467665.2f
11.654067.2f,57.503819.2f,21.943628.2f,42.010807.2f,23.783299.2f,13.650877.2f,18.973318.2f,58.740988.2f,37.906355.2f,17.980142.2f
