60.475026.2f,67.316313.2f,39.597990.2f,48.309455.2f,36.894469.2f,42.723258.2f,71.020706.2f,8.818232.2f,31.304549.2f,82.394982.2f
33.902111.2f,70.405085.2f,72.070524.2f,25.014169.2f,63.619319.2f,73.616308.2f,84.612921.2f,67.782637.2f,45.336262.2f,27.242179.2f
75.335958.2f,58.749288.2f,29.151530.2f,85.274632.2f,35.967070.2f,29.987510.2f,52.612562.2f,34.393182.2f,72.326890.2f,102.543107.2f
49.168920.2f,68.482309.2f,49.377872.2f,25.630957.2f,43.102151.2f,52.275347.2f,76.678803.2f,27.775728.2f,11.825995.2f,65.604829.2f
62.856712.2f,38.654116.2f,69.882775.2f,108.467882.2f,69.505395.2f,67.321969.2f,40.741230.2f,98.783128.2f,115.168564.2f,75.391265.2f
19.567130.2f,23.075094.2f,28.035332.2f,53.786301.2f,21.093856.2f,28.148560.2f,35.473527.2f,45.116434.2f,57.135066.2f,47.063126.2f
46.509695.2f,55.798741.2f,32.220958.2f,40.869413.2f,27.081190.2f,35.251017.2f,61.616197.2f,12.870891.2f,29.553998.2f,69.038522.2f
15.088277.2f,33.570242.2f,33.675877.2f,43.260382.2f,25.497566.2f,34.655136.2f,46.013379.2f,42.720618.2f,48.098263.2f,41.624812.2f
22.016775.2f,57.680247.2f,68.345205.2f,43.249754.2f,60.300332.2f,69.045761.2f,72.893235.2f,73.304502.2f,60.702069.2f,8.390218.2f
11.749709.2f,29.466803.2f,47.761040.2f,57.751471.2f,41.303219.2f,47.404397.2f,44.849901.2f,63.993401.2f,67.632778.2f,31.375512.2f
54.237157.2f,46.608759.2f,14.984931.2f,63.210528.2f,16.957788.2f,17.843013.2f,46.692107.2f,17.602639.2f,52.662854.2f,80.824127.2f
69.825530.2f,83.599882.2f,58.061678.2f,43.266196.2f,54.320866.2f,61.192037.2f,88.878649.2f,27.845794.2f,22.044788.2f,87.182046.2f
22.987948.2f,56.602215.2f,55.163526.2f,23.201550.2f,46.717274.2f,56.802439.2f,69.898574.2f,52.134250.2f,37.386581.2f,32.139702.2f
57.914985.2f,71.869314.2f,47.986839.2f,36.872423.2f,43.358710.2f,51.080957.2f,77.925341.2f,20.410750.2f,18.441329.2f,76.520042.2f
36.663987.2f,34.074245.2f,13.734364.2f,53.812346.2f,5.755972.2f,15.948589.2f,39.489131.2f,26.455928.2f,49.314873.2f,63.606782.2f
40.243531.2f,30.339253.2f,61.370855.2f,86.239090.2f,58.099863.2f,59.622035.2f,41.368626.2f,85.770845.2f,95.507318.2f,50.665365.2f
48.570146.2f,29.590745.2f,61.711414.2f,94.398118.2f,59.855369.2f,59.534852.2f,36.918809.2f,88.637413.2f,102.072058.2f,61.167699.2f
59.649241.2f,65.061408.2f,36.862729.2f,49.888772.2f,34.465513.2f,39.981237.2f,68.402637.2f,5.891802.2f,33.625462.2f,82.242032.2f
57.528240.2f,76.008265.2f,54.807865.2f,29.374182.2f,49.275554.2f,57.825377.2f,83.450524.2f,29.218837.2f,9.419873.2f,73.203403.2f
29.206216.2f,54.300832.2f,44.702140.2f,23.388695.2f,36.577312.2f,46.885534.2f,65.359313.2f,37.167057.2f,27.601855.2f,46.282763.2f
