26.352718.2f,20.548341.2f,1.732822.2f,37.546092.2f,26.172993.2f,26.836370.2f,32.149709.2f,75.820985.2f,32.982625.2f,37.843017.2f,37.215704.2f,52.385562.2f,55.877501.2f,52.847482.2f,63.500664.2f,24.348804.2f,38.014014.2f,47.990390.2f,25.297163.2f,26.609227.2f
30.720518.2f,69.982945.2f,51.375549.2f,89.295576.2f,72.821331.2f,31.944385.2f,84.560684.2f,23.836360.2f,53.668744.2f,27.386537.2f,30.689566.2f,78.077649.2f,61.594053.2f,62.722743.2f,22.493185.2f,48.589806.2f,81.854253.2f,20.922275.2f,39.524028.2f,60.412397.2f
48.653153.2f,83.037076.2f,66.586002.2f,105.513510.2f,90.121334.2f,50.071915.2f,98.660239.2f,21.417454.2f,72.243112.2f,34.951038.2f,37.685069.2f,96.673366.2f,61.913964.2f,64.343687.2f,12.040353.2f,66.873829.2f,99.690972.2f,24.155526.2f,57.818102.2f,70.082184.2f
64.149774.2f,61.788818.2f,60.139322.2f,93.282093.2f,87.462584.2f,66.271304.2f,77.680465.2f,75.249642.2f,87.410706.2f,34.420582.2f,31.966999.2f,111.352151.2f,11.189907.2f,15.806243.2f,42.617429.2f,78.405692.2f,99.432855.2f,36.443574.2f,72.392174.2f,42.019105.2f
67.282090.2f,57.063615.2f,59.094721.2f,88.962206.2f,85.372649.2f,69.341537.2f,72.111669.2f,84.223015.2f,88.893888.2f,39.635456.2f,36.682242.2f,111.825446.2f,4.533635.2f,8.175339.2f,52.228126.2f,79.682737.2f,97.343160.2f,44.032308.2f,74.663797.2f,37.468659.2f
58.516134.2f,57.023163.2f,54.541531.2f,88.277576.2f,81.967173.2f,60.632977.2f,73.140837.2f,71.951155.2f,81.672530.2f,29.086205.2f,26.495339.2f,105.609873.2f,10.482730.2f,14.182913.2f,39.984327.2f,72.661665.2f,93.922941.2f,32.099296.2f,66.686166.2f,37.373088.2f
34.889645.2f,68.981269.2f,52.100230.2f,91.011106.2f,75.800934.2f,36.482183.2f,84.383433.2f,27.949417.2f,59.393160.2f,22.388783.2f,25.507975.2f,84.323620.2f,54.361441.2f,55.909480.2f,14.264640.2f,53.328255.2f,85.603473.2f,13.486888.2f,44.357787.2f,57.170091.2f
57.803975.2f,80.855611.2f,65.991930.2f,66.667584.2f,50.380191.2f,55.683214.2f,80.718084.2f,90.998618.2f,33.880488.2f,88.436130.2f,90.057015.2f,16.345615.2f,118.260010.2f,116.108199.2f,102.579552.2f,43.099457.2f,44.771041.2f,92.854625.2f,48.853948.2f,91.890834.2f
16.161852.2f,41.132926.2f,21.407233.2f,46.220146.2f,27.339189.2f,14.780080.2f,48.915076.2f,66.192093.2f,12.790339.2f,43.874608.2f,44.885305.2f,36.688224.2f,71.637599.2f,69.497830.2f,63.894785.2f,3.530321.2f,35.207327.2f,50.788042.2f,7.642261.2f,46.810548.2f
32.746134.2f,16.184192.2f,8.658703.2f,30.785276.2f,21.770535.2f,33.003767.2f,25.485574.2f,82.767410.2f,35.220608.2f,44.295542.2f,43.423859.2f,51.670955.2f,59.202828.2f,55.781218.2f,70.304124.2f,27.526821.2f,33.754035.2f,54.685157.2f,30.352680.2f,27.649535.2f
17.410867.2f,42.859072.2f,23.446622.2f,46.569364.2f,27.323093.2f,15.846613.2f,50.101338.2f,66.625667.2f,10.571184.2f,45.802609.2f,46.884954.2f,34.670502.2f,73.841337.2f,71.713939.2f,65.338736.2f,1.337472.2f,34.529127.2f,52.480497.2f,8.198648.2f,48.959154.2f
62.710334.2f,43.209754.2f,49.215364.2f,75.018323.2f,73.564380.2f,64.590522.2f,57.391101.2f,89.316111.2f,81.314927.2f,40.323968.2f,37.019823.2f,102.567036.2f,13.224950.2f,8.594057.2f,59.783905.2f,72.060934.2f,85.369371.2f,48.075791.2f,68.563851.2f,24.620635.2f
24.458476.2f,61.486245.2f,43.217918.2f,81.596036.2f,65.777011.2f,26.025799.2f,76.218109.2f,32.382375.2f,48.987710.2f,20.073121.2f,23.362329.2f,74.001573.2f,55.421627.2f,56.102157.2f,24.194329.2f,42.874816.2f,75.343512.2f,16.503114.2f,33.897903.2f,51.990159.2f
50.704765.2f,17.954709.2f,29.601961.2f,49.674277.2f,49.678726.2f,52.058404.2f,32.370892.2f,90.729955.2f,62.913016.2f,41.690137.2f,38.945986.2f,81.143990.2f,36.028134.2f,31.597217.2f,67.706227.2f,54.122831.2f,61.145504.2f,52.547409.2f,53.369437.2f,6.611112.2f
43.418798.2f,78.046289.2f,61.345653.2f,100.228642.2f,84.814963.2f,44.870797.2f,93.560174.2f,22.427654.2f,67.228671.2f,30.452904.2f,33.337690.2f,91.807627.2f,59.356262.2f,61.478635.2f,11.428555.2f,61.695456.2f,94.416052.2f,20.069959.2f,52.650622.2f,65.567185.2f
40.358475.2f,27.882699.2f,26.720073.2f,58.616646.2f,52.993385.2f,42.111378.2f,44.412282.2f,75.199680.2f,58.169204.2f,25.584237.2f,22.747568.2f,79.902640.2f,28.042246.2f,24.926294.2f,51.480719.2f,48.909102.2f,64.981479.2f,36.329266.2f,45.551346.2f,9.905294.2f
33.383033.2f,44.367206.2f,33.869243.2f,71.919166.2f,61.524097.2f,35.502659.2f,60.852392.2f,56.733729.2f,57.035243.2f,6.620798.2f,3.441825.2f,81.525028.2f,30.503723.2f,30.335355.2f,32.292958.2f,48.245030.2f,73.102260.2f,16.955876.2f,41.737439.2f,29.133606.2f
37.289211.2f,37.815762.2f,31.272512.2f,67.168523.2f,58.951118.2f,39.302500.2f,54.442521.2f,65.479354.2f,58.794920.2f,15.363873.2f,12.239925.2f,82.296236.2f,25.792952.2f,24.438679.2f,40.507759.2f,49.644121.2f,70.833110.2f,25.594856.2f,44.421339.2f,20.921012.2f
15.083046.2f,61.315706.2f,40.300286.2f,74.021914.2f,55.697282.2f,15.010108.2f,73.310363.2f,37.859619.2f,32.976542.2f,34.723253.2f,37.513799.2f,56.865703.2f,70.140672.2f,69.849587.2f,42.763276.2f,29.389572.2f,63.251898.2f,35.032668.2f,20.760482.2f,57.914842.2f
24.456365.2f,26.871093.2f,9.797204.2f,35.432288.2f,20.115884.2f,24.224753.2f,34.911648.2f,75.709412.2f,24.776675.2f,43.118803.2f,43.053000.2f,43.578800.2f,64.282085.2f,61.407040.2f,67.253144.2f,16.810723.2f,31.275934.2f,52.358761.2f,20.244104.2f,35.416815.2f
