44.491372.2f,50.473557.2f,62.260577.2f,82.828028.2f,35.103436.2f,55.803654.2f,83.973130.2f,85.873494.2f,65.890835.2f,12.801924.2f,74.691369.2f,23.766246.2f,73.060506.2f,63.286198.2f,8.572990.2f,53.227894.2f,99.949267.2f,71.012936.2f,19.638982.2f,51.530759.2f,36.252416.2f,14.584183.2f,27.531108.2f,74.434163.2f,62.648553.2f,62.752927.2f,81.557370.2f,44.849907.2f,78.108552.2f,71.260711.2f
63.408521.2f,48.512054.2f,34.155567.2f,35.381896.2f,78.334306.2f,90.326191.2f,53.518567.2f,28.143611.2f,35.156057.2f,83.134423.2f,22.300923.2f,78.962059.2f,8.558235.2f,67.571383.2f,86.819328.2f,28.386085.2f,36.878570.2f,12.815016.2f,80.197307.2f,37.004114.2f,48.386512.2f,85.384245.2f,84.225599.2f,34.835780.2f,18.650194.2f,74.677430.2f,24.981433.2f,74.368223.2f,40.935115.2f,25.982283.2f
39.850354.2f,25.477170.2f,14.900744.2f,47.650308.2f,65.407623.2f,81.763550.2f,61.848353.2f,28.799491.2f,37.952657.2f,64.344907.2f,16.728725.2f,55.201865.2f,15.473375.2f,65.089369.2f,64.779557.2f,7.339246.2f,42.745745.2f,11.906612.2f,63.109916.2f,13.185792.2f,24.973834.2f,66.771463.2f,60.332122.2f,42.757238.2f,7.043324.2f,70.892614.2f,24.023669.2f,50.773903.2f,49.500175.2f,33.463191.2f
32.395430.2f,17.264428.2f,2.065202.2f,60.179487.2f,73.893882.2f,91.736714.2f,74.728842.2f,23.930425.2f,50.823309.2f,69.002269.2f,14.204308.2f,52.534753.2f,24.459163.2f,77.014953.2f,65.721323.2f,17.853417.2f,37.862108.2f,19.656658.2f,69.172003.2f,10.663419.2f,25.896386.2f,71.501354.2f,56.855977.2f,55.581290.2f,19.440876.2f,82.453086.2f,19.982580.2f,43.188490.2f,62.337904.2f,46.194207.2f
62.407282.2f,62.955733.2f,69.833309.2f,68.696104.2f,9.866876.2f,30.934078.2f,65.079186.2f,90.521934.2f,52.501295.2f,14.335116.2f,78.491575.2f,47.381880.2f,71.315483.2f,40.266257.2f,33.156160.2f,54.498638.2f,104.562353.2f,70.930048.2f,6.406712.2f,58.757521.2f,45.401683.2f,14.625732.2f,52.034658.2f,60.434024.2f,61.974335.2f,38.443301.2f,85.787110.2f,65.963678.2f,62.271354.2f,60.412175.2f
33.422579.2f,18.747138.2f,9.170476.2f,54.408246.2f,66.910081.2f,84.426562.2f,68.151001.2f,28.745241.2f,44.008326.2f,63.334635.2f,17.287650.2f,50.473478.2f,21.548795.2f,69.567246.2f,61.746449.2f,10.418725.2f,42.924003.2f,17.307474.2f,62.958360.2f,7.178356.2f,21.422884.2f,65.813516.2f,55.312587.2f,49.259572.2f,13.935324.2f,74.978520.2f,24.249819.2f,44.380015.2f,55.963310.2f,40.109673.2f
90.878966.2f,78.966927.2f,70.074254.2f,8.373088.2f,65.014315.2f,66.226556.2f,11.518546.2f,71.726107.2f,21.151626.2f,81.634412.2f,63.743254.2f,95.811169.2f,46.801200.2f,38.289370.2f,94.231715.2f,53.292328.2f,80.163367.2f,51.169767.2f,75.245613.2f,66.383604.2f,68.795889.2f,83.015388.2f,101.787969.2f,13.286472.2f,48.574748.2f,45.618589.2f,68.135923.2f,100.862374.2f,7.916180.2f,21.890284.2f
24.763641.2f,14.236726.2f,18.523222.2f,59.498270.2f,57.547879.2f,76.689474.2f,70.306474.2f,41.698261.2f,46.030207.2f,50.951834.2f,30.673244.2f,37.533251.2f,33.030343.2f,65.944550.2f,48.267563.2f,14.222792.2f,55.791625.2f,29.555267.2f,51.450406.2f,7.430328.2f,7.966502.2f,53.454354.2f,42.680861.2f,52.923061.2f,23.261138.2f,70.298403.2f,37.405715.2f,35.160749.2f,59.197341.2f,44.965719.2f
17.427175.2f,31.880482.2f,47.924944.2f,95.201237.2f,68.479501.2f,89.893727.2f,102.921032.2f,71.121021.2f,79.917923.2f,48.986113.2f,63.180003.2f,12.710115.2f,70.041644.2f,90.248821.2f,32.787330.2f,51.707979.2f,83.480257.2f,66.060343.2f,54.750878.2f,41.655457.2f,32.576012.2f,50.908420.2f,11.732040.2f,87.796041.2f,60.704558.2f,92.005253.2f,68.116849.2f,10.206155.2f,93.414526.2f,81.015961.2f
79.338262.2f,80.727676.2f,87.667108.2f,79.522842.2f,14.980875.2f,21.941662.2f,71.999666.2f,107.955922.2f,64.709958.2f,25.221787.2f,95.893589.2f,61.701985.2f,87.674677.2f,43.476276.2f,44.095747.2f,71.836229.2f,121.906254.2f,87.704711.2f,19.767462.2f,76.616540.2f,63.254377.2f,23.613601.2f,65.512202.2f,71.765209.2f,78.791736.2f,38.654695.2f,103.192776.2f,81.869402.2f,72.154647.2f,73.627915.2f
27.182858.2f,12.086857.2f,5.777397.2f,61.740797.2f,69.863648.2f,88.360036.2f,75.207987.2f,29.811187.2f,50.948358.2f,63.755558.2f,20.028144.2f,46.618192.2f,28.221992.2f,75.200416.2f,59.888094.2f,16.773680.2f,43.648578.2f,23.663733.2f,64.295463.2f,5.703825.2f,20.377616.2f,66.260338.2f,50.998726.2f,56.463380.2f,21.277372.2f,80.250736.2f,25.918911.2f,38.098740.2f,63.136751.2f,47.398599.2f
20.541983.2f,5.624911.2f,11.490659.2f,66.517882.2f,68.386157.2f,87.730940.2f,78.995235.2f,35.624509.2f,54.607847.2f,60.136718.2f,26.521025.2f,40.410642.2f,34.572762.2f,76.631325.2f,54.682981.2f,20.509160.2f,49.117327.2f,30.137718.2f,61.418640.2f,7.402107.2f,16.885149.2f,62.639255.2f,44.588709.2f,60.729397.2f,26.827858.2f,81.189630.2f,32.027247.2f,31.483147.2f,67.280534.2f,52.013486.2f
41.960493.2f,45.676560.2f,56.171943.2f,74.860143.2f,31.576496.2f,52.922496.2f,76.559017.2f,79.333716.2f,57.934036.2f,14.013917.2f,67.899733.2f,25.435908.2f,65.416225.2f,57.220889.2f,16.022918.2f,45.783448.2f,93.481666.2f,63.559285.2f,17.937970.2f,45.194543.2f,30.033885.2f,16.459317.2f,30.381203.2f,66.483624.2f,55.052630.2f,57.409448.2f,74.902808.2f,44.287316.2f,70.300573.2f,63.179874.2f
88.894215.2f,77.321273.2f,69.018298.2f,9.093896.2f,61.540994.2f,62.872203.2f,9.694443.2f,71.847080.2f,18.667716.2f,78.314604.2f,63.408649.2f,93.134102.2f,46.536006.2f,34.977624.2f,91.140944.2f,51.721641.2f,80.794334.2f,50.739758.2f,71.867591.2f,64.828993.2f,66.578495.2f,79.669451.2f,99.115267.2f,11.506939.2f,47.561455.2f,42.358308.2f,68.103031.2f,98.739089.2f,5.170120.2f,20.800604.2f
72.954881.2f,67.979316.2f,68.940128.2f,46.388433.2f,19.336754.2f,25.914826.2f,39.784031.2f,84.457132.2f,32.396635.2f,39.497132.2f,72.695805.2f,65.704746.2f,60.721547.2f,15.505545.2f,56.374905.2f,49.927222.2f,97.484545.2f,62.083953.2f,31.952421.2f,59.303502.2f,50.934178.2f,40.200503.2f,71.266721.2f,38.823809.2f,53.872298.2f,16.869947.2f,79.702809.2f,79.641122.2f,38.955073.2f,41.887815.2f
92.862717.2f,93.417476.2f,99.223999.2f,83.057702.2f,24.273556.2f,15.787531.2f,72.560730.2f,118.325413.2f,69.954698.2f,39.214679.2f,106.269346.2f,75.693357.2f,96.538468.2f,43.171566.2f,57.939989.2f,82.303734.2f,132.029284.2f,97.127846.2f,33.516576.2f,88.355751.2f,75.735564.2f,37.567865.2f,79.491529.2f,75.988074.2f,88.379362.2f,36.650985.2f,113.531059.2f,95.730703.2f,75.135817.2f,79.463431.2f
28.320836.2f,41.290479.2f,56.939175.2f,97.609956.2f,62.193772.2f,83.307835.2f,103.183279.2f,80.824728.2f,81.470718.2f,40.552123.2f,71.911872.2f,6.794783.2f,76.613770.2f,87.245127.2f,22.344019.2f,57.136975.2f,93.739147.2f,73.074431.2f,47.278186.2f,49.063936.2f,37.029813.2f,42.131869.2f,0.906846.2f,89.743289.2f,66.665774.2f,88.020587.2f,77.448719.2f,22.456783.2f,94.810524.2f,83.992976.2f
36.224032.2f,47.090317.2f,61.790077.2f,95.265029.2f,53.377272.2f,74.063155.2f,98.906675.2f,86.000266.2f,78.620429.2f,30.655218.2f,76.131848.2f,10.945793.2f,78.527690.2f,80.513168.2f,11.599735.2f,58.478291.2f,99.463256.2f,75.498604.2f,37.899169.2f,52.593153.2f,38.640058.2f,31.980834.2f,11.119369.2f,87.100188.2f,68.212295.2f,80.535387.2f,82.240375.2f,32.431377.2f,91.609240.2f,82.368913.2f
81.644013.2f,80.510663.2f,85.046608.2f,68.349744.2f,10.973823.2f,10.897167.2f,59.349008.2f,103.358382.2f,54.673364.2f,32.762883.2f,91.335326.2f,67.495500.2f,81.155128.2f,30.361236.2f,52.290178.2f,67.511311.2f,116.936943.2f,81.872409.2f,25.270980.2f,74.401265.2f,62.721653.2f,32.001385.2f,72.068742.2f,61.008182.2f,73.196231.2f,25.221946.2f,98.561295.2f,85.835861.2f,60.627647.2f,64.090597.2f
80.858774.2f,82.172441.2f,88.998247.2f,79.961270.2f,15.807645.2f,21.026350.2f,72.094411.2f,109.168797.2f,65.317138.2f,26.753933.2f,97.102694.2f,63.239791.2f,88.715112.2f,43.386439.2f,45.582716.2f,73.042209.2f,123.097288.2f,88.806535.2f,21.297384.2f,77.962766.2f,64.673102.2f,25.127196.2f,67.036680.2f,72.269156.2f,79.905665.2f,38.349691.2f,104.400704.2f,83.411443.2f,72.519745.2f,74.316352.2f
74.363033.2f,62.797908.2f,55.034098.2f,11.730634.2f,54.620386.2f,60.819800.2f,21.735827.2f,60.335413.2f,5.227094.2f,68.091720.2f,50.825805.2f,79.504338.2f,34.436521.2f,35.014546.2f,79.088562.2f,37.257980.2f,70.711651.2f,38.119315.2f,62.438527.2f,50.357060.2f,52.191097.2f,69.732252.2f,85.468702.2f,3.447396.2f,33.779514.2f,42.497652.2f,56.219744.2f,84.278723.2f,9.528505.2f,8.072085.2f
63.293344.2f,51.281248.2f,43.382293.2f,21.043385.2f,54.181785.2f,64.315277.2f,33.368928.2f,50.334859.2f,9.940814.2f,63.670240.2f,40.081856.2f,70.361542.2f,24.525617.2f,41.450269.2f,72.217057.2f,25.647260.2f,61.733359.2f,27.561551.2f,59.080084.2f,38.754579.2f,41.721688.2f,65.597068.2f,76.256588.2f,14.573008.2f,22.294061.2f,48.444304.2f,45.972024.2f,73.454857.2f,21.180085.2f,6.879471.2f
30.804991.2f,25.075100.2f,30.491813.2f,56.931466.2f,45.259411.2f,64.719662.2f,64.712660.2f,52.509074.2f,41.443079.2f,39.568315.2f,40.844137.2f,34.312752.2f,38.819224.2f,56.115072.2f,40.020892.2f,18.786918.2f,66.689369.2f,36.547646.2f,39.405413.2f,19.357568.2f,7.851097.2f,42.043683.2f,40.148272.2f,49.364486.2f,28.367846.2f,59.758032.2f,47.961718.2f,39.372186.2f,54.940300.2f,43.042372.2f
55.020815.2f,50.255861.2f,52.659602.2f,47.791381.2f,23.757181.2f,40.402310.2f,48.221175.2f,70.642448.2f,30.990763.2f,31.902578.2f,58.598696.2f,49.747775.2f,49.415290.2f,32.027210.2f,44.267253.2f,34.739440.2f,84.331739.2f,49.601801.2f,26.681163.2f,42.395712.2f,33.004005.2f,33.603141.2f,55.565702.2f,39.365130.2f,40.763181.2f,34.774210.2f,65.846283.2f,62.012270.2f,42.440685.2f,38.072670.2f
55.512665.2f,42.243008.2f,28.264589.2f,70.920244.2f,100.727958.2f,117.021409.2f,88.686380.2f,7.684924.2f,67.851626.2f,97.427477.2f,18.925457.2f,78.943725.2f,33.617495.2f,98.510269.2f,93.746867.2f,42.639485.2f,10.594655.2f,30.511543.2f,97.292760.2f,39.142151.2f,54.350778.2f,99.921908.2f,82.482958.2f,69.483073.2f,37.850155.2f,104.893671.2f,12.090145.2f,64.871548.2f,75.937328.2f,60.011633.2f
79.029915.2f,65.012280.2f,52.599695.2f,17.343625.2f,75.584807.2f,82.902174.2f,36.102759.2f,48.555583.2f,26.007322.2f,86.143128.2f,42.636027.2f,90.294763.2f,26.433322.2f,56.788065.2f,94.084739.2f,40.744132.2f,55.598068.2f,31.301346.2f,81.471943.2f,52.494722.2f,60.131859.2f,88.067439.2f,96.011920.2f,20.889742.2f,32.609571.2f,64.335803.2f,45.592935.2f,89.820055.2f,24.901523.2f,16.921960.2f
60.261245.2f,54.713015.2f,55.843109.2f,43.889034.2f,23.753115.2f,37.660496.2f,42.949724.2f,72.417165.2f,27.470014.2f,35.935751.2f,60.483139.2f,55.492935.2f,49.876673.2f,26.494610.2f,49.506040.2f,37.140387.2f,85.810997.2f,50.617953.2f,29.904347.2f,46.038657.2f,37.852537.2f,37.400649.2f,61.304477.2f,35.538385.2f,42.026079.2f,29.736345.2f,67.628462.2f,67.525267.2f,37.980144.2f,35.480734.2f
32.675805.2f,41.403641.2f,55.232940.2f,86.664333.2f,47.464636.2f,68.631641.2f,90.546118.2f,79.417968.2f,70.040273.2f,26.429036.2f,69.100212.2f,10.090711.2f,70.550103.2f,73.018839.2f,11.351919.2f,50.430810.2f,93.137680.2f,67.704844.2f,32.732049.2f,45.464068.2f,30.932836.2f,28.259901.2f,14.320536.2f,78.510855.2f,60.168778.2f,73.494294.2f,75.466211.2f,31.557610.2f,83.068697.2f,73.767270.2f
22.085305.2f,28.388211.2f,41.911903.2f,77.877113.2f,49.990822.2f,71.365124.2f,84.087086.2f,66.097932.2f,61.869656.2f,33.637533.2f,55.857330.2f,13.038074.2f,58.161733.2f,70.501306.2f,24.011908.2f,38.224304.2f,79.822676.2f,55.038223.2f,37.769476.2f,32.239394.2f,18.203714.2f,35.954062.2f,18.915755.2f,70.071740.2f,47.923665.2f,72.341799.2f,62.163562.2f,24.954246.2f,75.275911.2f,64.219387.2f
41.386651.2f,27.820870.2f,19.355438.2f,44.202122.2f,60.895918.2f,76.922620.2f,57.633557.2f,33.332964.2f,33.511019.2f,60.944845.2f,21.297398.2f,54.543962.2f,16.243906.2f,60.121095.2f,62.653751.2f,3.900759.2f,47.099012.2f,13.970187.2f,59.276442.2f,15.108514.2f,23.902151.2f,63.331870.2f,59.920361.2f,38.796289.2f,5.883075.2f,65.908591.2f,28.536882.2f,52.158219.2f,45.478683.2f,29.774034.2f
