16.275680.2f,26.620305.2f,30.648176.2f,94.294394.2f,61.609352.2f,45.299925.2f,79.089872.2f,72.965001.2f,54.065918.2f,44.025143.2f
59.123858.2f,84.726294.2f,88.209303.2f,88.839204.2f,88.600628.2f,30.705676.2f,97.854149.2f,53.302898.2f,12.973163.2f,62.791406.2f
31.893553.2f,11.137679.2f,8.394089.2f,76.506914.2f,33.896055.2f,59.374985.2f,51.394122.2f,69.823778.2f,76.744246.2f,34.658089.2f
27.141004.2f,51.673144.2f,55.628677.2f,91.562880.2f,71.972103.2f,26.730750.2f,86.737750.2f,61.553931.2f,26.205283.2f,46.841834.2f
71.334511.2f,86.305241.2f,87.509141.2f,31.703004.2f,58.873615.2f,48.322052.2f,56.120163.2f,14.337258.2f,61.103149.2f,48.552180.2f
12.982522.2f,37.697769.2f,41.597895.2f,84.484224.2f,59.772527.2f,27.491469.2f,75.571063.2f,58.432222.2f,36.115586.2f,36.317309.2f
96.629985.2f,115.421494.2f,117.168779.2f,59.879344.2f,91.534186.2f,67.040682.2f,88.304280.2f,43.357496.2f,70.717246.2f,78.450041.2f
24.881891.2f,50.150486.2f,53.550847.2f,73.886369.2f,58.947022.2f,9.755086.2f,71.913086.2f,43.606636.2f,22.502798.2f,32.579577.2f
48.751754.2f,73.698587.2f,76.927651.2f,75.746190.2f,74.469540.2f,17.513887.2f,83.591767.2f,40.459607.2f,11.148366.2f,48.914091.2f
70.724694.2f,86.184382.2f,87.472128.2f,33.483857.2f,59.629544.2f,47.074895.2f,57.361634.2f,13.727102.2f,59.487475.2f,48.474833.2f
58.052559.2f,80.051362.2f,82.563015.2f,59.460051.2f,68.972348.2f,26.466475.2f,73.924158.2f,24.322539.2f,31.615364.2f,47.251611.2f
14.513023.2f,39.637861.2f,43.500068.2f,83.757084.2f,60.243932.2f,25.469316.2f,75.747710.2f,57.016798.2f,33.850320.2f,36.217558.2f
5.199233.2f,30.913661.2f,34.561905.2f,77.547620.2f,50.717341.2f,27.867856.2f,66.794214.2f,54.228391.2f,41.187584.2f,28.168995.2f
81.487901.2f,99.822404.2f,101.541939.2f,49.119487.2f,76.675496.2f,53.012342.2f,74.831715.2f,27.807773.2f,59.624200.2f,62.816285.2f
48.801977.2f,67.892921.2f,69.947920.2f,47.362443.2f,53.010466.2f,23.117214.2f,58.214309.2f,12.524283.2f,38.018232.2f,32.559203.2f
45.503445.2f,46.493800.2f,46.060630.2f,37.610235.2f,11.312164.2f,49.464616.2f,20.788991.2f,38.577759.2f,70.211254.2f,19.122299.2f
38.158748.2f,51.699484.2f,53.096900.2f,41.924353.2f,33.779633.2f,28.166738.2f,41.797870.2f,21.185088.2f,48.450333.2f,14.142774.2f
28.746921.2f,29.736910.2f,30.093040.2f,54.520377.2f,19.993894.2f,42.194498.2f,36.666047.2f,45.564317.2f,62.245108.2f,11.331338.2f
78.781212.2f,100.756131.2f,103.186255.2f,66.869285.2f,86.190124.2f,46.722469.2f,88.127875.2f,36.982250.2f,46.113080.2f,66.840847.2f
30.354144.2f,9.907041.2f,11.261698.2f,93.845405.2f,52.975604.2f,62.793585.2f,70.735588.2f,81.702192.2f,76.223074.2f,47.020514.2f
2.619303.2f,25.398709.2f,29.234940.2f,80.891298.2f,50.720703.2f,34.329706.2f,67.578059.2f,59.519023.2f,47.124782.2f,30.737431.2f
42.917327.2f,64.964945.2f,67.572958.2f,58.435828.2f,57.991987.2f,12.711365.2f,65.920052.2f,24.039124.2f,26.747006.2f,33.927129.2f
45.873425.2f,58.538621.2f,59.671129.2f,34.975651.2f,35.198719.2f,33.138164.2f,39.766054.2f,15.464991.2f,52.460936.2f,20.779090.2f
77.707598.2f,72.026448.2f,70.086972.2f,34.918968.2f,29.604769.2f,81.449108.2f,12.525824.2f,60.419268.2f,101.922907.2f,52.405230.2f
10.896880.2f,35.592502.2f,38.969652.2f,72.806258.2f,49.330717.2f,21.774831.2f,64.452760.2f,48.086630.2f,36.859514.2f,24.807575.2f
36.022809.2f,60.615484.2f,63.786104.2f,70.326061.2f,62.957496.2f,4.541688.2f,73.634117.2f,37.006913.2f,16.451634.2f,36.804992.2f
49.530063.2f,75.168736.2f,78.939713.2f,94.582329.2f,86.554607.2f,28.876512.2f,98.297733.2f,59.959741.2f,9.550657.2f,60.091680.2f
25.974473.2f,50.901085.2f,54.201901.2f,71.755293.2f,57.861063.2f,7.611026.2f,70.442677.2f,41.268744.2f,22.555534.2f,31.416016.2f
62.924818.2f,67.072705.2f,66.727801.2f,16.939087.2f,28.059465.2f,57.142783.2f,20.789089.2f,31.996595.2f,76.668476.2f,34.765480.2f
29.236787.2f,54.977732.2f,58.648077.2f,82.134617.2f,67.502130.2f,15.443533.2f,80.711003.2f,50.613646.2f,17.460482.2f,41.243642.2f
35.735178.2f,49.972268.2f,51.513101.2f,44.465098.2f,34.432770.2f,26.221125.2f,43.397096.2f,22.863353.2f,46.696596.2f,12.841829.2f
74.246403.2f,91.345549.2f,92.884873.2f,40.857758.2f,66.954745.2f,47.882039.2f,65.236780.2f,18.658217.2f,57.670194.2f,53.956396.2f
37.276711.2f,53.294860.2f,55.040698.2f,45.337971.2f,38.785043.2f,23.297549.2f,47.020737.2f,20.004622.2f,43.352277.2f,16.922949.2f
31.887960.2f,13.763665.2f,15.239360.2f,97.599516.2f,56.940226.2f,64.525401.2f,74.712605.2f,84.706712.2f,77.082619.2f,50.305532.2f
48.331398.2f,74.003734.2f,77.754690.2f,93.128911.2f,85.049061.2f,27.347863.2f,96.769258.2f,58.567100.2f,8.226594.2f,58.587114.2f
65.414862.2f,62.113658.2f,60.663089.2f,30.647740.2f,18.809197.2f,68.507985.2f,2.225598.2f,49.446056.2f,89.046924.2f,39.493170.2f
66.091012.2f,80.360484.2f,81.492348.2f,29.093409.2f,52.842760.2f,44.909628.2f,50.842288.2f,9.796915.2f,59.346154.2f,42.595493.2f
46.237396.2f,71.979181.2f,75.629159.2f,88.241548.2f,80.992347.2f,22.865884.2f,92.334532.2f,53.662784.2f,3.480869.2f,54.564823.2f
25.325434.2f,6.989760.2f,10.033084.2f,89.912958.2f,50.069588.2f,57.676711.2f,67.965826.2f,76.794833.2f,71.394050.2f,42.339655.2f
63.322684.2f,56.794540.2f,54.913358.2f,39.384803.2f,14.731450.2f,70.634565.2f,6.622947.2f,55.477543.2f,91.377720.2f,39.680473.2f
37.295664.2f,63.020935.2f,66.724090.2f,86.149671.2f,74.650689.2f,18.778804.2f,87.135355.2f,52.970674.2f,10.461511.2f,48.223704.2f
44.610572.2f,62.644342.2f,64.575197.2f,45.483299.2f,47.455369.2f,22.452294.2f,53.471411.2f,13.276910.2f,39.858543.2f,26.828406.2f
53.865468.2f,79.603002.2f,83.280408.2f,93.181936.2f,88.200070.2f,29.762120.2f,99.016141.2f,58.018873.2f,9.005035.2f,61.845417.2f
46.009820.2f,46.714867.2f,46.228772.2f,37.472119.2f,10.856147.2f,50.100993.2f,20.178851.2f,39.011753.2f,70.847271.2f,19.727945.2f
22.430589.2f,46.673993.2f,49.849667.2f,68.936668.2f,53.074747.2f,10.240215.2f,66.045473.2f,40.120098.2f,27.521370.2f,26.685775.2f
47.198862.2f,67.376097.2f,69.624827.2f,51.203023.2f,55.067109.2f,19.801612.2f,61.151125.2f,16.358492.2f,34.146635.2f,33.254312.2f
33.198519.2f,58.902593.2f,62.628395.2f,85.302112.2f,71.798729.2f,17.986191.2f,84.807247.2f,52.976385.2f,14.440127.2f,45.483838.2f
59.447437.2f,83.716886.2f,87.723032.2f,113.085653.2f,101.829557.2f,46.334224.2f,114.864390.2f,78.707743.2f,28.353390.2f,75.582839.2f
96.121462.2f,114.518670.2f,116.194185.2f,57.647443.2f,89.904272.2f,66.961404.2f,86.349491.2f,42.160817.2f,71.352450.2f,77.376237.2f
59.456426.2f,84.187146.2f,87.327782.2f,77.731218.2f,81.963156.2f,27.547793.2f,89.444279.2f,42.266829.2f,18.803693.2f,57.350398.2f
27.538697.2f,53.275081.2f,56.960982.2f,82.081644.2f,66.504227.2f,15.957424.2f,79.964065.2f,51.019391.2f,19.226175.2f,40.350279.2f
43.069611.2f,60.344054.2f,62.179406.2f,44.332963.2f,44.612145.2f,23.148553.2f,50.930717.2f,14.079343.2f,41.463746.2f,24.134983.2f
73.115969.2f,82.511781.2f,82.828648.2f,12.498325.2f,47.287847.2f,57.919858.2f,40.003219.2f,24.117235.2f,74.460709.2f,46.187072.2f
53.859384.2f,40.826223.2f,38.179325.2f,57.069973.2f,14.980200.2f,70.097653.2f,25.771825.2f,64.762560.2f,90.417816.2f,37.930144.2f
57.659542.2f,78.605150.2f,80.917997.2f,54.342907.2f,65.080878.2f,27.409267.2f,69.329168.2f,19.262685.2f,35.469131.2f,44.461077.2f
14.735596.2f,13.553937.2f,16.352458.2f,74.599655.2f,38.349259.2f,43.467332.2f,56.064326.2f,60.080045.2f,59.804612.2f,25.783747.2f
36.925128.2f,12.909238.2f,11.673491.2f,95.142241.2f,52.679061.2f,68.944097.2f,69.998212.2f,85.650730.2f,83.130678.2f,50.473772.2f
16.206166.2f,25.055175.2f,27.081146.2f,63.901656.2f,32.576079.2f,34.731768.2f,49.116706.2f,48.009760.2f,53.282696.2f,14.020190.2f
70.143418.2f,68.208956.2f,66.891142.2f,25.260362.2f,24.976056.2f,70.607605.2f,8.366742.2f,48.357537.2f,90.844004.2f,43.303979.2f
37.863321.2f,62.769261.2f,66.016078.2f,72.702244.2f,65.870390.2f,7.411507.2f,76.508038.2f,38.943714.2f,13.570085.2f,39.699242.2f
34.382433.2f,50.544935.2f,52.365172.2f,47.462991.2f,38.002514.2f,22.328717.2f,47.307337.2f,22.915639.2f,42.783501.2f,14.751920.2f
32.752233.2f,55.671109.2f,59.718433.2f,99.739380.2f,79.281225.2f,34.449946.2f,94.432524.2f,69.486701.2f,30.219704.2f,54.602707.2f
62.056082.2f,80.379851.2f,82.203257.2f,43.778896.2f,60.497597.2f,35.227820.2f,62.085521.2f,10.881464.2f,46.352432.2f,43.787134.2f
46.680201.2f,43.520914.2f,42.490928.2f,42.283315.2f,3.976476.2f,54.912505.2f,18.798050.2f,45.985291.2f,75.647726.2f,23.129369.2f
46.098237.2f,28.552074.2f,25.413433.2f,68.038596.2f,23.698876.2f,68.084819.2f,38.583506.2f,69.780546.2f,87.375183.2f,37.817436.2f
42.877145.2f,59.497531.2f,61.239333.2f,43.073592.2f,42.885449.2f,24.363093.2f,49.144738.2f,14.143750.2f,43.013246.2f,22.900256.2f
39.637078.2f,35.191604.2f,34.260374.2f,49.853665.2f,9.094082.2f,52.073490.2f,26.763217.2f,48.887490.2f,72.527629.2f,19.828260.2f
68.266485.2f,68.384126.2f,67.385902.2f,20.711062.2f,25.862328.2f,66.535154.2f,12.139612.2f,42.999498.2f,86.533621.2f,40.741088.2f
51.827165.2f,60.394183.2f,60.851308.2f,26.643550.2f,29.380913.2f,43.135526.2f,30.464185.2f,21.226737.2f,62.677181.2f,24.196978.2f
23.261472.2f,26.343779.2f,27.347129.2f,58.988171.2f,25.397679.2f,39.306094.2f,42.171167.2f,47.036222.2f,58.787920.2f,11.724956.2f
54.450188.2f,79.547116.2f,83.463381.2f,104.202421.2f,94.546839.2f,37.893647.2f,106.973318.2f,69.670293.2f,19.267695.2f,68.137706.2f
13.480636.2f,16.849757.2f,19.468233.2f,71.949727.2f,37.048217.2f,40.475942.2f,54.534717.2f,56.762251.2f,57.292639.2f,22.686419.2f
28.269632.2f,49.277192.2f,53.349227.2f,100.224258.2f,76.346675.2f,37.644688.2f,92.286569.2f,71.836516.2f,36.977504.2f,52.960781.2f
19.021109.2f,38.169608.2f,42.242946.2f,95.259302.2f,67.644413.2f,38.174643.2f,84.276314.2f,69.813626.2f,43.124361.2f,46.109776.2f
40.280164.2f,63.455834.2f,66.294852.2f,63.230718.2f,60.101974.2f,8.337917.2f,69.142374.2f,29.169739.2f,22.076538.2f,34.976447.2f
48.684693.2f,35.900641.2f,33.425085.2f,58.069944.2f,14.128933.2f,65.892536.2f,28.261177.2f,62.749676.2f,86.032932.2f,33.983587.2f
22.452471.2f,48.110805.2f,51.674950.2f,77.450453.2f,60.315697.2f,14.126571.2f,74.017676.2f,47.813969.2f,23.965658.2f,34.269841.2f
25.318129.2f,48.215115.2f,52.252794.2f,95.038954.2f,72.469769.2f,32.162220.2f,88.021872.2f,66.352249.2f,32.741607.2f,48.412615.2f
