14.841216.2f,122.076937.2f,91.310211.2f,90.845685.2f,95.765152.2f,104.663519.2f,63.570570.2f,87.306737.2f,70.463678.2f,60.512343.2f,78.519137.2f,74.164188.2f,73.274779.2f,68.693778.2f,20.305560.2f,91.779174.2f,13.040776.2f,43.581345.2f,55.868926.2f,93.284266.2f,65.494791.2f,76.081963.2f,18.699215.2f,52.873404.2f,59.321055.2f,40.085184.2f,9.759227.2f,67.933134.2f,93.724291.2f,81.714329.2f,43.201766.2f,77.197083.2f,124.442126.2f,55.279418.2f,32.900047.2f,72.771691.2f,82.158221.2f,78.048728.2f,72.651316.2f,77.133796.2f
74.045734.2f,69.461167.2f,66.474957.2f,27.745013.2f,19.620181.2f,45.030991.2f,25.999052.2f,17.276306.2f,60.176931.2f,80.549286.2f,5.517796.2f,52.112238.2f,18.960116.2f,95.259202.2f,79.509636.2f,64.204137.2f,73.010652.2f,50.907798.2f,42.107664.2f,81.819381.2f,25.136132.2f,84.444828.2f,70.690987.2f,33.449836.2f,65.982078.2f,85.557010.2f,74.407556.2f,88.665728.2f,52.739594.2f,44.843479.2f,61.577442.2f,59.397680.2f,71.924473.2f,82.101704.2f,80.340689.2f,14.271353.2f,9.859397.2f,8.208748.2f,19.116507.2f,99.585607.2f
27.928429.2f,101.660198.2f,69.803453.2f,73.758947.2f,80.797595.2f,85.838298.2f,48.381839.2f,79.695878.2f,48.938781.2f,39.863288.2f,66.527184.2f,53.266658.2f,66.322040.2f,49.984639.2f,7.612752.2f,70.390719.2f,10.047261.2f,24.551635.2f,37.189062.2f,71.624961.2f,50.094810.2f,55.074531.2f,4.438634.2f,38.709381.2f,37.610070.2f,23.234164.2f,14.220086.2f,48.023642.2f,73.280354.2f,61.731144.2f,21.701473.2f,55.788573.2f,103.954014.2f,35.247895.2f,15.082773.2f,64.072138.2f,68.402586.2f,65.182074.2f,65.682746.2f,58.230941.2f
63.267513.2f,89.142021.2f,81.691458.2f,46.923407.2f,39.833944.2f,64.741931.2f,33.822349.2f,12.484184.2f,71.192515.2f,87.201720.2f,20.479831.2f,64.777757.2f,2.841610.2f,102.017195.2f,76.206152.2f,79.774227.2f,67.017365.2f,53.100143.2f,48.647748.2f,95.606795.2f,34.190427.2f,94.251820.2f,66.359263.2f,35.295385.2f,73.597775.2f,86.765584.2f,67.295420.2f,96.113041.2f,69.959754.2f,60.160930.2f,64.608361.2f,72.197952.2f,91.644956.2f,87.335833.2f,80.191463.2f,8.620984.2f,28.358341.2f,23.818230.2f,3.381490.2f,107.615060.2f
91.531710.2f,45.061001.2f,51.472896.2f,10.394121.2f,6.134517.2f,21.141920.2f,34.542940.2f,40.705034.2f,53.403259.2f,78.001564.2f,26.248945.2f,43.865542.2f,44.190889.2f,91.484294.2f,89.261224.2f,48.730612.2f,86.048278.2f,57.955060.2f,45.826644.2f,68.200449.2f,32.626118.2f,77.011420.2f,82.237063.2f,45.277314.2f,63.610763.2f,89.668332.2f,88.446189.2f,84.365205.2f,34.984538.2f,32.896327.2f,65.900577.2f,49.694121.2f,47.416044.2f,81.355145.2f,86.476575.2f,38.897146.2f,18.835052.2f,24.121666.2f,44.280127.2f,93.773195.2f
69.212322.2f,59.199966.2f,50.348948.2f,17.710705.2f,19.802072.2f,35.554296.2f,12.758853.2f,33.451818.2f,43.266250.2f,64.377503.2f,12.678027.2f,35.201952.2f,29.512334.2f,78.936236.2f,68.492155.2f,48.257037.2f,64.236958.2f,37.837647.2f,27.105769.2f,65.210573.2f,11.051745.2f,67.581502.2f,60.792841.2f,23.179144.2f,49.693456.2f,71.618317.2f,66.437861.2f,72.206742.2f,38.080890.2f,28.644652.2f,47.393805.2f,42.522751.2f,61.767225.2f,66.396341.2f,67.291199.2f,23.401206.2f,8.426066.2f,9.072468.2f,29.306508.2f,82.944928.2f
109.772703.2f,10.815305.2f,30.737601.2f,32.075670.2f,42.095436.2f,14.922651.2f,55.235869.2f,76.172915.2f,46.450282.2f,70.717156.2f,58.524855.2f,39.145938.2f,77.034011.2f,80.256185.2f,97.314497.2f,28.201111.2f,98.862153.2f,68.319265.2f,56.366285.2f,45.344353.2f,53.425379.2f,62.531328.2f,93.570298.2f,64.650463.2f,59.888749.2f,89.971319.2f,102.319826.2f,73.390794.2f,18.727935.2f,30.174480.2f,70.804042.2f,39.541362.2f,13.385841.2f,76.085472.2f,90.012183.2f,71.099215.2f,50.645880.2f,55.311682.2f,76.957840.2f,79.244409.2f
25.627081.2f,102.770891.2f,81.057410.2f,64.117555.2f,64.870755.2f,81.010542.2f,36.919018.2f,50.094883.2f,63.057378.2f,67.722935.2f,44.904483.2f,61.612925.2f,36.075080.2f,81.064565.2f,42.725268.2f,80.322643.2f,31.347134.2f,33.732713.2f,39.491946.2f,89.672603.2f,38.831256.2f,79.868062.2f,32.615950.2f,27.455295.2f,58.211501.2f,58.331288.2f,30.640789.2f,76.997437.2f,76.520275.2f,63.994481.2f,42.888940.2f,67.619931.2f,105.329920.2f,65.320639.2f,50.481190.2f,36.527001.2f,50.483140.2f,45.536120.2f,35.472819.2f,88.457068.2f
78.388943.2f,49.172547.2f,44.513058.2f,7.432953.2f,14.473766.2f,25.294180.2f,20.881668.2f,39.774601.2f,41.762662.2f,65.275975.2f,20.199175.2f,32.616911.2f,38.483415.2f,79.262958.2f,74.966289.2f,42.100059.2f,72.017145.2f,43.648477.2f,31.557905.2f,60.450151.2f,18.902906.2f,66.032898.2f,68.061876.2f,31.683563.2f,50.650536.2f,75.657812.2f,74.546707.2f,72.257270.2f,30.240280.2f,23.339954.2f,51.738546.2f,39.341911.2f,51.727399.2f,68.180819.2f,72.258275.2f,32.473593.2f,12.716153.2f,16.777392.2f,38.369521.2f,82.293310.2f
74.018567.2f,47.792496.2f,35.032440.2f,14.463419.2f,25.809748.2f,26.832061.2f,18.294084.2f,48.616450.2f,30.252572.2f,53.907202.2f,27.927734.2f,21.220610.2f,44.507888.2f,67.781606.2f,66.712645.2f,32.931021.2f,65.352343.2f,35.466694.2f,22.839178.2f,50.165758.2f,16.546819.2f,54.566513.2f,60.800085.2f,27.844615.2f,39.361226.2f,65.469910.2f,68.314816.2f,60.757094.2f,23.464993.2f,13.322083.2f,42.064033.2f,28.168228.2f,50.359111.2f,57.027174.2f,62.721528.2f,38.412686.2f,22.004155.2f,24.286567.2f,44.247661.2f,70.771189.2f
39.800942.2f,81.324253.2f,53.136337.2f,51.178184.2f,58.433365.2f,63.852184.2f,26.349914.2f,61.666034.2f,33.326792.2f,37.404882.2f,45.790257.2f,34.451254.2f,49.607361.2f,51.572707.2f,29.692776.2f,53.026191.2f,28.015395.2f,2.989019.2f,14.954762.2f,59.429572.2f,27.919001.2f,48.756765.2f,23.211232.2f,18.044945.2f,27.074933.2f,34.750563.2f,31.327363.2f,46.725256.2f,53.098032.2f,40.861682.2f,12.784050.2f,38.991932.2f,83.731858.2f,36.076213.2f,29.053086.2f,45.979125.2f,46.615268.2f,43.942272.2f,49.001881.2f,58.361723.2f
66.470426.2f,55.688756.2f,26.963532.2f,35.103859.2f,46.963354.2f,41.809924.2f,26.418744.2f,65.150408.2f,10.956513.2f,32.739639.2f,44.777043.2f,7.787676.2f,57.443875.2f,46.740963.2f,51.425602.2f,26.539687.2f,53.594431.2f,23.729296.2f,14.773025.2f,36.645811.2f,26.144624.2f,34.857511.2f,48.043386.2f,28.929378.2f,18.240816.2f,46.075063.2f,57.292838.2f,39.798948.2f,27.314638.2f,16.399044.2f,24.947179.2f,13.506175.2f,57.986814.2f,36.008520.2f,44.772044.2f,51.875310.2f,40.977305.2f,41.454940.2f,57.005451.2f,50.232625.2f
96.247200.2f,45.779499.2f,55.775934.2f,15.807378.2f,8.211838.2f,23.065535.2f,39.670156.2f,41.268169.2f,58.725375.2f,83.466963.2f,29.314859.2f,49.159971.2f,46.431160.2f,96.849033.2f,94.692931.2f,52.981187.2f,91.246665.2f,63.426395.2f,51.364153.2f,72.575259.2f,37.789753.2f,82.139911.2f,87.540930.2f,50.320041.2f,69.122690.2f,95.259602.2f,93.560836.2f,89.715102.2f,39.008460.2f,38.003915.2f,71.475244.2f,54.791097.2f,47.992734.2f,86.884893.2f,92.038723.2f,41.533961.2f,22.550329.2f,27.711999.2f,46.591171.2f,98.983084.2f
45.034601.2f,78.787084.2f,59.256789.2f,40.711258.2f,43.631836.2f,57.136659.2f,12.995968.2f,40.959137.2f,43.752658.2f,56.034749.2f,26.823093.2f,40.056527.2f,28.925758.2f,70.739489.2f,47.451883.2f,58.142342.2f,41.128828.2f,21.411059.2f,19.256040.2f,70.091742.2f,14.952690.2f,64.673496.2f,38.567410.2f,4.551988.2f,43.175988.2f,55.464224.2f,42.882604.2f,65.144237.2f,52.944894.2f,40.595231.2f,32.920363.2f,46.856486.2f,81.349395.2f,55.782043.2f,49.366982.2f,25.235377.2f,29.863972.2f,25.892297.2f,28.331840.2f,76.768115.2f
90.141031.2f,81.754400.2f,46.415765.2f,82.974124.2f,96.145246.2f,81.957580.2f,75.987157.2f,115.463506.2f,40.587922.2f,23.766428.2f,95.416847.2f,49.730069.2f,106.368908.2f,13.047444.2f,61.231028.2f,49.148130.2f,72.156408.2f,58.948441.2f,60.563392.2f,32.645967.2f,76.151318.2f,16.296115.2f,66.573027.2f,74.530941.2f,35.666202.2f,41.632873.2f,76.214547.2f,14.555251.2f,62.296948.2f,60.395396.2f,48.633116.2f,43.596823.2f,82.868038.2f,27.068197.2f,48.624383.2f,101.297166.2f,91.698321.2f,92.166813.2f,105.855594.2f,4.902816.2f
87.793950.2f,80.067599.2f,44.352352.2f,80.335001.2f,93.456749.2f,79.645809.2f,73.102475.2f,112.585506.2f,37.823983.2f,21.062228.2f,92.558373.2f,47.026367.2f,103.476321.2f,11.561565.2f,59.122797.2f,47.044149.2f,69.852179.2f,56.123199.2f,57.670795.2f,31.186141.2f,73.273344.2f,13.652455.2f,64.210811.2f,71.645672.2f,32.776388.2f,39.733113.2f,73.935250.2f,11.970047.2f,60.007182.2f,57.790682.2f,45.883622.2f,41.002316.2f,81.248499.2f,24.648102.2f,46.518124.2f,98.406445.2f,88.881872.2f,89.316757.2f,102.962998.2f,4.746304.2f
18.790282.2f,113.159771.2f,81.932742.2f,83.217142.2f,89.001340.2f,96.374423.2f,56.526803.2f,83.519946.2f,61.074190.2f,51.349545.2f,72.859987.2f,65.019868.2f,69.639676.2f,60.207978.2f,11.814996.2f,82.451027.2f,5.016981.2f,34.962773.2f,47.475528.2f,83.819446.2f,58.387541.2f,66.822696.2f,9.522613.2f,46.086101.2f,49.846021.2f,31.930940.2f,5.245909.2f,59.031001.2f,84.776156.2f,72.931112.2f,33.806201.2f,67.856299.2f,115.496754.2f,46.297152.2f,24.283904.2f,68.404752.2f,75.815004.2f,72.034135.2f,69.002829.2f,68.608482.2f
85.898745.2f,91.127405.2f,55.009837.2f,88.979336.2f,101.734169.2f,89.631776.2f,78.911296.2f,118.430682.2f,45.983562.2f,24.033112.2f,98.982711.2f,55.502186.2f,108.402300.2f,9.276193.2f,56.045601.2f,57.619424.2f,67.830502.2f,59.183621.2f,62.927587.2f,42.424507.2f,79.330204.2f,23.381084.2f,62.645136.2f,76.034534.2f,38.189150.2f,35.944191.2f,71.710602.2f,15.465682.2f,70.117473.2f,66.750318.2f,48.067838.2f,50.172965.2f,92.361874.2f,24.875847.2f,43.667336.2f,103.687654.2f,95.995653.2f,95.919242.2f,107.854575.2f,6.614252.2f
55.317413.2f,95.338132.2f,59.048180.2f,78.973688.2f,89.502110.2f,85.784514.2f,60.443253.2f,98.015635.2f,40.702050.2f,18.704288.2f,80.903699.2f,48.996220.2f,86.116088.2f,23.200526.2f,25.431150.2f,60.691979.2f,37.275017.2f,36.021807.2f,44.721807.2f,54.496541.2f,61.516850.2f,33.900730.2f,32.323343.2f,54.191212.2f,27.376662.2f,5.506815.2f,41.098348.2f,23.470248.2f,68.715777.2f,60.283716.2f,24.844332.2f,47.592575.2f,97.228707.2f,12.466318.2f,13.051577.2f,82.404764.2f,80.133417.2f,78.517510.2f,85.509373.2f,31.649355.2f
96.444243.2f,39.525711.2f,49.464461.2f,12.153031.2f,12.034279.2f,16.320286.2f,39.055664.2f,46.557844.2f,53.789134.2f,78.923172.2f,32.279487.2f,44.205344.2f,50.282742.2f,91.927034.2f,92.751760.2f,46.641104.2f,90.199849.2f,61.374237.2f,48.956182.2f,66.281131.2f,37.089279.2f,76.704102.2f,86.143385.2f,49.858738.2f,64.844213.2f,91.975057.2f,92.763871.2f,84.762815.2f,32.579900.2f,32.740360.2f,68.599974.2f,49.384059.2f,41.817014.2f,82.659939.2f,89.254144.2f,44.966811.2f,24.740413.2f,30.029068.2f,50.369866.2f,93.676990.2f
43.379572.2f,87.845517.2f,54.373064.2f,64.707899.2f,73.894513.2f,74.322100.2f,43.210404.2f,79.808324.2f,33.639518.2f,24.380957.2f,63.364533.2f,39.325991.2f,67.719132.2f,36.454865.2f,19.505747.2f,55.217575.2f,26.180816.2f,18.005886.2f,28.437498.2f,55.316853.2f,44.496046.2f,39.041121.2f,20.143996.2f,36.065251.2f,21.492911.2f,16.700103.2f,30.379009.2f,33.192590.2f,59.729260.2f,49.153091.2f,8.253808.2f,40.706364.2f,90.023675.2f,20.808479.2f,12.405896.2f,64.134361.2f,63.334177.2f,61.223965.2f,67.109004.2f,44.208492.2f
24.005230.2f,101.910514.2f,71.202591.2f,72.230793.2f,78.545246.2f,85.116462.2f,46.022568.2f,75.753694.2f,50.404673.2f,43.573227.2f,63.391615.2f,53.905349.2f,62.212735.2f,54.350343.2f,11.723502.2f,71.597136.2f,7.319421.2f,23.672481.2f,36.221671.2f,74.091835.2f,47.821679.2f,58.445763.2f,2.022923.2f,35.910657.2f,39.903041.2f,28.121975.2f,11.348465.2f,52.026366.2f,73.535769.2f,61.642320.2f,23.259404.2f,57.039697.2f,104.258619.2f,39.305269.2f,19.984362.2f,60.236613.2f,65.737172.2f,62.257786.2f,61.572218.2f,62.506600.2f
52.674492.2f,79.520141.2f,45.096179.2f,59.966856.2f,70.416044.2f,67.685312.2f,42.024466.2f,80.613123.2f,24.669920.2f,16.534563.2f,62.579635.2f,31.475584.2f,69.559215.2f,30.454814.2f,28.995628.2f,46.123651.2f,35.843089.2f,19.548255.2f,25.980148.2f,45.531241.2f,42.938298.2f,29.911664.2f,29.779160.2f,37.092285.2f,11.863437.2f,20.177511.2f,40.031250.2f,25.829717.2f,51.807287.2f,42.176747.2f,8.405883.2f,31.819092.2f,81.611725.2f,15.064317.2f,19.593525.2f,65.295666.2f,61.326859.2f,60.002196.2f,68.982529.2f,37.382261.2f
99.914680.2f,29.666187.2f,8.023791.2f,42.242896.2f,55.580581.2f,33.016993.2f,53.913338.2f,85.546857.2f,28.641928.2f,49.178895.2f,65.286229.2f,25.830405.2f,82.293254.2f,56.807067.2f,81.755041.2f,7.173490.2f,86.080603.2f,57.177169.2f,47.779143.2f,20.676012.2f,52.663860.2f,38.763517.2f,80.241821.2f,60.318111.2f,41.329999.2f,70.721412.2f,89.985174.2f,50.265051.2f,15.856339.2f,24.863719.2f,55.823314.2f,21.744438.2f,31.114793.2f,55.077988.2f,72.420838.2f,76.198134.2f,58.425833.2f,61.656913.2f,82.029692.2f,55.013041.2f
70.326139.2f,67.860696.2f,62.448333.2f,25.615097.2f,20.178023.2f,43.492535.2f,20.726553.2f,21.196788.2f,55.272579.2f,75.328916.2f,0.951104.2f,47.425880.2f,19.425189.2f,90.057887.2f,74.619219.2f,60.277132.2f,68.473743.2f,45.716301.2f,36.835663.2f,77.470126.2f,19.868801.2f,79.462623.2f,65.953302.2f,28.436113.2f,60.787701.2f,80.336139.2f,70.025518.2f,83.495196.2f,49.395519.2f,40.742173.2f,56.326784.2f,54.771759.2f,70.372426.2f,76.838899.2f,75.194627.2f,13.733684.2f,7.060679.2f,3.206344.2f,19.407325.2f,94.466168.2f
88.025175.2f,46.392038.2f,9.452201.2f,48.105039.2f,61.764386.2f,44.706792.2f,50.392787.2f,86.955113.2f,15.842901.2f,32.352761.2f,66.174117.2f,19.021322.2f,81.028773.2f,40.205298.2f,67.019426.2f,11.956830.2f,72.792239.2f,46.202759.2f,39.677957.2f,11.874713.2f,49.699893.2f,22.390781.2f,66.782304.2f,53.964652.2f,26.172111.2f,54.432783.2f,76.864579.2f,33.495724.2f,25.041626.2f,25.910837.2f,42.258607.2f,11.724784.2f,47.952887.2f,38.342531.2f,56.826848.2f,75.171912.2f,60.624781.2f,62.583105.2f,80.650704.2f,39.238014.2f
70.966333.2f,79.705647.2f,75.616416.2f,37.950454.2f,29.430717.2f,55.278835.2f,31.179857.2f,8.415919.2f,67.591034.2f,86.181729.2f,12.660460.2f,60.159896.2f,10.626441.2f,101.020135.2f,80.364650.2f,73.464372.2f,72.441964.2f,54.103008.2f,47.218101.2f,90.481911.2f,30.903613.2f,91.493521.2f,70.945299.2f,35.955682.2f,71.939562.2f,88.676311.2f,73.274379.2f,94.702679.2f,62.513399.2f,53.905512.2f,65.344779.2f,67.559532.2f,82.163946.2f,87.095424.2f,82.763199.2f,9.007952.2f,19.677556.2f,16.304101.2f,11.028079.2f,105.929575.2f
30.498367.2f,100.285006.2f,67.982954.2f,73.278128.2f,80.703094.2f,84.930024.2f,48.424022.2f,80.689636.2f,47.129319.2f,37.358354.2f,66.986170.2f,51.790494.2f,67.459737.2f,47.410914.2f,7.401368.2f,68.645438.2f,12.573215.2f,23.992541.2f,36.543209.2f,69.423049.2f,50.081536.2f,52.631683.2f,6.998639.2f,39.053281.2f,35.519634.2f,20.810652.2f,16.722675.2f,45.469580.2f,71.933030.2f,60.561322.2f,20.018076.2f,54.049337.2f,102.553306.2f,32.691368.2f,12.675499.2f,65.007532.2f,68.569032.2f,65.511605.2f,66.822275.2f,55.657019.2f
49.138179.2f,94.110970.2f,58.647040.2f,74.888681.2f,84.822372.2f,82.923217.2f,54.873331.2f,91.801956.2f,39.083846.2f,20.922652.2f,75.179472.2f,46.556710.2f,79.674271.2f,28.757350.2f,19.976047.2f,60.007725.2f,31.067118.2f,29.930785.2f,39.559908.2f,56.080877.2f,56.064638.2f,36.682950.2f,25.829789.2f,48.042994.2f,25.654514.2f,5.055280.2f,35.029262.2f,27.671564.2f,66.754911.2f,57.405672.2f,19.236420.2f,46.188892.2f,96.121573.2f,15.178044.2f,7.416144.2f,76.127718.2f,74.833700.2f,72.939451.2f,79.061575.2f,37.115033.2f
83.641338.2f,37.820148.2f,15.548908.2f,27.627811.2f,41.293676.2f,26.848905.2f,35.007901.2f,68.041060.2f,19.143941.2f,44.557872.2f,47.414647.2f,10.937126.2f,63.782990.2f,56.242184.2f,69.182391.2f,13.446378.2f,71.400382.2f,41.183780.2f,30.280790.2f,31.323778.2f,33.763818.2f,40.200304.2f,65.902350.2f,41.766408.2f,32.243278.2f,62.113317.2f,75.037493.2f,49.081607.2f,9.507077.2f,6.190009.2f,42.647086.2f,13.222096.2f,40.107945.2f,49.323504.2f,61.827888.2f,57.723715.2f,41.141059.2f,43.770520.2f,63.489302.2f,57.277983.2f
83.911147.2f,84.288372.2f,85.827143.2f,45.144035.2f,33.288793.2f,60.460640.2f,44.891283.2f,8.280703.2f,80.082784.2f,99.909782.2f,24.734865.2f,72.014551.2f,22.239870.2f,114.699666.2f,94.772150.2f,83.444526.2f,86.540904.2f,68.512487.2f,61.079280.2f,101.482325.2f,44.347788.2f,104.313650.2f,85.262157.2f,50.400402.2f,85.475870.2f,103.136946.2f,87.176197.2f,108.225044.2f,71.261824.2f,64.371720.2f,79.674408.2f,79.274751.2f,86.584291.2f,101.103025.2f,97.269424.2f,23.137466.2f,29.354957.2f,28.004374.2f,22.844256.2f,119.274171.2f
110.137741.2f,18.547248.2f,40.950575.2f,26.589530.2f,33.248180.2f,9.298738.2f,53.345365.2f,67.828502.2f,53.337883.2f,78.596064.2f,52.183373.2f,44.767215.2f,70.637642.2f,89.395784.2f,101.050495.2f,38.180210.2f,101.024408.2f,70.607644.2f,58.075708.2f,56.656338.2f,51.391777.2f,72.186399.2f,96.152278.2f,63.666079.2f,66.393094.2f,96.018783.2f,104.164958.2f,82.345334.2f,25.724759.2f,33.899009.2f,74.972728.2f,47.011998.2f,20.685629.2f,83.507753.2f,95.067495.2f,64.998790.2f,44.288338.2f,49.387894.2f,70.655861.2f,89.202775.2f
