43.494899.2f,47.412855.2f,79.026428.2f,56.792902.2f,34.139720.2f,45.294919.2f,43.175720.2f,71.957690.2f,40.603025.2f,42.083606.2f,35.836516.2f,35.338577.2f,28.899483.2f,67.096192.2f,18.065048.2f,43.836206.2f,28.230345.2f,17.756760.2f,63.215486.2f,35.536970.2f,67.625214.2f,39.768222.2f,50.414138.2f,44.442585.2f,16.166206.2f,71.144431.2f,20.839470.2f,45.848733.2f,81.331754.2f,64.007261.2f
33.128549.2f,12.273131.2f,67.331247.2f,20.366320.2f,80.589679.2f,13.081685.2f,20.460144.2f,39.995681.2f,6.680378.2f,57.555358.2f,38.965373.2f,16.419023.2f,20.530843.2f,53.330636.2f,42.469796.2f,24.136261.2f,75.076608.2f,45.138003.2f,19.692214.2f,82.004612.2f,59.751428.2f,18.935399.2f,41.058076.2f,3.975498.2f,61.901907.2f,28.873410.2f,52.829288.2f,63.993874.2f,64.913878.2f,31.949402.2f
73.252689.2f,51.201664.2f,47.769466.2f,22.951138.2f,108.650214.2f,34.910001.2f,36.377854.2f,13.089786.2f,43.890616.2f,66.776177.2f,52.111951.2f,44.557538.2f,50.997597.2f,38.740913.2f,66.946633.2f,64.030792.2f,104.543669.2f,83.190313.2f,45.474085.2f,114.655882.2f,47.507230.2f,39.680945.2f,41.144043.2f,44.555557.2f,90.714805.2f,12.630089.2f,75.341411.2f,72.272394.2f,41.467225.2f,16.894306.2f
90.852116.2f,70.314316.2f,23.303699.2f,37.854722.2f,106.731564.2f,47.424394.2f,44.098651.2f,18.892256.2f,58.661262.2f,57.056986.2f,49.366311.2f,54.260537.2f,59.583672.2f,21.365821.2f,67.486570.2f,82.170057.2f,104.082820.2f,92.748459.2f,69.104662.2f,116.349304.2f,28.178787.2f,47.916423.2f,34.541059.2f,61.731038.2f,90.940851.2f,37.298593.2f,72.946767.2f,60.825329.2f,15.855175.2f,26.253433.2f
100.269538.2f,90.720709.2f,43.939427.2f,71.770567.2f,64.430663.2f,69.352076.2f,61.668267.2f,69.403608.2f,76.236825.2f,25.097696.2f,42.633992.2f,65.705530.2f,64.731856.2f,44.878338.2f,49.516865.2f,95.777055.2f,65.833801.2f,82.090789.2f,100.718541.2f,80.019259.2f,36.909578.2f,62.462775.2f,43.631911.2f,82.142337.2f,58.787196.2f,83.965297.2f,44.006490.2f,19.522067.2f,51.204450.2f,67.650542.2f
83.640059.2f,82.895334.2f,73.850770.2f,78.307207.2f,26.352481.2f,70.238979.2f,64.192630.2f,85.396124.2f,71.492581.2f,32.035429.2f,44.933219.2f,62.086206.2f,57.572007.2f,67.914708.2f,35.658631.2f,82.614255.2f,29.007881.2f,57.667387.2f,97.113418.2f,42.686215.2f,63.257050.2f,62.646722.2f,56.620043.2f,76.927660.2f,27.247465.2f,93.177063.2f,25.296073.2f,29.079683.2f,79.489430.2f,79.980808.2f
64.800785.2f,64.360016.2f,69.978761.2f,63.348561.2f,25.929929.2f,53.959438.2f,48.850310.2f,73.579224.2f,53.723012.2f,27.504595.2f,32.291701.2f,45.014684.2f,39.864578.2f,60.867089.2f,18.138729.2f,63.690571.2f,23.874337.2f,39.890935.2f,78.991655.2f,37.496709.2f,58.519126.2f,46.658587.2f,46.422656.2f,58.907081.2f,13.399639.2f,78.410975.2f,8.468578.2f,28.638151.2f,74.173164.2f,67.024851.2f
29.246156.2f,31.510143.2f,77.554710.2f,45.846200.2f,50.092711.2f,33.876348.2f,34.187879.2f,63.352263.2f,26.613303.2f,47.806721.2f,35.221032.2f,24.516449.2f,18.443711.2f,64.250817.2f,23.108440.2f,28.172309.2f,44.026486.2f,14.929534.2f,47.447546.2f,49.592034.2f,66.849335.2f,30.376606.2f,47.516246.2f,29.489346.2f,32.149757.2f,59.047976.2f,31.196167.2f,53.004274.2f,78.354112.2f,54.924518.2f
74.782345.2f,52.877095.2f,44.086153.2f,23.117679.2f,107.385788.2f,35.051718.2f,35.720861.2f,9.997926.2f,44.641383.2f,64.352121.2f,50.318459.2f,44.424160.2f,50.790284.2f,35.333985.2f,65.759254.2f,65.609880.2f,103.454334.2f,83.429715.2f,48.082247.2f,113.891971.2f,44.079066.2f,39.198631.2f,38.691686.2f,45.777086.2f,89.653916.2f,15.100994.2f,73.843127.2f,69.706763.2f,37.746985.2f,15.301374.2f
73.073494.2f,56.972893.2f,24.774828.2f,30.945734.2f,75.909321.2f,32.347643.2f,25.238526.2f,28.161227.2f,42.390183.2f,27.042902.2f,19.540776.2f,33.664388.2f,36.602635.2f,11.791671.2f,37.864718.2f,65.922893.2f,73.445101.2f,67.056302.2f,62.956424.2f,86.069327.2f,14.806665.2f,27.907235.2f,5.314638.2f,47.582217.2f,60.574106.2f,42.012190.2f,42.276569.2f,31.841819.2f,26.049667.2f,25.624501.2f
28.094930.2f,8.316993.2f,71.256031.2f,25.271580.2f,78.083358.2f,16.701845.2f,23.423443.2f,44.950205.2f,6.683668.2f,58.601287.2f,40.284988.2f,17.215550.2f,19.789949.2f,57.173449.2f,41.506761.2f,19.212372.2f,72.368986.2f,40.839721.2f,19.969065.2f,78.623691.2f,63.214196.2f,21.196720.2f,44.030757.2f,1.235685.2f,59.504123.2f,33.912882.2f,51.861468.2f,64.981916.2f,69.168951.2f,36.799781.2f
58.303848.2f,44.772904.2f,41.037632.2f,27.533594.2f,63.920645.2f,22.679057.2f,15.087754.2f,35.157998.2f,29.992402.2f,24.051619.2f,6.450510.2f,19.832637.2f,21.169890.2f,27.941471.2f,23.210613.2f,51.937603.2f,60.539739.2f,50.746366.2f,53.971455.2f,72.218926.2f,30.465778.2f,15.748322.2f,11.075257.2f,35.782451.2f,47.022822.2f,42.019185.2f,30.043139.2f,30.432627.2f,42.181479.2f,28.811365.2f
39.322291.2f,24.239421.2f,57.792217.2f,20.436309.2f,68.529018.2f,8.623976.2f,9.736610.2f,38.024281.2f,9.547923.2f,42.540876.2f,24.088515.2f,1.479365.2f,7.795102.2f,43.708046.2f,28.356302.2f,32.038662.2f,63.547132.2f,40.258271.2f,34.831627.2f,72.222289.2f,48.691449.2f,6.171292.2f,28.899859.2f,15.453186.2f,49.879397.2f,34.454856.2f,38.555948.2f,48.959464.2f,56.870331.2f,29.523268.2f
9.734763.2f,25.175360.2f,103.559040.2f,57.620391.2f,84.693503.2f,49.216925.2f,55.162487.2f,77.094301.2f,38.089318.2f,84.075383.2f,67.790781.2f,46.537939.2f,45.203112.2f,89.431733.2f,61.133086.2f,14.162538.2f,78.122684.2f,38.822184.2f,32.873504.2f,78.524030.2f,94.863560.2f,52.192179.2f,75.096809.2f,33.928797.2f,68.886127.2f,63.147450.2f,69.988997.2f,89.925305.2f,101.795356.2f,69.221882.2f
67.999060.2f,58.185652.2f,42.569354.2f,43.691317.2f,53.617424.2f,38.389090.2f,31.051938.2f,48.667440.2f,43.928270.2f,8.110603.2f,10.570878.2f,33.353841.2f,32.041988.2f,33.072563.2f,20.145171.2f,63.146884.2f,51.613387.2f,53.307550.2f,69.081894.2f,64.820625.2f,31.017732.2f,30.965438.2f,19.887909.2f,49.858588.2f,39.480467.2f,57.922114.2f,20.813055.2f,14.560405.2f,46.397462.2f,43.615815.2f
30.935019.2f,11.407403.2f,68.119085.2f,22.418190.2f,77.585303.2f,13.564795.2f,20.357605.2f,42.107687.2f,4.243635.2f,56.155313.2f,37.710753.2f,14.739411.2f,18.080255.2f,54.037725.2f,40.002724.2f,22.185565.2f,72.013871.2f,41.875914.2f,21.596421.2f,78.794514.2f,60.107263.2f,18.268300.2f,40.990938.2f,2.005529.2f,58.921632.2f,31.871658.2f,50.374818.2f,62.564243.2f,66.046103.2f,33.880792.2f
23.129677.2f,29.738206.2f,83.821898.2f,49.181046.2f,53.480035.2f,37.302863.2f,38.848271.2f,67.553994.2f,28.378139.2f,54.893023.2f,41.993356.2f,28.772527.2f,23.373338.2f,70.307211.2f,30.125156.2f,23.702209.2f,47.123696.2f,11.677120.2f,45.795799.2f,50.791511.2f,73.306624.2f,35.013862.2f,53.734681.2f,29.906399.2f,36.466225.2f,61.407578.2f,37.817117.2f,60.067660.2f,84.281753.2f,59.034167.2f
57.621535.2f,64.445612.2f,89.330753.2f,73.375988.2f,17.659657.2f,62.192631.2f,59.305318.2f,87.262337.2f,58.019293.2f,48.055036.2f,48.076317.2f,52.269478.2f,45.931887.2f,78.877261.2f,29.952572.2f,59.576757.2f,11.231158.2f,28.406941.2f,80.384196.2f,19.126873.2f,77.771500.2f,56.152212.2f,63.001772.2f,61.854974.2f,7.725675.2f,88.007127.2f,26.032952.2f,49.714784.2f,92.767842.2f,79.686938.2f
61.831519.2f,51.764548.2f,44.723247.2f,38.679194.2f,54.114376.2f,32.468783.2f,25.366435.2f,45.781564.2f,37.558538.2f,14.439447.2f,4.907039.2f,26.988156.2f,25.632594.2f,33.638755.2f,16.397484.2f,56.800806.2f,51.357469.2f,48.572332.2f,62.842448.2f,63.896499.2f,33.249122.2f,24.923062.2f,18.225109.2f,43.488712.2f,38.400256.2f,53.292110.2f,20.218540.2f,20.842541.2f,47.608639.2f,39.914971.2f
104.340490.2f,95.499050.2f,48.945511.2f,77.234670.2f,64.358724.2f,74.540721.2f,66.879894.2f,75.014391.2f,81.127976.2f,29.466977.2f,47.509265.2f,70.568014.2f,69.307778.2f,50.412785.2f,53.093770.2f,100.149905.2f,66.312089.2f,85.089577.2f,105.832078.2f,80.374628.2f,42.347597.2f,67.543789.2f,49.143567.2f,87.048454.2f,60.339941.2f,89.537445.2f,46.766811.2f,23.452675.2f,56.320165.2f,73.246236.2f
