27.226481.2f,20.301372.2f,55.686945.2f,35.438791.2f,72.040011.2f,73.216800.2f,45.072946.2f,12.926499.2f,21.990324.2f,42.144682.2f,59.418180.2f,51.105439.2f,20.382542.2f,61.651578.2f,48.412490.2f,17.870771.2f,83.363403.2f,53.185028.2f,8.768394.2f,90.760131.2f,59.924757.2f,80.501457.2f,93.353682.2f,6.377923.2f,74.318574.2f,43.673755.2f,59.327015.2f,60.621948.2f,78.050506.2f,46.549658.2f,71.383026.2f,66.286048.2f,77.808128.2f,32.296879.2f,27.538362.2f,17.050558.2f,19.224925.2f,34.825522.2f,66.710987.2f,9.663308.2f,31.925294.2f,16.863109.2f,73.655640.2f,41.101367.2f,53.912276.2f,22.497537.2f,66.176657.2f,47.301203.2f,66.656685.2f,21.383883.2f
13.406886.2f,5.502521.2f,65.372210.2f,46.055580.2f,85.097888.2f,84.978109.2f,58.923983.2f,21.306797.2f,36.667330.2f,33.647788.2f,72.002301.2f,38.530442.2f,5.717968.2f,67.271266.2f,35.907693.2f,29.631012.2f,82.591848.2f,65.684790.2f,19.316855.2f,102.559390.2f,67.658553.2f,85.681368.2f,91.164259.2f,21.192621.2f,69.929857.2f,32.363737.2f,67.339212.2f,74.500955.2f,85.973534.2f,52.384294.2f,68.082405.2f,69.444395.2f,88.393747.2f,21.619222.2f,31.146010.2f,5.006808.2f,18.556223.2f,38.482295.2f,77.424244.2f,12.726151.2f,21.180236.2f,25.150332.2f,69.022733.2f,55.631436.2f,58.193896.2f,30.732045.2f,73.281512.2f,61.944391.2f,70.854928.2f,31.912941.2f
47.296413.2f,40.914924.2f,61.746543.2f,52.656963.2f,91.282273.2f,85.092053.2f,73.968108.2f,61.823288.2f,62.747302.2f,9.941592.2f,78.008068.2f,23.408689.2f,42.874993.2f,50.105072.2f,22.675181.2f,67.778062.2f,45.694437.2f,72.640022.2f,45.234714.2f,100.556026.2f,56.929826.2f,63.112889.2f,51.249275.2f,53.929155.2f,28.145190.2f,17.761424.2f,57.595838.2f,86.918111.2f,71.783465.2f,41.699388.2f,27.961000.2f,44.485624.2f,83.210138.2f,22.558743.2f,31.819727.2f,46.976375.2f,31.238698.2f,31.514213.2f,74.641897.2f,54.324063.2f,22.989499.2f,65.948444.2f,27.013298.2f,85.367636.2f,40.257166.2f,41.440532.2f,59.062533.2f,82.488952.2f,48.493563.2f,71.293843.2f
46.145452.2f,39.455737.2f,46.548832.2f,27.309341.2f,55.957363.2f,59.437989.2f,28.147706.2f,21.610295.2f,3.973365.2f,56.692616.2f,44.616203.2f,68.449353.2f,39.550944.2f,58.523335.2f,65.764078.2f,16.412186.2f,87.410173.2f,38.861729.2f,18.233447.2f,76.485018.2f,53.701965.2f,76.813712.2f,98.742130.2f,12.803681.2f,82.999098.2f,60.285238.2f,52.705974.2f,43.189275.2f,70.408309.2f,44.757175.2f,78.988288.2f,66.259419.2f,65.893054.2f,49.108888.2f,33.075948.2f,35.958944.2f,32.050993.2f,38.269048.2f,55.038713.2f,25.859857.2f,48.804574.2f,22.593388.2f,82.635475.2f,23.180482.2f,53.442141.2f,23.629057.2f,60.469464.2f,28.417101.2f,65.176053.2f,20.261568.2f
71.527369.2f,64.501910.2f,40.779269.2f,30.882921.2f,35.397594.2f,43.022497.2f,12.154403.2f,45.844772.2f,22.430666.2f,76.925800.2f,28.394275.2f,90.976990.2f,64.747693.2f,59.282646.2f,88.359009.2f,38.222390.2f,94.300110.2f,25.266706.2f,41.388786.2f,57.857067.2f,50.928756.2f,74.532918.2f,106.622250.2f,38.098250.2f,95.622825.2f,82.285481.2f,49.532602.2f,20.841648.2f,63.045524.2f,50.004551.2f,90.640101.2f,69.994159.2f,52.114981.2f,71.707768.2f,48.983832.2f,61.333042.2f,53.328979.2f,50.928706.2f,43.105221.2f,51.161949.2f,71.473047.2f,45.640423.2f,95.618942.2f,16.215521.2f,58.505331.2f,39.444039.2f,57.294348.2f,3.201112.2f,67.173408.2f,40.574709.2f
50.521738.2f,41.027944.2f,29.380674.2f,16.183183.2f,55.971986.2f,51.814957.2f,37.664116.2f,44.786175.2f,32.060298.2f,35.273020.2f,42.385802.2f,52.251026.2f,42.608207.2f,29.459162.2f,50.032365.2f,45.933619.2f,53.683628.2f,36.640555.2f,23.781392.2f,68.740722.2f,29.700586.2f,48.213741.2f,64.992614.2f,31.891176.2f,50.572418.2f,43.244186.2f,29.524133.2f,50.491718.2f,47.947489.2f,14.360244.2f,46.020301.2f,34.024680.2f,52.730824.2f,35.762285.2f,7.713456.2f,42.996760.2f,20.434609.2f,5.314377.2f,42.436459.2f,41.642670.2f,35.768489.2f,48.223887.2f,50.427408.2f,53.389456.2f,21.462165.2f,10.724567.2f,35.142870.2f,46.903034.2f,34.182222.2f,50.200287.2f
22.985191.2f,20.621452.2f,68.021041.2f,47.677298.2f,82.135676.2f,84.447277.2f,54.486609.2f,6.303014.2f,30.237573.2f,49.461747.2f,70.135042.2f,54.585501.2f,19.477091.2f,74.436938.2f,52.001713.2f,15.528231.2f,94.999977.2f,64.059460.2f,21.560559.2f,101.853829.2f,72.630555.2f,93.282841.2f,104.501025.2f,15.986711.2f,84.391118.2f,48.629161.2f,71.999538.2f,69.690546.2f,90.689010.2f,59.327084.2f,81.965096.2f,78.839928.2f,89.671352.2f,37.797034.2f,39.863944.2f,14.412118.2f,29.816664.2f,47.275756.2f,78.581823.2f,4.087080.2f,37.363979.2f,9.317216.2f,83.599094.2f,44.122203.2f,66.582304.2f,35.289465.2f,78.929889.2f,54.529248.2f,79.350594.2f,16.601298.2f
97.302791.2f,87.810819.2f,21.970010.2f,41.841777.2f,38.725754.2f,26.252082.2f,48.741705.2f,86.900264.2f,64.875328.2f,75.689948.2f,34.261501.2f,93.405039.2f,89.361755.2f,21.559007.2f,91.774215.2f,84.585235.2f,51.407532.2f,35.614866.2f,67.949545.2f,33.467318.2f,17.091474.2f,18.898557.2f,63.058402.2f,73.605420.2f,66.018820.2f,85.164547.2f,17.373123.2f,47.197117.2f,2.308976.2f,33.335994.2f,60.171970.2f,30.177320.2f,17.241397.2f,80.573690.2f,54.311656.2f,89.435206.2f,67.207627.2f,47.890343.2f,18.872842.2f,86.158399.2f,80.689627.2f,89.398369.2f,66.942968.2f,76.213821.2f,31.537160.2f,54.484126.2f,12.696162.2f,59.369372.2f,25.179725.2f,88.650379.2f
63.530517.2f,55.626837.2f,50.251364.2f,47.856079.2f,81.084029.2f,72.808589.2f,69.352368.2f,71.382272.2f,64.894232.2f,28.322202.2f,68.838585.2f,43.326370.2f,57.639337.2f,34.163659.2f,42.629070.2f,75.304784.2f,27.030662.2f,64.484927.2f,51.496901.2f,86.572897.2f,42.905012.2f,44.203529.2f,35.172761.2f,60.677704.2f,17.200388.2f,37.396477.2f,43.920580.2f,79.784275.2f,54.977682.2f,31.074761.2f,13.031786.2f,25.983438.2f,68.962502.2f,39.307453.2f,33.015583.2f,60.776548.2f,39.623722.2f,28.228063.2f,62.015678.2f,65.315994.2f,39.665875.2f,75.384131.2f,17.090486.2f,86.704820.2f,25.912533.2f,42.445301.2f,43.268741.2f,79.521591.2f,30.568434.2f,79.319438.2f
25.590088.2f,17.495246.2f,58.997240.2f,43.007521.2f,84.055525.2f,81.142247.2f,61.253204.2f,37.960975.2f,44.019437.2f,15.430771.2f,70.406989.2f,25.970593.2f,19.509721.2f,55.484284.2f,23.344462.2f,44.686662.2f,65.085539.2f,64.255317.2f,24.588897.2f,98.264048.2f,58.400168.2f,72.696426.2f,72.976179.2f,31.955905.2f,51.288938.2f,17.487837.2f,58.465765.2f,76.130126.2f,76.133298.2f,41.943073.2f,49.698093.2f,55.060478.2f,82.341296.2f,6.793459.2f,21.968672.2f,23.034374.2f,11.800223.2f,27.433521.2f,72.021134.2f,30.160732.2f,6.635943.2f,42.066582.2f,50.350754.2f,65.988343.2f,45.510214.2f,27.623950.2f,62.928531.2f,67.339558.2f,57.400301.2f,47.878021.2f
86.982294.2f,79.127428.2f,58.363275.2f,63.461857.2f,88.058830.2f,77.394333.2f,83.278842.2f,93.836787.2f,84.131527.2f,50.936009.2f,77.979424.2f,63.689950.2f,81.139576.2f,38.116621.2f,63.563844.2f,96.935710.2f,4.694754.2f,75.171999.2f,73.290537.2f,87.455044.2f,48.381264.2f,36.969203.2f,12.860847.2f,82.346194.2f,17.371975.2f,59.275893.2f,49.788917.2f,90.533906.2f,52.770787.2f,44.025198.2f,14.124554.2f,26.122470.2f,70.614031.2f,62.566315.2f,54.046098.2f,84.221702.2f,62.491339.2f,47.764629.2f,67.041140.2f,88.257958.2f,62.941792.2f,97.739563.2f,18.816905.2f,104.596826.2f,35.624562.2f,62.461265.2f,45.308360.2f,94.351514.2f,30.681714.2f,101.083395.2f
72.247768.2f,64.524490.2f,32.901535.2f,24.992920.2f,29.632043.2f,35.888537.2f,4.242249.2f,48.654327.2f,23.527879.2f,73.666626.2f,20.937149.2f,88.647997.2f,65.014423.2f,51.770629.2f,86.095441.2f,42.002669.2f,87.303680.2f,17.352313.2f,40.576729.2f,51.523045.2f,43.161054.2f,66.659690.2f,99.712639.2f,39.064097.2f,89.739773.2f,79.767786.2f,41.746942.2f,16.044230.2f,55.073215.2f,43.355648.2f,84.579836.2f,62.736995.2f,44.573033.2f,69.667214.2f,44.986666.2f,62.103321.2f,51.085046.2f,45.916634.2f,35.267406.2f,52.860063.2f,69.475541.2f,49.089834.2f,89.822080.2f,23.778979.2f,51.617632.2f,36.024028.2f,49.445634.2f,7.204471.2f,59.721537.2f,44.914990.2f
54.227129.2f,45.033525.2f,24.804905.2f,5.329804.2f,46.315966.2f,44.342449.2f,25.537065.2f,41.324158.2f,22.596444.2f,46.217064.2f,32.682398.2f,62.357450.2f,46.225916.2f,33.306969.2f,59.961968.2f,40.032729.2f,63.400957.2f,26.508115.2f,22.627061.2f,61.849379.2f,29.517475.2f,51.816700.2f,75.248650.2f,27.970506.2f,62.410101.2f,53.319087.2f,28.755124.2f,39.109356.2f,47.321887.2f,19.605815.2f,57.609724.2f,41.149304.2f,47.485349.2f,44.413670.2f,17.190818.2f,45.239278.2f,26.540540.2f,17.598685.2f,36.488449.2f,40.598260.2f,44.321604.2f,44.050212.2f,62.347667.2f,42.199385.2f,28.415990.2f,10.567190.2f,36.085641.2f,34.614547.2f,39.898500.2f,44.271010.2f
69.850828.2f,61.277376.2f,42.010210.2f,43.419255.2f,72.825878.2f,63.739355.2f,64.080294.2f,73.660435.2f,63.380898.2f,37.123457.2f,61.267491.2f,53.247121.2f,63.252256.2f,24.193346.2f,52.312496.2f,76.350166.2f,22.673119.2f,57.524151.2f,52.857406.2f,76.729526.2f,33.612420.2f,33.520580.2f,33.632652.2f,61.818302.2f,23.146387.2f,46.614366.2f,34.771583.2f,72.993198.2f,44.433733.2f,24.597890.2f,17.406419.2f,15.241266.2f,59.145081.2f,46.727467.2f,33.506666.2f,65.745488.2f,42.988596.2f,27.008234.2f,52.949909.2f,68.575967.2f,47.031518.2f,77.481022.2f,23.670497.2f,84.117030.2f,17.446099.2f,41.689664.2f,33.161379.2f,74.841255.2f,19.897882.2f,80.532140.2f
65.422854.2f,63.345022.2f,77.815659.2f,61.483248.2f,74.715128.2f,83.055505.2f,51.125713.2f,37.196324.2f,38.208881.2f,88.958201.2f,68.354009.2f,96.935384.2f,62.350968.2f,93.121147.2f,94.287098.2f,29.150679.2f,123.595462.2f,64.601693.2f,51.348712.2f,97.394085.2f,86.747925.2f,110.554136.2f,134.969424.2f,42.457454.2f,118.736507.2f,90.152170.2f,85.533984.2f,60.006887.2f,101.385565.2f,80.311349.2f,114.959253.2f,101.841862.2f,92.039630.2f,78.849954.2f,68.925583.2f,57.324193.2f,65.159056.2f,74.466062.2f,82.564109.2f,45.836198.2f,78.454326.2f,33.612762.2f,118.284597.2f,23.821587.2f,89.132076.2f,59.780328.2f,93.508848.2f,42.492424.2f,100.290385.2f,26.547950.2f
69.680970.2f,60.462707.2f,10.423682.2f,10.448005.2f,32.900796.2f,29.158010.2f,21.169323.2f,55.152915.2f,32.511048.2f,58.338903.2f,19.465404.2f,75.411440.2f,61.675973.2f,26.544693.2f,73.182701.2f,52.284226.2f,62.174061.2f,14.303343.2f,37.863162.2f,46.539441.2f,18.760668.2f,42.636220.2f,74.649418.2f,42.104303.2f,66.505023.2f,66.400587.2f,17.500755.2f,29.486539.2f,34.304829.2f,19.347777.2f,61.018464.2f,37.453199.2f,32.083133.2f,58.510621.2f,30.310145.2f,60.662226.2f,41.433086.2f,27.344018.2f,21.046326.2f,55.447175.2f,58.473158.2f,57.384004.2f,66.780460.2f,46.201595.2f,26.813968.2f,25.886011.2f,25.475917.2f,32.506807.2f,34.447127.2f,56.312231.2f
68.288466.2f,60.650850.2f,33.844330.2f,23.358889.2f,33.443367.2f,39.054129.2f,6.246543.2f,44.620946.2f,19.482485.2f,70.682024.2f,23.951481.2f,85.348025.2f,61.105820.2f,51.861318.2f,82.772773.2f,38.068567.2f,86.705949.2f,19.627675.2f,36.807865.2f,55.073913.2f,43.758162.2f,67.504899.2f,99.021848.2f,35.051142.2f,88.167830.2f,76.521392.2f,42.391358.2f,20.075528.2f,56.730279.2f,42.403723.2f,83.137572.2f,62.453504.2f,47.316344.2f,66.260005.2f,42.268656.2f,58.131858.2f,47.707930.2f,43.737397.2f,37.570930.2f,48.818784.2f,66.055433.2f,45.103837.2f,88.188720.2f,21.690759.2f,50.907439.2f,33.020211.2f,50.242260.2f,8.478009.2f,59.710898.2f,41.063879.2f
91.534373.2f,83.018990.2f,27.433798.2f,34.821446.2f,7.117394.2f,15.455728.2f,20.735510.2f,70.444274.2f,44.944082.2f,85.487840.2f,8.160556.2f,102.176262.2f,83.842540.2f,47.544253.2f,99.838041.2f,64.392542.2f,84.490306.2f,13.605104.2f,58.879453.2f,29.025154.2f,37.305840.2f,56.874084.2f,96.988382.2f,59.559299.2f,92.422472.2f,93.130725.2f,35.875408.2f,8.979631.2f,41.608050.2f,45.978497.2f,86.704431.2f,59.545519.2f,25.818360.2f,84.411680.2f,56.797091.2f,81.666923.2f,66.322719.2f,54.731164.2f,20.634307.2f,73.659490.2f,84.315076.2f,71.262611.2f,92.861605.2f,44.844880.2f,51.854495.2f,50.202303.2f,41.509405.2f,26.128423.2f,55.253834.2f,67.474248.2f
79.234444.2f,69.968535.2f,27.861651.2f,36.977504.2f,57.500283.2f,47.248260.2f,54.334893.2f,76.408865.2f,60.360377.2f,51.587881.2f,47.430159.2f,68.851035.2f,71.792852.2f,7.487161.2f,67.532956.2f,76.945912.2f,29.597478.2f,44.979504.2f,55.437641.2f,59.087826.2f,17.753154.2f,18.024368.2f,42.148202.2f,63.358166.2f,39.825248.2f,61.258202.2f,19.159997.2f,60.172038.2f,26.400490.2f,18.314176.2f,33.923884.2f,4.523214.2f,41.614662.2f,58.791516.2f,37.326502.2f,73.168456.2f,49.622371.2f,29.839407.2f,36.669095.2f,73.155270.2f,59.001964.2f,79.766108.2f,40.629010.2f,78.248635.2f,10.207375.2f,42.098458.2f,15.519643.2f,65.678283.2f,2.712186.2f,81.230682.2f
63.319103.2f,56.735081.2f,63.032856.2f,59.018622.2f,93.795516.2f,85.722968.2f,80.702686.2f,76.253292.2f,73.614948.2f,25.969414.2f,81.337624.2f,36.506285.2f,58.716305.2f,47.042048.2f,36.567991.2f,81.413643.2f,31.834504.2f,76.751278.2f,57.990619.2f,99.506550.2f,55.855060.2f,55.719786.2f,35.668671.2f,67.061796.2f,12.172939.2f,32.968941.2f,56.863534.2f,91.894987.2f,67.552101.2f,43.518113.2f,13.184116.2f,38.174341.2f,81.895933.2f,38.557592.2f,41.379862.2f,62.641271.2f,44.644240.2f,38.245520.2f,74.936778.2f,69.217440.2f,38.983964.2f,80.363078.2f,10.993701.2f,95.977801.2f,38.836701.2f,51.251860.2f,56.120151.2f,90.408994.2f,42.973450.2f,85.173209.2f
98.675270.2f,89.978898.2f,29.453631.2f,40.726716.2f,2.407677.2f,10.326402.2f,28.756485.2f,78.329771.2f,52.831878.2f,90.505596.2f,13.392420.2f,107.558591.2f,90.889898.2f,48.266601.2f,105.303255.2f,72.444852.2f,84.620449.2f,19.694714.2f,65.980064.2f,20.962008.2f,38.068109.2f,54.913839.2f,96.962077.2f,67.167011.2f,94.391395.2f,98.535550.2f,36.755665.2f,16.484185.2f,38.598668.2f,49.206397.2f,88.566831.2f,60.146323.2f,20.765073.2f,90.304196.2f,62.299955.2f,88.925972.2f,72.558745.2f,59.462999.2f,19.243073.2f,81.279065.2f,90.235957.2f,79.248904.2f,94.947214.2f,52.817817.2f,53.997867.2f,56.475653.2f,41.082806.2f,34.133507.2f,55.527792.2f,75.574010.2f
10.545312.2f,5.810377.2f,70.947586.2f,52.865120.2f,93.157444.2f,91.892428.2f,67.958814.2f,31.958728.2f,46.812821.2f,27.078035.2f,79.756899.2f,28.283038.2f,7.092746.2f,69.796529.2f,25.761960.2f,40.528021.2f,80.009448.2f,73.447233.2f,28.152699.2f,109.357100.2f,71.729310.2f,87.457123.2f,87.387836.2f,31.752258.2f,64.962186.2f,23.326864.2f,71.623846.2f,83.440299.2f,89.820860.2f,55.605898.2f,63.973215.2f,70.094548.2f,94.299028.2f,14.404818.2f,34.498806.2f,12.171495.2f,21.757712.2f,41.076397.2f,83.573282.2f,23.319471.2f,13.974461.2f,35.621156.2f,63.896557.2f,66.473847.2f,60.051752.2f,36.998317.2f,76.750861.2f,71.890735.2f,72.232718.2f,42.615664.2f
61.559727.2f,52.246855.2f,17.049005.2f,4.900878.2f,41.254129.2f,37.751388.2f,25.023290.2f,49.100719.2f,28.897673.2f,50.000192.2f,27.657322.2f,66.914603.2f,53.536847.2f,26.768443.2f,64.655226.2f,47.402011.2f,59.475634.2f,21.962767.2f,30.423008.2f,55.052098.2f,21.895646.2f,44.799319.2f,71.687339.2f,35.775463.2f,61.139154.2f,57.888231.2f,21.045962.2f,36.283173.2f,39.501172.2f,15.010573.2f,55.932212.2f,35.898604.2f,40.054981.2f,49.881189.2f,21.700975.2f,52.808240.2f,32.885712.2f,19.273039.2f,29.198117.2f,48.458457.2f,49.842156.2f,51.728536.2f,61.261762.2f,46.254149.2f,23.712610.2f,17.668982.2f,28.577835.2f,35.587343.2f,33.949130.2f,51.593322.2f
54.112943.2f,49.398219.2f,73.496291.2f,65.436437.2f,103.503986.2f,96.756659.2f,86.820368.2f,72.490888.2f,75.327030.2f,19.126092.2f,90.379702.2f,22.200615.2f,51.215637.2f,60.046603.2f,22.988845.2f,79.092446.2f,47.658628.2f,85.153474.2f,57.305941.2f,111.679460.2f,67.806434.2f,70.800855.2f,50.063026.2f,65.704264.2f,26.502617.2f,21.660007.2f,68.612153.2f,99.609783.2f,81.353306.2f,53.406543.2f,28.989482.2f,52.643353.2f,94.165798.2f,30.834796.2f,44.700078.2f,55.831070.2f,43.218973.2f,44.211283.2f,86.148493.2f,64.531987.2f,31.280574.2f,76.588161.2f,25.064331.2f,97.932359.2f,50.759354.2f,54.278780.2f,69.160273.2f,95.372565.2f,57.160786.2f,82.387713.2f
