44.184058.2f,55.808600.2f,18.021028.2f,31.183056.2f,87.211478.2f,16.096326.2f,51.956507.2f,78.033485.2f,97.348785.2f,86.156501.2f,93.178134.2f,68.845872.2f,39.429776.2f,32.121404.2f,93.853502.2f,66.345928.2f,3.238129.2f,29.487855.2f,20.258616.2f,83.674306.2f
6.475036.2f,97.616375.2f,55.418630.2f,74.455682.2f,55.528557.2f,52.569888.2f,13.149872.2f,66.073677.2f,98.894554.2f,66.488508.2f,94.791955.2f,40.835185.2f,13.860537.2f,76.309407.2f,80.876504.2f,77.004026.2f,48.096530.2f,34.527810.2f,44.588341.2f,50.631751.2f
20.322655.2f,85.669899.2f,47.222377.2f,65.217233.2f,39.633068.2f,58.129099.2f,9.330488.2f,44.612661.2f,77.219173.2f,46.328406.2f,73.134764.2f,22.069493.2f,28.983755.2f,67.362768.2f,59.834467.2f,56.677837.2f,46.789419.2f,23.224298.2f,35.722338.2f,35.343974.2f
86.207711.2f,7.198590.2f,37.191946.2f,18.456376.2f,106.776376.2f,61.732540.2f,88.098374.2f,83.722680.2f,83.593822.2f,95.815486.2f,80.538752.2f,91.165150.2f,84.826487.2f,17.095260.2f,95.206874.2f,55.271661.2f,49.674246.2f,59.248267.2f,47.897721.2f,105.234089.2f
46.678366.2f,76.503098.2f,49.481201.2f,62.429657.2f,32.191904.2f,73.485663.2f,35.982394.2f,18.973954.2f,50.291342.2f,25.581565.2f,46.240546.2f,18.649532.2f,54.242748.2f,64.697329.2f,35.102516.2f,33.546311.2f,57.434716.2f,31.879766.2f,40.823755.2f,30.965390.2f
40.909149.2f,64.024421.2f,33.811265.2f,47.611366.2f,46.508973.2f,59.103409.2f,34.354752.2f,32.679108.2f,57.541124.2f,41.097424.2f,53.259998.2f,29.964557.2f,46.360242.2f,49.885655.2f,48.673628.2f,32.277780.2f,42.332177.2f,18.213802.2f,25.356284.2f,44.377989.2f
80.578307.2f,11.893799.2f,31.571400.2f,12.958063.2f,102.077011.2f,57.012391.2f,82.545021.2f,79.837460.2f,81.781493.2f,91.747603.2f,78.536339.2f,86.183761.2f,79.233005.2f,11.795587.2f,91.870288.2f,52.464938.2f,44.335934.2f,53.688717.2f,42.276558.2f,100.398230.2f
43.200826.2f,84.932568.2f,47.831826.2f,60.860336.2f,98.849901.2f,16.342799.2f,56.225743.2f,98.306460.2f,123.110671.2f,103.647394.2f,118.836758.2f,81.251940.2f,33.961750.2f,61.462309.2f,114.492050.2f,93.476939.2f,31.308218.2f,48.509532.2f,45.732400.2f,94.402713.2f
20.817237.2f,96.240500.2f,57.316122.2f,75.567898.2f,36.791466.2f,64.760907.2f,7.283325.2f,49.122768.2f,83.416192.2f,48.124145.2f,79.498477.2f,22.298328.2f,30.430394.2f,77.688723.2f,63.081618.2f,65.499190.2f,55.365564.2f,33.393482.2f,45.770749.2f,31.958750.2f
44.634464.2f,90.736947.2f,53.493285.2f,66.685140.2f,101.264078.2f,22.063129.2f,58.090449.2f,102.216421.2f,127.875206.2f,107.046219.2f,123.592778.2f,84.000064.2f,35.106369.2f,67.282433.2f,118.375137.2f,98.563829.2f,36.992107.2f,52.903623.2f,50.933916.2f,96.699780.2f
6.432012.2f,96.750254.2f,54.084443.2f,73.037097.2f,61.372023.2f,47.935337.2f,18.346584.2f,70.660117.2f,102.754965.2f,71.709516.2f,98.598058.2f,46.245371.2f,8.714691.2f,74.782307.2f,85.766255.2f,79.602897.2f,45.163547.2f,35.010666.2f,43.813852.2f,56.500499.2f
35.247435.2f,83.023495.2f,43.598697.2f,58.461177.2f,90.726555.2f,17.131382.2f,48.139962.2f,90.694963.2f,116.367878.2f,95.751334.2f,112.082844.2f,73.160543.2f,26.181451.2f,59.342756.2f,106.864776.2f,87.286399.2f,27.466658.2f,41.323637.2f,39.893459.2f,86.275580.2f
52.720893.2f,74.538265.2f,51.056491.2f,62.366608.2f,34.481785.2f,77.200101.2f,42.264312.2f,14.507395.2f,44.034000.2f,23.735234.2f,39.962076.2f,23.567740.2f,60.039625.2f,64.605587.2f,30.609264.2f,28.355599.2f,60.519573.2f,35.843231.2f,43.456069.2f,34.107182.2f
85.246747.2f,24.073937.2f,42.923970.2f,32.746186.2f,90.167859.2f,75.736259.2f,82.766358.2f,63.003123.2f,56.891059.2f,75.630034.2f,54.122228.2f,77.443203.2f,86.920044.2f,33.471758.2f,71.901167.2f,31.512854.2f,59.280716.2f,56.294145.2f,49.077817.2f,89.729708.2f
81.221769.2f,71.361898.2f,65.602070.2f,69.194197.2f,54.799989.2f,97.481344.2f,71.522661.2f,24.143090.2f,15.806600.2f,35.061765.2f,11.516656.2f,50.921587.2f,87.722357.2f,71.059567.2f,25.526918.2f,18.010268.2f,79.441422.2f,59.449227.2f,62.446230.2f,56.684816.2f
36.208535.2f,69.897811.2f,37.361270.2f,52.510010.2f,42.158198.2f,59.489363.2f,28.527738.2f,32.691405.2f,60.780592.2f,39.369836.2f,56.544409.2f,24.790950.2f,42.502673.2f,54.774934.2f,48.880658.2f,37.534253.2f,43.709711.2f,17.881919.2f,27.625719.2f,39.587396.2f
56.253337.2f,65.788914.2f,45.866592.2f,55.138815.2f,43.667586.2f,74.784748.2f,47.423124.2f,19.646406.2f,40.854978.2f,31.109030.2f,36.588689.2f,32.287800.2f,62.548262.2f,57.329087.2f,34.195519.2f,19.801398.2f,57.297164.2f,34.862417.2f,39.962412.2f,43.350009.2f
40.387508.2f,112.424413.2f,76.209236.2f,93.621026.2f,23.978348.2f,85.546762.2f,27.902064.2f,48.643731.2f,83.954284.2f,42.352667.2f,80.603360.2f,21.738612.2f,49.813701.2f,95.825346.2f,58.548818.2f,73.560297.2f,75.837192.2f,52.300442.2f,64.814681.2f,19.306713.2f
30.820863.2f,66.381033.2f,29.646647.2f,46.569438.2f,50.485430.2f,49.618181.2f,26.926073.2f,42.440826.2f,68.787138.2f,49.191375.2f,64.506348.2f,32.375768.2f,35.440323.2f,48.774521.2f,58.620893.2f,42.740984.2f,34.104632.2f,8.021321.2f,18.886638.2f,47.391859.2f
8.435032.2f,84.580381.2f,42.887230.2f,61.866386.2f,53.323675.2f,46.131499.2f,11.569397.2f,57.590236.2f,88.509176.2f,60.246169.2f,84.309068.2f,36.126678.2f,15.257567.2f,63.804770.2f,73.227596.2f,64.747597.2f,37.825198.2f,21.168097.2f,31.718298.2f,48.832075.2f
31.833178.2f,76.805649.2f,36.384373.2f,52.093600.2f,85.251321.2f,15.489521.2f,43.710392.2f,83.691464.2f,108.798833.2f,89.210310.2f,104.516625.2f,67.364258.2f,23.824617.2f,53.138806.2f,99.878816.2f,79.609268.2f,20.706381.2f,33.930310.2f,32.223121.2f,80.953788.2f
43.192072.2f,79.588626.2f,50.462260.2f,64.442037.2f,29.671376.2f,72.566023.2f,31.944425.2f,21.717192.2f,54.390206.2f,26.233292.2f,50.397776.2f,14.578533.2f,51.125753.2f,66.716352.2f,37.494322.2f,38.049866.2f,57.153356.2f,31.100728.2f,41.083872.2f,27.875636.2f
66.493964.2f,99.247511.2f,76.607762.2f,88.331798.2f,18.250130.2f,100.007687.2f,53.208585.2f,15.656075.2f,45.957281.2f,3.071545.2f,43.381309.2f,25.375995.2f,75.480141.2f,90.564652.2f,18.212209.2f,47.776536.2f,84.517703.2f,58.559223.2f,68.083176.2f,21.756698.2f
44.122730.2f,63.829584.2f,35.867052.2f,48.615649.2f,45.616106.2f,62.258447.2f,36.980241.2f,29.750826.2f,54.025945.2f,38.770334.2f,49.745503.2f,29.895444.2f,49.772817.2f,50.886933.2f,45.607033.2f,29.199374.2f,45.257070.2f,21.649493.2f,28.099182.2f,43.836078.2f
8.284435.2f,98.626782.2f,56.660390.2f,75.689118.2f,53.431912.2f,54.784436.2f,11.768127.2f,64.767512.2f,97.926984.2f,64.819498.2f,93.854139.2f,39.080130.2f,16.231838.2f,77.577703.2f,79.388313.2f,76.648893.2f,49.867987.2f,35.208664.2f,45.672248.2f,48.514633.2f
20.619900.2f,75.268465.2f,35.683388.2f,53.981267.2f,49.238969.2f,48.069130.2f,17.297961.2f,47.720818.2f,77.035114.2f,52.213983.2f,72.796381.2f,30.927906.2f,26.258518.2f,56.083921.2f,63.756199.2f,52.576269.2f,35.425162.2f,11.766107.2f,24.144214.2f,45.383673.2f
85.217752.2f,22.355120.2f,42.209072.2f,31.430577.2f,91.215350.2f,74.760322.2f,83.018778.2f,64.298819.2f,58.613375.2f,76.909007.2f,55.826819.2f,78.260786.2f,86.699553.2f,32.082881.2f,73.400546.2f,32.966109.2f,58.483139.2f,56.262872.2f,48.713172.2f,90.699211.2f
69.725896.2f,83.024325.2f,66.752815.2f,75.293736.2f,35.511943.2f,94.788692.2f,58.170328.2f,5.523588.2f,29.903405.2f,15.930546.2f,26.512644.2f,33.876550.2f,77.522965.2f,77.423649.2f,13.308214.2f,29.711710.2f,77.694670.2f,53.718312.2f,60.414621.2f,37.618059.2f
53.945142.2f,45.713192.2f,15.041811.2f,21.591067.2f,92.418996.2f,23.447182.2f,60.407206.2f,79.734374.2f,95.215926.2f,89.026626.2f,91.185244.2f,74.272885.2f,49.889098.2f,22.149280.2f,95.004396.2f,63.668203.2f,12.528493.2f,34.852609.2f,23.131086.2f,89.277464.2f
90.113774.2f,91.751376.2f,83.416496.2f,88.883589.2f,49.593499.2f,113.477978.2f,78.385870.2f,25.383128.2f,17.110428.2f,29.164561.2f,16.625750.2f,52.899115.2f,97.908864.2f,90.830453.2f,13.216206.2f,38.177748.2f,95.885743.2f,73.163111.2f,78.565297.2f,53.040414.2f
80.027382.2f,48.618621.2f,50.836968.2f,49.574520.2f,70.171192.2f,84.730600.2f,73.672761.2f,40.645259.2f,33.209108.2f,53.210767.2f,29.951789.2f,60.749584.2f,84.364509.2f,51.152449.2f,47.493384.2f,8.952834.2f,66.648917.2f,53.165836.2f,51.471256.2f,70.699110.2f
75.478847.2f,62.670183.2f,56.330916.2f,59.643317.2f,56.487214.2f,88.674448.2f,66.909383.2f,26.119467.2f,24.302076.2f,38.453152.2f,20.146908.2f,49.433530.2f,81.310398.2f,61.520539.2f,32.398497.2f,8.608020.2f,70.551455.2f,51.857298.2f,53.780718.2f,57.570821.2f
89.208964.2f,7.056189.2f,41.641189.2f,25.232605.2f,103.098735.2f,70.214930.2f,89.300971.2f,77.839249.2f,73.910690.2f,90.288359.2f,71.131612.2f,88.719892.2f,89.049848.2f,24.777405.2f,87.967120.2f,47.504689.2f,56.239489.2f,60.921577.2f,50.928091.2f,102.074489.2f
52.554604.2f,69.674715.2f,46.843182.2f,57.627005.2f,39.213154.2f,74.089641.2f,43.079736.2f,18.146923.2f,44.017067.2f,28.350420.2f,39.815738.2f,27.222733.2f,59.305414.2f,59.858003.2f,33.807189.2f,24.872619.2f,57.042287.2f,33.208505.2f,39.811482.2f,38.631262.2f
74.472967.2f,19.403916.2f,25.384089.2f,6.362624.2f,99.588078.2f,49.438760.2f,77.303041.2f,79.183051.2f,84.381450.2f,90.668342.2f,80.902368.2f,83.038415.2f,72.621126.2f,4.570835.2f,92.126556.2f,53.946728.2f,37.068126.2f,48.529185.2f,36.590761.2f,97.579804.2f
44.823469.2f,47.525261.2f,4.782331.2f,23.405651.2f,78.071478.2f,30.617118.2f,48.763848.2f,65.347903.2f,82.891398.2f,74.448747.2f,78.745829.2f,60.058392.2f,43.114009.2f,25.164151.2f,80.807856.2f,51.774324.2f,12.567776.2f,21.191059.2f,8.820884.2f,75.074444.2f
13.480923.2f,78.230115.2f,35.680316.2f,54.696279.2f,61.318866.2f,36.949729.2f,20.896758.2f,62.038156.2f,90.683110.2f,66.227700.2f,86.414995.2f,43.507781.2f,13.929068.2f,56.506107.2f,78.066287.2f,64.559081.2f,28.791147.2f,17.542407.2f,25.274447.2f,57.028322.2f
24.203480.2f,74.729487.2f,36.663355.2f,54.360523.2f,45.904125.2f,51.704537.2f,18.561102.2f,43.340768.2f,72.856921.2f,48.003238.2f,68.631104.2f,27.523458.2f,30.430405.2f,56.525091.2f,59.385871.2f,49.058555.2f,38.188646.2f,12.839678.2f,25.304055.2f,42.262860.2f
67.778484.2f,30.486663.2f,27.009177.2f,23.563318.2f,78.147750.2f,60.933861.2f,65.863261.2f,54.439867.2f,58.768545.2f,66.511133.2f,55.127042.2f,63.544797.2f,69.397393.2f,25.297495.2f,66.440207.2f,27.864646.2f,43.527640.2f,38.823644.2f,31.752532.2f,76.977639.2f
46.972847.2f,117.680652.2f,82.314737.2f,99.453811.2f,22.127791.2f,92.223265.2f,34.580561.2f,49.937993.2f,84.792268.2f,42.115436.2f,81.665893.2f,25.128033.2f,56.346520.2f,101.675519.2f,58.179080.2f,76.808143.2f,82.371807.2f,58.505117.2f,70.994467.2f,18.231889.2f
