76.111988.2f,21.376518.2f,39.025891.2f,33.476538.2f,62.516849.2f,51.662807.2f,41.548872.2f,23.649605.2f,60.786399.2f,44.447069.2f
75.823814.2f,38.268148.2f,41.641005.2f,50.363139.2f,56.263807.2f,34.518621.2f,46.550335.2f,25.107264.2f,64.405874.2f,57.391994.2f
102.457085.2f,54.761870.2f,69.660389.2f,65.348310.2f,79.675166.2f,33.247084.2f,74.688213.2f,53.233241.2f,92.364981.2f,83.370441.2f
66.855605.2f,49.137683.2f,36.804741.2f,61.155804.2f,44.382425.2f,27.752928.2f,43.055735.2f,22.854854.2f,58.602532.2f,60.028072.2f
37.693765.2f,53.141794.2f,20.530808.2f,57.608158.2f,46.707645.2f,82.744866.2f,13.497693.2f,33.847319.2f,16.942113.2f,20.525316.2f
87.706084.2f,13.647201.2f,53.623172.2f,6.563367.2f,84.609395.2f,85.437366.2f,51.276613.2f,46.553318.2f,67.802444.2f,33.754680.2f
50.700895.2f,39.441041.2f,22.921380.2f,43.515700.2f,54.202029.2f,79.448954.2f,17.191380.2f,29.076490.2f,30.291408.2f,9.935106.2f
23.863552.2f,85.372992.2f,37.176302.2f,94.638394.2f,8.676301.2f,66.484152.2f,41.129020.2f,47.175912.2f,35.183566.2f,67.570970.2f
75.019331.2f,65.291637.2f,51.003377.2f,77.398539.2f,48.234011.2f,11.585148.2f,57.822226.2f,39.408186.2f,70.891017.2f,77.072837.2f
59.854362.2f,26.641411.2f,23.011835.2f,35.707947.2f,52.521451.2f,61.780909.2f,23.363995.2f,14.721912.2f,42.517568.2f,26.782503.2f
43.551299.2f,42.484801.2f,9.786564.2f,49.664557.2f,41.708125.2f,67.836030.2f,6.603456.2f,18.039045.2f,25.538748.2f,23.384414.2f
17.053810.2f,88.794621.2f,39.453045.2f,97.373855.2f,16.267721.2f,74.575212.2f,42.132123.2f,51.616763.2f,32.334421.2f,67.449354.2f
114.468735.2f,66.609808.2f,82.583222.2f,76.546872.2f,90.466056.2f,38.139781.2f,87.784343.2f,66.301248.2f,105.199332.2f,96.573222.2f
