68.610227.2f,26.391287.2f,77.812443.2f,89.448611.2f,60.428868.2f,65.221865.2f,67.628906.2f,48.054550.2f,61.800689.2f,65.082449.2f,25.249641.2f,64.553276.2f,68.156106.2f,59.824611.2f,39.860059.2f,80.160636.2f,35.551434.2f,46.079646.2f,16.897317.2f,73.202791.2f,56.927362.2f,37.036422.2f,56.141845.2f,59.998596.2f,38.232364.2f,64.527064.2f,16.234236.2f,12.575611.2f,68.655299.2f,86.016010.2f,21.244517.2f,67.814643.2f,56.263348.2f,39.757783.2f,35.876630.2f,38.154480.2f,68.146077.2f,56.797166.2f,38.787584.2f,22.816440.2f,79.042983.2f,42.303226.2f,63.097720.2f,79.442831.2f,38.290278.2f,78.461103.2f,63.316349.2f,36.301306.2f,30.198309.2f,21.232331.2f
88.868752.2f,94.365392.2f,33.753695.2f,40.891331.2f,65.328103.2f,8.475665.2f,18.218963.2f,32.697872.2f,9.904117.2f,81.529460.2f,54.747009.2f,27.584785.2f,56.893496.2f,45.143072.2f,63.139436.2f,24.669051.2f,35.649162.2f,86.104571.2f,82.274189.2f,68.551406.2f,83.072177.2f,64.269356.2f,42.444879.2f,92.943236.2f,33.104610.2f,13.427751.2f,86.599977.2f,58.310239.2f,63.076646.2f,34.098144.2f,81.347168.2f,84.259812.2f,19.777126.2f,61.745089.2f,44.259073.2f,93.132241.2f,60.522964.2f,22.483210.2f,58.120491.2f,48.151115.2f,28.334011.2f,89.183002.2f,12.565835.2f,9.720833.2f,34.477141.2f,31.728704.2f,61.657456.2f,106.851107.2f,90.391784.2f,58.440680.2f
44.105102.2f,83.338093.2f,26.079836.2f,36.114621.2f,20.338299.2f,36.643885.2f,57.629730.2f,55.106851.2f,43.595604.2f,36.712835.2f,58.828319.2f,63.218305.2f,87.086566.2f,2.716677.2f,25.642755.2f,34.546809.2f,34.002523.2f,47.068170.2f,73.666646.2f,25.353092.2f,39.848486.2f,75.117255.2f,2.731075.2f,50.237301.2f,40.701064.2f,31.619848.2f,67.660344.2f,48.287300.2f,19.446743.2f,35.423559.2f,54.772036.2f,39.344834.2f,49.236471.2f,74.864225.2f,22.199823.2f,59.642217.2f,89.621160.2f,52.809396.2f,22.371478.2f,43.482885.2f,30.767285.2f,52.462837.2f,49.030726.2f,47.092661.2f,44.950647.2f,27.977559.2f,16.865674.2f,90.420566.2f,60.822343.2f,36.161794.2f
18.400561.2f,91.435040.2f,48.314691.2f,54.187131.2f,9.148941.2f,64.963184.2f,85.828419.2f,81.023996.2f,71.888268.2f,11.828935.2f,78.603515.2f,90.883223.2f,112.802539.2f,28.139227.2f,28.142422.2f,59.207832.2f,57.785628.2f,35.328414.2f,84.615226.2f,9.933039.2f,21.098364.2f,95.388713.2f,31.055723.2f,30.280123.2f,65.404415.2f,59.844472.2f,72.657443.2f,63.700055.2f,11.850977.2f,56.621067.2f,56.239860.2f,13.165492.2f,76.846257.2f,96.023754.2f,42.358884.2f,52.545270.2f,114.946253.2f,80.273139.2f,30.190101.2f,62.986553.2f,54.591365.2f,42.841312.2f,77.250860.2f,74.529683.2f,69.511902.2f,50.825762.2f,11.619804.2f,93.969005.2f,57.839494.2f,48.048474.2f
80.360389.2f,76.862990.2f,39.426974.2f,49.584835.2f,58.287708.2f,14.002583.2f,19.418740.2f,19.271790.2f,8.380095.2f,73.338497.2f,37.735344.2f,23.873579.2f,49.521896.2f,40.512806.2f,51.115448.2f,34.729851.2f,18.870666.2f,73.301555.2f,64.786951.2f,64.651752.2f,72.805426.2f,48.918476.2f,36.620942.2f,81.947067.2f,15.591549.2f,16.631196.2f,69.388481.2f,40.945396.2f,58.771824.2f,43.578426.2f,65.237778.2f,76.297455.2f,9.918601.2f,46.902093.2f,30.688072.2f,78.198225.2f,52.569210.2f,13.584000.2f,46.030959.2f,30.726451.2f,36.409879.2f,75.367666.2f,11.520805.2f,26.710744.2f,17.243587.2f,38.356156.2f,55.964315.2f,89.372727.2f,74.602136.2f,42.697512.2f
54.313103.2f,40.171380.2f,93.022795.2f,103.583456.2f,59.451942.2f,89.867749.2f,98.219234.2f,80.654604.2f,89.482129.2f,54.661585.2f,59.821544.2f,96.859840.2f,102.847002.2f,69.884674.2f,42.106016.2f,99.112656.2f,62.376936.2f,28.616536.2f,41.580434.2f,71.777058.2f,43.892556.2f,71.109243.2f,67.970181.2f,40.512210.2f,67.794684.2f,87.459468.2f,22.927582.2f,44.119455.2f,69.581247.2f,102.260546.2f,16.006075.2f,56.245279.2f,86.476453.2f,74.113251.2f,53.874194.2f,11.145231.2f,102.823451.2f,87.851558.2f,45.168743.2f,53.286430.2f,96.478788.2f,21.067753.2f,92.173435.2f,104.136029.2f,69.235938.2f,94.530467.2f,64.604250.2f,34.909961.2f,6.870845.2f,38.687326.2f
62.793065.2f,27.083850.2f,80.252167.2f,91.705218.2f,57.661825.2f,70.649419.2f,75.253097.2f,56.391433.2f,68.294362.2f,60.062392.2f,34.482637.2f,72.830460.2f,77.483019.2f,60.268664.2f,36.931150.2f,83.832706.2f,41.285473.2f,38.814937.2f,21.315833.2f,70.671691.2f,51.046112.2f,46.222978.2f,57.035269.2f,52.880831.2f,45.185345.2f,69.340899.2f,10.331372.2f,19.831527.2f,66.655626.2f,88.889858.2f,12.469331.2f,62.598951.2f,63.675510.2f,49.036282.2f,38.065880.2f,29.150603.2f,77.494172.2f,64.544370.2f,37.062683.2f,29.856857.2f,82.210225.2f,34.198259.2f,70.123078.2f,85.026446.2f,45.840869.2f,81.182870.2f,61.267979.2f,32.962011.2f,20.924819.2f,21.774176.2f
78.695763.2f,118.427845.2f,15.066904.2f,6.365394.2f,56.256448.2f,35.936872.2f,56.723422.2f,68.287887.2f,45.908670.2f,71.711331.2f,84.646612.2f,66.097674.2f,95.336374.2f,38.776829.2f,66.510665.2f,14.588576.2f,59.320505.2f,87.511705.2f,107.295007.2f,51.628268.2f,78.090414.2f,97.798007.2f,40.130847.2f,88.498414.2f,61.633482.2f,32.665441.2f,105.408985.2f,80.978127.2f,48.505629.2f,6.279187.2f,94.485860.2f,73.461994.2f,56.312953.2f,96.029350.2f,57.014256.2f,100.514144.2f,98.901778.2f,59.699614.2f,62.940830.2f,72.682045.2f,13.557789.2f,93.249831.2f,50.475993.2f,31.495920.2f,64.887596.2f,13.895998.2f,50.600197.2f,127.876911.2f,101.300874.2f,73.386132.2f
108.893457.2f,70.582051.2f,75.245624.2f,84.710969.2f,89.699380.2f,47.684567.2f,28.776543.2f,18.030270.2f,37.524804.2f,102.633162.2f,32.403889.2f,19.259845.2f,13.986491.2f,74.814534.2f,76.652091.2f,68.937992.2f,41.244630.2f,94.918451.2f,59.395685.2f,98.250715.2f,99.259143.2f,28.484604.2f,70.533523.2f,106.579204.2f,33.484550.2f,51.878591.2f,72.773710.2f,48.410419.2f,92.332166.2f,78.276159.2f,77.046160.2f,105.714076.2f,27.322432.2f,24.665394.2f,57.105608.2f,93.384351.2f,16.574129.2f,23.765504.2f,72.147321.2f,41.311235.2f,71.507810.2f,94.276377.2f,33.067745.2f,54.537086.2f,29.502999.2f,73.942175.2f,88.669835.2f,85.808363.2f,86.770844.2f,60.239172.2f
48.295192.2f,60.872537.2f,44.634319.2f,55.996591.2f,30.795930.2f,40.633731.2f,54.250995.2f,43.565410.2f,42.517258.2f,42.096658.2f,39.047953.2f,56.457934.2f,74.354090.2f,25.275619.2f,16.531265.2f,49.290550.2f,19.650875.2f,38.255409.2f,51.104516.2f,41.997135.2f,39.060961.2f,55.822212.2f,21.589443.2f,47.430137.2f,27.467374.2f,37.634589.2f,46.029841.2f,26.092916.2f,36.613245.2f,53.474804.2f,35.353481.2f,45.180982.2f,43.162434.2f,56.304031.2f,4.371258.2f,44.853862.2f,76.150929.2f,45.857794.2f,11.673591.2f,23.330490.2f,47.098436.2f,40.710496.2f,46.563438.2f,54.550277.2f,31.170288.2f,45.714874.2f,31.693772.2f,68.705070.2f,43.259902.2f,13.982003.2f
83.708826.2f,92.064607.2f,29.659293.2f,37.717323.2f,60.153025.2f,3.433956.2f,21.677250.2f,33.018328.2f,9.971671.2f,76.365094.2f,53.347407.2f,30.455191.2f,59.431698.2f,39.976162.2f,58.294257.2f,21.656472.2f,32.438920.2f,81.307845.2f,80.067321.2f,63.452673.2f,78.001979.2f,64.032892.2f,37.270132.2f,87.919097.2f,30.904150.2f,8.263664.2f,83.423485.2f,55.429979.2f,57.949508.2f,31.084027.2f,77.439030.2f,79.089933.2f,20.477220.2f,61.759678.2f,39.808661.2f,88.772657.2f,62.935743.2f,23.717748.2f,53.305880.2f,45.435270.2f,24.749189.2f,84.560686.2f,14.503174.2f,11.494021.2f,32.849770.2f,27.822881.2f,56.487784.2f,104.120282.2f,86.324989.2f,54.478129.2f
52.783570.2f,35.830906.2f,79.421976.2f,90.451540.2f,51.042556.2f,73.968658.2f,81.743031.2f,64.344589.2f,73.165080.2f,50.879595.2f,44.616448.2f,80.466869.2f,87.764131.2f,57.444743.2f,31.110322.2f,84.536527.2f,45.993014.2f,27.816858.2f,32.372471.2f,64.018006.2f,41.143179.2f,57.492550.2f,54.884451.2f,41.847668.2f,51.318171.2f,71.852312.2f,16.328196.2f,28.064009.2f,60.700371.2f,88.469760.2f,0.787996.2f,53.177261.2f,70.001080.2f,60.129786.2f,38.608394.2f,17.691988.2f,88.027691.2f,71.383232.2f,32.776689.2f,36.894310.2f,82.281092.2f,22.647695.2f,75.747747.2f,88.316934.2f,52.791167.2f,80.696530.2f,55.391849.2f,37.387209.2f,10.439785.2f,22.690195.2f
87.771147.2f,10.272359.2f,109.773967.2f,121.336109.2f,86.704644.2f,97.245775.2f,96.983689.2f,76.116800.2f,93.027621.2f,86.550730.2f,50.706689.2f,92.195026.2f,87.531274.2f,90.324610.2f,66.257885.2f,112.487988.2f,67.650799.2f,61.910817.2f,21.490333.2f,99.731325.2f,76.413595.2f,53.374760.2f,87.036091.2f,75.213895.2f,69.378697.2f,96.784640.2f,20.292362.2f,44.541978.2f,96.095883.2f,118.166726.2f,36.442485.2f,88.689825.2f,86.289494.2f,57.191843.2f,67.563022.2f,46.123304.2f,86.193182.2f,86.134213.2f,66.911899.2f,54.404219.2f,111.274961.2f,55.118964.2f,93.628573.2f,111.310746.2f,68.612334.2f,110.545574.2f,90.727265.2f,5.210451.2f,37.562069.2f,51.638970.2f
54.477575.2f,53.669047.2f,50.692321.2f,62.276772.2f,38.649557.2f,42.226725.2f,52.298837.2f,38.813076.2f,42.097804.2f,48.750309.2f,31.139003.2f,53.113125.2f,68.391038.2f,33.100649.2f,21.926676.2f,53.971999.2f,15.936075.2f,40.905075.2f,43.426746.2f,50.159215.2f,44.392028.2f,47.926160.2f,29.159146.2f,51.744893.2f,23.109334.2f,40.173336.2f,40.184098.2f,17.918539.2f,44.835757.2f,59.136831.2f,32.028138.2f,51.819287.2f,40.715306.2f,48.608348.2f,8.600532.2f,44.208956.2f,69.912712.2f,42.895355.2f,17.903802.2f,15.576448.2f,52.369506.2f,41.881792.2f,45.344955.2f,56.566466.2f,26.168618.2f,51.479701.2f,39.859284.2f,62.520563.2f,40.964723.2f,9.062006.2f
72.041346.2f,42.563689.2f,63.748906.2f,75.393712.2f,57.495550.2f,47.075845.2f,48.101552.2f,29.020668.2f,42.657000.2f,66.823591.2f,12.460331.2f,45.424714.2f,53.399340.2f,50.307567.2f,39.698856.2f,64.086610.2f,18.104506.2f,54.609630.2f,30.682413.2f,68.943446.2f,61.239756.2f,29.170036.2f,46.016660.2f,67.185605.2f,18.985631.2f,47.170989.2f,35.763718.2f,7.655663.2f,63.528293.2f,71.040089.2f,36.235710.2f,69.850795.2f,36.725366.2f,30.139760.2f,25.755548.2f,52.287508.2f,54.246882.2f,37.292374.2f,36.331528.2f,4.636538.2f,63.762757.2f,53.322913.2f,43.645505.2f,60.963541.2f,18.750892.2f,63.910738.2f,58.640076.2f,54.863612.2f,46.052741.2f,20.390767.2f
40.847484.2f,47.825585.2f,72.125351.2f,82.633487.2f,39.916669.2f,70.750401.2f,81.849045.2f,66.668430.2f,71.621419.2f,38.837366.2f,50.587843.2f,82.005894.2f,93.055938.2f,48.940273.2f,21.259807.2f,78.527685.2f,45.407630.2f,16.729499.2f,43.533247.2f,52.735873.2f,29.158312.2f,65.215147.2f,47.037671.2f,30.737870.2f,51.983496.2f,67.863980.2f,28.369619.2f,32.953349.2f,49.839255.2f,81.388617.2f,11.462404.2f,41.135033.2f,70.188051.2f,67.392874.2f,34.304801.2f,14.694054.2f,93.780455.2f,72.140627.2f,24.226189.2f,39.551823.2f,75.732670.2f,13.687891.2f,74.980915.2f,84.767457.2f,54.321408.2f,73.678660.2f,44.652029.2f,48.973904.2f,14.335863.2f,21.454748.2f
72.341620.2f,43.443514.2f,63.121234.2f,74.754724.2f,57.514679.2f,46.199895.2f,47.129653.2f,28.092456.2f,41.712171.2f,67.053600.2f,12.301264.2f,44.482700.2f,52.749363.2f,49.981766.2f,39.936995.2f,63.334139.2f,17.349756.2f,55.177264.2f,31.530632.2f,68.864861.2f,61.604514.2f,29.072167.2f,45.668211.2f,67.667141.2f,18.042555.2f,46.349635.2f,36.736487.2f,8.578622.2f,63.415053.2f,70.349563.2f,37.090962.2f,70.088672.2f,35.752399.2f,29.919299.2f,25.534582.2f,53.078388.2f,53.650450.2f,36.322473.2f,36.474917.2f,4.071176.2f,63.060093.2f,53.994548.2f,42.678406.2f,60.059125.2f,17.777891.2f,63.253028.2f,58.563430.2f,55.806635.2f,46.912891.2f,20.828615.2f
13.451813.2f,80.293443.2f,55.819746.2f,63.397093.2f,12.966874.2f,67.550327.2f,86.312064.2f,78.355198.2f,72.961198.2f,7.256119.2f,72.024286.2f,90.095180.2f,109.355992.2f,32.691757.2f,19.870482.2f,65.748044.2f,54.459519.2f,22.389899.2f,74.389879.2f,22.367750.2f,8.996280.2f,88.612899.2f,34.076568.2f,19.285422.2f,62.293217.2f,62.860959.2f,61.121910.2f,55.792617.2f,22.057847.2f,64.769396.2f,44.377355.2f,10.302482.2f,76.239899.2f,89.705676.2f,38.561485.2f,39.628765.2f,111.121369.2f,79.367097.2f,23.658765.2f,56.950910.2f,61.516917.2f,29.896693.2f,77.945416.2f,78.847169.2f,66.119534.2f,58.135453.2f,18.707783.2f,81.839855.2f,45.202240.2f,39.885314.2f
76.164341.2f,12.576442.2f,93.625540.2f,105.204462.2f,72.309967.2f,81.415760.2f,82.565564.2f,62.188018.2f,77.653232.2f,73.987205.2f,37.384397.2f,78.577940.2f,77.741055.2f,74.536126.2f,51.600580.2f,96.331035.2f,51.756530.2f,51.109259.2f,11.763788.2f,85.330121.2f,64.489422.2f,44.040608.2f,71.128765.2f,65.051267.2f,53.989435.2f,80.782269.2f,7.583424.2f,28.667873.2f,81.342886.2f,101.992819.2f,24.083000.2f,76.391741.2f,71.504810.2f,47.542615.2f,51.440988.2f,37.968826.2f,77.009293.2f,71.680161.2f,51.717149.2f,38.745812.2f,95.097767.2f,45.319488.2f,78.615985.2f,95.585984.2f,53.604314.2f,94.378262.2f,75.955273.2f,20.053609.2f,28.848736.2f,35.701044.2f
84.140886.2f,57.955027.2f,58.718453.2f,69.664661.2f,65.643542.2f,35.444414.2f,30.094611.2f,10.132950.2f,28.037360.2f,77.988644.2f,16.998223.2f,26.560700.2f,38.465745.2f,52.675143.2f,51.829771.2f,55.689886.2f,17.049098.2f,70.452422.2f,45.788783.2f,75.069971.2f,74.431041.2f,27.750536.2f,48.235362.2f,81.827445.2f,9.991667.2f,37.521058.2f,54.229160.2f,26.538454.2f,69.217728.2f,64.112487.2f,54.845031.2f,81.072703.2f,19.608350.2f,26.161120.2f,32.596093.2f,70.395212.2f,40.289353.2f,19.226947.2f,47.366510.2f,17.531335.2f,56.774987.2f,70.311670.2f,27.274823.2f,47.567103.2f,5.785447.2f,58.108165.2f,65.146603.2f,71.706088.2f,64.673433.2f,35.917397.2f
45.483305.2f,50.126747.2f,58.650973.2f,69.760195.2f,35.134506.2f,54.619104.2f,65.707773.2f,51.540195.2f,55.294225.2f,40.928110.2f,39.238367.2f,66.330697.2f,79.765085.2f,37.238965.2f,14.618989.2f,63.837999.2f,29.317020.2f,28.190787.2f,42.110981.2f,47.961276.2f,34.347200.2f,55.407699.2f,34.353510.2f,40.185927.2f,36.248384.2f,51.971008.2f,33.206511.2f,22.203589.2f,43.590622.2f,67.675945.2f,20.848096.2f,43.840739.2f,54.112945.2f,56.867947.2f,18.335572.2f,30.995177.2f,80.920514.2f,56.229964.2f,13.750991.2f,25.600567.2f,61.498627.2f,28.540838.2f,58.703207.2f,68.761691.2f,38.964936.2f,59.902542.2f,38.216419.2f,55.931593.2f,28.696433.2f,6.677342.2f
74.604272.2f,50.820507.2f,57.947889.2f,69.438998.2f,57.661874.2f,39.055923.2f,39.404683.2f,21.075580.2f,34.044410.2f,68.794051.2f,14.245747.2f,37.198331.2f,48.444777.2f,47.420180.2f,42.054867.2f,57.137641.2f,11.921421.2f,59.645103.2f,38.765320.2f,68.130265.2f,64.446194.2f,30.047854.2f,42.979486.2f,71.385897.2f,10.457416.2f,39.656055.2f,44.502977.2f,16.084649.2f,62.444111.2f,64.631558.2f,43.868561.2f,71.870969.2f,27.966628.2f,29.881495.2f,24.492091.2f,59.287225.2f,49.835990.2f,28.647147.2f,37.934840.2f,6.436826.2f,57.271206.2f,59.273490.2f,34.882583.2f,52.666786.2f,9.999763.2f,57.832053.2f,57.932071.2f,63.509522.2f,53.687276.2f,24.988534.2f
94.354533.2f,71.122034.2f,58.026161.2f,67.771439.2f,73.927149.2f,30.911136.2f,17.185546.2f,4.362816.2f,21.092707.2f,87.751284.2f,29.766846.2f,12.176160.2f,30.942252.2f,57.969202.2f,62.895295.2f,52.273183.2f,26.792544.2f,83.045237.2f,59.060889.2f,81.730961.2f,85.467907.2f,35.052252.2f,53.784816.2f,93.599811.2f,19.104786.2f,34.777502.2f,68.538123.2f,40.904188.2f,75.805667.2f,61.481133.2f,69.018707.2f,90.805601.2f,10.585770.2f,32.136294.2f,42.479140.2f,84.241432.2f,33.861557.2f,7.707894.2f,58.077448.2f,31.568322.2f,54.545476.2f,83.534821.2f,17.685742.2f,39.707237.2f,16.157501.2f,56.809206.2f,72.427629.2f,85.355269.2f,78.834576.2f,49.090779.2f
35.220056.2f,78.942573.2f,35.498530.2f,44.900633.2f,12.430109.2f,45.205557.2f,64.884412.2f,59.645269.2f,51.167486.2f,27.925369.2f,59.249861.2f,69.565834.2f,91.502216.2f,11.342780.2f,17.332044.2f,44.299842.2f,36.710093.2f,37.542055.2f,70.200801.2f,21.731807.2f,30.175151.2f,75.957157.2f,11.722676.2f,40.522277.2f,44.182696.2f,40.439857.2f,62.017842.2f,46.283775.2f,16.208849.2f,44.805819.2f,47.818834.2f,30.747401.2f,55.538504.2f,76.202908.2f,21.978364.2f,50.926077.2f,93.733243.2f,58.916004.2f,15.384114.2f,43.522396.2f,40.453977.2f,43.250629.2f,56.370102.2f,56.435274.2f,48.345955.2f,37.522952.2f,11.502031.2f,84.633432.2f,52.922152.2f,32.117941.2f
