32.942479.2f,49.450320.2f,23.301623.2f,9.545805.2f,2.488700.2f,41.521282.2f,45.283306.2f,38.563681.2f,31.325471.2f,40.907406.2f,37.331977.2f,41.582821.2f,35.797264.2f,34.719748.2f,47.848226.2f,52.868298.2f,34.658573.2f,31.551163.2f,34.023761.2f,17.861800.2f,42.981229.2f,29.193461.2f,71.240319.2f,25.823229.2f,41.441517.2f,50.749316.2f,35.379268.2f,43.325318.2f,44.304416.2f,30.057280.2f
38.838400.2f,91.875758.2f,76.304477.2f,71.594369.2f,63.502022.2f,42.727907.2f,38.011230.2f,91.459470.2f,68.312603.2f,37.487519.2f,53.173192.2f,95.421475.2f,84.714483.2f,84.190681.2f,15.279930.2f,110.545963.2f,32.451235.2f,92.361873.2f,96.817173.2f,48.275632.2f,68.239775.2f,87.193590.2f,65.412243.2f,75.396645.2f,28.234261.2f,20.545637.2f,97.388406.2f,43.306025.2f,26.096035.2f,42.816248.2f
57.829685.2f,90.082023.2f,65.223535.2f,49.946774.2f,46.645576.2f,89.246795.2f,92.073332.2f,11.987540.2f,28.378137.2f,87.463746.2f,86.248763.2f,74.749316.2f,75.848642.2f,14.407899.2f,83.721547.2f,76.102239.2f,78.221409.2f,57.376773.2f,49.606003.2f,52.003660.2f,91.038089.2f,23.761894.2f,120.158345.2f,23.982579.2f,84.749487.2f,77.498246.2f,33.743846.2f,91.152645.2f,70.967722.2f,53.886089.2f
94.538040.2f,31.157190.2f,41.382660.2f,52.641967.2f,63.321179.2f,78.366788.2f,84.044297.2f,75.614779.2f,87.104097.2f,82.133600.2f,67.400498.2f,21.668522.2f,32.492647.2f,78.700353.2f,102.512436.2f,10.840251.2f,84.556203.2f,32.357617.2f,37.557215.2f,79.480310.2f,55.845809.2f,64.943935.2f,86.630211.2f,75.747662.2f,89.376498.2f,110.123075.2f,53.223241.2f,78.904201.2f,104.414368.2f,91.916533.2f
61.910067.2f,96.456711.2f,71.627011.2f,56.307607.2f,52.735852.2f,95.002989.2f,97.672144.2f,18.352223.2f,32.473605.2f,93.050544.2f,92.296870.2f,80.999231.2f,82.237214.2f,20.383700.2f,88.143200.2f,81.929680.2f,83.523564.2f,63.579565.2f,55.587236.2f,57.172383.2f,97.341104.2f,30.131162.2f,126.189492.2f,29.744427.2f,89.958497.2f,81.076702.2f,39.508076.2f,96.920667.2f,74.719136.2f,58.074207.2f
65.092291.2f,46.809635.2f,49.241233.2f,58.446507.2f,59.323635.2f,20.092871.2f,21.707679.2f,95.561785.2f,84.203570.2f,24.935771.2f,19.717153.2f,59.987627.2f,48.561855.2f,91.608277.2f,50.121068.2f,75.999807.2f,36.627737.2f,67.979527.2f,77.088869.2f,58.693942.2f,22.372454.2f,85.488661.2f,14.207353.2f,82.330298.2f,34.494165.2f,65.050964.2f,87.293863.2f,18.335272.2f,63.882956.2f,66.190054.2f
21.991816.2f,70.927853.2f,52.838925.2f,47.496764.2f,39.697358.2f,27.149139.2f,25.084753.2f,70.292713.2f,49.588208.2f,21.836892.2f,34.889645.2f,72.332631.2f,62.161484.2f,63.594520.2f,8.844725.2f,87.016748.2f,11.307766.2f,68.332597.2f,72.723930.2f,25.818517.2f,49.791720.2f,64.643271.2f,58.289006.2f,54.238847.2f,12.381310.2f,19.179733.2f,73.900386.2f,28.614722.2f,17.221630.2f,24.879937.2f
35.591820.2f,102.093098.2f,83.181748.2f,75.289374.2f,65.756843.2f,55.705228.2f,51.807071.2f,87.869980.2f,63.084019.2f,50.200799.2f,65.097766.2f,102.911876.2f,93.114307.2f,80.147627.2f,23.892626.2f,117.002138.2f,42.062838.2f,97.086282.2f,99.921564.2f,48.879562.2f,80.248677.2f,85.762382.2f,81.518172.2f,72.395136.2f,40.093636.2f,15.357225.2f,97.670981.2f,56.671936.2f,22.169297.2f,39.616574.2f
83.117935.2f,53.847770.2f,63.378648.2f,74.668006.2f,76.646426.2f,38.115629.2f,38.890028.2f,112.548177.2f,102.241837.2f,42.626240.2f,37.263135.2f,70.170523.2f,59.784213.2f,109.000687.2f,66.367626.2f,85.196155.2f,54.451595.2f,81.115455.2f,90.813641.2f,76.865776.2f,34.657805.2f,102.064909.2f,6.496910.2f,99.878614.2f,51.589165.2f,81.665820.2f,102.524421.2f,36.278902.2f,81.126536.2f,84.323948.2f
23.651947.2f,57.017397.2f,31.623837.2f,18.831316.2f,8.572685.2f,40.113340.2f,42.881860.2f,40.274874.2f,26.790296.2f,38.284153.2f,38.457914.2f,50.543212.2f,43.936581.2f,34.842852.2f,40.442300.2f,62.154734.2f,29.832287.2f,40.808702.2f,42.726632.2f,8.604032.2f,47.002929.2f,33.001212.2f,71.931636.2f,25.225124.2f,36.616136.2f,41.890677.2f,41.918810.2f,42.036890.2f,35.306313.2f,20.791765.2f
70.740737.2f,52.554925.2f,56.625747.2f,65.938010.2f,66.632207.2f,25.920361.2f,26.243043.2f,102.929191.2f,91.015606.2f,30.126888.2f,27.082551.2f,66.672105.2f,55.420871.2f,98.857999.2f,53.673154.2f,82.515937.2f,41.970725.2f,75.265688.2f,84.466896.2f,65.265342.2f,29.176848.2f,92.933723.2f,7.291013.2f,89.522273.2f,38.889382.2f,68.948985.2f,94.793654.2f,24.019583.2f,68.420814.2f,72.111024.2f
54.327091.2f,44.591078.2f,21.898465.2f,14.213400.2f,22.661379.2f,58.851018.2f,63.610339.2f,33.675170.2f,42.002168.2f,59.744260.2f,51.389553.2f,29.368500.2f,30.616884.2f,34.750131.2f,70.291636.2f,34.730521.2f,55.837821.2f,12.887559.2f,11.509496.2f,39.697842.2f,50.487593.2f,21.940425.2f,83.425537.2f,30.657321.2f,62.387815.2f,73.104892.2f,17.566037.2f,60.363324.2f,66.512922.2f,50.931176.2f
16.561001.2f,82.477833.2f,62.175014.2f,53.897750.2f,44.476790.2f,40.402043.2f,38.125122.2f,69.449984.2f,46.007842.2f,35.064209.2f,47.866507.2f,81.974732.2f,72.585344.2f,62.057819.2f,12.159114.2f,95.765787.2f,24.347483.2f,75.695422.2f,78.612408.2f,27.842261.2f,62.545562.2f,65.927679.2f,71.025035.2f,53.479252.2f,25.324571.2f,6.642734.2f,77.086217.2f,41.849777.2f,4.794181.2f,20.586733.2f
66.124676.2f,48.300516.2f,50.986327.2f,60.137043.2f,60.910314.2f,21.108232.2f,22.325791.2f,97.177289.2f,85.605616.2f,25.769342.2f,21.323198.2f,61.653539.2f,50.252337.2f,93.171945.2f,50.556733.2f,77.641287.2f,37.540267.2f,69.721379.2f,78.833964.2f,60.009386.2f,24.040945.2f,87.144903.2f,12.677388.2f,83.870089.2f,35.126626.2f,65.595935.2f,89.017846.2f,19.293261.2f,64.599474.2f,67.304242.2f
40.942215.2f,64.096102.2f,53.089240.2f,53.769159.2f,49.224885.2f,13.793434.2f,8.673576.2f,83.954530.2f,66.238574.2f,9.348205.2f,24.804505.2f,70.489470.2f,59.042218.2f,78.128173.2f,20.969909.2f,86.449282.2f,14.049333.2f,71.307668.2f,77.935811.2f,40.412167.2f,39.420553.2f,76.349935.2f,39.447632.2f,68.486382.2f,7.834857.2f,36.251293.2f,82.918961.2f,14.073421.2f,36.176018.2f,43.275351.2f
39.665319.2f,38.257237.2f,19.124308.2f,21.150688.2f,21.753458.2f,24.589180.2f,29.447217.2f,57.719706.2f,49.027241.2f,25.826808.2f,18.231498.2f,38.195940.2f,28.043773.2f,54.090154.2f,42.666642.2f,53.303670.2f,24.936906.2f,36.813334.2f,43.690727.2f,27.032590.2f,24.578116.2f,47.655951.2f,52.016881.2f,45.098590.2f,30.471351.2f,51.285589.2f,50.756572.2f,26.116799.2f,46.349675.2f,38.578737.2f
56.631647.2f,34.531536.2f,33.000616.2f,42.724039.2f,44.798851.2f,16.954256.2f,22.058086.2f,80.522073.2f,71.469362.2f,22.250446.2f,7.646243.2f,45.008095.2f,33.317790.2f,77.119180.2f,48.371722.2f,61.246401.2f,31.103989.2f,51.825477.2f,60.846317.2f,47.315185.2f,8.950617.2f,70.054927.2f,29.746030.2f,68.140907.2f,32.169657.2f,61.558068.2f,71.185702.2f,16.582085.2f,58.725158.2f,56.828581.2f
40.782023.2f,42.635866.2f,29.583264.2f,33.004691.2f,31.931756.2f,12.608618.2f,17.631920.2f,68.321795.2f,56.568138.2f,14.442546.2f,8.706077.2f,47.002705.2f,35.739772.2f,64.000029.2f,36.019684.2f,62.866901.2f,17.609663.2f,48.162684.2f,55.508042.2f,31.642310.2f,21.640966.2f,58.823627.2f,41.957296.2f,54.629741.2f,21.286456.2f,47.493856.2f,62.664876.2f,14.139120.2f,43.885404.2f,40.902347.2f
33.241740.2f,55.803879.2f,41.210564.2f,40.647248.2f,36.140732.2f,11.795239.2f,12.296634.2f,71.352905.2f,55.163362.2f,7.732605.2f,18.522676.2f,59.621290.2f,48.627181.2f,65.845673.2f,22.990722.2f,75.185471.2f,5.131332.2f,58.837266.2f,65.054501.2f,29.000095.2f,33.532547.2f,63.374517.2f,44.818476.2f,56.195660.2f,8.364431.2f,35.559821.2f,69.736273.2f,13.597899.2f,32.974002.2f,34.577091.2f
52.627294.2f,26.076424.2f,4.044727.2f,17.940026.2f,25.703185.2f,37.696882.2f,43.147639.2f,55.925595.2f,54.451297.2f,40.241046.2f,28.197285.2f,22.336474.2f,13.151319.2f,54.429078.2f,58.542295.2f,37.461811.2f,40.810063.2f,23.127006.2f,31.833905.2f,38.245915.2f,25.116517.2f,44.478561.2f,58.370609.2f,46.991338.2f,46.106403.2f,66.460420.2f,42.935252.2f,38.796829.2f,61.079485.2f,50.713790.2f
11.064408.2f,74.394074.2f,49.147616.2f,35.435771.2f,24.758437.2f,49.398367.2f,50.355633.2f,41.956640.2f,19.025745.2f,45.861278.2f,51.143278.2f,67.869146.2f,61.459349.2f,34.526446.2f,36.673206.2f,78.699504.2f,34.639210.2f,56.822718.2f,56.925091.2f,11.135021.2f,62.170562.2f,39.394126.2f,82.577000.2f,26.109656.2f,40.269786.2f,31.579008.2f,51.902094.2f,51.326338.2f,24.713778.2f,6.972980.2f
68.691128.2f,19.114274.2f,29.282271.2f,43.830165.2f,49.512232.2f,33.511545.2f,38.715754.2f,82.170037.2f,78.166793.2f,38.642319.2f,23.048177.2f,33.685174.2f,23.360236.2f,80.298479.2f,64.185109.2f,49.098675.2f,46.205845.2f,45.276310.2f,55.265313.2f,56.988166.2f,7.890486.2f,70.776035.2f,37.215263.2f,72.305381.2f,48.254234.2f,76.477099.2f,68.476689.2f,33.235940.2f,72.904160.2f,68.107238.2f
44.042481.2f,47.247728.2f,21.350132.2f,6.495998.2f,12.381433.2f,51.686251.2f,56.019441.2f,32.382579.2f,34.317585.2f,51.878844.2f,45.589198.2f,35.097294.2f,32.851735.2f,31.059778.2f,60.404708.2f,43.466377.2f,46.773339.2f,21.336580.2f,21.827074.2f,29.376502.2f,47.594397.2f,21.132880.2f,78.880881.2f,24.546113.2f,53.474110.2f,62.802940.2f,23.591864.2f,53.350095.2f,56.195880.2f,40.702179.2f
80.032013.2f,39.173193.2f,33.142084.2f,37.775331.2f,47.976587.2f,74.662839.2f,80.132146.2f,53.814146.2f,67.774452.2f,77.162696.2f,64.786787.2f,20.914677.2f,31.313986.2f,57.524428.2f,92.952956.2f,11.756601.2f,76.442358.2f,15.874868.2f,16.438016.2f,65.063603.2f,57.518894.2f,43.670504.2f,91.230010.2f,55.759304.2f,82.318670.2f,97.843882.2f,31.141335.2f,75.709800.2f,91.520834.2f,76.849934.2f
31.135678.2f,85.174820.2f,58.669819.2f,42.439860.2f,33.866924.2f,69.535401.2f,71.109247.2f,27.017738.2f,5.016584.2f,66.525764.2f,69.517195.2f,74.343363.2f,71.043180.2f,19.257667.2f,57.663001.2f,81.400894.2f,55.748531.2f,59.496793.2f,55.846520.2f,29.939880.2f,78.274991.2f,30.580932.2f,102.359878.2f,16.554011.2f,61.635386.2f,49.916800.2f,45.046633.2f,71.486524.2f,43.603385.2f,27.521697.2f
6.096744.2f,82.568576.2f,58.311209.2f,45.683750.2f,35.036748.2f,51.114638.2f,50.836682.2f,51.491829.2f,26.845000.2f,46.710739.2f,55.079579.2f,77.551522.2f,70.313976.2f,43.768763.2f,31.168224.2f,89.074757.2f,34.881371.2f,67.396000.2f,67.877760.2f,18.989146.2f,67.713344.2f,50.030590.2f,84.064216.2f,36.175426.2f,39.129445.2f,22.377675.2f,62.848590.2f,52.933867.2f,16.017225.2f,6.475022.2f
10.419263.2f,84.628848.2f,62.404424.2f,52.056341.2f,41.886110.2f,46.479961.2f,44.968404.2f,62.906033.2f,38.607947.2f,41.425798.2f,52.627104.2f,82.153449.2f,73.632251.2f,55.287154.2f,20.923668.2f,95.009958.2f,29.907544.2f,74.071878.2f,75.872093.2f,24.751092.2f,66.653042.2f,60.537419.2f,78.257052.2f,47.252075.2f,32.357592.2f,10.574288.2f,72.617890.2f,48.101326.2f,4.305262.2f,14.397387.2f
60.457454.2f,50.766024.2f,30.355871.2f,22.931600.2f,29.981777.2f,67.957270.2f,72.673407.2f,30.022795.2f,43.923744.2f,68.758147.2f,60.503312.2f,33.769947.2f,37.515922.2f,33.120345.2f,78.222659.2f,34.883003.2f,64.445623.2f,16.255724.2f,8.162305.2f,46.442473.2f,59.100989.2f,19.285597.2f,92.323235.2f,31.618897.2f,71.077694.2f,79.958768.2f,9.520959.2f,69.481095.2f,73.214721.2f,56.804190.2f
37.133196.2f,66.074148.2f,53.442092.2f,52.831539.2f,47.541438.2f,16.410280.2f,12.013512.2f,81.580794.2f,63.101690.2f,11.219473.2f,26.983628.2f,71.442930.2f,60.186186.2f,75.533414.2f,16.861814.2f,87.212542.2f,11.709687.2f,71.230512.2f,77.414115.2f,37.566385.2f,41.954277.2f,74.394357.2f,43.641731.2f,65.923200.2f,4.894959.2f,32.075531.2f,81.588932.2f,17.077375.2f,31.986590.2f,39.625838.2f
29.605881.2f,77.339262.2f,50.830017.2f,34.568962.2f,26.231537.2f,63.928111.2f,65.960938.2f,24.031870.2f,2.922218.2f,61.337180.2f,63.064712.2f,66.490779.2f,63.180884.2f,16.246028.2f,55.393699.2f,73.840937.2f,51.138660.2f,51.841397.2f,48.646262.2f,24.768263.2f,71.115443.2f,24.767149.2f,96.351870.2f,10.087092.2f,57.385401.2f,49.685983.2f,38.990498.2f,65.877646.2f,42.986189.2f,25.606730.2f
77.452257.2f,41.761337.2f,32.845720.2f,35.583819.2f,45.468139.2f,74.463302.2f,79.839001.2f,49.579656.2f,64.113855.2f,76.679221.2f,64.923531.2f,23.184650.2f,32.662949.2f,53.436086.2f,91.390925.2f,16.003292.2f,75.303626.2f,14.356210.2f,12.667721.2f,62.602734.2f,58.601446.2f,39.585657.2f,92.498415.2f,51.975417.2f,81.356335.2f,95.673672.2f,26.856035.2f,75.603206.2f,89.244585.2f,74.158793.2f
24.289804.2f,76.222726.2f,58.627033.2f,53.248510.2f,45.228012.2f,30.579903.2f,27.590332.2f,74.771459.2f,53.110912.2f,25.081269.2f,39.301198.2f,78.069482.2f,67.790438.2f,67.850189.2f,3.085652.2f,92.822752.2f,16.099523.2f,74.159062.2f,78.467395.2f,30.631502.2f,54.393396.2f,69.631243.2f,60.015964.2f,58.665714.2f,14.942447.2f,15.779232.2f,79.291284.2f,31.816903.2f,15.972310.2f,27.726496.2f
43.093159.2f,47.187355.2f,37.040696.2f,40.802096.2f,39.077930.2f,4.737515.2f,9.998514.2f,75.401762.2f,62.103568.2f,7.790737.2f,8.220871.2f,53.604365.2f,42.056334.2f,70.728620.2f,33.059295.2f,69.688504.2f,15.906492.2f,55.822962.2f,63.334511.2f,36.341598.2f,23.391420.2f,66.231436.2f,36.191933.2f,61.223779.2f,16.988549.2f,46.270788.2f,70.471294.2f,6.329971.2f,43.733454.2f,43.928071.2f
50.785091.2f,79.389258.2f,54.292374.2f,38.947303.2f,35.971102.2f,78.993885.2f,82.063088.2f,3.139220.2f,22.565787.2f,77.483837.2f,75.567612.2f,64.532425.2f,65.094015.2f,5.257338.2f,75.754266.2f,67.082960.2f,68.748783.2f,47.373385.2f,40.364269.2f,42.980423.2f,80.063171.2f,13.337754.2f,109.477909.2f,14.395508.2f,75.407272.2f,71.091004.2f,25.539712.2f,80.878004.2f,64.327285.2f,46.714711.2f
53.094164.2f,49.578706.2f,26.373103.2f,16.040177.2f,22.456445.2f,61.489113.2f,66.023383.2f,28.688312.2f,38.343820.2f,61.987600.2f,54.635393.2f,34.253544.2f,35.558574.2f,29.996117.2f,70.724624.2f,38.639552.2f,57.206261.2f,17.368160.2f,13.343192.2f,38.948692.2f,54.680779.2f,16.974268.2f,87.212836.2f,26.553926.2f,63.889242.2f,72.472269.2f,13.802546.2f,63.083218.2f,65.747858.2f,49.500563.2f
41.014677.2f,110.688144.2f,91.046553.2f,82.254210.2f,72.355207.2f,64.793501.2f,60.929618.2f,91.639359.2f,66.446417.2f,59.283232.2f,74.071093.2f,110.842183.2f,101.324225.2f,83.796112.2f,32.896204.2f,124.574992.2f,50.870138.2f,104.206491.2f,106.458164.2f,55.257725.2f,89.197667.2f,90.587460.2f,90.451124.2f,76.690016.2f,49.152961.2f,22.325140.2f,103.116652.2f,65.779140.2f,28.511416.2f,44.830380.2f
34.650796.2f,108.276409.2f,87.066018.2f,76.918485.2f,66.644654.2f,65.062884.2f,61.882189.2f,83.268484.2f,57.978025.2f,59.564045.2f,73.389808.2f,106.863492.2f,97.977770.2f,75.387957.2f,33.324042.2f,119.897641.2f,49.808469.2f,98.931670.2f,100.412906.2f,49.544190.2f,88.257413.2f,82.960342.2f,93.141521.2f,68.750594.2f,49.406726.2f,19.399587.2f,95.952637.2f,66.287027.2f,23.959962.2f,38.132165.2f
29.143224.2f,59.286298.2f,32.846054.2f,17.059181.2f,7.880336.2f,49.178963.2f,52.233846.2f,30.748299.2f,21.047283.2f,47.667166.2f,46.442812.2f,49.827490.2f,45.320039.2f,25.698456.2f,49.297753.2f,59.325092.2f,39.439512.2f,37.243465.2f,37.003929.2f,15.864059.2f,53.154694.2f,23.529138.2f,80.268531.2f,16.269581.2f,46.220605.2f,48.964347.2f,33.525744.2f,51.074085.2f,42.127957.2f,25.481805.2f
55.312206.2f,70.042839.2f,46.358527.2f,32.750459.2f,33.155648.2f,76.469991.2f,80.218161.2f,9.445896.2f,30.514011.2f,75.794985.2f,71.461670.2f,54.095759.2f,56.046785.2f,14.767437.2f,78.231596.2f,55.394576.2f,68.505461.2f,36.634021.2f,28.789577.2f,44.623005.2f,73.809947.2f,5.828389.2f,105.040980.2f,18.760673.2f,75.322037.2f,75.874290.2f,13.455525.2f,78.256341.2f,68.966993.2f,51.239525.2f
42.967043.2f,77.931974.2f,52.000659.2f,35.910798.2f,31.028408.2f,73.071034.2f,75.823625.2f,10.529488.2f,14.769238.2f,71.210479.2f,70.453881.2f,64.405332.2f,63.533936.2f,2.654082.2f,68.188595.2f,68.841567.2f,61.983867.2f,47.929896.2f,42.315724.2f,35.860536.2f,76.174429.2f,15.159192.2f,104.315733.2f,7.800331.2f,68.543609.2f,63.221058.2f,29.367898.2f,74.985516.2f,56.473712.2f,38.909707.2f
