79.652334.2f,60.937276.2f,58.069772.2f,11.167368.2f,48.169375.2f,9.999227.2f,44.940676.2f,51.953650.2f,33.608528.2f,16.317098.2f,79.910422.2f,38.062511.2f,33.169555.2f,61.769025.2f,31.546372.2f,15.720092.2f,18.544382.2f,9.955096.2f,35.159821.2f,2.411465.2f,66.370835.2f,26.151806.2f,64.273949.2f,44.893495.2f,3.521538.2f,36.558658.2f,68.954134.2f,62.584886.2f,44.395193.2f,29.545510.2f,33.242145.2f,89.417972.2f,51.235306.2f,68.468148.2f,63.836936.2f,77.152101.2f,24.898043.2f,25.812717.2f,62.184847.2f,38.140089.2f
73.513989.2f,18.152239.2f,63.483690.2f,55.045432.2f,56.732936.2f,68.770767.2f,31.209225.2f,31.168029.2f,91.194676.2f,55.957453.2f,58.367541.2f,28.044163.2f,52.129964.2f,5.642274.2f,30.904527.2f,45.306386.2f,43.624758.2f,51.196447.2f,35.012478.2f,59.456081.2f,48.876843.2f,37.667179.2f,26.559533.2f,45.139012.2f,56.239829.2f,52.913580.2f,15.099454.2f,9.211571.2f,37.249885.2f,70.131201.2f,27.518848.2f,30.599996.2f,10.234948.2f,42.506432.2f,50.780254.2f,21.387273.2f,35.625032.2f,44.730732.2f,33.455134.2f,73.236766.2f
75.976340.2f,79.948783.2f,78.021155.2f,31.649114.2f,68.389797.2f,14.617656.2f,65.406057.2f,60.027658.2f,17.470463.2f,36.253263.2f,81.740437.2f,49.649233.2f,53.556309.2f,78.729048.2f,44.583456.2f,36.118969.2f,39.046192.2f,24.303319.2f,44.306110.2f,18.852663.2f,87.267331.2f,46.476861.2f,84.092437.2f,47.827610.2f,24.410784.2f,36.075807.2f,86.808256.2f,80.144059.2f,50.715289.2f,17.143777.2f,47.549540.2f,105.185673.2f,68.834252.2f,73.740516.2f,65.647476.2f,94.810287.2f,39.310960.2f,32.862105.2f,82.635156.2f,25.412678.2f
88.643072.2f,6.726924.2f,55.538359.2f,59.147357.2f,50.786249.2f,75.249040.2f,27.024309.2f,46.168869.2f,98.754581.2f,58.667460.2f,73.101862.2f,40.914712.2f,50.311333.2f,9.638031.2f,42.059867.2f,50.183836.2f,47.842179.2f,59.315612.2f,47.853037.2f,66.425266.2f,37.185518.2f,40.608215.2f,13.286706.2f,59.434847.2f,62.246862.2f,66.075451.2f,4.742281.2f,5.929835.2f,51.583751.2f,81.276876.2f,38.239314.2f,29.114281.2f,15.122717.2f,57.389680.2f,65.916143.2f,12.528237.2f,45.172919.2f,56.185127.2f,21.563697.2f,85.396980.2f
70.294913.2f,63.016862.2f,66.533059.2f,20.134858.2f,56.446266.2f,14.512372.2f,49.491110.2f,45.956026.2f,33.391578.2f,25.519753.2f,71.840143.2f,33.743790.2f,41.449695.2f,61.670417.2f,28.079218.2f,20.874634.2f,23.793339.2f,7.362501.2f,29.346639.2f,7.781556.2f,72.613019.2f,30.691899.2f,67.471429.2f,36.727599.2f,12.159608.2f,27.285188.2f,69.721572.2f,63.057049.2f,37.471237.2f,20.455054.2f,30.764744.2f,88.351723.2f,51.747376.2f,61.474474.2f,55.620976.2f,77.724157.2f,22.384174.2f,18.530365.2f,66.571164.2f,28.698037.2f
62.320476.2f,28.611650.2f,67.611304.2f,49.405184.2f,59.481068.2f,60.635721.2f,34.898747.2f,19.129775.2f,81.836171.2f,51.463780.2f,49.121336.2f,16.080534.2f,51.719120.2f,18.268337.2f,20.416728.2f,39.600501.2f,38.648982.2f,42.294638.2f,22.850485.2f,51.200696.2f,56.742466.2f,34.464163.2f,36.845443.2f,32.410290.2f,48.913547.2f,40.392741.2f,27.800130.2f,21.525064.2f,24.521529.2f,58.561520.2f,17.853130.2f,40.524862.2f,15.732412.2f,33.117036.2f,39.460721.2f,33.980448.2f,26.344356.2f,33.338579.2f,42.302857.2f,61.076799.2f
49.060510.2f,73.342346.2f,87.854319.2f,43.112470.2f,77.654088.2f,35.468915.2f,65.281813.2f,38.904817.2f,43.149935.2f,48.497003.2f,55.251352.2f,34.582121.2f,63.030069.2f,67.613638.2f,33.015077.2f,40.893205.2f,43.389701.2f,27.126673.2f,27.635231.2f,31.257599.2f,90.137652.2f,48.422500.2f,79.675153.2f,23.664170.2f,35.444504.2f,11.404021.2f,76.888183.2f,70.101215.2f,29.196164.2f,11.242827.2f,36.914511.2f,90.324236.2f,59.985494.2f,49.191777.2f,39.497315.2f,83.969398.2f,31.780438.2f,19.167429.2f,81.035929.2f,10.632171.2f
42.784360.2f,52.020973.2f,93.968393.2f,70.467646.2f,85.707002.2f,77.031306.2f,61.255943.2f,16.928856.2f,94.213040.2f,73.697126.2f,24.884809.2f,31.185672.2f,76.984876.2f,38.824127.2f,38.045739.2f,61.324420.2f,61.219306.2f,58.835267.2f,33.667038.2f,68.095783.2f,82.237018.2f,58.785778.2f,60.426414.2f,30.553141.2f,67.643336.2f,42.828231.2f,46.641334.2f,42.565038.2f,26.049342.2f,64.924038.2f,37.971210.2f,45.485889.2f,41.235316.2f,10.221736.2f,22.587720.2f,49.226573.2f,44.817566.2f,44.467529.2f,67.125109.2f,63.722754.2f
35.531287.2f,55.474446.2f,90.316350.2f,59.474501.2f,81.096750.2f,63.139683.2f,58.973779.2f,7.848205.2f,78.598406.2f,63.477067.2f,25.716548.2f,21.952917.2f,70.113458.2f,44.207981.2f,28.166402.2f,51.325028.2f,51.930946.2f,45.784410.2f,21.133586.2f,54.746860.2f,82.641982.2f,51.441822.2f,63.703114.2f,13.980529.2f,55.280830.2f,26.339068.2f,53.409058.2f,47.780507.2f,11.332980.2f,48.519328.2f,29.712058.2f,58.562637.2f,42.362135.2f,12.803461.2f,12.738453.2f,58.098355.2f,34.197875.2f,30.206717.2f,68.838665.2f,47.046132.2f
67.534588.2f,71.224994.2f,75.105062.2f,28.311707.2f,65.086206.2f,16.901891.2f,58.370291.2f,49.114759.2f,28.386130.2f,33.578178.2f,71.720389.2f,38.949586.2f,50.060756.2f,68.961713.2f,34.208258.2f,29.859389.2f,32.780424.2f,16.087191.2f,33.434060.2f,14.884440.2f,81.600416.2f,39.636314.2f,76.008934.2f,37.294549.2f,20.266809.2f,25.976739.2f,77.361024.2f,70.611328.2f,39.846126.2f,12.314813.2f,37.395360.2f,94.901993.2f,59.431794.2f,63.081182.2f,55.517635.2f,85.223205.2f,29.448574.2f,21.981639.2f,75.383308.2f,21.089233.2f
89.841516.2f,39.608850.2f,35.825757.2f,15.706258.2f,25.646431.2f,34.046992.2f,20.618511.2f,51.728572.2f,57.890366.2f,13.660438.2f,83.934659.2f,36.331695.2f,12.072021.2f,44.808127.2f,30.158429.2f,11.424085.2f,8.759162.2f,25.761091.2f,38.247295.2f,27.594361.2f,40.868081.2f,7.077213.2f,40.969091.2f,52.688983.2f,22.011651.2f,49.926636.2f,49.618082.2f,44.310187.2f,48.279980.2f,52.250831.2f,28.639989.2f,72.827017.2f,34.127139.2f,69.406907.2f,69.590124.2f,57.761256.2f,25.095770.2f,35.960111.2f,37.496715.2f,59.816762.2f
98.219590.2f,20.935827.2f,65.093791.2f,74.871117.2f,62.292244.2f,91.196385.2f,41.100049.2f,57.864230.2f,114.729013.2f,74.111214.2f,80.600132.2f,55.331876.2f,64.326649.2f,22.235837.2f,57.288738.2f,66.064034.2f,63.660697.2f,75.252526.2f,62.326805.2f,82.398322.2f,43.405891.2f,56.313042.2f,22.059116.2f,72.550846.2f,78.183821.2f,80.371933.2f,12.977860.2f,19.802821.2f,64.671562.2f,96.681871.2f,53.570470.2f,20.705287.2f,30.792693.2f,65.838590.2f,76.141134.2f,6.723393.2f,60.861396.2f,71.396278.2f,29.969608.2f,100.368846.2f
71.147479.2f,27.166447.2f,74.952793.2f,66.648657.2f,68.667454.2f,79.347893.2f,43.211827.2f,32.600670.2f,100.991839.2f,67.883809.2f,53.536056.2f,35.135580.2f,64.479507.2f,13.897404.2f,39.641932.2f,56.824884.2f,55.351442.2f,61.241051.2f,41.617167.2f,69.933516.2f,58.556708.2f,49.744225.2f,34.914590.2f,48.472457.2f,67.188175.2f,58.216320.2f,18.804166.2f,16.952636.2f,40.897297.2f,77.506279.2f,36.854512.2f,21.493303.2f,22.557233.2f,38.695130.2f,49.365726.2f,20.463025.2f,45.319324.2f,52.476389.2f,42.865031.2f,79.438020.2f
78.915166.2f,27.596123.2f,76.505400.2f,73.285908.2f,71.236710.2f,86.928241.2f,46.368129.2f,41.563640.2f,109.048439.2f,74.038839.2f,60.417828.2f,43.855140.2f,68.841765.2f,16.917908.2f,47.978596.2f,63.570719.2f,61.839847.2f,69.119669.2f,50.462121.2f,77.571369.2f,57.991472.2f,55.658153.2f,34.045224.2f,57.504164.2f,74.481562.2f,67.238234.2f,16.801637.2f,18.427500.2f,49.943610.2f,86.313923.2f,44.956708.2f,12.722154.2f,27.480874.2f,46.327566.2f,57.636726.2f,14.656651.2f,53.320924.2f,61.151168.2f,42.524048.2f,88.413571.2f
39.730306.2f,65.227295.2f,87.713910.2f,47.286636.2f,77.654674.2f,44.908188.2f,61.022196.2f,25.259551.2f,56.640924.2f,52.322651.2f,42.064640.2f,24.936994.2f,64.042311.2f,57.492827.2f,26.113475.2f,42.092946.2f,43.924320.2f,31.078052.2f,18.268571.2f,38.263238.2f,86.203416.2f,46.917576.2f,72.400277.2f,9.357630.2f,40.829567.2f,3.700935.2f,67.000345.2f,60.405083.2f,15.904054.2f,25.469880.2f,29.826378.2f,77.984536.2f,51.421116.2f,34.845878.2f,25.917051.2f,73.446650.2f,27.950269.2f,16.330993.2f,75.144428.2f,23.925947.2f
34.036744.2f,76.200548.2f,98.026244.2f,55.756861.2f,87.896785.2f,50.229124.2f,72.043707.2f,33.772884.2f,57.451560.2f,61.005412.2f,41.949072.2f,35.900591.2f,73.911974.2f,68.013789.2f,37.217648.2f,51.703875.2f,53.783893.2f,39.349855.2f,29.352124.2f,45.122465.2f,97.231262.2f,57.387940.2f,83.460331.2f,17.707312.2f,48.619810.2f,12.443480.2f,77.548848.2f,71.047650.2f,25.465965.2f,25.339230.2f,40.944920.2f,87.100696.2f,62.368669.2f,38.945176.2f,27.297642.2f,83.720545.2f,38.695406.2f,26.410716.2f,86.264515.2f,20.011385.2f
96.124068.2f,9.588159.2f,39.332207.2f,48.811790.2f,34.644066.2f,66.458054.2f,13.034349.2f,52.754365.2f,90.431911.2f,47.134905.2f,83.090363.2f,42.849531.2f,35.882970.2f,22.379297.2f,41.326371.2f,41.232701.2f,38.460353.2f,53.107273.2f,49.025089.2f,58.527459.2f,23.006298.2f,30.824297.2f,7.471103.2f,62.866553.2f,53.571870.2f,66.672354.2f,20.927222.2f,19.373797.2f,55.528928.2f,77.915057.2f,37.486044.2f,45.145633.2f,18.400779.2f,67.066315.2f,73.324798.2f,27.689549.2f,41.960148.2f,54.509112.2f,8.245383.2f,83.493393.2f
35.214556.2f,76.797948.2f,97.883731.2f,55.226365.2f,87.736511.2f,49.274933.2f,72.257005.2f,34.888149.2f,56.111812.2f,60.503799.2f,43.411971.2f,36.496903.2f,73.654187.2f,68.808686.2f,37.556856.2f,51.412580.2f,53.549533.2f,38.834538.2f,29.851236.2f,44.372164.2f,97.442558.2f,57.330518.2f,83.983754.2f,18.729738.2f,47.993745.2f,12.475770.2f,78.337811.2f,71.802519.2f,26.405966.2f,24.030324.2f,41.325166.2f,88.195080.2f,62.981518.2f,40.374359.2f,28.769772.2f,84.591209.2f,38.778159.2f,26.335680.2f,86.653957.2f,18.553069.2f
21.852425.2f,70.920941.2f,102.189100.2f,65.871476.2f,92.511294.2f,65.047240.2f,72.295577.2f,23.317948.2f,75.959920.2f,70.581964.2f,22.456899.2f,33.821672.2f,80.138816.2f,60.096461.2f,38.473109.2f,59.300025.2f,60.592377.2f,50.234464.2f,29.951537.2f,58.067761.2f,96.754286.2f,61.846299.2f,79.009810.2f,15.491238.2f,60.104063.2f,23.864849.2f,69.369233.2f,63.619032.2f,20.578130.2f,43.968754.2f,41.152394.2f,73.886135.2f,57.475162.2f,20.537511.2f,7.760125.2f,74.111554.2f,42.980221.2f,34.373936.2f,83.621978.2f,39.698222.2f
50.667371.2f,68.740471.2f,83.425765.2f,39.246012.2f,73.226089.2f,33.223185.2f,60.544646.2f,36.007693.2f,43.578892.2f,44.593733.2f,55.028304.2f,30.394567.2f,58.699901.2f,63.295987.2f,28.454882.2f,36.486008.2f,38.915000.2f,23.015998.2f,23.535538.2f,28.023905.2f,85.417966.2f,43.778728.2f,75.000283.2f,21.710898.2f,31.793076.2f,9.484036.2f,72.507004.2f,65.704078.2f,26.263597.2f,13.097553.2f,32.338473.2f,86.523365.2f,55.459153.2f,47.657531.2f,38.950225.2f,79.690294.2f,27.046087.2f,14.492007.2f,76.302947.2f,14.933356.2f
96.564893.2f,8.689676.2f,40.299695.2f,50.369371.2f,35.885250.2f,67.983093.2f,14.614738.2f,53.192313.2f,91.952560.2f,48.712421.2f,83.244564.2f,43.654490.2f,37.415412.2f,21.889932.2f,42.335472.2f,42.738472.2f,39.977795.2f,54.509047.2f,49.922098.2f,60.013994.2f,23.181291.2f,32.341127.2f,5.901786.2f,63.623481.2f,55.083134.2f,67.665813.2f,19.838136.2f,18.731349.2f,56.219383.2f,79.194078.2f,38.473812.2f,43.942161.2f,18.708059.2f,67.227908.2f,73.739268.2f,26.387475.2f,43.151155.2f,55.637748.2f,7.903941.2f,84.688071.2f
99.818166.2f,49.466412.2f,31.137257.2f,15.975421.2f,21.541172.2f,32.743530.2f,29.113641.2f,63.355995.2f,54.950165.2f,10.776585.2f,95.229027.2f,47.849734.2f,7.453545.2f,56.200379.2f,41.367198.2f,19.036523.2f,17.740561.2f,31.426917.2f,48.956870.2f,29.470465.2f,43.237525.2f,19.251133.2f,49.293367.2f,62.782884.2f,24.030386.2f,58.334725.2f,60.143109.2f,55.342336.2f,59.141753.2f,56.388715.2f,40.306329.2f,83.912585.2f,45.737211.2f,81.067008.2f,80.429051.2f,68.095977.2f,35.596316.2f,44.753995.2f,44.152421.2f,64.722522.2f
52.638948.2f,83.787263.2f,95.076845.2f,48.851603.2f,84.929227.2f,37.301305.2f,74.643362.2f,49.306227.2f,38.398683.2f,54.219240.2f,62.222137.2f,45.420577.2f,70.010908.2f,78.407674.2f,43.567146.2f,48.478829.2f,51.202222.2f,34.168928.2f,38.488625.2f,35.761995.2f,99.145367.2f,57.002891.2f,89.886170.2f,33.531966.2f,40.826063.2f,21.778641.2f,87.640578.2f,80.840398.2f,39.693112.2f,8.850374.2f,47.436063.2f,101.147682.2f,70.578148.2f,58.146444.2f,47.294551.2f,94.784706.2f,41.704198.2f,29.509684.2f,90.826891.2f,0.272133.2f
59.503605.2f,70.773884.2f,79.710265.2f,33.714674.2f,69.557756.2f,24.756034.2f,60.001626.2f,43.438881.2f,34.724445.2f,39.109837.2f,64.170714.2f,35.230862.2f,54.653130.2f,66.989588.2f,31.640676.2f,33.140587.2f,35.897022.2f,18.810392.2f,28.958612.2f,21.080233.2f,84.165854.2f,41.935818.2f,76.285934.2f,30.325156.2f,25.771589.2f,18.467633.2f,75.829947.2f,69.010663.2f,33.849900.2f,8.189718.2f,35.250678.2f,91.762006.2f,58.175073.2f,56.298369.2f,48.048174.2f,83.411448.2f,28.261364.2f,17.908300.2f,76.561929.2f,15.308015.2f
32.725129.2f,78.328178.2f,100.299450.2f,57.871944.2f,90.166202.2f,51.949086.2f,74.320750.2f,35.375361.2f,58.392579.2f,63.138389.2f,41.753466.2f,38.041827.2f,76.155292.2f,69.991845.2f,39.469754.2f,53.934643.2f,56.033186.2f,41.472549.2f,31.548727.2f,47.067879.2f,99.507876.2f,59.672999.2f,85.629599.2f,19.497507.2f,50.668931.2f,14.731133.2f,79.529912.2f,73.060442.2f,27.330194.2f,26.405228.2f,43.183274.2f,88.700261.2f,64.489241.2f,39.637858.2f,27.610519.2f,85.619275.2f,40.986273.2f,28.691050.2f,88.493483.2f,20.426909.2f
85.221836.2f,37.119379.2f,39.662382.2f,16.961112.2f,29.595174.2f,34.482298.2f,19.739269.2f,46.745596.2f,58.467601.2f,16.443678.2f,78.992928.2f,31.375644.2f,16.856226.2f,41.087600.2f,25.293998.2f,9.674745.2f,6.734360.2f,23.516987.2f,33.508717.2f,26.994471.2f,42.261481.2f,2.185583.2f,39.436995.2f,48.100634.2f,21.739341.2f,45.964259.2f,46.544479.2f,40.895135.2f,43.466661.2f,49.997579.2f,23.665301.2f,69.233145.2f,30.286124.2f,64.416973.2f,64.754434.2f,54.763254.2f,20.534523.2f,31.979901.2f,36.981294.2f,57.166256.2f
62.679569.2f,53.847001.2f,66.014787.2f,24.154833.2f,55.828351.2f,26.195209.2f,43.406185.2f,33.940998.2f,45.435708.2f,29.120067.2f,61.569054.2f,21.452021.2f,41.563551.2f,50.829100.2f,16.107492.2f,19.307366.2f,21.517792.2f,8.559202.2f,17.179411.2f,17.443126.2f,68.024265.2f,26.172787.2f,59.281103.2f,26.735092.2f,18.365517.2f,20.356340.2f,59.369927.2f,52.585490.2f,25.993413.2f,25.181632.2f,19.207644.2f,76.767462.2f,41.527931.2f,50.088912.2f,45.593208.2f,67.146620.2f,11.438297.2f,7.520744.2f,59.702023.2f,31.099563.2f
109.773817.2f,19.742367.2f,35.903399.2f,58.595440.2f,34.971393.2f,76.866261.2f,23.030925.2f,66.412455.2f,100.770496.2f,55.935979.2f,96.037640.2f,56.815283.2f,41.589803.2f,33.283067.2f,55.134639.2f,52.310420.2f,49.397215.2f,65.240765.2f,62.950981.2f,69.673894.2f,13.666542.2f,41.960349.2f,11.448888.2f,76.832266.2f,64.377329.2f,80.478256.2f,28.189112.2f,29.684746.2f,69.473101.2f,90.780710.2f,51.330338.2f,49.727334.2f,31.884172.2f,80.058158.2f,86.931400.2f,32.038325.2f,55.332289.2f,68.036243.2f,6.075436.2f,96.743302.2f
94.323001.2f,50.419636.2f,37.362366.2f,9.596729.2f,27.569256.2f,26.945640.2f,30.832952.2f,59.161411.2f,49.828624.2f,4.592011.2f,90.574046.2f,43.653696.2f,12.755206.2f,55.672329.2f,36.959762.2f,13.727823.2f,13.146991.2f,25.182299.2f,44.082695.2f,23.122423.2f,47.885881.2f,16.949465.2f,51.291418.2f,57.458153.2f,17.645152.2f,52.416496.2f,60.545605.2f,55.238206.2f,54.287576.2f,49.996278.2f,36.377890.2f,83.735376.2f,44.936267.2f,76.834584.2f,75.460123.2f,68.675503.2f,30.786899.2f,39.040665.2f,47.034390.2f,58.331887.2f
106.386857.2f,50.398900.2f,24.833880.2f,22.890074.2f,15.917052.2f,38.923566.2f,29.820433.2f,69.003251.2f,60.248949.2f,17.581639.2f,101.159847.2f,53.587148.2f,6.638194.2f,58.585736.2f,47.311272.2f,25.755511.2f,24.169325.2f,38.436229.2f,55.181704.2f,36.300937.2f,39.606109.2f,24.274575.2f,49.039452.2f,69.276472.2f,30.943050.2f,65.201816.2f,61.510740.2f,57.306326.2f,65.311432.2f,63.313400.2f,45.911940.2f,85.684691.2f,48.558079.2f,86.682614.2f,86.631715.2f,69.185366.2f,41.862477.2f,51.526890.2f,42.925786.2f,71.693075.2f
90.335105.2f,33.763335.2f,81.400189.2f,84.323204.2f,77.562790.2f,98.881600.2f,54.167511.2f,54.654005.2f,121.444352.2f,84.548529.2f,70.906548.2f,56.970058.2f,77.395464.2f,27.258279.2f,60.801505.2f,74.812314.2f,72.837585.2f,81.444816.2f,63.648598.2f,89.622024.2f,60.547455.2f,66.156679.2f,37.787991.2f,70.693586.2f,86.196930.2f,80.506242.2f,22.444634.2f,27.237276.2f,63.179142.2f,99.451194.2f,57.611863.2f,3.362366.2f,38.057502.2f,57.888236.2f,69.815475.2f,15.345470.2f,65.838926.2f,74.204391.2f,46.230654.2f,101.666105.2f
101.006768.2f,26.771881.2f,24.744576.2f,36.167361.2f,17.715688.2f,54.605019.2f,8.077921.2f,58.898136.2f,78.309077.2f,33.100536.2f,91.138899.2f,45.506728.2f,18.888274.2f,37.337769.2f,41.401697.2f,31.231475.2f,28.291434.2f,45.201877.2f,50.022815.2f,48.153733.2f,20.568471.2f,21.699173.2f,24.374898.2f,64.935093.2f,42.620628.2f,65.412494.2f,38.203502.2f,35.197600.2f,58.741260.2f,71.624642.2f,38.276781.2f,62.572761.2f,29.231658.2f,75.400019.2f,78.969292.2f,45.370275.2f,39.110336.2f,51.754163.2f,18.406738.2f,78.565822.2f
