42.272534.2f,2.056946.2f,44.253680.2f,61.542854.2f,75.962230.2f,64.375277.2f,26.590536.2f,46.477542.2f,31.512016.2f,38.679130.2f,33.458072.2f,78.319006.2f,12.762586.2f,27.188907.2f,36.772222.2f,63.105481.2f,35.158330.2f,62.857736.2f,21.742713.2f,72.446067.2f
73.867469.2f,32.247262.2f,53.989737.2f,82.235621.2f,95.913367.2f,78.392465.2f,30.839937.2f,58.867930.2f,25.129605.2f,64.333916.2f,56.466481.2f,89.946162.2f,22.637616.2f,57.705910.2f,70.868707.2f,90.402007.2f,69.418969.2f,94.829185.2f,49.145258.2f,81.482910.2f
18.922592.2f,32.098358.2f,72.534037.2f,81.414955.2f,94.997525.2f,88.725986.2f,57.464797.2f,73.476160.2f,62.177155.2f,7.820422.2f,56.324326.2f,102.985033.2f,41.940703.2f,43.121592.2f,36.042823.2f,75.292354.2f,32.709973.2f,38.645410.2f,9.367882.2f,98.766666.2f
15.095231.2f,43.309214.2f,67.493827.2f,64.469718.2f,76.053842.2f,75.998672.2f,62.003806.2f,66.156081.2f,69.557089.2f,31.656232.2f,46.981450.2f,89.566760.2f,53.929131.2f,31.958618.2f,13.456405.2f,52.558282.2f,11.124315.2f,25.991666.2f,31.672316.2f,87.943314.2f
58.016069.2f,38.344124.2f,23.126927.2f,24.299693.2f,38.687221.2f,30.534911.2f,32.406447.2f,20.243200.2f,41.056883.2f,65.518058.2f,4.733650.2f,44.723132.2f,41.115635.2f,15.794926.2f,33.581719.2f,29.423087.2f,35.533404.2f,72.532900.2f,52.142961.2f,41.664719.2f
9.125555.2f,35.161283.2f,68.067134.2f,71.309219.2f,84.119374.2f,80.713344.2f,57.728391.2f,67.871528.2f,64.166172.2f,18.566036.2f,49.226611.2f,94.794306.2f,46.011108.2f,34.453212.2f,22.225644.2f,62.546698.2f,18.858873.2f,29.527134.2f,18.604834.2f,91.803442.2f
45.833991.2f,40.976035.2f,39.870637.2f,32.129859.2f,44.597943.2f,43.723853.2f,44.771011.2f,36.937427.2f,53.614337.2f,57.022423.2f,19.421533.2f,57.097859.2f,47.517572.2f,12.240445.2f,19.057126.2f,24.894520.2f,21.820982.2f,57.612160.2f,47.055938.2f,55.973764.2f
34.259164.2f,67.744931.2f,83.836804.2f,71.311470.2f,79.353483.2f,85.797906.2f,83.538737.2f,81.123034.2f,91.744764.2f,52.587192.2f,62.944936.2f,97.694085.2f,78.050024.2f,49.854584.2f,30.707246.2f,53.653258.2f,31.146702.2f,25.828176.2f,56.422755.2f,98.494370.2f
58.657590.2f,14.639441.2f,39.328381.2f,64.106384.2f,78.240430.2f,62.752076.2f,16.279003.2f,43.257092.2f,17.154457.2f,53.290663.2f,37.060198.2f,75.621574.2f,3.890177.2f,37.368898.2f,51.429230.2f,70.541521.2f,50.319709.2f,79.317232.2f,36.447826.2f,68.210035.2f
96.902230.2f,63.580114.2f,20.343051.2f,38.032888.2f,44.321697.2f,23.153003.2f,40.096958.2f,20.958227.2f,42.266454.2f,100.514180.2f,40.121005.2f,26.828611.2f,58.694547.2f,55.184651.2f,74.396965.2f,57.790563.2f,76.052073.2f,113.090378.2f,84.526134.2f,17.134253.2f
75.452403.2f,40.291539.2f,5.969874.2f,37.138583.2f,49.369022.2f,30.375973.2f,18.121450.2f,11.355536.2f,23.246261.2f,77.646375.2f,22.321156.2f,42.028758.2f,35.997347.2f,35.706077.2f,55.576574.2f,51.606768.2f,56.598567.2f,93.027511.2f,61.411338.2f,34.157893.2f
86.474647.2f,51.153537.2f,10.599017.2f,38.565240.2f,48.401532.2f,27.319327.2f,27.329475.2f,14.308627.2f,29.884215.2f,88.856540.2f,31.551956.2f,35.944786.2f,45.946056.2f,45.934093.2f,65.695738.2f,56.082097.2f,66.956191.2f,103.681562.2f,72.570340.2f,26.872101.2f
56.879937.2f,16.692599.2f,28.199258.2f,51.189618.2f,65.367787.2f,50.557061.2f,9.975441.2f,31.406405.2f,17.262298.2f,55.676043.2f,24.240608.2f,63.865136.2f,13.254876.2f,26.909898.2f,43.870998.2f,58.056302.2f,43.513555.2f,76.496806.2f,38.878260.2f,57.051818.2f
90.982202.2f,54.034983.2f,16.203607.2f,43.924595.2f,53.085246.2f,31.717669.2f,29.131202.2f,20.109837.2f,29.975253.2f,92.531221.2f,36.998932.2f,38.720516.2f,47.844233.2f,51.085243.2f,70.920885.2f,61.788685.2f,72.060269.2f,108.595127.2f,76.000230.2f,29.215721.2f
71.222484.2f,28.431094.2f,48.626450.2f,76.728618.2f,90.415323.2f,73.001849.2f,25.362856.2f,53.447393.2f,20.018352.2f,62.894974.2f,51.039723.2f,84.697764.2f,18.186330.2f,52.744186.2f,66.607155.2f,85.029834.2f,65.320109.2f,92.156400.2f,47.056803.2f,76.340398.2f
51.448366.2f,75.929776.2f,80.918732.2f,61.404315.2f,66.390264.2f,77.148653.2f,86.276226.2f,77.100012.2f,95.015738.2f,69.592167.2f,61.368244.2f,87.203610.2f,85.101450.2f,51.791031.2f,37.237924.2f,41.439101.2f,39.362638.2f,45.913848.2f,69.893043.2f,89.811797.2f
69.161560.2f,41.731522.2f,10.271627.2f,24.705042.2f,38.225147.2f,23.121536.2f,26.936457.2f,7.303033.2f,34.412101.2f,74.528317.2f,11.898592.2f,37.021131.2f,41.038547.2f,27.031473.2f,46.144083.2f,37.695086.2f,47.801351.2f,84.852435.2f,59.631198.2f,31.768915.2f
10.229003.2f,37.892141.2f,67.063493.2f,67.774804.2f,80.152964.2f,78.052058.2f,58.797465.2f,66.385333.2f,65.780891.2f,24.172844.2f,47.384401.2f,91.967050.2f,48.720184.2f,32.291800.2f,17.393810.2f,57.807236.2f,14.148330.2f,27.599672.2f,23.911159.2f,89.522259.2f
41.190554.2f,22.035088.2f,35.529436.2f,43.399642.2f,57.568626.2f,49.625966.2f,30.157239.2f,35.312335.2f,38.499909.2f,46.376264.2f,17.243639.2f,63.885609.2f,28.822734.2f,6.782089.2f,22.701043.2f,42.735885.2f,22.882712.2f,58.543615.2f,32.619456.2f,59.881483.2f
80.799793.2f,87.830612.2f,71.926278.2f,42.108464.2f,38.775189.2f,57.186833.2f,87.060473.2f,66.627514.2f,95.626090.2f,96.946748.2f,59.358851.2f,62.042063.2f,93.758121.2f,59.028186.2f,56.821027.2f,25.369620.2f,60.129017.2f,81.399081.2f,91.312719.2f,68.016224.2f
75.924765.2f,31.913305.2f,37.875425.2f,67.831773.2f,80.897485.2f,62.253478.2f,16.848689.2f,43.094551.2f,8.775403.2f,70.370082.2f,44.579443.2f,73.163812.2f,21.233220.2f,49.877695.2f,66.522457.2f,78.595709.2f,65.869684.2f,96.477390.2f,53.660569.2f,64.462313.2f
63.235659.2f,20.559349.2f,29.490214.2f,56.006580.2f,69.833443.2f,53.327358.2f,6.177934.2f,33.716778.2f,10.043269.2f,60.366228.2f,30.473452.2f,65.876995.2f,12.649087.2f,34.614787.2f,51.540481.2f,64.599799.2f,51.079889.2f,83.258962.2f,43.381010.2f,58.261152.2f
28.282559.2f,27.391392.2f,48.806409.2f,51.395699.2f,64.678844.2f,60.353798.2f,42.810399.2f,48.062388.2f,50.654464.2f,36.718907.2f,29.107048.2f,74.447024.2f,37.043305.2f,14.127908.2f,11.430892.2f,45.171204.2f,10.250212.2f,44.929419.2f,26.799839.2f,71.503361.2f
72.518342.2f,29.158226.2f,30.517874.2f,60.141031.2f,73.287139.2f,54.948048.2f,9.317931.2f,35.614433.2f,1.556946.2f,68.765242.2f,37.080153.2f,66.275706.2f,19.528445.2f,43.341640.2f,60.859323.2f,70.998735.2f,60.490279.2f,92.667526.2f,51.803994.2f,57.831848.2f
63.253491.2f,23.614257.2f,54.544750.2f,80.048906.2f,94.189560.2f,78.393744.2f,30.902961.2f,58.801238.2f,28.148897.2f,53.276968.2f,52.802065.2f,90.943119.2f,16.356283.2f,51.310665.2f,62.348982.2f,85.811768.2f,60.588547.2f,84.193287.2f,38.289927.2f,83.150083.2f
68.262292.2f,38.562761.2f,8.859714.2f,28.856836.2f,42.354976.2f,26.578765.2f,22.783843.2f,8.428963.2f,30.290912.2f,72.655011.2f,12.144409.2f,40.173523.2f,37.260582.2f,26.751520.2f,46.371229.2f,41.247877.2f,47.762210.2f,84.680544.2f,57.333094.2f,34.245900.2f
50.311457.2f,6.728088.2f,43.732479.2f,65.102113.2f,79.481171.2f,65.844479.2f,22.625528.2f,46.900316.2f,25.391584.2f,44.665099.2f,37.107784.2f,79.323853.2f,4.775431.2f,33.902959.2f,45.338507.2f,68.979255.2f,43.840484.2f,71.093239.2f,27.799426.2f,72.598735.2f
