22.738443.2f,87.449605.2f,30.512196.2f,40.276824.2f,37.871011.2f,44.673883.2f,74.738929.2f,48.247240.2f,45.915298.2f,69.880904.2f
18.616815.2f,66.177403.2f,45.593477.2f,27.043627.2f,14.364443.2f,45.568889.2f,57.297647.2f,24.315171.2f,23.621159.2f,49.886922.2f
39.093846.2f,75.480353.2f,42.712132.2f,46.200364.2f,13.392046.2f,66.238986.2f,71.493840.2f,18.996091.2f,13.369644.2f,62.028822.2f
33.710979.2f,34.290283.2f,77.608520.2f,19.802412.2f,30.950747.2f,44.569196.2f,27.202079.2f,30.418898.2f,35.787162.2f,18.089027.2f
27.552085.2f,75.172810.2f,70.446255.2f,30.873230.2f,59.124506.2f,8.492231.2f,56.114233.2f,66.979857.2f,68.489937.2f,57.918710.2f
43.664646.2f,109.980355.2f,34.365328.2f,60.834616.2f,63.368516.2f,54.800802.2f,94.953301.2f,73.742885.2f,71.070372.2f,91.977455.2f
29.958623.2f,63.416531.2f,50.315523.2f,33.729408.2f,2.359429.2f,55.697922.2f,58.333827.2f,12.721020.2f,11.564787.2f,49.143229.2f
63.137682.2f,73.325452.2f,68.390517.2f,63.676299.2f,31.168858.2f,87.878844.2f,77.281568.2f,23.825813.2f,21.733012.2f,65.998067.2f
51.859639.2f,65.568276.2f,63.254402.2f,52.062152.2f,19.998470.2f,76.269231.2f,67.380248.2f,12.212229.2f,10.652438.2f,56.349616.2f
36.244355.2f,99.759997.2f,17.845112.2f,53.620892.2f,45.241084.2f,57.489237.2f,87.912100.2f,55.338094.2f,51.707893.2f,82.504509.2f
67.503494.2f,96.753407.2f,51.035260.2f,74.718855.2f,40.294469.2f,94.872320.2f,96.802176.2f,39.819805.2f,34.109661.2f,86.291710.2f
47.836294.2f,81.681670.2f,90.266959.2f,46.539549.2f,78.503331.2f,21.239412.2f,61.240842.2f,85.473619.2f,87.680250.2f,66.602265.2f
50.105166.2f,110.081693.2f,2.058061.2f,66.698492.2f,50.733229.2f,73.022918.2f,100.166321.2f,59.737808.2f,54.859827.2f,93.610854.2f
19.485744.2f,78.161313.2f,34.455789.2f,34.452232.2f,25.181293.2f,46.256769.2f,67.567987.2f,35.558820.2f,33.293126.2f,61.251579.2f
58.515599.2f,124.366305.2f,28.297974.2f,76.171524.2f,71.806419.2f,72.716025.2f,110.700604.2f,81.862437.2f,78.037122.2f,106.641191.2f
70.170843.2f,83.861340.2f,67.677190.2f,72.523732.2f,38.608161.2f,95.942970.2f,87.732938.2f,32.945210.2f,29.537164.2f,76.493476.2f
52.127355.2f,15.182554.2f,96.572084.2f,36.004947.2f,47.600632.2f,56.891391.2f,17.946420.2f,43.867123.2f,49.977261.2f,7.540441.2f
55.767326.2f,95.788915.2f,35.302947.2f,65.904632.2f,34.302557.2f,83.274040.2f,92.419136.2f,38.053997.2f,31.841772.2f,82.879408.2f
28.264096.2f,94.592709.2f,35.326437.2f,45.567825.2f,49.904795.2f,42.511851.2f,79.880708.2f,60.233598.2f,58.267152.2f,76.612779.2f
47.331374.2f,55.296655.2f,67.786138.2f,44.495766.2f,17.974669.2f,69.628293.2f,57.116802.2f,7.600716.2f,11.907617.2f,46.005755.2f
64.930553.2f,128.592121.2f,20.517273.2f,82.483321.2f,71.294685.2f,83.240457.2f,116.876060.2f,80.629600.2f,75.929321.2f,111.462536.2f
54.951175.2f,54.728144.2f,74.657908.2f,50.845819.2f,25.892140.2f,76.335893.2f,59.378559.2f,15.517958.2f,18.954156.2f,47.963629.2f
41.828908.2f,34.647781.2f,79.035604.2f,30.928835.2f,28.057889.2f,56.365320.2f,34.710190.2f,23.518032.2f,29.640916.2f,23.551871.2f
23.815585.2f,88.010768.2f,29.022216.2f,41.229695.2f,37.324621.2f,46.258556.2f,75.609317.2f,47.699805.2f,45.174245.2f,70.533642.2f
16.163621.2f,53.222063.2f,59.490909.2f,13.377623.2f,21.525129.2f,36.680192.2f,42.672665.2f,27.558890.2f,30.139675.2f,36.065292.2f
49.865311.2f,27.506261.2f,87.839383.2f,37.245699.2f,36.472933.2f,61.803070.2f,32.197051.2f,30.656865.2f,36.875407.2f,20.748425.2f
52.064421.2f,101.042311.2f,21.984141.2f,65.142817.2f,38.612985.2f,78.836918.2f,95.026053.2f,45.145621.2f,39.278979.2f,86.514245.2f
45.923991.2f,98.299322.2f,17.958096.2f,59.922947.2f,36.480174.2f,72.284164.2f,90.993481.2f,44.305965.2f,38.881912.2f,83.040337.2f
36.915300.2f,30.032672.2f,82.158785.2f,21.505771.2f,35.715909.2f,44.890418.2f,22.504816.2f,34.756083.2f,40.284647.2f,13.333870.2f
38.106530.2f,49.230312.2f,66.520472.2f,33.666529.2f,14.498267.2f,59.006274.2f,48.020256.2f,9.064419.2f,15.056264.2f,37.411307.2f
51.971425.2f,88.142105.2f,91.639827.2f,52.155234.2f,83.222379.2f,26.498679.2f,67.696888.2f,90.566772.2f,92.500546.2f,73.024892.2f
32.007823.2f,37.275664.2f,74.495190.2f,19.662999.2f,27.459457.2f,45.084800.2f,30.686296.2f,27.171996.2f,32.425029.2f,21.492283.2f
55.873130.2f,69.140465.2f,64.095441.2f,56.534255.2f,23.909802.2f,80.606232.2f,71.611788.2f,16.704009.2f,14.468911.2f,60.500104.2f
27.371386.2f,72.669429.2f,39.882743.2f,36.651933.2f,12.701798.2f,54.772626.2f,65.583454.2f,22.738046.2f,19.608977.2f,57.345941.2f
20.543926.2f,86.072399.2f,33.661629.2f,38.226809.2f,38.792179.2f,41.440754.2f,72.781820.2f,49.126280.2f,47.186179.2f,68.347477.2f
58.395604.2f,94.355229.2f,40.844211.2f,67.283374.2f,34.209563.2f,85.917666.2f,92.173631.2f,36.438176.2f,30.258006.2f,82.248818.2f
62.825357.2f,80.833363.2f,61.235405.2f,65.922794.2f,31.554485.2f,88.880503.2f,83.120151.2f,26.950806.2f,22.811328.2f,72.094090.2f
12.764742.2f,53.944908.2f,60.864029.2f,8.656803.2f,27.077605.2f,30.868540.2f,41.326710.2f,33.371399.2f,35.868053.2f,36.181635.2f
38.031906.2f,95.437104.2f,63.800953.2f,48.371897.2f,69.020264.2f,29.431722.2f,76.835937.2f,78.381633.2f,78.362995.2f,77.807136.2f
20.956906.2f,64.483863.2f,47.307136.2f,27.571403.2f,11.436100.2f,47.434291.2f,56.448302.2f,21.287447.2f,20.782950.2f,48.577612.2f
52.727627.2f,92.578594.2f,35.479221.2f,62.599346.2f,30.954343.2f,80.253881.2f,89.061023.2f,34.947923.2f,28.751938.2f,79.553841.2f
38.646448.2f,103.997322.2f,22.221971.2f,56.343965.2f,52.160871.2f,56.502656.2f,90.907065.2f,62.413544.2f,59.118205.2f,86.378079.2f
32.612099.2f,71.525198.2f,78.236703.2f,31.527380.2f,62.974560.2f,5.809932.2f,51.730679.2f,69.998937.2f,72.149809.2f,55.023398.2f
44.125544.2f,94.002866.2f,75.886147.2f,50.424512.2f,76.045441.2f,26.812590.2f,74.351629.2f,84.714904.2f,85.485615.2f,77.139680.2f
42.950461.2f,25.332754.2f,86.422333.2f,27.978015.2f,37.844464.2f,51.213356.2f,22.566439.2f,35.067286.2f,41.001854.2f,11.463192.2f
45.373648.2f,26.504981.2f,86.131981.2f,31.725166.2f,35.971781.2f,55.872779.2f,27.384043.2f,31.817750.2f,37.939627.2f,15.948568.2f
17.190698.2f,69.776214.2f,63.464596.2f,22.338231.2f,48.688884.2f,11.684633.2f,52.051236.2f,56.652188.2f,58.062642.2f,51.934105.2f
49.707065.2f,115.145635.2f,21.821701.2f,67.408319.2f,62.132731.2f,66.014580.2f,101.977044.2f,72.215811.2f,68.473360.2f,97.531195.2f
60.351823.2f,6.733780.2f,105.104814.2f,43.803189.2f,55.734232.2f,63.121090.2f,18.791923.2f,51.336406.2f,57.520427.2f,12.888013.2f
52.444619.2f,14.370201.2f,97.417372.2f,36.077395.2f,48.748672.2f,56.447825.2f,16.527965.2f,45.199371.2f,51.290247.2f,6.545254.2f
33.238535.2f,44.196592.2f,85.320803.2f,17.999216.2f,51.858458.2f,23.203486.2f,24.707121.2f,55.289445.2f,59.416017.2f,27.973821.2f
46.755236.2f,98.926946.2f,17.924530.2f,60.718222.2f,37.022424.2f,73.119953.2f,91.719363.2f,44.732485.2f,39.255745.2f,83.723733.2f
20.480045.2f,52.923821.2f,72.562595.2f,9.394888.2f,43.716183.2f,16.984956.2f,35.381114.2f,49.190140.2f,52.266267.2f,35.169410.2f
33.775792.2f,64.187954.2f,51.220238.2f,37.102546.2f,2.315777.2f,59.443946.2f,60.265068.2f,10.145734.2f,7.862895.2f,50.661714.2f
44.469152.2f,27.706261.2f,84.946339.2f,31.103524.2f,34.766284.2f,55.476833.2f,28.163448.2f,30.682669.2f,36.791550.2f,16.781584.2f
67.183166.2f,130.622450.2f,21.645942.2f,84.707173.2f,72.935231.2f,85.640891.2f,119.064291.2f,82.160191.2f,77.363358.2f,113.553977.2f
54.445607.2f,91.733713.2f,38.817735.2f,63.520623.2f,30.867093.2f,81.970400.2f,88.962948.2f,33.866417.2f,27.648795.2f,79.205810.2f
38.104921.2f,102.305660.2f,18.142744.2f,55.646489.2f,48.404442.2f,58.189523.2f,90.070827.2f,58.528686.2f,54.933573.2f,84.932252.2f
34.674903.2f,99.916015.2f,23.429383.2f,52.360617.2f,48.482647.2f,53.377842.2f,86.912989.2f,58.782821.2f,55.671529.2f,82.309154.2f
62.157668.2f,79.182460.2f,61.989644.2f,64.858613.2f,30.678001.2f,88.026362.2f,81.616097.2f,25.659591.2f,21.758847.2f,70.559266.2f
62.057221.2f,5.456444.2f,106.636784.2f,45.525020.2f,57.068723.2f,64.765289.2f,19.984292.2f,52.463536.2f,58.661280.2f,14.581408.2f
6.532174.2f,71.490144.2f,51.201960.2f,22.158923.2f,37.792621.2f,24.969112.2f,56.350527.2f,46.840663.2f,47.221636.2f,53.423045.2f
54.310649.2f,53.108545.2f,75.244581.2f,49.753004.2f,25.844682.2f,75.311735.2f,57.777899.2f,15.483322.2f,19.392078.2f,46.355538.2f
38.343830.2f,42.357440.2f,90.430634.2f,22.908985.2f,56.190471.2f,26.276452.2f,22.149906.2f,59.071977.2f,63.450476.2f,27.448995.2f
62.468378.2f,10.849527.2f,104.748881.2f,46.819878.2f,54.080980.2f,67.840864.2f,25.499569.2f,48.530230.2f,54.747987.2f,17.754971.2f
51.765372.2f,21.910217.2f,92.120474.2f,37.671762.2f,41.313484.2f,61.143342.2f,27.477568.2f,36.070292.2f,42.282210.2f,16.267433.2f
80.232135.2f,95.220761.2f,71.046521.2f,83.711157.2f,49.307012.2f,106.573511.2f,99.496784.2f,44.458611.2f,40.597871.2f,88.238872.2f
35.987347.2f,43.352904.2f,88.077510.2f,20.704927.2f,54.305268.2f,24.598147.2f,23.421220.2f,57.463172.2f,61.718186.2f,27.803749.2f
56.233504.2f,65.679942.2f,67.399344.2f,55.624401.2f,24.523440.2f,80.195716.2f,68.906603.2f,15.959119.2f,15.287475.2f,57.674737.2f
43.927575.2f,100.643683.2f,11.876694.2f,59.363488.2f,40.252762.2f,69.047505.2f,91.845404.2f,49.022721.2f,44.056834.2f,84.642191.2f
29.728433.2f,42.031886.2f,81.412747.2f,12.969223.2f,45.838763.2f,25.666312.2f,24.082083.2f,49.054370.2f,53.246189.2f,24.701254.2f
54.791859.2f,35.614852.2f,86.807169.2f,44.698678.2f,34.776265.2f,70.090056.2f,42.772135.2f,26.534931.2f,32.451585.2f,31.361897.2f
36.233550.2f,81.577430.2f,76.031958.2f,39.355275.2f,67.959035.2f,14.562173.2f,61.883238.2f,75.879120.2f,77.341250.2f,64.848318.2f
10.305665.2f,61.173914.2f,52.221648.2f,17.308956.2f,22.046595.2f,35.675411.2f,49.806434.2f,30.391963.2f,31.428171.2f,43.839662.2f
