27.428952.2f,88.165588.2f,85.141456.2f,41.508351.2f,28.785619.2f,59.947306.2f,34.178872.2f,27.246858.2f,34.025017.2f,48.100000.2f,80.593223.2f,77.255974.2f,45.896145.2f,34.549131.2f,90.142362.2f,82.749808.2f,44.834160.2f,63.816142.2f,58.288019.2f,42.110726.2f,71.368601.2f,80.607752.2f,38.563740.2f,58.338577.2f,56.613085.2f,30.659143.2f,29.120411.2f,23.280694.2f,47.979278.2f,79.604678.2f,70.797454.2f,98.699190.2f,62.568106.2f,102.818617.2f,104.714656.2f,69.075553.2f,106.196931.2f,93.052404.2f,42.025456.2f,51.164303.2f
24.903463.2f,72.296541.2f,85.901818.2f,47.010814.2f,46.474226.2f,64.393877.2f,50.571012.2f,22.987627.2f,22.084550.2f,38.528794.2f,52.287697.2f,86.025131.2f,54.181663.2f,48.209259.2f,87.462549.2f,79.253606.2f,22.581645.2f,36.601787.2f,57.656424.2f,52.579738.2f,48.892465.2f,83.353865.2f,59.622980.2f,30.502424.2f,69.169795.2f,47.435441.2f,48.093478.2f,47.362317.2f,41.221518.2f,57.297826.2f,46.878444.2f,95.036325.2f,80.444270.2f,94.195449.2f,92.579189.2f,56.373377.2f,100.069523.2f,88.243262.2f,20.275736.2f,52.478329.2f
16.718014.2f,82.204396.2f,96.449474.2f,56.658704.2f,53.686499.2f,74.484060.2f,58.258769.2f,32.811144.2f,32.715934.2f,49.234947.2f,56.973170.2f,95.764925.2f,63.585118.2f,56.436337.2f,98.150988.2f,89.948113.2f,32.393385.2f,43.031771.2f,68.142124.2f,61.573166.2f,57.517354.2f,93.751469.2f,66.279786.2f,36.676536.2f,78.099010.2f,54.916089.2f,55.031074.2f,52.670501.2f,51.887996.2f,65.784355.2f,54.968095.2f,105.741733.2f,88.328028.2f,104.772893.2f,102.867004.2f,66.838636.2f,110.743702.2f,98.948431.2f,30.358789.2f,62.743638.2f
105.302331.2f,47.411556.2f,1.008826.2f,43.346230.2f,59.866795.2f,25.378960.2f,55.305345.2f,63.892298.2f,63.229180.2f,47.749167.2f,91.268090.2f,23.922879.2f,39.948475.2f,52.571425.2f,9.915816.2f,11.799128.2f,69.063944.2f,80.154989.2f,27.849257.2f,44.459562.2f,65.467242.2f,7.206654.2f,60.896392.2f,81.534470.2f,38.057736.2f,57.846169.2f,61.034709.2f,70.580521.2f,44.312088.2f,66.034254.2f,69.878387.2f,17.360976.2f,50.288773.2f,31.362397.2f,41.963945.2f,40.186626.2f,27.732256.2f,16.592327.2f,69.460756.2f,34.175907.2f
17.794110.2f,88.904541.2f,90.946818.2f,47.574258.2f,37.453815.2f,66.310229.2f,42.741321.2f,28.882648.2f,34.059646.2f,49.971966.2f,75.523434.2f,84.927142.2f,52.876232.2f,42.478382.2f,95.068904.2f,87.353477.2f,42.241535.2f,59.419790.2f,63.231750.2f,49.521196.2f,69.345455.2f,86.874290.2f,48.076698.2f,53.523442.2f,64.841447.2f,39.187811.2f,38.083546.2f,32.986253.2f,50.729760.2f,77.750427.2f,68.137185.2f,103.436846.2f,71.839302.2f,106.120664.2f,106.904172.2f,70.604151.2f,110.286074.2f,97.403379.2f,39.469541.2f,56.439691.2f
42.204358.2f,78.788736.2f,69.966230.2f,26.699729.2f,12.900180.2f,44.529120.2f,18.216475.2f,21.388063.2f,29.266622.2f,38.657815.2f,80.845882.2f,61.170200.2f,30.181349.2f,18.468305.2f,75.686189.2f,68.674739.2f,42.857335.2f,63.516023.2f,44.235374.2f,26.178754.2f,66.711279.2f,65.122299.2f,24.425975.2f,59.073866.2f,40.542406.2f,14.667694.2f,13.633393.2f,11.648346.2f,37.228481.2f,74.380437.2f,67.209921.2f,84.358842.2f,47.490885.2f,89.938780.2f,93.140703.2f,59.087078.2f,92.441277.2f,79.133783.2f,40.305189.2f,36.924661.2f
47.520241.2f,50.861453.2f,62.064364.2f,28.115412.2f,37.106527.2f,42.567808.2f,38.909137.2f,11.751522.2f,4.158555.2f,14.104407.2f,49.141612.2f,65.007411.2f,35.672928.2f,34.991688.2f,63.106905.2f,54.877474.2f,11.636795.2f,31.994478.2f,34.282657.2f,35.866288.2f,33.893390.2f,60.072013.2f,50.102421.2f,28.933272.2f,51.479426.2f,36.991429.2f,39.323150.2f,43.567451.2f,17.095187.2f,41.844437.2f,34.200935.2f,70.613962.2f,65.609215.2f,70.187884.2f,69.544234.2f,33.041663.2f,75.739397.2f,63.818132.2f,10.143126.2f,30.276639.2f
75.252428.2f,45.060569.2f,30.526290.2f,15.031505.2f,34.153249.2f,10.845363.2f,31.027319.2f,33.893683.2f,33.958919.2f,20.834426.2f,72.338557.2f,33.124887.2f,15.802702.2f,27.043265.2f,34.473431.2f,27.174929.2f,42.301169.2f,57.845381.2f,2.739598.2f,20.166206.2f,48.435875.2f,27.542220.2f,40.352430.2f,57.452384.2f,26.414358.2f,32.397759.2f,35.923330.2f,45.094631.2f,16.486694.2f,52.631886.2f,51.747047.2f,43.031457.2f,42.883924.2f,48.896124.2f,53.784000.2f,27.150803.2f,50.917820.2f,37.611039.2f,42.023251.2f,4.603489.2f
40.024822.2f,63.000161.2f,87.057387.2f,54.860458.2f,59.884372.2f,69.422034.2f,63.018638.2f,33.036187.2f,27.572051.2f,38.887453.2f,34.115516.2f,91.934701.2f,62.433431.2f,59.760219.2f,86.356430.2f,78.144459.2f,17.252012.2f,19.806889.2f,60.432712.2f,62.118047.2f,35.952212.2f,85.881725.2f,73.342341.2f,13.445228.2f,78.197199.2f,60.379193.2f,61.831585.2f,63.031994.2f,42.916209.2f,43.817661.2f,32.726843.2f,92.894388.2f,91.579756.2f,88.824614.2f,84.887238.2f,50.965782.2f,96.092840.2f,85.711941.2f,17.282503.2f,57.142576.2f
126.475763.2f,39.568811.2f,34.144201.2f,70.781082.2f,89.474709.2f,55.950422.2f,85.638373.2f,85.704019.2f,82.264830.2f,65.338808.2f,91.056693.2f,56.933821.2f,69.731537.2f,82.162939.2f,24.114061.2f,29.052036.2f,82.631495.2f,85.800870.2f,53.036657.2f,74.427747.2f,67.349167.2f,40.803442.2f,92.869557.2f,89.458444.2f,71.139113.2f,87.587476.2f,91.027798.2f,100.457453.2f,63.820711.2f,63.672016.2f,72.058816.2f,16.465691.2f,83.909880.2f,9.687661.2f,19.416666.2f,47.563369.2f,5.931738.2f,18.643882.2f,84.092129.2f,60.367721.2f
75.278675.2f,34.484279.2f,75.048082.2f,62.007393.2f,76.050972.2f,67.848491.2f,76.794856.2f,51.618999.2f,43.748264.2f,39.686798.2f,17.530861.2f,88.608738.2f,68.436218.2f,72.432634.2f,70.092134.2f,63.047598.2f,31.269536.2f,16.390569.2f,56.699757.2f,70.576121.2f,8.906907.2f,76.690341.2f,88.232137.2f,22.553090.2f,82.866658.2f,75.562900.2f,78.327049.2f,83.416890.2f,43.810790.2f,10.467774.2f,5.932738.2f,73.926800.2f,98.958896.2f,64.367293.2f,56.748985.2f,34.024512.2f,73.473984.2f,66.820718.2f,34.077677.2f,57.883231.2f
98.727506.2f,20.795587.2f,69.159063.2f,71.694628.2f,89.093858.2f,70.928866.2f,88.405799.2f,68.963886.2f,61.620526.2f,51.213528.2f,38.093185.2f,87.847660.2f,76.425084.2f,83.880856.2f,61.271901.2f,56.353151.2f,52.114718.2f,41.354065.2f,60.354863.2f,79.773722.2f,25.149131.2f,72.842477.2f,99.480741.2f,47.333697.2f,88.219056.2f,88.101885.2f,91.341156.2f,98.197093.2f,53.985033.2f,16.757205.2f,27.631749.2f,62.232888.2f,104.676963.2f,48.614907.2f,38.036165.2f,34.793371.2f,58.503391.2f,56.101849.2f,54.820450.2f,64.345312.2f
62.365889.2f,47.466510.2f,82.564631.2f,61.258003.2f,72.090716.2f,70.943121.2f,73.848412.2f,45.580550.2f,37.957248.2f,39.986197.2f,14.215439.2f,92.947885.2f,68.426535.2f,69.809969.2f,79.172904.2f,71.503681.2f,23.902230.2f,3.157634.2f,60.240137.2f,69.630193.2f,18.815831.2f,83.124752.2f,85.097960.2f,9.067729.2f,83.837367.2f,71.997093.2f,74.291755.2f,77.863649.2f,44.501829.2f,24.590810.2f,14.217711.2f,84.112307.2f,99.143437.2f,76.427332.2f,69.984587.2f,41.945028.2f,84.997504.2f,76.851024.2f,26.361068.2f,59.603157.2f
100.607722.2f,12.007357.2f,60.265940.2f,67.125266.2f,85.389601.2f,64.201786.2f,84.155038.2f,67.629986.2f,60.796705.2f,48.238673.2f,45.812497.2f,79.807309.2f,71.128479.2f,79.659205.2f,51.979023.2f,47.505214.2f,53.214766.2f,46.086593.2f,54.122656.2f,74.818277.2f,27.870670.2f,64.306145.2f,94.908948.2f,51.557912.2f,81.829616.2f,84.216315.2f,87.584076.2f,95.058792.2f,50.322952.2f,20.561426.2f,31.527586.2f,52.597155.2f,98.176046.2f,38.869939.2f,28.514613.2f,29.358847.2f,48.753188.2f,46.605261.2f,55.739000.2f,58.885696.2f
107.061336.2f,16.371168.2f,36.808564.2f,58.231487.2f,77.650176.2f,48.508349.2f,74.883196.2f,67.959387.2f,63.213555.2f,46.813119.2f,67.748778.2f,58.708261.2f,59.588441.2f,70.771191.2f,27.225854.2f,24.943115.2f,61.293247.2f,62.622595.2f,41.321874.2f,64.052882.2f,44.019717.2f,42.032967.2f,84.104124.2f,66.546930.2f,66.078703.2f,76.019915.2f,79.558372.2f,88.406898.2f,46.507501.2f,40.343867.2f,48.712340.2f,26.682172.2f,81.403185.2f,13.834593.2f,10.248387.2f,26.647726.2f,23.297049.2f,21.166107.2f,63.070460.2f,48.080146.2f
103.458513.2f,41.575409.2f,6.848309.2f,42.844067.2f,60.425805.2f,26.091034.2f,56.178404.2f,61.903065.2f,60.568036.2f,44.509397.2f,86.093899.2f,28.898434.2f,40.428597.2f,53.074859.2f,6.436889.2f,6.004129.2f,65.408836.2f,75.490933.2f,26.108010.2f,45.075951.2f,60.282793.2f,11.987485.2f,62.709240.2f,77.161913.2f,40.766032.2f,58.453299.2f,61.775749.2f,71.313006.2f,41.423369.2f,60.535502.2f,64.764089.2f,15.128185.2f,54.103922.2f,26.815249.2f,36.755305.2f,35.108072.2f,24.702482.2f,12.164367.2f,65.996039.2f,33.016557.2f
6.939144.2f,95.580918.2f,101.319886.2f,58.312133.2f,48.841247.2f,77.056255.2f,54.129558.2f,37.790063.2f,41.516777.2f,58.218358.2f,75.913130.2f,96.125066.2f,63.925440.2f,53.805634.2f,104.912917.2f,97.031273.2f,46.782529.2f,61.111213.2f,73.279703.2f,60.714938.2f,73.591837.2f,97.499110.2f,59.257781.2f,54.859469.2f,76.188308.2f,50.576027.2f,49.447210.2f,43.984880.2f,59.583416.2f,82.020405.2f,71.705177.2f,113.126575.2f,83.150209.2f,114.789896.2f,114.688591.2f,78.188837.2f,119.509829.2f,106.864301.2f,44.205946.2f,66.727591.2f
33.585661.2f,66.377822.2f,86.342758.2f,51.316604.2f,54.404541.2f,67.086424.2f,57.897834.2f,28.257385.2f,24.110630.2f,37.893469.2f,41.261247.2f,89.401884.2f,58.824629.2f,54.933085.2f,86.531575.2f,78.271776.2f,17.522104.2f,26.229013.2f,58.874896.2f,58.034897.2f,40.681750.2f,84.623836.2f,67.822294.2f,19.933222.2f,74.415908.2f,55.065631.2f,56.249417.2f,56.784752.2f,41.493939.2f,48.871238.2f,37.984138.2f,93.514578.2f,87.073258.2f,90.724823.2f,87.716801.2f,52.587498.2f,97.461523.2f,86.452316.2f,16.387043.2f,54.819078.2f
91.630633.2f,64.486103.2f,25.898095.2f,29.258274.2f,39.257119.2f,14.264042.2f,33.976934.2f,53.270864.2f,55.888888.2f,45.549731.2f,97.406020.2f,10.019509.2f,22.442966.2f,32.815678.2f,35.817474.2f,33.369494.2f,66.357937.2f,82.885915.2f,25.304528.2f,25.408920.2f,73.113806.2f,19.272799.2f,36.551625.2f,82.223756.2f,12.689522.2f,37.223997.2f,39.733212.2f,48.812312.2f,41.051738.2f,76.562729.2f,76.636499.2f,43.669327.2f,24.260778.2f,56.611247.2f,65.706549.2f,49.872033.2f,54.007164.2f,42.019717.2f,65.670150.2f,25.965531.2f
74.096430.2f,31.870571.2f,71.146164.2f,58.112863.2f,72.489817.2f,63.744900.2f,73.095854.2f,48.542662.2f,40.709424.2f,35.795790.2f,21.170059.2f,84.515043.2f,64.465955.2f,68.705871.2f,66.396745.2f,59.242998.2f,28.839990.2f,16.762458.2f,52.594645.2f,66.678043.2f,4.819928.2f,72.691315.2f,84.530823.2f,22.450454.2f,78.818708.2f,71.947975.2f,74.769971.2f,80.085595.2f,39.860559.2f,8.780207.2f,2.832092.2f,70.452785.2f,94.941082.2f,61.419209.2f,54.327399.2f,30.061055.2f,70.356336.2f,63.300129.2f,31.649911.2f,53.827269.2f
36.012698.2f,74.195429.2f,71.505281.2f,28.021314.2f,20.460461.2f,46.748398.2f,25.160974.2f,13.880764.2f,21.512814.2f,33.919301.2f,72.003146.2f,65.671260.2f,33.415111.2f,23.883829.2f,76.018460.2f,68.492530.2f,34.338195.2f,54.725906.2f,44.120969.2f,30.298328.2f,59.427459.2f,67.330039.2f,33.230118.2f,50.024937.2f,46.196957.2f,21.745015.2f,21.835192.2f,21.156399.2f,33.548225.2f,67.394472.2f,59.486890.2f,84.506673.2f,55.197445.2f,88.325005.2f,90.280739.2f,54.877278.2f,91.814049.2f,78.726528.2f,31.670142.2f,37.140640.2f
85.440072.2f,33.797295.2f,78.880789.2f,70.742065.2f,85.695151.2f,74.727157.2f,86.131410.2f,61.892660.2f,54.048414.2f,48.533985.2f,19.720815.2f,94.456287.2f,76.786172.2f,81.701758.2f,72.694145.2f,66.370514.2f,41.815326.2f,25.881388.2f,63.575317.2f,79.272384.2f,16.977859.2f,81.311661.2f,97.551285.2f,32.232191.2f,90.606596.2f,85.097633.2f,87.977599.2f,93.425645.2f,52.379853.2f,12.102169.2f,16.000836.2f,75.378133.2f,106.918223.2f,63.832803.2f,54.611491.2f,39.074579.2f,73.435331.2f,68.582369.2f,44.625879.2f,65.652297.2f
111.584142.2f,50.167200.2f,5.895758.2f,49.533675.2f,65.728045.2f,31.358390.2f,61.054748.2f,70.166781.2f,69.423945.2f,53.782760.2f,95.909593.2f,26.331132.2f,45.902621.2f,58.472078.2f,9.881410.2f,15.524431.2f,74.956163.2f,85.391409.2f,34.120384.2f,50.348040.2f,70.105301.2f,11.539157.2f,66.146016.2f,87.013428.2f,42.853594.2f,63.694395.2f,66.822261.2f,76.350295.2f,50.441518.2f,70.111199.2f,74.612687.2f,14.284860.2f,53.908317.2f,30.238054.2f,41.809464.2f,44.985714.2f,24.770322.2f,16.235924.2f,75.432472.2f,40.449889.2f
11.303342.2f,89.771267.2f,95.239706.2f,52.374485.2f,43.805135.2f,71.101111.2f,48.998390.2f,31.623593.2f,35.471592.2f,52.106928.2f,72.227142.2f,90.456990.2f,58.152836.2f,48.394201.2f,98.760180.2f,90.870036.2f,41.416066.2f,56.821195.2f,67.155221.2f,55.079741.2f,68.415772.2f,91.487442.2f,54.845184.2f,50.685146.2f,70.791517.2f,45.452999.2f,44.582701.2f,39.889443.2f,53.426520.2f,76.854767.2f,66.749573.2f,106.964586.2f,78.422367.2f,108.661530.2f,108.674708.2f,72.186198.2f,113.346884.2f,100.697650.2f,38.767176.2f,60.646642.2f
88.559540.2f,47.437941.2f,92.999635.2f,82.691689.2f,96.313956.2f,88.083457.2f,97.279491.2f,71.017218.2f,63.160245.2f,60.373864.2f,15.351333.2f,108.254781.2f,89.124198.2f,92.959340.2f,86.778121.2f,80.495024.2f,49.693377.2f,30.073936.2f,76.912129.2f,91.260856.2f,29.222902.2f,95.365015.2f,108.710152.2f,35.982983.2f,103.455721.2f,95.919158.2f,98.578509.2f,103.197149.2f,64.503150.2f,26.074068.2f,26.563809.2f,89.276222.2f,119.606462.2f,77.166544.2f,67.277650.2f,52.952113.2f,86.900349.2f,82.559286.2f,52.386583.2f,78.456188.2f
45.084697.2f,73.997335.2f,65.145237.2f,21.713070.2f,10.714122.2f,39.789795.2f,15.449541.2f,18.379161.2f,26.108566.2f,34.045733.2f,78.175109.2f,57.186735.2f,25.621690.2f,14.651421.2f,70.693782.2f,63.628881.2f,40.058603.2f,60.846294.2f,39.170626.2f,21.876034.2f,62.889164.2f,60.431213.2f,23.750029.2f,56.753317.2f,37.039878.2f,11.996275.2f,12.212734.2f,13.990645.2f,32.390545.2f,70.381757.2f,63.640911.2f,79.352610.2f,45.446531.2f,84.844265.2f,88.093478.2f,54.257699.2f,87.376018.2f,74.077540.2f,37.647595.2f,31.869350.2f
104.047056.2f,45.449512.2f,3.033931.2f,42.448509.2f,59.342456.2f,24.822062.2f,54.884342.2f,62.575929.2f,61.729277.2f,46.090753.2f,89.252131.2f,25.181751.2f,39.365770.2f,52.019362.2f,8.963551.2f,9.825490.2f,67.322036.2f,78.211038.2f,26.536343.2f,43.933045.2f,63.448622.2f,8.263692.2f,60.820438.2f,79.643874.2f,38.296186.2f,57.336102.2f,60.574178.2f,70.125377.2f,42.735724.2f,63.996405.2f,67.867719.2f,17.013278.2f,51.011629.2f,30.210059.2f,40.515174.2f,38.175166.2f,27.172620.2f,15.427747.2f,67.763296.2f,33.053751.2f
116.707391.2f,23.568665.2f,40.458939.2f,67.041107.2f,86.429018.2f,55.915855.2f,83.418558.2f,77.574773.2f,72.875313.2f,56.445166.2f,74.755321.2f,63.370432.2f,67.864718.2f,79.421656.2f,29.976214.2f,30.256793.2f,70.761345.2f,71.028463.2f,49.741040.2f,72.425276.2f,52.180788.2f,46.441426.2f,92.227764.2f,75.269740.2f,73.058267.2f,84.737335.2f,88.272779.2f,97.275482.2f,56.035148.2f,47.573173.2f,56.776125.2f,26.483129.2f,87.768488.2f,9.914186.2f,2.543357.2f,36.288671.2f,19.487474.2f,23.244800.2f,72.595849.2f,56.733802.2f
67.515535.2f,41.605061.2f,39.372402.2f,15.840183.2f,34.441253.2f,21.269251.2f,32.862412.2f,26.021470.2f,24.485415.2f,10.241909.2f,62.449936.2f,43.701102.2f,20.829332.2f,28.381515.2f,41.335007.2f,33.307736.2f,31.759707.2f,47.489759.2f,11.602524.2f,23.867962.2f,39.495977.2f,37.311497.2f,43.660901.2f,46.901243.2f,34.794851.2f,33.108197.2f,36.559677.2f,44.720208.2f,5.930763.2f,44.659522.2f,42.385153.2f,49.379303.2f,50.924604.2f,52.074765.2f,54.600241.2f,22.018923.2f,55.882183.2f,43.084474.2f,31.594698.2f,9.877982.2f
78.212440.2f,37.948762.2f,28.851822.2f,21.349145.2f,40.739694.2f,15.927595.2f,37.921128.2f,36.666892.2f,35.182921.2f,19.663767.2f,68.168757.2f,36.463020.2f,22.954222.2f,33.798984.2f,30.617482.2f,22.681822.2f,41.237060.2f,54.677299.2f,5.111107.2f,27.237066.2f,43.433817.2f,27.435869.2f,47.482716.2f,55.032341.2f,32.956425.2f,39.070263.2f,42.608440.2f,51.585727.2f,16.137519.2f,46.883143.2f,47.102920.2f,38.779388.2f,49.408563.2f,42.829877.2f,46.973808.2f,20.607107.2f,45.758552.2f,32.708852.2f,41.439581.2f,11.107746.2f
54.899912.2f,46.345366.2f,74.978335.2f,50.052847.2f,60.369198.2f,61.003477.2f,62.187007.2f,33.900327.2f,26.237714.2f,29.580443.2f,25.924361.2f,83.347840.2f,57.359818.2f,58.193554.2f,72.840137.2f,64.825611.2f,12.229774.2f,8.691441.2f,50.709389.2f,58.312091.2f,19.211425.2f,74.809624.2f,73.405414.2f,7.411580.2f,72.950682.2f,60.291874.2f,62.567623.2f,66.203829.2f,34.093907.2f,27.305545.2f,16.434203.2f,78.665599.2f,87.959158.2f,73.128803.2f,68.461232.2f,36.091346.2f,80.909031.2f,71.394625.2f,14.793390.2f,49.252332.2f
109.008687.2f,34.496449.2f,17.322472.2f,51.325530.2f,69.862659.2f,36.364563.2f,65.992317.2f,67.681610.2f,65.089970.2f,48.277358.2f,83.026304.2f,40.352912.2f,50.086381.2f,62.540536.2f,6.925488.2f,9.406449.2f,67.568709.2f,74.513661.2f,33.670784.2f,54.782523.2f,57.578170.2f,23.445680.2f,73.323583.2f,77.105574.2f,52.095829.2f,67.964335.2f,71.395362.2f,80.841016.2f,46.079211.2f,56.228290.2f,62.269763.2f,8.728352.2f,65.772146.2f,15.117565.2f,25.516224.2f,33.879078.2f,14.541313.2f,1.475666.2f,68.616568.2f,40.981057.2f
