27.401855.2f,66.807939.2f,61.724652.2f,60.196955.2f,88.246879.2f,16.653191.2f,45.128521.2f,93.278752.2f,94.622628.2f,79.175995.2f,15.471293.2f,19.307663.2f,104.012103.2f,88.105480.2f,44.673878.2f,36.821463.2f,95.193063.2f,78.644869.2f,62.782113.2f,17.626721.2f,89.876106.2f,97.062913.2f,48.259828.2f,69.785998.2f,20.716767.2f,65.513086.2f,39.031875.2f,86.319474.2f,19.652589.2f,63.816029.2f,49.098210.2f,75.582539.2f,28.307385.2f,76.797009.2f,24.717221.2f,60.672478.2f,60.553097.2f,99.004853.2f,29.963919.2f,83.535843.2f
26.948053.2f,68.098686.2f,74.918432.2f,73.031627.2f,99.642034.2f,9.464556.2f,42.491504.2f,92.334706.2f,104.612092.2f,80.672004.2f,11.108611.2f,27.478009.2f,110.388632.2f,87.093858.2f,58.716086.2f,50.210589.2f,101.841073.2f,75.219546.2f,76.636523.2f,22.961527.2f,87.785644.2f,105.579391.2f,51.233148.2f,81.872041.2f,34.790752.2f,65.272060.2f,52.973294.2f,92.457161.2f,32.807488.2f,76.042772.2f,52.524075.2f,87.459875.2f,20.479181.2f,84.265486.2f,24.868369.2f,59.913698.2f,63.643196.2f,97.729773.2f,43.442600.2f,80.029506.2f
56.498686.2f,43.827187.2f,32.642275.2f,28.371577.2f,27.151527.2f,70.784173.2f,57.490297.2f,66.266405.2f,27.293450.2f,46.853417.2f,68.054182.2f,50.069318.2f,41.287844.2f,63.467781.2f,46.136131.2f,40.442047.2f,32.609748.2f,69.594306.2f,43.271939.2f,54.685969.2f,69.635924.2f,29.424072.2f,38.245229.2f,21.783683.2f,54.457181.2f,50.383828.2f,45.334114.2f,27.759795.2f,50.690678.2f,22.230728.2f,36.322606.2f,22.105761.2f,70.736419.2f,15.129122.2f,56.809839.2f,51.639272.2f,35.146437.2f,71.589448.2f,44.831345.2f,72.591702.2f
60.163636.2f,26.603536.2f,61.658472.2f,57.264359.2f,49.682465.2f,77.555418.2f,52.147137.2f,39.446876.2f,40.083842.2f,22.087602.2f,75.284257.2f,61.736157.2f,25.198069.2f,37.871394.2f,72.295014.2f,63.925515.2f,18.146077.2f,49.060010.2f,72.226871.2f,64.170915.2f,44.616910.2f,30.393818.2f,35.617860.2f,50.780170.2f,73.693627.2f,33.964864.2f,70.034594.2f,8.588962.2f,68.248303.2f,51.415234.2f,34.038283.2f,49.947485.2f,72.799729.2f,15.058083.2f,61.721861.2f,38.070471.2f,24.273999.2f,44.105482.2f,66.190982.2f,50.604296.2f
37.812627.2f,15.152426.2f,81.264405.2f,76.921698.2f,84.137554.2f,53.812871.2f,20.751804.2f,29.206889.2f,78.898901.2f,23.310403.2f,52.736378.2f,50.088926.2f,65.254183.2f,23.981873.2f,81.070525.2f,69.467718.2f,59.531907.2f,14.899848.2f,89.974034.2f,48.402576.2f,24.761051.2f,71.483575.2f,24.256047.2f,76.661761.2f,69.371225.2f,7.704537.2f,76.224079.2f,50.187793.2f,62.867401.2f,74.042288.2f,25.327492.2f,78.850614.2f,44.005058.2f,51.122954.2f,40.461247.2f,6.394758.2f,22.295094.2f,34.489903.2f,67.468770.2f,19.516198.2f
41.963591.2f,12.717495.2f,58.884033.2f,54.359678.2f,57.309180.2f,59.543704.2f,33.834109.2f,37.874694.2f,52.043525.2f,18.588371.2f,57.392078.2f,45.520225.2f,43.712604.2f,34.105703.2f,64.118567.2f,53.897640.2f,36.194741.2f,38.480256.2f,68.699542.2f,47.125764.2f,39.615375.2f,45.714120.2f,17.307385.2f,51.726228.2f,60.217061.2f,19.563809.2f,60.575730.2f,26.301727.2f,54.183903.2f,50.163790.2f,15.906489.2f,53.073964.2f,54.306187.2f,24.342945.2f,43.686982.2f,21.929093.2f,5.905841.2f,43.722234.2f,54.466206.2f,41.537253.2f
47.626392.2f,62.642775.2f,18.505740.2f,17.140874.2f,47.444782.2f,53.537865.2f,59.283146.2f,90.385287.2f,57.312878.2f,71.350698.2f,50.847313.2f,32.720867.2f,77.029099.2f,86.207812.2f,11.415635.2f,6.613363.2f,68.259773.2f,85.370587.2f,21.898294.2f,38.554765.2f,90.890540.2f,64.014746.2f,46.373736.2f,28.000295.2f,23.759987.2f,66.212918.2f,9.573211.2f,62.237535.2f,23.675440.2f,21.959986.2f,45.422594.2f,34.073071.2f,59.575719.2f,49.814017.2f,46.172746.2f,64.279049.2f,52.891658.2f,96.319594.2f,13.402791.2f,89.650383.2f
32.356704.2f,45.022033.2f,32.277353.2f,28.773270.2f,51.341239.2f,42.892149.2f,41.524272.2f,73.164030.2f,56.512977.2f,54.703956.2f,40.085401.2f,21.134727.2f,68.208200.2f,68.754436.2f,28.937062.2f,17.784109.2f,59.235941.2f,67.053609.2f,39.019100.2f,26.522080.2f,73.098516.2f,59.238822.2f,28.034983.2f,34.663955.2f,25.826447.2f,48.083410.2f,24.590555.2f,51.406326.2f,21.090562.2f,29.400641.2f,27.171981.2f,39.753821.2f,45.848693.2f,40.299269.2f,31.587016.2f,45.939904.2f,35.525421.2f,79.151679.2f,18.277315.2f,71.389865.2f
43.575965.2f,7.269789.2f,65.251982.2f,60.728895.2f,62.888635.2f,61.291577.2f,32.901927.2f,31.662369.2f,56.668191.2f,12.768029.2f,59.336454.2f,49.155477.2f,44.708041.2f,27.774996.2f,70.082853.2f,59.625121.2f,38.028467.2f,32.630577.2f,75.039351.2f,50.112427.2f,33.242397.2f,49.185398.2f,19.479985.2f,58.002265.2f,64.984997.2f,14.669640.2f,66.359704.2f,28.343404.2f,58.790663.2f,56.523048.2f,18.604311.2f,59.194967.2f,54.893144.2f,28.916185.2f,45.575378.2f,18.243296.2f,7.184581.2f,37.560718.2f,59.815830.2f,35.452721.2f
44.261736.2f,16.183923.2f,85.439013.2f,81.024794.2f,86.115468.2f,60.195016.2f,27.132873.2f,23.065280.2f,79.769566.2f,20.607545.2f,59.154694.2f,56.339067.2f,63.465382.2f,17.896811.2f,86.345816.2f,74.867702.2f,58.477813.2f,9.923292.2f,94.468300.2f,54.787623.2f,18.311743.2f,71.386599.2f,29.451274.2f,79.957540.2f,75.450344.2f,9.842947.2f,81.660359.2f,49.581470.2f,68.942803.2f,77.729239.2f,30.271344.2f,81.735750.2f,50.202475.2f,52.110644.2f,46.908457.2f,11.799671.2f,25.115502.2f,28.174691.2f,73.172755.2f,13.962843.2f
70.251322.2f,36.086314.2f,105.915551.2f,101.388193.2f,99.825838.2f,85.785038.2f,52.867710.2f,10.953100.2f,90.018331.2f,29.621003.2f,84.903337.2f,82.163952.2f,64.913343.2f,13.035010.2f,109.820379.2f,98.768176.2f,63.368618.2f,20.335242.2f,115.709973.2f,80.795229.2f,8.003208.2f,78.700380.2f,53.876915.2f,98.004605.2f,100.910246.2f,33.555001.2f,105.587676.2f,57.220698.2f,94.415034.2f,96.985615.2f,54.252893.2f,98.484752.2f,75.212739.2f,64.734851.2f,72.910948.2f,37.412004.2f,45.877674.2f,8.628924.2f,97.812423.2f,15.998308.2f
59.155181.2f,19.048744.2f,85.970466.2f,81.435768.2f,79.173266.2f,76.311279.2f,43.933823.2f,10.488673.2f,69.823594.2f,9.139845.2f,74.849794.2f,68.098776.2f,47.527130.2f,8.066362.2f,91.490793.2f,80.957901.2f,44.411771.2f,22.949191.2f,95.994966.2f,67.958291.2f,14.865377.2f,59.158099.2f,38.184158.2f,77.500868.2f,85.350402.2f,20.505721.2f,87.715452.2f,37.240958.2f,78.993232.2f,76.735510.2f,37.991136.2f,77.825110.2f,67.531781.2f,44.052126.2f,61.582462.2f,25.986824.2f,27.752576.2f,16.219246.2f,80.866274.2f,22.700810.2f
76.249074.2f,82.457761.2f,12.439993.2f,16.602948.2f,34.238361.2f,82.792068.2f,85.887086.2f,107.672424.2f,49.185012.2f,88.049640.2f,80.117392.2f,61.933175.2f,78.618757.2f,104.373417.2f,27.788755.2f,35.087810.2f,71.279610.2f,107.464006.2f,9.544737.2f,67.783483.2f,110.077522.2f,60.884197.2f,69.985733.2f,21.003483.2f,51.052526.2f,87.702514.2f,32.775449.2f,69.079495.2f,52.458381.2f,20.457743.2f,68.550937.2f,23.969896.2f,88.709815.2f,56.943626.2f,75.018738.2f,87.154566.2f,72.709259.2f,113.229872.2f,41.788122.2f,111.187568.2f
70.428041.2f,61.736159.2f,24.480380.2f,21.914258.2f,11.589069.2f,82.622652.2f,73.965574.2f,83.288938.2f,21.390458.2f,64.169229.2f,79.818959.2f,60.888049.2f,48.992178.2f,80.804167.2f,43.998337.2f,42.991639.2f,41.834205.2f,87.500624.2f,34.099728.2f,66.237008.2f,87.128738.2f,31.503398.2f,55.111220.2f,10.049760.2f,59.593158.2f,68.289737.2f,45.562937.2f,40.720197.2f,57.595776.2f,15.238548.2f,53.256422.2f,5.722001.2f,84.537488.2f,29.645200.2f,70.242521.2f,69.410779.2f,53.019827.2f,88.382347.2f,49.091813.2f,90.446887.2f
17.301708.2f,25.071306.2f,58.871194.2f,54.904836.2f,69.948969.2f,34.945828.2f,14.909360.2f,52.217977.2f,69.509902.2f,37.463288.2f,32.893157.2f,24.418042.2f,67.871148.2f,47.177999.2f,55.461879.2f,43.675710.2f,59.819887.2f,41.269739.2f,66.365119.2f,24.132395.2f,49.948645.2f,66.640517.2f,7.363111.2f,57.663249.2f,43.065722.2f,24.555943.2f,50.314628.2f,50.041571.2f,36.558855.2f,53.666287.2f,8.951467.2f,61.344108.2f,30.048238.2f,44.320648.2f,19.130453.2f,20.627847.2f,19.660820.2f,58.106744.2f,41.173296.2f,45.939492.2f
64.439215.2f,77.463477.2f,12.031091.2f,15.294967.2f,44.554761.2f,69.013828.2f,76.160125.2f,104.428679.2f,57.800825.2f,84.976185.2f,66.432570.2f,49.101179.2f,83.383597.2f,100.578085.2f,12.418307.2f,21.381673.2f,75.190713.2f,101.183529.2f,6.048132.2f,54.848714.2f,105.691574.2f,67.522534.2f,62.424458.2f,26.464477.2f,36.123883.2f,81.703290.2f,17.773715.2f,71.008770.2f,38.244780.2f,22.231500.2f,61.295609.2f,31.780639.2f,75.957576.2f,58.357544.2f,62.882274.2f,80.234069.2f,67.589032.2f,110.247879.2f,27.601289.2f,105.296662.2f
52.701125.2f,21.685178.2f,92.193467.2f,87.724719.2f,90.515312.2f,68.390909.2f,35.386792.2f,16.148659.2f,82.916012.2f,21.167472.2f,67.438086.2f,64.825008.2f,63.368556.2f,11.515532.2f,94.124543.2f,82.770736.2f,59.463521.2f,6.645061.2f,101.510218.2f,63.296132.2f,10.022722.2f,73.423234.2f,37.404380.2f,85.840015.2f,83.847466.2f,17.104686.2f,89.582303.2f,51.337395.2f,77.340685.2f,84.026939.2f,38.048729.2f,87.171352.2f,58.087751.2f,55.749971.2f,55.359709.2f,20.155159.2f,31.415676.2f,20.519150.2f,81.317198.2f,7.576189.2f
75.126967.2f,87.427609.2f,18.064288.2f,22.462562.2f,46.333094.2f,79.056032.2f,86.930311.2f,113.939465.2f,60.959856.2f,94.376312.2f,76.536928.2f,59.619739.2f,89.176453.2f,110.255942.2f,21.502087.2f,31.859108.2f,81.430518.2f,111.517670.2f,7.529161.2f,65.312747.2f,115.556541.2f,72.090194.2f,72.925747.2f,31.055759.2f,45.392818.2f,91.935778.2f,27.398359.2f,78.258754.2f,48.210070.2f,28.553578.2f,71.736220.2f,35.148345.2f,86.415324.2f,65.763920.2f,73.519119.2f,90.661165.2f,77.550272.2f,119.684353.2f,37.730201.2f,115.550700.2f
36.706949.2f,44.033244.2f,29.424050.2f,25.501549.2f,46.008572.2f,48.187475.2f,44.097395.2f,71.734758.2f,50.922272.2f,52.772475.2f,45.386722.2f,26.562867.2f,63.328800.2f,67.557266.2f,29.935310.2f,19.975305.2f,54.356249.2f,67.311692.2f,37.311370.2f,31.800751.2f,72.300729.2f,53.795559.2f,28.638449.2f,29.973621.2f,30.639343.2f,47.887703.2f,26.483816.2f,46.884799.2f,26.338973.2f,25.079134.2f,27.441679.2f,34.777375.2f,50.523520.2f,35.382938.2f,36.195218.2f,46.375129.2f,34.250735.2f,77.674235.2f,22.091580.2f,71.451406.2f
67.747013.2f,27.353298.2f,91.701843.2f,87.180570.2f,82.131321.2f,84.903897.2f,52.452653.2f,8.602509.2f,71.471998.2f,15.934365.2f,83.446140.2f,76.455372.2f,45.766710.2f,10.907772.2f,98.485714.2f,88.256848.2f,44.280457.2f,28.552152.2f,101.943125.2f,76.450910.2f,16.596194.2f,59.748859.2f,46.448311.2f,82.319704.2f,93.375420.2f,29.092103.2f,94.956587.2f,38.682519.2f,87.070818.2f,82.080604.2f,46.136850.2f,82.088274.2f,76.044933.2f,47.462713.2f,70.167519.2f,34.543477.2f,35.477445.2f,11.758461.2f,88.509555.2f,26.963297.2f
77.743538.2f,83.073579.2f,13.661777.2f,17.591841.2f,32.965636.2f,84.536885.2f,87.101624.2f,108.012173.2f,48.080371.2f,88.403241.2f,81.851410.2f,63.578000.2f,77.952274.2f,104.790501.2f,29.792136.2f,36.898816.2f,70.750520.2f,108.201111.2f,11.581647.2f,69.432288.2f,110.563441.2f,60.013781.2f,70.961341.2f,20.784475.2f,52.976835.2f,88.436051.2f,34.727215.2f,68.826846.2f,54.288057.2f,20.832792.2f,69.492575.2f,23.265216.2f,90.312535.2f,56.814738.2f,76.556432.2f,88.007672.2f,73.368005.2f,113.527304.2f,43.631791.2f,111.868885.2f
26.829598.2f,65.070310.2f,57.945027.2f,56.401566.2f,84.509992.2f,18.625689.2f,44.637827.2f,91.963293.2f,91.038300.2f,77.319426.2f,16.960732.2f,16.647992.2f,101.017637.2f,86.827341.2f,41.099725.2f,33.050732.2f,92.161830.2f,78.040444.2f,59.122500.2f,15.996046.2f,88.866923.2f,93.695718.2f,46.275920.2f,66.006712.2f,17.159788.2f,64.166165.2f,35.399388.2f,83.407251.2f,15.856372.2f,60.031374.2f,46.993471.2f,71.813820.2f,29.637468.2f,73.650092.2f,24.117926.2f,59.497097.2f,58.425346.2f,97.753091.2f,26.199043.2f,82.928010.2f
74.144336.2f,35.965270.2f,75.764744.2f,71.521756.2f,58.608209.2f,91.785367.2f,63.824276.2f,36.327209.2f,45.850413.2f,26.078695.2f,89.663055.2f,77.146919.2f,18.006572.2f,36.947791.2f,87.784667.2f,79.754586.2f,17.224983.2f,52.321583.2f,86.401781.2f,79.213979.2f,43.610324.2f,32.986597.2f,49.521593.2f,63.703348.2f,89.638913.2f,42.342638.2f,85.761201.2f,15.622932.2f,84.139666.2f,65.242399.2f,48.183153.2f,61.811022.2f,85.937360.2f,28.032824.2f,75.938532.2f,47.473704.2f,37.274427.2f,39.184668.2f,82.143995.2f,52.376682.2f
25.888618.2f,51.095027.2f,39.908529.2f,37.380888.2f,63.318560.2f,32.007760.2f,39.808792.2f,79.346461.2f,69.274555.2f,62.218498.2f,29.236129.2f,10.566190.2f,80.382041.2f,74.553774.2f,29.054940.2f,17.527700.2f,71.438061.2f,69.838479.2f,44.003644.2f,16.419398.2f,78.004496.2f,72.067109.2f,32.222671.2f,45.521883.2f,15.364684.2f,52.453627.2f,23.268873.2f,63.168176.2f,9.305012.2f,39.768654.2f,32.126263.2f,51.064297.2f,37.398956.2f,52.632972.2f,24.197321.2f,49.079475.2f,42.601495.2f,85.338398.2f,13.073995.2f,74.506244.2f
42.590693.2f,16.467524.2f,84.942937.2f,80.552554.2f,86.339293.2f,58.410011.2f,25.357752.2f,24.938543.2f,80.310790.2f,21.934491.2f,57.398097.2f,54.900892.2f,64.677916.2f,19.776384.2f,85.419702.2f,73.884175.2f,59.508501.2f,10.528750.2f,93.857385.2f,53.232335.2f,20.029911.2f,72.184563.2f,28.514408.2f,79.762427.2f,74.126199.2f,9.615135.2f,80.662507.2f,50.487431.2f,67.620118.2f,77.401085.2f,29.433701.2f,81.675475.2f,48.356094.2f,52.591158.2f,45.248490.2f,10.667304.2f,24.967838.2f,30.011427.2f,72.048408.2f,14.916006.2f
78.314498.2f,58.459401.2f,43.870643.2f,40.948422.2f,16.997818.2f,92.958498.2f,77.438872.2f,74.335388.2f,5.599918.2f,56.980435.2f,90.236465.2f,72.235620.2f,31.052636.2f,72.951470.2f,62.497487.2f,59.630738.2f,25.511329.2f,83.195400.2f,53.587970.2f,76.884283.2f,79.697493.2f,12.291705.2f,58.118796.2f,29.459895.2f,75.132800.2f,65.773261.2f,63.268738.2f,28.234133.2f,72.001049.2f,34.010258.2f,56.158130.2f,24.833675.2f,92.507518.2f,22.281544.2f,78.773093.2f,68.405056.2f,51.842594.2f,78.647235.2f,64.979196.2f,85.223977.2f
21.440349.2f,52.609823.2f,46.730298.2f,44.374058.2f,70.433842.2f,25.027526.2f,37.353059.2f,80.465849.2f,76.060203.2f,64.359864.2f,22.289792.2f,5.080564.2f,85.695925.2f,75.499247.2f,34.086623.2f,23.270482.2f,76.813626.2f,69.115951.2f,50.177551.2f,10.309631.2f,78.385408.2f,78.316629.2f,33.473921.2f,52.686082.2f,15.095493.2f,52.964465.2f,28.108787.2f,68.180355.2f,8.788088.2f,46.919989.2f,33.795021.2f,58.227922.2f,31.369337.2f,58.238273.2f,19.291923.2f,48.992396.2f,44.934830.2f,86.401859.2f,17.519835.2f,73.905701.2f
95.697589.2f,68.646712.2f,64.513807.2f,61.874717.2f,33.698775.2f,111.431294.2f,91.958604.2f,77.102751.2f,18.786137.2f,63.345069.2f,108.794463.2f,91.557921.2f,23.657107.2f,77.160734.2f,83.633029.2f,80.746571.2f,25.009585.2f,90.691845.2f,73.761369.2f,95.789054.2f,83.966927.2f,13.354274.2f,73.296144.2f,50.097719.2f,95.962194.2f,76.066159.2f,84.464267.2f,33.604983.2f,92.518468.2f,55.007778.2f,71.395019.2f,44.889540.2f,109.610732.2f,35.650254.2f,96.515993.2f,79.853779.2f,64.458071.2f,80.128603.2f,85.943285.2f,91.657319.2f
84.031266.2f,60.848196.2f,51.578043.2f,48.730366.2f,22.757768.2f,99.217077.2f,81.847908.2f,73.886492.2f,7.277103.2f,57.752525.2f,96.532231.2f,78.883104.2f,25.983248.2f,73.046371.2f,70.309135.2f,67.302778.2f,22.402758.2f,84.671544.2f,61.157638.2f,83.329610.2f,79.872679.2f,6.786597.2f,62.725985.2f,37.147924.2f,82.604334.2f,68.276682.2f,71.040649.2f,27.770535.2f,79.285479.2f,41.805150.2f,60.779998.2f,32.289756.2f,98.125234.2f,25.376550.2f,84.660574.2f,71.422751.2f,55.226446.2f,77.749030.2f,72.536654.2f,86.287785.2f
51.459526.2f,74.220734.2f,27.994713.2f,28.697216.2f,60.089532.2f,52.390777.2f,66.060785.2f,102.421496.2f,71.199703.2f,83.921227.2f,50.035850.2f,35.133705.2f,91.770958.2f,97.969266.2f,7.056565.2f,11.582797.2f,82.991171.2f,95.199758.2f,25.357933.2f,40.300966.2f,102.141928.2f,78.556345.2f,56.490843.2f,40.629006.2f,18.048150.2f,76.851361.2f,5.235266.2f,76.816576.2f,22.010430.2f,34.897196.2f,55.914297.2f,46.648547.2f,60.946373.2f,64.473237.2f,49.402298.2f,74.145731.2f,64.790406.2f,108.412671.2f,13.183510.2f,99.728321.2f
67.992712.2f,28.069550.2f,93.465279.2f,88.938892.2f,84.303001.2f,85.008422.2f,52.357978.2f,6.458241.2f,73.731491.2f,17.211770.2f,83.616635.2f,77.129467.2f,48.033954.2f,9.468649.2f,99.902592.2f,89.557491.2f,46.580605.2f,27.163902.2f,103.660968.2f,76.955324.2f,14.652667.2f,62.042284.2f,47.205399.2f,84.254637.2f,94.315277.2f,29.227432.2f,96.282097.2f,40.931081.2f,87.974877.2f,83.919740.2f,46.983659.2f,84.108972.2f,75.915684.2f,49.560550.2f,70.452331.2f,34.566020.2f,36.552148.2f,9.511676.2f,89.660070.2f,25.284997.2f
55.326775.2f,58.631038.2f,11.993876.2f,7.485280.2f,31.336632.2f,65.056590.2f,62.874267.2f,84.506399.2f,40.952962.2f,64.901437.2f,62.258780.2f,43.212754.2f,62.890955.2f,80.967139.2f,24.914776.2f,22.650558.2f,54.450521.2f,83.504006.2f,22.065797.2f,48.918891.2f,86.477520.2f,48.403247.2f,46.193030.2f,12.412537.2f,39.388810.2f,63.746858.2f,25.541169.2f,49.836898.2f,37.878526.2f,6.568924.2f,44.696955.2f,18.252109.2f,68.803666.2f,37.173957.2f,54.569908.2f,63.202731.2f,48.830310.2f,90.200372.2f,28.856196.2f,87.263646.2f
