39.190496.2f,60.720044.2f,10.441448.2f,57.254524.2f,58.999376.2f,55.476758.2f,22.530709.2f,28.257125.2f,54.401582.2f,55.122029.2f,66.860485.2f,27.609346.2f,53.375701.2f,33.756498.2f,9.175936.2f,10.806626.2f,30.071743.2f,40.315979.2f,51.400156.2f,59.992999.2f,69.378544.2f,14.923193.2f,43.599433.2f,19.493642.2f,35.358076.2f,46.767642.2f,20.314827.2f,58.742685.2f,61.132656.2f,29.087282.2f
71.340660.2f,20.036889.2f,31.483300.2f,28.603140.2f,73.697462.2f,66.247330.2f,56.782344.2f,66.777085.2f,65.778426.2f,13.815123.2f,28.346495.2f,34.313207.2f,41.840504.2f,9.916703.2f,32.658476.2f,34.676385.2f,11.826872.2f,66.812624.2f,87.167204.2f,19.617370.2f,28.065699.2f,49.171248.2f,61.790306.2f,60.466542.2f,74.489068.2f,41.595608.2f,46.659850.2f,18.836233.2f,73.114412.2f,68.601461.2f
69.110846.2f,40.610206.2f,50.959551.2f,6.274974.2f,56.435426.2f,47.890979.2f,60.456749.2f,85.029311.2f,48.010093.2f,33.772084.2f,24.743623.2f,63.163714.2f,15.647031.2f,29.672510.2f,48.100108.2f,46.231809.2f,33.606423.2f,60.726524.2f,86.089712.2f,41.440748.2f,39.064021.2f,55.824654.2f,50.588754.2f,75.251017.2f,79.722617.2f,21.588525.2f,48.927410.2f,42.257997.2f,53.971179.2f,85.668938.2f
79.673067.2f,12.903007.2f,37.657826.2f,33.342522.2f,82.311940.2f,74.779991.2f,64.768828.2f,71.776104.2f,74.337669.2f,9.434690.2f,27.829077.2f,35.970479.2f,49.197586.2f,18.562153.2f,39.736611.2f,42.333292.2f,19.880587.2f,75.397478.2f,95.278749.2f,12.092948.2f,22.794997.2f,56.978217.2f,70.491230.2f,66.530770.2f,82.006415.2f,49.663519.2f,54.970443.2f,10.875745.2f,81.640265.2f,73.890557.2f
20.454928.2f,70.887922.2f,28.763196.2f,55.579875.2f,37.412416.2f,35.064715.2f,7.804360.2f,41.519081.2f,33.895402.2f,63.927769.2f,70.168679.2f,48.834374.2f,43.501477.2f,41.267993.2f,23.274397.2f,18.547110.2f,39.365611.2f,18.583000.2f,36.330602.2f,70.565089.2f,77.221449.2f,7.927317.2f,22.085323.2f,29.545336.2f,27.003250.2f,35.498863.2f,4.362875.2f,69.803037.2f,40.020234.2f,40.472857.2f
73.660902.2f,17.909687.2f,36.653523.2f,23.167797.2f,73.184546.2f,65.384193.2f,59.875989.2f,72.295725.2f,65.026016.2f,10.478265.2f,22.161507.2f,40.637609.2f,38.670891.2f,12.683946.2f,37.136442.2f,38.495260.2f,16.007682.2f,68.346361.2f,89.894962.2f,17.951478.2f,23.857250.2f,52.604373.2f,62.245539.2f,65.451329.2f,78.145392.2f,39.586835.2f,49.204206.2f,17.792594.2f,72.203901.2f,73.981145.2f
61.219084.2f,36.575165.2f,14.735216.2f,43.951895.2f,72.037366.2f,66.018444.2f,45.002662.2f,48.133534.2f,65.242576.2f,32.093958.2f,47.353455.2f,16.976456.2f,50.131504.2f,16.601078.2f,18.486629.2f,22.676714.2f,12.584741.2f,59.283154.2f,75.361366.2f,35.672909.2f,46.232555.2f,36.822625.2f,57.844898.2f,43.030403.2f,60.343185.2f,46.729318.2f,37.435854.2f,34.237395.2f,72.682501.2f,50.200814.2f
52.654264.2f,41.668065.2f,31.274025.2f,21.912201.2f,49.288866.2f,41.613798.2f,41.529984.2f,64.562996.2f,41.201056.2f,34.044718.2f,36.319252.2f,46.377914.2f,20.164019.2f,16.309021.2f,27.836907.2f,25.733678.2f,18.468848.2f,45.923677.2f,69.509240.2f,41.824851.2f,45.420685.2f,36.006775.2f,38.609373.2f,54.768921.2f,60.816762.2f,17.429775.2f,29.949101.2f,41.715029.2f,48.467122.2f,65.169342.2f
62.347278.2f,32.207593.2f,34.763660.2f,15.717661.2f,58.547143.2f,50.594753.2f,50.430383.2f,69.956967.2f,50.289024.2f,24.553323.2f,26.907885.2f,45.932060.2f,24.299744.2f,12.488947.2f,32.817872.2f,32.101232.2f,16.374687.2f,55.840764.2f,79.108745.2f,32.491742.2f,35.481702.2f,44.234566.2f,48.462504.2f,61.136820.2f,69.552883.2f,24.609641.2f,38.998387.2f,32.574363.2f,57.378609.2f,70.978225.2f
32.357071.2f,71.271582.2f,21.016389.2f,65.742675.2f,57.280330.2f,55.263320.2f,16.898897.2f,22.038079.2f,54.093661.2f,65.555936.2f,76.596518.2f,36.002735.2f,59.083268.2f,43.793010.2f,19.159471.2f,18.766129.2f,40.303796.2f,35.941259.2f,42.387688.2f,70.561934.2f,79.780296.2f,12.408070.2f,42.130589.2f,10.800412.2f,25.331647.2f,51.752279.2f,20.592913.2f,69.327105.2f,60.115531.2f,21.732987.2f
46.915461.2f,61.417417.2f,12.655346.2f,63.065763.2f,68.488007.2f,65.050515.2f,30.629399.2f,23.509334.2f,63.974190.2f,56.739531.2f,70.532462.2f,21.171458.2f,61.537421.2f,37.432676.2f,15.595128.2f,19.234209.2f,33.307698.2f,49.145236.2f,57.392515.2f,60.501809.2f,70.968695.2f,23.769084.2f,53.082279.2f,18.809691.2f,39.957980.2f,55.359174.2f,29.835218.2f,59.033204.2f,70.683624.2f,25.387377.2f
19.050788.2f,97.184642.2f,60.906438.2f,72.790094.2f,17.437454.2f,23.602388.2f,32.490028.2f,66.505488.2f,22.758313.2f,89.666001.2f,90.588115.2f,81.069575.2f,53.220221.2f,68.531677.2f,55.256526.2f,50.257206.2f,67.882090.2f,13.736249.2f,27.431791.2f,97.182515.2f,101.246595.2f,39.166029.2f,17.447179.2f,55.221419.2f,36.861834.2f,46.185990.2f,35.281839.2f,96.819416.2f,22.121257.2f,64.209525.2f
41.081177.2f,74.610267.2f,24.656310.2f,73.549711.2f,67.922807.2f,66.109562.2f,27.063175.2f,12.031366.2f,64.934972.2f,69.693437.2f,82.635318.2f,33.222536.2f,68.852418.2f,49.401787.2f,25.335179.2f,26.844278.2f,45.471670.2f,45.985172.2f,48.244451.2f,73.726928.2f,83.964634.2f,23.280717.2f,52.881911.2f,6.067541.2f,29.843969.2f,61.803636.2f,31.401751.2f,72.290130.2f,70.868884.2f,12.848932.2f
72.627221.2f,48.040568.2f,59.224077.2f,13.707569.2f,55.740430.2f,47.243822.2f,65.732006.2f,92.498378.2f,47.592994.2f,41.666564.2f,29.536158.2f,72.145383.2f,15.820109.2f,38.717063.2f,55.966287.2f,53.633125.2f,42.587650.2f,63.526742.2f,89.421635.2f,49.003582.2f,44.954545.2f,61.919483.2f,52.380570.2f,82.281005.2f,84.741894.2f,23.666428.2f,54.467433.2f,50.004827.2f,52.652717.2f,92.929078.2f
53.116391.2f,62.410540.2f,53.925966.2f,30.007150.2f,33.419044.2f,24.913014.2f,49.781859.2f,81.814801.2f,25.272308.2f,54.980814.2f,48.617115.2f,71.505049.2f,8.410427.2f,42.072188.2f,49.018984.2f,45.004243.2f,44.477304.2f,43.277116.2f,69.341531.2f,62.990257.2f,62.471076.2f,48.280204.2f,31.296970.2f,70.396604.2f,67.523237.2f,9.129651.2f,39.949609.2f,63.429912.2f,30.470425.2f,81.463512.2f
39.321441.2f,76.884362.2f,55.992898.2f,47.063494.2f,15.250212.2f,6.705032.2f,41.199598.2f,76.691366.2f,7.084680.2f,69.249557.2f,65.655410.2f,75.809303.2f,25.711597.2f,52.094621.2f,50.261749.2f,45.291115.2f,53.231850.2f,28.951211.2f,54.148239.2f,77.242448.2f,78.502906.2f,42.728816.2f,16.537290.2f,64.711428.2f,56.030107.2f,20.719752.2f,34.669247.2f,77.367692.2f,12.842152.2f,75.584239.2f
9.606134.2f,81.739274.2f,40.123457.2f,63.534221.2f,30.839193.2f,31.105760.2f,10.891001.2f,46.482038.2f,29.877091.2f,74.602021.2f,79.376523.2f,59.863933.2f,48.361812.2f,52.159821.2f,34.777382.2f,30.135173.2f,50.558316.2f,8.155793.2f,26.482363.2f,81.491268.2f,87.525279.2f,17.598415.2f,17.293231.2f,34.691572.2f,22.730952.2f,40.247652.2f,15.574274.2f,80.818191.2f,34.416935.2f,44.647897.2f
38.820556.2f,75.565155.2f,54.522997.2f,46.018541.2f,16.152308.2f,7.609308.2f,40.163239.2f,75.514285.2f,7.779267.2f,67.925276.2f,64.579203.2f,74.317531.2f,24.802378.2f,50.633500.2f,48.801307.2f,43.843907.2f,51.746280.2f,28.474852.2f,53.903870.2f,75.910047.2f,77.299235.2f,41.500084.2f,16.002538.2f,63.548246.2f,55.305525.2f,19.513401.2f,33.389627.2f,76.018088.2f,14.045721.2f,74.449804.2f
99.310553.2f,13.479474.2f,55.020776.2f,48.016620.2f,102.056836.2f,94.356022.2f,83.988080.2f,86.269872.2f,93.970334.2f,20.242981.2f,34.962645.2f,47.026399.2f,66.949863.2f,38.587491.2f,58.117056.2f,61.337363.2f,39.622768.2f,95.348459.2f,114.572129.2f,12.501320.2f,20.859654.2f,76.009551.2f,90.493933.2f,82.890476.2f,100.449595.2f,68.533652.2f,74.639099.2f,11.717492.2f,101.189721.2f,88.828438.2f
97.008795.2f,6.575444.2f,57.058405.2f,36.689297.2f,95.171174.2f,87.043445.2f,82.922140.2f,91.160322.2f,86.822023.2f,12.917042.2f,21.240631.2f,54.129150.2f,57.297645.2f,35.602671.2f,58.807374.2f,60.953310.2f,38.093596.2f,91.680865.2f,113.141130.2f,7.589900.2f,6.445638.2f,75.411056.2f,85.148024.2f,85.983182.2f,100.766474.2f,60.278934.2f,72.477014.2f,9.309020.2f,93.724487.2f,93.325995.2f
71.267390.2f,32.824434.2f,47.399422.2f,3.206445.2f,61.882327.2f,53.432252.2f,60.985558.2f,82.505871.2f,53.414686.2f,25.921041.2f,18.831692.2f,57.603689.2f,22.109457.2f,24.178334.2f,45.344326.2f,44.290979.2f,28.364941.2f,63.623365.2f,88.245703.2f,33.625334.2f,31.951722.2f,55.484700.2f,54.464670.2f,73.439801.2f,80.292223.2f,26.453527.2f,49.385617.2f,34.414693.2f,59.804159.2f,83.449643.2f
25.625835.2f,74.504085.2f,25.409703.2f,65.783421.2f,51.381529.2f,49.946349.2f,10.467679.2f,26.341280.2f,48.750463.2f,68.371380.2f,78.011845.2f,42.137359.2f,56.944850.2f,45.994713.2f,22.188357.2f,20.188783.2f,42.900921.2f,29.466285.2f,36.299664.2f,73.899489.2f,82.436736.2f,8.540643.2f,36.484653.2f,14.336104.2f,20.287641.2f,49.252309.2f,16.825244.2f,72.788596.2f,54.441667.2f,25.243272.2f
82.242697.2f,33.004012.2f,58.103474.2f,9.298989.2f,70.356120.2f,61.802592.2f,72.392637.2f,93.546215.2f,61.950690.2f,27.856944.2f,12.607523.2f,66.449748.2f,29.443911.2f,33.895588.2f,56.434018.2f,55.624210.2f,38.168479.2f,74.235870.2f,99.240361.2f,34.167890.2f,28.299803.2f,66.959486.2f,64.437335.2f,84.730435.2f,91.708423.2f,35.550393.2f,60.788079.2f,35.489600.2f,67.776630.2f,94.601180.2f
62.863977.2f,74.403171.2f,33.239919.2f,82.935521.2f,88.706963.2f,86.068733.2f,48.455858.2f,19.426093.2f,84.943876.2f,71.449335.2f,87.662882.2f,26.689240.2f,83.325915.2f,55.962599.2f,37.360227.2f,41.244561.2f,51.689985.2f,67.493898.2f,69.031604.2f,73.222123.2f,84.982225.2f,43.400296.2f,73.409469.2f,26.591928.2f,50.464202.2f,77.326317.2f,50.685334.2f,71.470053.2f,91.318216.2f,22.934920.2f
47.535724.2f,46.091052.2f,8.107420.2f,42.597968.2f,58.714820.2f,53.206646.2f,31.698560.2f,43.095521.2f,52.344058.2f,40.040129.2f,51.316795.2f,25.859701.2f,42.433330.2f,18.213028.2f,6.487203.2f,9.023624.2f,14.665413.2f,45.274842.2f,62.270264.2f,45.498600.2f,54.204098.2f,23.661217.2f,44.165823.2f,35.045757.2f,48.447215.2f,37.290448.2f,23.452828.2f,44.422178.2f,59.698896.2f,44.301203.2f
59.248272.2f,78.265684.2f,69.990226.2f,44.302261.2f,30.638709.2f,24.279140.2f,60.426270.2f,94.970688.2f,25.315483.2f,71.054930.2f,62.166130.2f,88.298406.2f,24.569997.2f,59.326124.2f,64.741733.2f,60.303884.2f,61.724754.2f,48.871956.2f,73.619079.2f,78.969350.2f,77.054944.2f,60.836752.2f,36.503462.2f,83.143530.2f,75.960044.2f,26.059394.2f,52.470916.2f,79.574425.2f,26.192977.2f,94.169113.2f
10.373309.2f,81.720444.2f,37.465734.2f,65.853545.2f,36.585508.2f,36.775366.2f,6.415329.2f,40.831966.2f,35.546356.2f,74.806375.2f,80.909737.2f,56.534252.2f,52.065131.2f,52.115017.2f,32.534601.2f,28.366948.2f,50.079113.2f,13.507546.2f,25.441990.2f,81.371990.2f,88.128716.2f,14.369559.2f,22.933866.2f,29.131543.2f,17.965932.2f,43.931524.2f,15.269667.2f,80.572512.2f,40.179040.2f,38.932664.2f
89.358487.2f,21.811566.2f,42.729729.2f,50.785269.2f,96.691663.2f,89.660847.2f,73.276486.2f,71.569492.2f,89.091240.2f,24.306882.2f,42.873578.2f,31.839153.2f,66.167867.2f,32.622909.2f,46.780944.2f,50.776661.2f,31.965346.2f,86.735605.2f,103.658302.2f,20.358420.2f,32.456306.2f,65.107112.2f,83.693298.2f,69.171116.2f,88.353495.2f,65.864293.2f,65.157472.2f,18.476594.2f,96.521348.2f,74.290073.2f
20.342485.2f,72.375616.2f,27.538535.2f,59.040198.2f,41.334276.2f,39.473021.2f,4.456715.2f,36.892899.2f,38.286549.2f,65.639611.2f,72.959401.2f,46.959325.2f,47.886967.2f,42.888367.2f,22.536107.2f,18.434086.2f,40.574982.2f,20.856000.2f,34.924294.2f,71.963680.2f,79.229205.2f,4.628093.2f,26.188108.2f,24.892974.2f,23.529267.2f,39.953112.2f,7.584724.2f,71.089483.2f,44.176034.2f,35.769960.2f
39.678673.2f,65.924778.2f,15.459064.2f,63.830182.2f,62.690206.2f,59.868354.2f,23.628921.2f,21.651029.2f,58.745564.2f,60.668751.2f,73.075808.2f,28.421211.2f,59.746268.2f,39.869855.2f,15.613610.2f,17.328371.2f,36.029139.2f,42.438091.2f,50.016903.2f,65.116879.2f,74.952944.2f,17.423068.2f,47.329189.2f,13.544794.2f,32.746048.2f,52.961426.2f,24.485485.2f,63.769388.2f,65.175653.2f,22.559302.2f
