68.268838.2f,33.280304.2f,30.089614.2f,32.544729.2f,81.185476.2f,80.437754.2f,23.490172.2f,71.082969.2f,27.410087.2f,56.874772.2f,24.020154.2f,69.836759.2f,24.495799.2f,58.383746.2f,37.989236.2f,59.263533.2f,67.140515.2f,71.598712.2f,46.865163.2f,61.969452.2f
54.771903.2f,3.537370.2f,10.004386.2f,36.201850.2f,67.389943.2f,63.368028.2f,11.572879.2f,68.961123.2f,9.985036.2f,69.771052.2f,37.965060.2f,51.158624.2f,23.036538.2f,74.675818.2f,19.616284.2f,31.255535.2f,55.757694.2f,88.618330.2f,48.570905.2f,43.669218.2f
34.110182.2f,27.379127.2f,37.809553.2f,9.269961.2f,47.009560.2f,46.598310.2f,20.245949.2f,40.717462.2f,36.240696.2f,41.986044.2f,18.840390.2f,36.853380.2f,10.226419.2f,48.180732.2f,14.367427.2f,36.505242.2f,33.023061.2f,61.766572.2f,19.102683.2f,29.355481.2f
24.573761.2f,32.634801.2f,44.621634.2f,15.239747.2f,37.462685.2f,37.245377.2f,28.046359.2f,33.600667.2f,43.424911.2f,42.101906.2f,26.673428.2f,28.132817.2f,19.580644.2f,49.387368.2f,16.649113.2f,33.740791.2f,23.527479.2f,62.220520.2f,16.495866.2f,21.120650.2f
11.728172.2f,63.144566.2f,76.456690.2f,47.632330.2f,4.215111.2f,12.419312.2f,62.008370.2f,23.846167.2f,75.887072.2f,55.201461.2f,59.045478.2f,19.799132.2f,54.749761.2f,63.704177.2f,47.129150.2f,47.574927.2f,11.652116.2f,71.816668.2f,37.044527.2f,24.397624.2f
78.555669.2f,52.295684.2f,49.715031.2f,40.216838.2f,90.738173.2f,91.744419.2f,41.580318.2f,74.842573.2f,47.047913.2f,52.134274.2f,28.641519.2f,82.547428.2f,38.316105.2f,50.717426.2f,53.830517.2f,76.614642.2f,76.443537.2f,62.059520.2f,51.722723.2f,75.050674.2f
14.907214.2f,40.634319.2f,53.314627.2f,23.536055.2f,27.587106.2f,28.137824.2f,37.504560.2f,26.643875.2f,52.356791.2f,43.186209.2f,35.217366.2f,20.823124.2f,29.550842.2f,51.247491.2f,24.132701.2f,34.928850.2f,13.557766.2f,62.918944.2f,18.051370.2f,15.591796.2f
18.852195.2f,68.289411.2f,81.213667.2f,47.358424.2f,14.250312.2f,22.978454.2f,65.456720.2f,15.368761.2f,80.328727.2f,48.269499.2f,58.046001.2f,29.271874.2f,56.676655.2f,56.582864.2f,51.837245.2f,56.043574.2f,16.165803.2f,63.375574.2f,34.543247.2f,32.289674.2f
18.731259.2f,34.731720.2f,48.208603.2f,34.607327.2f,29.955251.2f,25.133771.2f,36.739665.2f,41.483047.2f,48.107170.2f,59.880442.2f,45.460584.2f,12.940024.2f,34.017107.2f,67.736985.2f,20.705320.2f,19.055261.2f,21.530511.2f,79.769598.2f,34.213577.2f,5.642034.2f
30.608106.2f,52.226200.2f,62.591366.2f,20.336703.2f,39.426055.2f,43.871906.2f,44.789007.2f,19.459779.2f,60.871666.2f,22.583995.2f,28.477018.2f,40.172515.2f,33.284499.2f,30.818851.2f,37.472514.2f,54.413688.2f,26.704716.2f,42.251580.2f,5.888950.2f,36.128727.2f
37.407522.2f,36.301499.2f,45.150734.2f,1.885745.2f,49.440821.2f,50.826049.2f,27.286622.2f,36.935443.2f,43.213820.2f,32.194224.2f,12.659510.2f,42.788195.2f,15.369566.2f,38.063801.2f,24.560548.2f,46.418113.2f,35.148579.2f,51.750307.2f,12.851417.2f,36.048521.2f
52.700175.2f,13.436213.2f,20.898916.2f,45.363631.2f,64.073020.2f,58.315902.2f,24.820976.2f,71.770710.2f,22.520733.2f,78.838581.2f,49.970560.2f,46.085857.2f,33.975416.2f,84.742216.2f,23.048099.2f,20.440428.2f,54.840857.2f,98.487720.2f,55.039231.2f,39.801896.2f
38.804341.2f,25.436781.2f,34.689467.2f,9.276934.2f,51.720453.2f,51.189505.2f,16.837198.2f,44.721619.2f,32.914720.2f,43.003550.2f,15.928607.2f,41.197100.2f,5.715740.2f,48.562429.2f,15.180590.2f,38.423159.2f,37.737529.2f,62.371172.2f,22.076303.2f,33.565116.2f
43.530212.2f,65.993584.2f,75.186383.2f,31.845580.2f,49.649560.2f,55.776945.2f,57.335727.2f,23.059036.2f,73.201686.2f,9.980847.2f,35.751265.2f,54.158456.2f,45.391685.2f,18.315046.2f,52.196292.2f,69.881417.2f,39.193585.2f,27.470732.2f,20.288467.2f,50.979393.2f
15.580576.2f,58.081556.2f,70.551888.2f,34.842069.2f,20.425260.2f,26.504560.2f,54.100577.2f,10.641133.2f,69.451143.2f,38.971738.2f,45.482985.2f,27.202680.2f,44.673603.2f,47.496476.2f,41.602592.2f,50.108865.2f,11.131405.2f,56.278376.2f,22.082235.2f,26.978201.2f
84.629707.2f,83.186575.2f,85.738083.2f,53.964824.2f,93.177515.2f,97.989108.2f,71.709167.2f,67.872560.2f,83.086219.2f,34.910385.2f,46.231887.2f,93.316970.2f,62.299252.2f,27.229852.2f,76.718549.2f,99.646160.2f,80.818675.2f,29.349786.2f,54.720265.2f,87.864531.2f
29.536946.2f,26.100164.2f,39.314213.2f,36.488926.2f,40.523165.2f,34.904672.2f,30.844792.2f,51.255127.2f,39.609629.2f,65.908204.2f,45.811190.2f,22.604359.2f,31.701396.2f,73.233376.2f,16.042322.2f,9.958693.2f,32.179780.2f,86.019182.2f,40.137639.2f,16.325785.2f
22.555687.2f,47.220698.2f,58.674002.2f,20.022789.2f,32.735708.2f,36.115009.2f,41.351692.2f,19.582140.2f,57.244970.2f,31.377336.2f,30.595820.2f,31.521735.2f,30.870091.2f,39.576195.2f,31.448463.2f,46.300884.2f,19.060351.2f,50.995506.2f,7.900221.2f,27.336331.2f
48.422134.2f,23.574063.2f,29.252660.2f,15.276996.2f,61.376100.2f,60.595063.2f,12.362337.2f,53.484690.2f,27.021862.2f,46.917563.2f,14.031744.2f,50.195707.2f,4.764807.2f,51.129818.2f,20.176768.2f,43.380510.2f,47.423152.2f,65.081794.2f,29.858782.2f,42.399425.2f
81.938710.2f,31.715581.2f,18.594090.2f,54.994988.2f,94.826463.2f,91.328142.2f,31.969607.2f,92.487086.2f,18.203862.2f,84.871623.2f,50.651122.2f,79.206339.2f,42.168825.2f,87.396272.2f,46.527982.2f,58.361628.2f,82.374365.2f,100.925644.2f,69.464162.2f,71.585269.2f
77.941132.2f,28.316774.2f,15.747136.2f,50.566324.2f,90.876186.2f,87.578559.2f,27.747554.2f,88.116082.2f,14.863042.2f,80.539693.2f,46.300822.2f,75.526627.2f,37.771381.2f,83.174425.2f,42.604787.2f,55.547500.2f,78.276566.2f,96.755026.2f,65.044261.2f,67.837700.2f
83.331687.2f,51.998750.2f,47.356940.2f,45.347049.2f,95.832280.2f,96.210016.2f,42.182846.2f,81.465697.2f,44.792479.2f,60.000718.2f,34.193817.2f,86.401782.2f,41.200792.2f,58.783836.2f,55.979175.2f,77.891912.2f,81.543614.2f,70.146239.2f,57.863529.2f,78.705037.2f
54.695201.2f,13.251615.2f,19.336875.2f,46.225160.2f,66.142966.2f,60.438050.2f,24.778408.2f,73.456639.2f,21.114124.2f,79.815563.2f,50.367719.2f,48.197427.2f,34.474133.2f,85.571249.2f,24.354004.2f,22.558425.2f,56.772722.2f,99.365368.2f,56.302719.2f,41.856524.2f
16.537826.2f,57.633187.2f,69.990550.2f,33.705603.2f,21.860021.2f,27.805683.2f,53.393010.2f,10.115568.2f,68.842704.2f,37.568477.2f,44.240159.2f,28.081173.2f,43.783998.2f,46.096727.2f,41.187074.2f,50.390205.2f,12.057679.2f,54.998023.2f,20.746095.2f,27.486690.2f
40.560994.2f,64.618107.2f,74.196500.2f,30.912327.2f,46.630691.2f,52.757994.2f,56.316926.2f,20.217389.2f,72.284477.2f,12.886503.2f,35.784411.2f,51.262971.2f,44.439377.2f,21.295645.2f,50.430494.2f,67.529680.2f,36.209319.2f,30.383426.2f,18.439438.2f,48.238246.2f
52.664554.2f,8.528019.2f,16.710328.2f,41.740300.2f,64.551311.2f,59.374086.2f,20.029235.2f,70.237254.2f,18.038908.2f,75.405577.2f,45.626355.2f,47.054232.2f,29.775728.2f,81.031611.2f,20.542680.2f,23.334601.2f,54.427821.2f,94.859274.2f,52.266831.2f,40.256108.2f
66.458941.2f,96.403146.2f,105.478715.2f,62.184817.2f,67.531830.2f,75.725641.2f,87.670538.2f,40.552637.2f,103.431074.2f,30.670569.2f,64.660303.2f,78.081636.2f,75.703527.2f,30.951115.2f,82.284026.2f,98.232265.2f,62.015050.2f,23.276031.2f,50.306935.2f,76.973351.2f
97.149588.2f,82.126292.2f,80.821313.2f,60.993083.2f,107.558981.2f,110.813247.2f,70.840910.2f,85.245479.2f,78.137465.2f,54.072610.2f,50.235048.2f,103.901766.2f,64.619857.2f,48.028862.2f,80.398567.2f,103.888109.2f,93.970999.2f,52.994440.2f,67.045801.2f,97.287061.2f
38.731615.2f,56.357554.2f,65.566655.2f,22.227699.2f,47.027232.2f,51.878874.2f,47.704214.2f,24.035903.2f,63.607568.2f,14.639310.2f,27.128932.2f,48.347441.2f,35.776201.2f,22.700833.2f,42.809158.2f,61.433076.2f,34.744940.2f,34.615959.2f,11.350414.2f,44.132856.2f
37.545622.2f,36.403780.2f,45.216107.2f,1.912357.2f,49.566249.2f,50.969669.2f,27.355669.2f,36.975471.2f,43.272507.2f,32.078773.2f,12.532979.2f,42.946840.2f,15.430114.2f,37.928238.2f,24.706574.2f,46.581132.2f,35.275453.2f,51.621204.2f,12.872402.2f,36.212581.2f
12.230786.2f,47.529808.2f,60.141118.2f,27.451856.2f,23.239708.2f,25.842351.2f,44.056522.2f,20.142368.2f,59.129128.2f,40.975562.2f,38.893398.2f,21.645451.2f,35.401018.2f,49.354673.2f,31.032473.2f,40.531361.2f,9.045580.2f,60.056273.2f,18.083227.2f,18.760347.2f
79.591434.2f,72.254910.2f,73.953051.2f,45.579145.2f,89.391576.2f,93.209201.2f,60.718577.2f,66.265278.2f,71.279205.2f,34.970535.2f,36.350010.2f,87.197386.2f,52.154781.2f,29.330515.2f,67.256152.2f,90.591307.2f,76.156654.2f,36.437639.2f,49.288206.2f,81.083569.2f
